run_id,label,status,conclusion,artifact_name,artifact_size,head_sha,url,mode,scan_rows,diagnostic_rows,failed_rows,scan_sha256,diagnostics_sha256,failed_points_sha256
29398949410,modeA_muB0_alpha1.0 / fixed-muB-phase-scaled,completed,success,relaxtime-phase-guided-transport-results-p128_xi001_onshellkernel_localdispatch_20260715-match_thermo-validated_anchored-modeA_muB0_alpha1.0,99303,05be2c05186f8e12baf3097b68f8619e53d19711,https://github.com/w5851/Julia_RelaxTime/actions/runs/29398949410,mode_a_fixed_muB_phase_scaled,101,4242,0,ada80338cd3c1b58ea242fe934190967afc5cb23bc18f3eb1f0a9258a0b1a707,5cc1817e24958612b7cec79a52355d35a1b1f090132c4048a261fb13a6e5b0f6,25b7d84f4fcef45cc8666411fd14cb293005de9e69f95eec86586ac8aae96f2e
29398949754,modeA_muB0_alpha1.1 / fixed-muB-phase-scaled,completed,success,relaxtime-phase-guided-transport-results-p128_xi001_onshellkernel_localdispatch_20260715-match_thermo-validated_anchored-modeA_muB0_alpha1.1,101865,05be2c05186f8e12baf3097b68f8619e53d19711,https://github.com/w5851/Julia_RelaxTime/actions/runs/29398949754,mode_a_fixed_muB_phase_scaled,101,4242,0,3130d8fe69331ac7ef5f18791d36c251324613fd516ded39a8debbf432036702,624b76c334095dd6a052a4053809bd024852b93539d36f1ad410eae29027b057,25b7d84f4fcef45cc8666411fd14cb293005de9e69f95eec86586ac8aae96f2e
29398949179,modeA_muB0_alpha1.2 / fixed-muB-phase-scaled,completed,success,relaxtime-phase-guided-transport-results-p128_xi001_onshellkernel_localdispatch_20260715-match_thermo-validated_anchored-modeA_muB0_alpha1.2,98030,05be2c05186f8e12baf3097b68f8619e53d19711,https://github.com/w5851/Julia_RelaxTime/actions/runs/29398949179,mode_a_fixed_muB_phase_scaled,101,4242,0,a3e17c2af9e77c5aeffd6396cb88faf7ed5c521efc7e62b7f597671861a56196,2bbea1edab9948187e0aa10bdaba72becf511954bcda15cbc9bf0e906c5fa7d0,25b7d84f4fcef45cc8666411fd14cb293005de9e69f95eec86586ac8aae96f2e
29398949133,modeA_muB450_alpha1.0_xi_neg / fixed-muB-phase-scaled,completed,success,relaxtime-phase-guided-transport-results-p128_xi001_onshellkernel_localdispatch_20260715-match_thermo-validated_anchored-modeA_muB450_alpha1.0_xi_neg,68485,05be2c05186f8e12baf3097b68f8619e53d19711,https://github.com/w5851/Julia_RelaxTime/actions/runs/29398949133,mode_a_fixed_muB_phase_scaled,51,2142,0,cb24a8225cf41ecd6dbfd518a97746bb4161d8939d891e9fc14eae1a80c6a443,5ac61f4db71441753920dd75344f1b0fd0ffb9d2c08b076e850f6b808b48f7f0,25b7d84f4fcef45cc8666411fd14cb293005de9e69f95eec86586ac8aae96f2e
29398949153,modeA_muB450_alpha1.0_xi_pos / fixed-muB-phase-scaled,completed,success,relaxtime-phase-guided-transport-results-p128_xi001_onshellkernel_localdispatch_20260715-match_thermo-validated_anchored-modeA_muB450_alpha1.0_xi_pos,70332,05be2c05186f8e12baf3097b68f8619e53d19711,https://github.com/w5851/Julia_RelaxTime/actions/runs/29398949153,mode_a_fixed_muB_phase_scaled,51,2142,0,e62baafe119baf4551dd7ac18a5c0e7b35fdd864d4a2fff6c97cb1076eab3cc8,113ec5161d79632d888945dc130d59163e2e99766bf06c7e85bcd04931d97a8e,25b7d84f4fcef45cc8666411fd14cb293005de9e69f95eec86586ac8aae96f2e
29398958778,modeA_muB450_alpha1.1_xi_neg / fixed-muB-phase-scaled,completed,success,relaxtime-phase-guided-transport-results-p128_xi001_onshellkernel_localdispatch_20260715-match_thermo-validated_anchored-modeA_muB450_alpha1.1_xi_neg,68114,05be2c05186f8e12baf3097b68f8619e53d19711,https://github.com/w5851/Julia_RelaxTime/actions/runs/29398958778,mode_a_fixed_muB_phase_scaled,51,2142,0,cf025bcefa905d727e610578477a45a63240ed1a2d2a31a32b23d3d35d15c411,9464af689498c6210a3aacb00d223a5eaf5063ee1386910440bf0f6bbc19a288,25b7d84f4fcef45cc8666411fd14cb293005de9e69f95eec86586ac8aae96f2e
29398958810,modeA_muB450_alpha1.1_xi_pos / fixed-muB-phase-scaled,completed,success,relaxtime-phase-guided-transport-results-p128_xi001_onshellkernel_localdispatch_20260715-match_thermo-validated_anchored-modeA_muB450_alpha1.1_xi_pos,69219,05be2c05186f8e12baf3097b68f8619e53d19711,https://github.com/w5851/Julia_RelaxTime/actions/runs/29398958810,mode_a_fixed_muB_phase_scaled,51,2142,0,163ec486db6811d9813067d8e650294014050d6b9b936ee6a7084ad45d2d57b0,74357e3a7a6830d7efe2aadc7ea777ed96d45a1f3cd8e01bcb62857f728600c2,25b7d84f4fcef45cc8666411fd14cb293005de9e69f95eec86586ac8aae96f2e
29398958832,modeA_muB450_alpha1.2_xi_neg / fixed-muB-phase-scaled,completed,success,relaxtime-phase-guided-transport-results-p128_xi001_onshellkernel_localdispatch_20260715-match_thermo-validated_anchored-modeA_muB450_alpha1.2_xi_neg,68153,05be2c05186f8e12baf3097b68f8619e53d19711,https://github.com/w5851/Julia_RelaxTime/actions/runs/29398958832,mode_a_fixed_muB_phase_scaled,51,2142,0,c4cb59c9b858b76beaa35348bf6297e4a5553e2aff7c088888f92b3adc847475,ddcb53908620ea1f2cfecad82272893292f812344f88b5c8d6f03340bcce1b15,25b7d84f4fcef45cc8666411fd14cb293005de9e69f95eec86586ac8aae96f2e
29398958794,modeA_muB450_alpha1.2_xi_pos / fixed-muB-phase-scaled,completed,success,relaxtime-phase-guided-transport-results-p128_xi001_onshellkernel_localdispatch_20260715-match_thermo-validated_anchored-modeA_muB450_alpha1.2_xi_pos,67966,05be2c05186f8e12baf3097b68f8619e53d19711,https://github.com/w5851/Julia_RelaxTime/actions/runs/29398958794,mode_a_fixed_muB_phase_scaled,51,2142,0,4241f34f51b32d0633f6526de8828676a5a8a52355208d731e493a92fecbf99f,ccb131968faef27df5bae6dc7979a1a4051ded63c1bef28d3d82965faea722f6,25b7d84f4fcef45cc8666411fd14cb293005de9e69f95eec86586ac8aae96f2e
29398958714,modeA_muB900_alpha1.0_xi_neg / fixed-muB-phase-scaled,completed,success,relaxtime-phase-guided-transport-results-p128_xi001_onshellkernel_localdispatch_20260715-match_thermo-validated_anchored-modeA_muB900_alpha1.0_xi_neg,70274,05be2c05186f8e12baf3097b68f8619e53d19711,https://github.com/w5851/Julia_RelaxTime/actions/runs/29398958714,mode_a_fixed_muB_phase_scaled,51,2142,0,5786764e6daaea9eae96712de1483bfaf96a2cfc9b6a1b05e2687bcc57c06361,ef5f88c53962f59c77b82e15425d6d13feb7c2a93c3920dbb4d2d59ddc3c69ec,25b7d84f4fcef45cc8666411fd14cb293005de9e69f95eec86586ac8aae96f2e
