window_id,mode_key,observable,channel,exchange_channel,sigma_scope,xi,sigma_peak_ds,sigma_peak_value,simple_peak_ds,simple_peak_invabs,mixed_peak_ds,mixed_peak_invabs,dominant_denominator_branch,denominator_sigma_same_band,max_abs_D_simple_sq,max_abs_D_mixed_sq,max_abs_D_total_sq
mode_b_T200p0_muB450p0_xip0p31_1,mode_b,tau_dbar,dubar_to_dubar,s,full_process,0.3,0.01,349.80934167095097,0.01,73043.19396916206,,,simple_1m4KPi,true,65092.88121305117,0.0,65092.88121305117
mode_b_T200p0_muB450p0_xip0p31_1,mode_b,tau_dbar,dubar_to_dubar,t,full_process,0.3,0.01,349.80934167095097,0.0001,162.12925665704935,0.0001,58763.6067161561,mixed_detM,true,36.12061532109754,0.7202313751263274,26.639827052458223
mode_b_T200p0_muB450p0_xip0p31_1,mode_b,tau_dbar,dubar_to_dubar,s,full_process,0.31,0.0001,59014.253297318224,0.0001,1.194373463793926e7,,,simple_1m4KPi,true,1.0647776409173375e7,0.0,1.0647776409173375e7
mode_b_T200p0_muB450p0_xip0p31_1,mode_b,tau_dbar,dubar_to_dubar,t,full_process,0.31,0.0001,59014.253297318224,0.0001,166.04236667536722,0.0001,59050.25802302065,mixed_detM,true,37.00647344410637,0.7228842734959352,27.385007052569826
mode_b_T200p0_muB450p0_xip0p31_1,mode_b,tau_dbar,dubar_to_dubar,s,full_process,0.32,0.0001,283.6937507076766,0.0001,54871.659596195175,,,simple_1m4KPi,true,48936.457801186225,0.0,48936.457801186225
mode_b_T200p0_muB450p0_xip0p31_1,mode_b,tau_dbar,dubar_to_dubar,t,full_process,0.32,0.0001,283.6937507076766,0.0001,169.98564519870598,0.0001,59333.961883766984,mixed_detM,true,37.899780206625266,0.7255261740442507,28.137736112884728
mode_b_T200p0_muB450p0_xip0p31_1,mode_b,tau_dbar,uubar_to_uubar,s,full_process,0.3,0.01,89.09578654114429,0.01,73043.19396916206,2.0,234494.347324587,mixed_detM,false,16273.220303262788,2.0154395161986347,16475.512610538448
mode_b_T200p0_muB450p0_xip0p31_1,mode_b,tau_dbar,uubar_to_uubar,t,full_process,0.3,0.01,89.09578654114429,0.0001,162.12925665704935,0.0001,58763.6067161561,mixed_detM,true,36.12061532109754,0.7202313751263274,47.04186633998952
mode_b_T200p0_muB450p0_xip0p31_1,mode_b,tau_dbar,uubar_to_uubar,s,full_process,0.31,0.0001,14737.733228907,0.0001,1.194373463793926e7,2.0,240814.80405515502,simple_1m4KPi,true,2.6619441022933424e6,2.058949851299833,2.6599668195549655e6
mode_b_T200p0_muB450p0_xip0p31_1,mode_b,tau_dbar,uubar_to_uubar,t,full_process,0.31,0.0001,14737.733228907,0.0001,166.04236667536722,0.0001,59050.25802302065,mixed_detM,true,37.00647344410637,0.7228842734959352,48.07370838263478
mode_b_T200p0_muB450p0_xip0p31_1,mode_b,tau_dbar,uubar_to_uubar,s,full_process,0.32,0.0001,69.15962511079096,0.0001,54871.659596195175,2.0,247442.9593360714,mixed_detM,false,12234.114450296553,2.1044173338256607,12014.154460185426
mode_b_T200p0_muB450p0_xip0p31_1,mode_b,tau_dbar,uubar_to_uubar,t,full_process,0.32,0.0001,69.15962511079096,0.0001,169.98564519870598,0.0001,59333.961883766984,mixed_detM,true,37.899780206625266,0.7255261740442507,49.1128766484543
mode_a_muB900p0_alpha1p0_xim0p03_1,mode_a,tau_ubar,dubar_to_dubar,s,full_process,-0.04,0.01,1796.547243138979,0.01,1.4299221147181445e6,,,simple_1m4KPi,true,1.3519390428405255e6,0.0,1.3519390428405255e6
mode_a_muB900p0_alpha1p0_xim0p03_1,mode_a,tau_ubar,dubar_to_dubar,t,full_process,-0.04,0.01,1796.547243138979,0.0001,292.33365371243667,0.0001,68208.72101391325,mixed_detM,true,69.09769349010337,0.571215633724494,57.10392877750814
mode_a_muB900p0_alpha1p0_xim0p03_1,mode_a,tau_ubar,dubar_to_dubar,s,full_process,-0.03,0.0001,15.643008356741154,0.0001,10711.07114242824,,,simple_1m4KPi,true,10133.873692704456,0.0,10133.873692704456
mode_a_muB900p0_alpha1p0_xim0p03_1,mode_a,tau_ubar,dubar_to_dubar,t,full_process,-0.03,0.0001,15.643008356741154,0.0001,322.72652911553155,0.0001,69130.14316212753,mixed_detM,true,76.33386614310712,0.5804508347735348,63.60145758190447
mode_a_muB900p0_alpha1p0_xim0p03_1,mode_a,tau_ubar,dubar_to_dubar,s,full_process,-0.02,0.0001,3.3154788122961714,0.0001,1869.0632889292035,,,simple_1m4KPi,true,1769.8118480169096,0.0,1769.8118480169096
mode_a_muB900p0_alpha1p0_xim0p03_1,mode_a,tau_ubar,dubar_to_dubar,t,full_process,-0.02,0.0001,3.3154788122961714,0.0001,361.6005119277629,0.0001,70213.50406352397,mixed_detM,true,85.59967900088813,0.5917399250770554,71.95727017887033
mode_a_muB900p0_alpha1p0_xim0p03_1,mode_a,tau_ubar,uubar_to_uubar,s,full_process,-0.04,0.01,450.4171239429202,0.01,1.4299221147181445e6,2.0,212991.8648232784,simple_1m4KPi,true,337984.76071013126,1.2397902919763122,338578.8881086762
mode_a_muB900p0_alpha1p0_xim0p03_1,mode_a,tau_ubar,uubar_to_uubar,t,full_process,-0.04,0.01,450.4171239429202,0.0001,292.33365371243667,0.0001,68208.72101391325,mixed_detM,true,69.09769349010337,0.571215633724494,82.23388947014759
mode_a_muB900p0_alpha1p0_xim0p03_1,mode_a,tau_ubar,uubar_to_uubar,s,full_process,-0.03,0.8103448275862069,5.070869369627571,0.0001,10711.07114242824,2.0,232107.08489039092,mixed_detM,false,2533.4684231761134,1.335058852280333,2448.3628028720796
mode_a_muB900p0_alpha1p0_xim0p03_1,mode_a,tau_ubar,uubar_to_uubar,t,full_process,-0.03,0.8103448275862069,5.070869369627571,0.0001,322.72652911553155,0.0001,69130.14316212753,mixed_detM,false,76.33386614310712,0.5804508347735348,90.22717637385682
mode_a_muB900p0_alpha1p0_xim0p03_1,mode_a,tau_ubar,uubar_to_uubar,s,full_process,-0.02,0.7586206896551724,5.060947906403727,0.0001,1869.0632889292035,2.0,259678.72865401724,mixed_detM,false,442.45296200422723,1.4715677657412936,406.2308542422859
mode_a_muB900p0_alpha1p0_xim0p03_1,mode_a,tau_ubar,uubar_to_uubar,t,full_process,-0.02,0.7586206896551724,5.060947906403727,0.0001,361.6005119277629,0.0001,70213.50406352397,mixed_detM,false,85.59967900088813,0.5917399250770554,100.42556767306003
mode_a_muB900p0_alpha1p0_xim0p03_1,mode_a,tau_ubar,uubar_to_ddbar,s,full_process,-0.04,0.01,447.88474988330483,0.01,1.4299221147181445e6,2.0,212991.8648232784,simple_1m4KPi,true,337984.76071013126,1.2397902919763122,337392.02313716186
mode_a_muB900p0_alpha1p0_xim0p03_1,mode_a,tau_ubar,uubar_to_ddbar,t,full_process,-0.04,0.01,447.88474988330483,0.0001,292.33365371243667,,,simple_1m4KPi,true,276.3907739604136,0.0,276.3907739604136
mode_a_muB900p0_alpha1p0_xim0p03_1,mode_a,tau_ubar,uubar_to_ddbar,s,full_process,-0.03,0.8103448275862069,5.165159488530081,0.0001,10711.07114242824,2.0,232107.08489039092,mixed_detM,false,2533.4684231761134,1.335058852280333,2620.0281180955662
mode_a_muB900p0_alpha1p0_xim0p03_1,mode_a,tau_ubar,uubar_to_ddbar,t,full_process,-0.03,0.8103448275862069,5.165159488530081,0.0001,322.72652911553155,,,simple_1m4KPi,false,305.33546457242846,0.0,305.33546457242846
mode_a_muB900p0_alpha1p0_xim0p03_1,mode_a,tau_ubar,uubar_to_ddbar,s,full_process,-0.02,0.7586206896551724,5.158796346720315,0.0001,1869.0632889292035,2.0,259678.72865401724,mixed_detM,false,442.45296200422723,1.4715677657412936,480.2217713220732
mode_a_muB900p0_alpha1p0_xim0p03_1,mode_a,tau_ubar,uubar_to_ddbar,t,full_process,-0.02,0.7586206896551724,5.158796346720315,0.0001,361.6005119277629,,,simple_1m4KPi,false,342.39871600355264,0.0,342.39871600355264
mode_a_muB900p0_alpha1p1_xip0p20_1,mode_a,tau_dbar,dubar_to_dubar,s,full_process,0.19,0.05,404.96064468348,0.05,213724.98024815097,,,simple_1m4KPi,true,199708.70695216456,0.0,199708.70695216456
mode_a_muB900p0_alpha1p1_xip0p20_1,mode_a,tau_dbar,dubar_to_dubar,t,full_process,0.19,0.05,404.96064468348,0.0001,218.50944178863023,0.0001,65114.42535386007,mixed_detM,false,51.04484981795234,0.588600751331873,40.67077991757359
mode_a_muB900p0_alpha1p1_xip0p20_1,mode_a,tau_dbar,dubar_to_dubar,s,full_process,0.2,0.0001,197.44367656664468,0.0001,101514.36389417302,,,simple_1m4KPi,true,94908.67497811955,0.0,94908.67497811955
mode_a_muB900p0_alpha1p1_xip0p20_1,mode_a,tau_dbar,dubar_to_dubar,t,full_process,0.2,0.0001,197.44367656664468,0.0001,231.0493435835201,0.0001,65674.06073621543,mixed_detM,true,54.00365577066734,0.5939767438929795,43.27033528830581
mode_a_muB900p0_alpha1p1_xip0p20_1,mode_a,tau_dbar,dubar_to_dubar,s,full_process,0.21,0.0001,18.582262670237576,0.0001,8645.751123652557,,,simple_1m4KPi,true,8087.839270718082,0.0,8087.839270718082
mode_a_muB900p0_alpha1p1_xip0p20_1,mode_a,tau_dbar,dubar_to_dubar,t,full_process,0.21,0.0001,18.582262670237576,0.0001,244.76489637518495,0.0001,66257.37334632169,mixed_detM,true,57.24254355358191,0.5997033348464859,46.12413368464371
mode_a_muB900p0_alpha1p1_xip0p20_1,mode_a,tau_dbar,uubar_to_uubar,s,full_process,0.19,0.05,101.52178102980798,0.05,213724.98024815097,2.0,217369.70328586898,mixed_detM,false,49927.176738041126,1.3591252406622616,50008.587410230284
mode_a_muB900p0_alpha1p1_xip0p20_1,mode_a,tau_dbar,uubar_to_uubar,t,full_process,0.19,0.05,101.52178102980798,0.0001,218.50944178863023,0.0001,65114.42535386007,mixed_detM,false,51.04484981795234,0.588600751331873,62.59612122099484
mode_a_muB900p0_alpha1p1_xip0p20_1,mode_a,tau_dbar,uubar_to_uubar,s,full_process,0.2,0.0001,48.53246931403153,0.0001,101514.36389417302,2.0,229516.2011641491,mixed_detM,false,23727.168744529878,1.4229493889293083,23460.18904066755
mode_a_muB900p0_alpha1p1_xip0p20_1,mode_a,tau_dbar,uubar_to_uubar,t,full_process,0.2,0.0001,48.53246931403153,0.0001,231.0493435835201,0.0001,65674.06073621543,mixed_detM,true,54.00365577066734,0.5939767438929795,65.92492974081483
mode_a_muB900p0_alpha1p1_xip0p20_1,mode_a,tau_dbar,uubar_to_uubar,s,full_process,0.21,0.0001,4.405505794374285,0.0001,8645.751123652557,2.0,243783.68020321705,mixed_detM,false,2021.9598176795198,1.4975979008095468,1943.2460561423338
mode_a_muB900p0_alpha1p1_xip0p20_1,mode_a,tau_dbar,uubar_to_uubar,t,full_process,0.21,0.0001,4.405505794374285,0.0001,244.76489637518495,0.0001,66257.37334632169,mixed_detM,true,57.24254355358191,0.5997033348464859,69.56036009221309
mode_a_muB900p0_alpha1p1_xip0p20_1,mode_a,tau_dbar,uubar_to_ddbar,s,full_process,0.19,0.05,100.99835674299736,0.05,213724.98024815097,2.0,217369.70328586898,mixed_detM,false,49927.176738041126,1.3591252406622616,49847.25240495569
mode_a_muB900p0_alpha1p1_xip0p20_1,mode_a,tau_dbar,uubar_to_ddbar,t,full_process,0.19,0.05,100.99835674299736,0.0001,218.50944178863023,,,simple_1m4KPi,false,204.17939927180942,0.0,204.17939927180942
mode_a_muB900p0_alpha1p1_xip0p20_1,mode_a,tau_dbar,uubar_to_ddbar,s,full_process,0.2,0.0001,50.23101722169607,0.0001,101514.36389417302,2.0,229516.2011641491,mixed_detM,false,23727.168744529878,1.4229493889293083,23995.66045766184
mode_a_muB900p0_alpha1p1_xip0p20_1,mode_a,tau_dbar,uubar_to_ddbar,t,full_process,0.2,0.0001,50.23101722169607,0.0001,231.0493435835201,,,simple_1m4KPi,true,216.01462308266943,0.0,216.01462308266943
mode_a_muB900p0_alpha1p1_xip0p20_1,mode_a,tau_dbar,uubar_to_ddbar,s,full_process,0.21,0.0001,4.9307607705145475,0.0001,8645.751123652557,2.0,243783.68020321705,mixed_detM,false,2021.9598176795198,1.4975979008095468,2102.2364477056694
mode_a_muB900p0_alpha1p1_xip0p20_1,mode_a,tau_dbar,uubar_to_ddbar,t,full_process,0.21,0.0001,4.9307607705145475,0.0001,244.76489637518495,,,simple_1m4KPi,true,228.9701742143277,0.0,228.9701742143277
mode_a_muB0p0_alpha1p2_xim0p47_1,mode_a,tau_s,usbar_to_usbar,s,full_process,-0.48,2.0,0.10612755921679502,2.0,8.112038236348495,,,simple_1m4KPi,true,5.085670123258626,0.0,5.085670123258626
mode_a_muB0p0_alpha1p2_xim0p47_1,mode_a,tau_s,usbar_to_usbar,t,full_process,-0.48,2.0,0.10612755921679502,,,0.0001,11744.520314646315,mixed_detM,false,0.0,0.00021149209525458178,0.00021149209525458178
mode_a_muB0p0_alpha1p2_xim0p47_1,mode_a,tau_s,usbar_to_usbar,s,full_process,-0.47,2.0,0.10791492467249575,2.0,8.283046079367256,,,simple_1m4KPi,true,5.1937142527392295,0.0,5.1937142527392295
mode_a_muB0p0_alpha1p2_xim0p47_1,mode_a,tau_s,usbar_to_usbar,t,full_process,-0.47,2.0,0.10791492467249575,,,0.0001,12015.385534095494,mixed_detM,false,0.0,0.00022295519526629613,0.00022295519526629613
mode_a_muB0p0_alpha1p2_xim0p47_1,mode_a,tau_s,usbar_to_usbar,s,full_process,-0.46,2.0,0.10972219005626013,2.0,8.455582971258428,,,simple_1m4KPi,true,5.302757320813646,0.0,5.302757320813646
mode_a_muB0p0_alpha1p2_xim0p47_1,mode_a,tau_s,usbar_to_usbar,t,full_process,-0.46,2.0,0.10972219005626013,,,0.0001,12286.138869057993,mixed_detM,false,0.0,0.0002348587867209439,0.0002348587867209439
mode_a_muB0p0_alpha1p2_xim0p47_1,mode_a,tau_s,ssbar_to_ssbar,s,full_process,-0.48,0.0001,523.8913498796412,,,0.0001,4.534057516786341e7,mixed_detM,true,0.0,5685.93384389811,5685.93384389811
mode_a_muB0p0_alpha1p2_xim0p47_1,mode_a,tau_s,ssbar_to_ssbar,t,full_process,-0.48,0.0001,523.8913498796412,,,0.0001,11744.247686481925,mixed_detM,true,0.0,2.6039342842747937,2.6039342842747937
mode_a_muB0p0_alpha1p2_xim0p47_1,mode_a,tau_s,ssbar_to_ssbar,s,full_process,-0.47,0.0001,19694.283833576188,,,0.0001,1.6575797741662195e9,mixed_detM,true,0.0,210180.23170167583,210180.23170167583
mode_a_muB0p0_alpha1p2_xim0p47_1,mode_a,tau_s,ssbar_to_ssbar,t,full_process,-0.47,0.0001,19694.283833576188,,,0.0001,12015.106443132661,mixed_detM,true,0.0,2.6309046138293146,2.6309046138293146
mode_a_muB0p0_alpha1p2_xim0p47_1,mode_a,tau_s,ssbar_to_ssbar,s,full_process,-0.46,0.0001,738.3736356283835,,,0.0001,6.0397858291185774e7,mixed_detM,true,0.0,7751.384098552587,7751.384098552587
mode_a_muB0p0_alpha1p2_xim0p47_1,mode_a,tau_s,ssbar_to_ssbar,t,full_process,-0.46,0.0001,738.3736356283835,,,0.0001,12285.853339804056,mixed_detM,true,0.0,2.6573948370912515,2.6573948370912515
mode_a_muB450p0_alpha1p0_xim0p20_1,mode_a,tau_dbar,dubar_to_dubar,s,full_process,-0.21,0.0001,5891.274757195821,0.0001,1.7885510085449326e6,,,simple_1m4KPi,true,1.6259546016337853e6,0.0,1.6259546016337853e6
mode_a_muB450p0_alpha1p0_xim0p20_1,mode_a,tau_dbar,dubar_to_dubar,t,full_process,-0.21,0.0001,5891.274757195821,0.0001,307.86332068541674,0.0001,63976.03487880427,mixed_detM,true,69.96889948220822,0.6911842061360958,56.751611702849075
mode_a_muB450p0_alpha1p0_xim0p20_1,mode_a,tau_dbar,dubar_to_dubar,s,full_process,-0.2,0.0001,107.8526748157446,0.0001,29889.35160998931,,,simple_1m4KPi,true,27187.556018246785,0.0,27187.556018246785
mode_a_muB450p0_alpha1p0_xim0p20_1,mode_a,tau_dbar,dubar_to_dubar,t,full_process,-0.2,0.0001,107.8526748157446,0.0001,327.54360071546273,0.0001,64539.180469081475,mixed_detM,true,74.48396764396429,0.6963466082797817,60.7766121947735
mode_a_muB450p0_alpha1p0_xim0p20_1,mode_a,tau_dbar,dubar_to_dubar,s,full_process,-0.19,0.0001,24.827107427810034,0.0001,6269.896936444046,,,simple_1m4KPi,true,5706.456205688388,0.0,5706.456205688388
mode_a_muB450p0_alpha1p0_xim0p20_1,mode_a,tau_dbar,dubar_to_dubar,t,full_process,-0.19,0.0001,24.827107427810034,0.0001,348.281192823569,0.0001,65102.270494557124,mixed_detM,true,79.24577525989417,0.7016053780861424,65.03439809082397
mode_a_muB450p0_alpha1p0_xim0p20_1,mode_a,tau_dbar,uubar_to_uubar,s,full_process,-0.21,0.0001,1479.375557297626,0.0001,1.7885510085449326e6,2.0,224542.1602790804,simple_1m4KPi,true,406488.65040844615,1.7381018609249024,407634.73127150035
mode_a_muB450p0_alpha1p0_xim0p20_1,mode_a,tau_dbar,uubar_to_uubar,t,full_process,-0.21,0.0001,1479.375557297626,0.0001,307.86332068541674,0.0001,63976.03487880427,mixed_detM,true,69.96889948220822,0.6911842061360958,84.56855567383951
mode_a_muB450p0_alpha1p0_xim0p20_1,mode_a,tau_dbar,uubar_to_uubar,s,full_process,-0.2,0.0001,26.09811921788774,0.0001,29889.35160998931,2.0,234004.8511952413,mixed_detM,false,6796.889004561694,1.798147037481669,6643.507522884307
mode_a_muB450p0_alpha1p0_xim0p20_1,mode_a,tau_dbar,uubar_to_uubar,t,full_process,-0.2,0.0001,26.09811921788774,0.0001,327.54360071546273,0.0001,64539.180469081475,mixed_detM,true,74.48396764396429,0.6963466082797817,89.58401630971466
mode_a_muB450p0_alpha1p0_xim0p20_1,mode_a,tau_dbar,uubar_to_uubar,s,full_process,-0.19,0.0001,5.815401296830487,0.0001,6269.896936444046,2.0,244524.975549462,mixed_detM,false,1426.6140514220963,1.864616676687219,1355.76379618088
mode_a_muB450p0_alpha1p0_xim0p20_1,mode_a,tau_dbar,uubar_to_uubar,t,full_process,-0.19,0.0001,5.815401296830487,0.0001,348.281192823569,0.0001,65102.270494557124,mixed_detM,true,79.24577525989417,0.7016053780861424,94.86036318513665
mode_a_muB450p0_alpha1p0_xim0p20_1,mode_a,tau_dbar,uubar_to_ddbar,s,full_process,-0.21,0.0001,1466.345187631009,0.0001,1.7885510085449326e6,2.0,224542.1602790804,simple_1m4KPi,true,406488.65040844615,1.7381018609249024,405344.2745370878
mode_a_muB450p0_alpha1p0_xim0p20_1,mode_a,tau_dbar,uubar_to_ddbar,t,full_process,-0.21,0.0001,1466.345187631009,0.0001,307.86332068541674,,,simple_1m4KPi,true,279.875597928833,0.0,279.875597928833
mode_a_muB450p0_alpha1p0_xim0p20_1,mode_a,tau_dbar,uubar_to_ddbar,s,full_process,-0.2,0.0001,27.91736407994178,0.0001,29889.35160998931,2.0,234004.8511952413,mixed_detM,false,6796.889004561694,1.798147037481669,6952.022849548501
mode_a_muB450p0_alpha1p0_xim0p20_1,mode_a,tau_dbar,uubar_to_ddbar,t,full_process,-0.2,0.0001,27.91736407994178,0.0001,327.54360071546273,,,simple_1m4KPi,true,297.9358705758573,0.0,297.9358705758573
mode_a_muB450p0_alpha1p0_xim0p20_1,mode_a,tau_dbar,uubar_to_ddbar,s,full_process,-0.19,0.0001,6.693251865608408,0.0001,6269.896936444046,2.0,244524.975549462,mixed_detM,false,1426.6140514220963,1.864616676687219,1499.269232784445
mode_a_muB450p0_alpha1p0_xim0p20_1,mode_a,tau_dbar,uubar_to_ddbar,t,full_process,-0.19,0.0001,6.693251865608408,0.0001,348.281192823569,,,simple_1m4KPi,true,316.9831010395768,0.0,316.9831010395768
mode_b_T200p0_muB0p0_xim0p21_1,mode_b,tau_ubar,dubar_to_dubar,s,full_process,-0.22,0.0001,7181.958799759733,0.0001,1.87910812678329e6,,,simple_1m4KPi,true,1.6926597216576154e6,0.0,1.6926597216576154e6
mode_b_T200p0_muB0p0_xim0p21_1,mode_b,tau_ubar,dubar_to_dubar,t,full_process,-0.22,0.0001,7181.958799759733,0.0001,299.0915066824005,0.0001,62891.07964436809,mixed_detM,true,67.35378066266476,0.7234801257169987,54.11601131688532
mode_b_T200p0_muB0p0_xim0p21_1,mode_b,tau_ubar,dubar_to_dubar,s,full_process,-0.21,0.0001,147.7751736685322,0.0001,35625.62334211115,,,simple_1m4KPi,true,32108.406621147835,0.0,32108.406621147835
mode_b_T200p0_muB0p0_xim0p21_1,mode_b,tau_ubar,dubar_to_dubar,t,full_process,-0.21,0.0001,147.7751736685322,0.0001,316.0967584936469,0.0001,63405.15374329825,mixed_detM,true,71.22235557731173,0.7281856021038221,57.54733405331795
mode_b_T200p0_muB0p0_xim0p21_1,mode_b,tau_ubar,dubar_to_dubar,s,full_process,-0.2,0.0001,33.864206843148736,0.0001,7516.240217462399,,,simple_1m4KPi,true,6777.951286611437,0.0,6777.951286611437
mode_b_T200p0_muB0p0_xim0p21_1,mode_b,tau_ubar,dubar_to_dubar,t,full_process,-0.2,0.0001,33.864206843148736,0.0001,333.72941965711897,0.0001,63914.404966704526,mixed_detM,true,75.23714263714436,0.7329161988795222,61.11845682194173
mode_b_T200p0_muB0p0_xim0p21_1,mode_b,tau_ubar,uubar_to_uubar,s,full_process,-0.22,0.0001,1803.3790402179397,0.0001,1.87910812678329e6,2.0,226845.6911241422,simple_1m4KPi,true,423164.93041440373,1.8698792998697669,424355.79239458754
mode_b_T200p0_muB0p0_xim0p21_1,mode_b,tau_ubar,uubar_to_uubar,t,full_process,-0.22,0.0001,1803.3790402179397,0.0001,299.0915066824005,0.0001,62891.07964436815,mixed_detM,true,67.35378066266476,0.723480125716999,82.03851025987821
mode_b_T200p0_muB0p0_xim0p21_1,mode_b,tau_ubar,uubar_to_uubar,s,full_process,-0.21,0.0001,35.824398104565766,0.0001,35625.62334211115,2.0,235235.85622305027,mixed_detM,false,8027.101655286956,1.9257384164360452,7855.937372490377
mode_b_T200p0_muB0p0_xim0p21_1,mode_b,tau_ubar,uubar_to_uubar,t,full_process,-0.21,0.0001,35.824398104565766,0.0001,316.0967584936469,0.0001,63405.15374329825,mixed_detM,true,71.22235557731173,0.7281856021038221,86.35374830551318
mode_b_T200p0_muB0p0_xim0p21_1,mode_b,tau_ubar,uubar_to_uubar,s,full_process,-0.2,0.0001,7.956825187382329,0.0001,7516.240217462399,2.0,244371.8480558382,mixed_detM,false,1694.4878216528589,1.9863010039828228,1615.244005659312
mode_b_T200p0_muB0p0_xim0p21_1,mode_b,tau_ubar,uubar_to_uubar,t,full_process,-0.2,0.0001,7.956825187382329,0.0001,333.72941965711897,0.0001,63914.404966704526,mixed_detM,true,75.23714263714436,0.7329161988795222,90.82166085010604
mode_b_T200p0_muB0p0_xim0p21_1,mode_b,tau_ubar,uubar_to_ddbar,s,full_process,-0.22,0.0001,1787.6981413598899,0.0001,1.87910812678329e6,2.0,226845.6911241422,simple_1m4KPi,true,423164.93041440373,1.8698792998697669,421975.86958124896
mode_b_T200p0_muB0p0_xim0p21_1,mode_b,tau_ubar,uubar_to_ddbar,t,full_process,-0.22,0.0001,1787.6981413598899,0.0001,299.0915066824005,,,simple_1m4KPi,true,269.41512265065916,0.0,269.41512265065916
mode_b_T200p0_muB0p0_xim0p21_1,mode_b,tau_ubar,uubar_to_ddbar,s,full_process,-0.21,0.0001,38.167013166647045,0.0001,35625.62334211115,2.0,235235.85622305027,mixed_detM,false,8027.101655286956,1.9257384164360452,8200.113536899169
mode_b_T200p0_muB0p0_xim0p21_1,mode_b,tau_ubar,uubar_to_ddbar,t,full_process,-0.21,0.0001,38.167013166647045,0.0001,316.0967584936469,,,simple_1m4KPi,true,284.8894223092469,0.0,284.8894223092469
mode_b_T200p0_muB0p0_xim0p21_1,mode_b,tau_ubar,uubar_to_ddbar,s,full_process,-0.2,0.0001,9.085255504876024,0.0001,7516.240217462399,2.0,244371.8480558382,mixed_detM,false,1694.4878216528589,1.9863010039828228,1775.6299963963736
