window_id,channel,exchange_channel,sigma_scope,xi,band,ds_left,ds_right,area_invabs_den_simple,area_invabs_detM,area_abs_D_total_sq,area_sigma,prefactor,omega_bin,omega_sigma_bin,sigma_eff_bin,rate_bin,rate_func
mode_a_muB450p0_alpha1p0_xip0p26_2,uubar_to_uubar,s,full_process,0.25,1,0.0,0.02,0.11547052398171528,3.4808479375552232e6,22.30700032681662,1.2132128847776231,,,,,,
mode_a_muB450p0_alpha1p0_xip0p26_2,uubar_to_uubar,s,full_process,0.25,2,0.02,0.05,0.08817522046032335,677277.0039502559,4.435211387186571,0.243858739849761,,,,,,
mode_a_muB450p0_alpha1p0_xip0p26_2,uubar_to_uubar,s,full_process,0.25,3,0.05,0.1,0.2712577286658438,1.21908533781809e6,8.13880405578074,0.4533644657408114,,,,,,
mode_a_muB450p0_alpha1p0_xip0p26_2,uubar_to_uubar,s,full_process,0.25,4,0.1,0.2,0.5247832858502021,1.1893178656000162e6,8.277943833240926,0.5624354283814149,,,,,,
mode_a_muB450p0_alpha1p0_xip0p26_2,uubar_to_uubar,s,full_process,0.25,5,0.2,0.5,1.4603671893082215,1.4456001684800272e6,10.988470169093764,0.8384274924239544,,,,,,
mode_a_muB450p0_alpha1p0_xip0p26_2,uubar_to_uubar,s,full_process,0.25,6,0.5,1.0,1.8807501013656447,805870.4927440374,7.069044017439688,0.5426370680228394,,,,,,
mode_a_muB450p0_alpha1p0_xip0p26_2,uubar_to_uubar,s,full_process,0.25,7,1.0,2.0,3.171350353835781,745481.6531922602,7.373048377760271,0.7224447843655915,,,,,,
mode_a_muB450p0_alpha1p0_xip0p26_2,uubar_to_uubar,t,full_process,0.25,1,0.0,0.02,19.167157316442072,1640.9001388972567,5.06529758245128,1.2132128847776231,,,,,,
mode_a_muB450p0_alpha1p0_xip0p26_2,uubar_to_uubar,t,full_process,0.25,2,0.02,0.05,13.592720487731453,1256.2702395930535,3.6099851587518503,0.243858739849761,,,,,,
mode_a_muB450p0_alpha1p0_xip0p26_2,uubar_to_uubar,t,full_process,0.25,3,0.05,0.1,38.892832380901176,3874.8923355545967,10.381556409165881,0.4533644657408114,,,,,,
mode_a_muB450p0_alpha1p0_xip0p26_2,uubar_to_uubar,t,full_process,0.25,4,0.1,0.2,64.74568628316226,7539.182056038022,17.476407361964903,0.5624354283814149,,,,,,
mode_a_muB450p0_alpha1p0_xip0p26_2,uubar_to_uubar,t,full_process,0.25,5,0.2,0.5,130.68349203980762,21262.33136936377,36.249994919540754,0.8384274924239544,,,,,,
mode_a_muB450p0_alpha1p0_xip0p26_2,uubar_to_uubar,t,full_process,0.25,6,0.5,1.0,102.45101370283767,27996.696613799486,30.006703373450314,0.5426370680228394,,,,,,
mode_a_muB450p0_alpha1p0_xip0p26_2,uubar_to_uubar,t,full_process,0.25,7,1.0,2.0,103.52148980190898,48280.20267435617,32.75693546038284,0.7224447843655915,,,,,,
mode_a_muB450p0_alpha1p0_xip0p26_2,uubar_to_uubar,s,full_process,0.26,1,0.0,0.02,0.11183906748090762,1.2923147363890031e7,85.6682906589706,4.703499113077666,,,,,,
mode_a_muB450p0_alpha1p0_xip0p26_2,uubar_to_uubar,s,full_process,0.26,2,0.02,0.05,0.08542259088926007,676828.5414032948,4.589631185973562,0.25531940934658764,,,,,,
mode_a_muB450p0_alpha1p0_xip0p26_2,uubar_to_uubar,s,full_process,0.26,3,0.05,0.1,0.2628539939467695,1.1667327614867855e6,8.055267638484311,0.4543572893486847,,,,,,
mode_a_muB450p0_alpha1p0_xip0p26_2,uubar_to_uubar,s,full_process,0.26,4,0.1,0.2,0.5087987639529141,1.108879484844409e6,7.960366096301355,0.5567594340794322,,,,,,
mode_a_muB450p0_alpha1p0_xip0p26_2,uubar_to_uubar,s,full_process,0.26,5,0.2,0.5,1.4177646116132363,1.3415953122824053e6,10.461161284050952,0.8079736135784674,,,,,,
mode_a_muB450p0_alpha1p0_xip0p26_2,uubar_to_uubar,s,full_process,0.26,6,0.5,1.0,1.830381325579541,757090.732500028,6.7548363250956385,0.5285314036519524,,,,,,
mode_a_muB450p0_alpha1p0_xip0p26_2,uubar_to_uubar,s,full_process,0.26,7,1.0,2.0,3.0967490489658553,711928.8073810716,7.105968205672348,0.709782121642569,,,,,,
mode_a_muB450p0_alpha1p0_xip0p26_2,uubar_to_uubar,all,full_process_rate,0.26,1,0.0,0.02,,,,,0.12414031839495909,0.0001279443672801967,18.00432458398477,140719.947010684,2.2350625863420586,2.7566052774816003
mode_a_muB450p0_alpha1p0_xip0p26_2,uubar_to_uubar,all,full_process_rate,0.26,2,0.02,0.05,,,,,0.12414031839495909,0.0004390650170448163,0.009589270608633883,21.840206430418224,0.0011904151065312335,2.7566052774816003
mode_a_muB450p0_alpha1p0_xip0p26_2,uubar_to_uubar,all,full_process_rate,0.26,3,0.05,0.1,,,,,0.12414031839495909,0.0014799322173107772,0.014331378735801394,9.683807520484493,0.0017791019193011315,2.7566052774816003
mode_a_muB450p0_alpha1p0_xip0p26_2,uubar_to_uubar,all,full_process_rate,0.26,4,0.1,0.2,,,,,0.12414031839495909,0.0061478217791675425,0.0366925917440538,5.968388977766078,0.004555030021843086,2.7566052774816003
mode_a_muB450p0_alpha1p0_xip0p26_2,uubar_to_uubar,all,full_process_rate,0.26,5,0.2,0.5,,,,,0.12414031839495909,0.040595433195456054,0.10870412866476792,2.677742792924191,0.01349456514329089,2.7566052774816003
mode_a_muB450p0_alpha1p0_xip0p26_2,uubar_to_uubar,all,full_process_rate,0.26,6,0.5,1.0,,,,,0.12414031839495909,0.12635384438432617,0.1511056938702311,1.1958931254249618,0.018758308948341705,2.7566052774816003
mode_a_muB450p0_alpha1p0_xip0p26_2,uubar_to_uubar,all,full_process_rate,0.26,7,1.0,2.0,,,,,0.12414031839495909,0.4015852962092468,0.2867768316318996,0.7141118819312398,0.03560056718708159,2.7566052774816003
mode_a_muB450p0_alpha1p0_xip0p26_2,uubar_to_uubar,all,full_process_rate,0.26,8,2.0,5.0,,,,,0.12414031839495909,1.6556881908867402,0.788340711583185,0.47614080714133244,0.0978648669396452,2.7566052774816003
mode_a_muB450p0_alpha1p0_xip0p26_2,uubar_to_uubar,all,full_process_rate,0.26,9,5.0,10.0,,,,,0.12414031839495909,2.6868135058319447,1.072808333327867,0.3992864897393326,0.13317876807608683,2.7566052774816003
mode_a_muB450p0_alpha1p0_xip0p26_2,uubar_to_uubar,all,full_process_rate,0.26,10,10.0,20.0,,,,,0.12414031839495909,3.544769517508289,1.13075262703337,0.3189918615155,0.140371991145859,2.7566052774816003
mode_a_muB450p0_alpha1p0_xip0p26_2,uubar_to_uubar,all,full_process_rate,0.26,11,20.0,,,,,,0.12414031839495909,2.647101207870466,0.6021337601400992,0.2274691116266395,0.07474907670014584,2.7566052774816003
mode_a_muB450p0_alpha1p0_xip0p26_2,uubar_to_uubar,t,full_process,0.26,1,0.0,0.02,19.239050831589545,1645.4185165407453,5.08603949216306,4.703499113077666,,,,,,
mode_a_muB450p0_alpha1p0_xip0p26_2,uubar_to_uubar,t,full_process,0.26,2,0.02,0.05,13.643222272992142,1259.7216291781701,3.6246347010610793,0.25531940934658764,,,,,,
mode_a_muB450p0_alpha1p0_xip0p26_2,uubar_to_uubar,t,full_process,0.26,3,0.05,0.1,39.036014743554446,3885.5131940988995,10.423318502943951,0.4543572893486847,,,,,,
mode_a_muB450p0_alpha1p0_xip0p26_2,uubar_to_uubar,t,full_process,0.26,4,0.1,0.2,64.9796221670658,7559.741507608584,17.545456263193945,0.5567594340794322,,,,,,
mode_a_muB450p0_alpha1p0_xip0p26_2,uubar_to_uubar,t,full_process,0.26,5,0.2,0.5,131.13771553210069,21319.59971118585,36.387869927492765,0.8079736135784674,,,,,,
mode_a_muB450p0_alpha1p0_xip0p26_2,uubar_to_uubar,t,full_process,0.26,6,0.5,1.0,102.785582783609,28070.455631273122,30.11380097766745,0.5285314036519524,,,,,,
mode_a_muB450p0_alpha1p0_xip0p26_2,uubar_to_uubar,t,full_process,0.26,7,1.0,2.0,103.8358481048498,48404.04774090534,32.86484127242932,0.709782121642569,,,,,,
mode_a_muB450p0_alpha1p0_xip0p26_2,uubar_to_uubar,s,full_process,0.27,1,0.0,0.02,0.10843920671765289,3.205670052077365e6,22.03111282324322,1.2260858768229403,,,,,,
mode_a_muB450p0_alpha1p0_xip0p26_2,uubar_to_uubar,s,full_process,0.27,2,0.02,0.05,0.08284460254245647,565433.66350148,3.9606659263947646,0.22323340733354163,,,,,,
mode_a_muB450p0_alpha1p0_xip0p26_2,uubar_to_uubar,s,full_process,0.27,3,0.05,0.1,0.2549806006319294,1.0131649431598816e6,7.217539635546561,0.4128812162066938,,,,,,
mode_a_muB450p0_alpha1p0_xip0p26_2,uubar_to_uubar,s,full_process,0.27,4,0.1,0.2,0.49381113030075097,992565.0056995364,7.333947997076518,0.5328526553208245,,,,,,
mode_a_muB450p0_alpha1p0_xip0p26_2,uubar_to_uubar,s,full_process,0.27,5,0.2,0.5,1.3777412296982137,1.229918451866795e6,9.822658332953171,0.770393719692674,,,,,,
mode_a_muB450p0_alpha1p0_xip0p26_2,uubar_to_uubar,s,full_process,0.27,6,0.5,1.0,1.7828900902390448,710354.2181623129,6.439636991870994,0.5137260867292139,,,,,,
mode_a_muB450p0_alpha1p0_xip0p26_2,uubar_to_uubar,s,full_process,0.27,7,1.0,2.0,3.0260641700638526,680332.9581224334,6.849144632793463,0.6972544407187837,,,,,,
mode_a_muB450p0_alpha1p0_xip0p26_2,uubar_to_uubar,t,full_process,0.27,1,0.0,0.02,19.308041740808086,1649.8466164422703,5.106015112626681,1.2260858768229403,,,,,,
mode_a_muB450p0_alpha1p0_xip0p26_2,uubar_to_uubar,t,full_process,0.27,2,0.02,0.05,13.691731752701518,1263.1041601914883,3.6387553543280853,0.22323340733354163,,,,,,
mode_a_muB450p0_alpha1p0_xip0p26_2,uubar_to_uubar,t,full_process,0.27,3,0.05,0.1,39.17367434148058,3895.9224771602303,10.46360620185845,0.4128812162066938,,,,,,
mode_a_muB450p0_alpha1p0_xip0p26_2,uubar_to_uubar,t,full_process,0.27,4,0.1,0.2,65.20494625441975,7579.892790710534,17.612177179066332,0.5328526553208245,,,,,,
mode_a_muB450p0_alpha1p0_xip0p26_2,uubar_to_uubar,t,full_process,0.27,5,0.2,0.5,131.57677033850072,21375.74110376256,36.521518095708885,0.770393719692674,,,,,,
mode_a_muB450p0_alpha1p0_xip0p26_2,uubar_to_uubar,t,full_process,0.27,6,0.5,1.0,103.1105676444438,28142.789051453416,30.21805812015001,0.5137260867292139,,,,,,
mode_a_muB450p0_alpha1p0_xip0p26_2,uubar_to_uubar,t,full_process,0.27,7,1.0,2.0,104.14245658979102,48525.565007494806,32.97024656289069,0.6972544407187837,,,,,,
mode_a_muB450p0_alpha1p0_xip0p26_2,uubar_to_ddbar,s,full_process,0.25,1,0.0,0.02,0.11547052398171528,3.4808479375552232e6,24.083767992601775,1.3043051398362167,,,,,,
mode_a_muB450p0_alpha1p0_xip0p26_2,uubar_to_ddbar,s,full_process,0.25,2,0.02,0.05,0.08817522046032335,677277.0039502559,4.5795609951537175,0.25076137650545854,,,,,,
mode_a_muB450p0_alpha1p0_xip0p26_2,uubar_to_ddbar,s,full_process,0.25,3,0.05,0.1,0.2712577286658438,1.21908533781809e6,8.06918733600902,0.4477007015290843,,,,,,
mode_a_muB450p0_alpha1p0_xip0p26_2,uubar_to_ddbar,s,full_process,0.25,4,0.1,0.2,0.5247832858502021,1.1893178656000162e6,7.495762197469153,0.5160909225033801,,,,,,
mode_a_muB450p0_alpha1p0_xip0p26_2,uubar_to_ddbar,s,full_process,0.25,5,0.2,0.5,1.4603671893082215,1.4456001684800272e6,8.083494501649774,0.6698088661365225,,,,,,
mode_a_muB450p0_alpha1p0_xip0p26_2,uubar_to_ddbar,s,full_process,0.25,6,0.5,1.0,1.8807501013656447,805870.4927440374,3.443775324957251,0.31995180565795417,,,,,,
mode_a_muB450p0_alpha1p0_xip0p26_2,uubar_to_ddbar,s,full_process,0.25,7,1.0,2.0,3.171350353835781,745481.6531922602,2.0877983393194235,0.37495787153108345,,,,,,
mode_a_muB450p0_alpha1p0_xip0p26_2,uubar_to_ddbar,t,full_process,0.25,1,0.0,0.02,19.167157316442072,0.0,17.912748564738248,1.3043051398362167,,,,,,
mode_a_muB450p0_alpha1p0_xip0p26_2,uubar_to_ddbar,t,full_process,0.25,2,0.02,0.05,13.592720487731453,0.0,12.70313486698594,0.25076137650545854,,,,,,
mode_a_muB450p0_alpha1p0_xip0p26_2,uubar_to_ddbar,t,full_process,0.25,3,0.05,0.1,38.892832380901254,0.0,36.34746227141188,0.4477007015290843,,,,,,
mode_a_muB450p0_alpha1p0_xip0p26_2,uubar_to_ddbar,t,full_process,0.25,4,0.1,0.2,64.7456862831622,0.0,60.508357076342556,0.5160909225033801,,,,,,
mode_a_muB450p0_alpha1p0_xip0p26_2,uubar_to_ddbar,t,full_process,0.25,5,0.2,0.5,130.68349203980762,0.0,122.13081448770528,0.6698088661365225,,,,,,
mode_a_muB450p0_alpha1p0_xip0p26_2,uubar_to_ddbar,t,full_process,0.25,6,0.5,1.0,102.45101370283764,0.0,95.74603152483246,0.31995180565795417,,,,,,
mode_a_muB450p0_alpha1p0_xip0p26_2,uubar_to_ddbar,t,full_process,0.25,7,1.0,2.0,103.52148980190901,0.0,96.74644952582517,0.37495787153108345,,,,,,
mode_a_muB450p0_alpha1p0_xip0p26_2,uubar_to_ddbar,s,full_process,0.26,1,0.0,0.02,0.11183906748090762,1.2923147363890031e7,85.35952986795623,4.686513258366776,,,,,,
mode_a_muB450p0_alpha1p0_xip0p26_2,uubar_to_ddbar,s,full_process,0.26,2,0.02,0.05,0.08542259088926007,676828.5414032948,4.357653657928953,0.24242144937426274,,,,,,
mode_a_muB450p0_alpha1p0_xip0p26_2,uubar_to_ddbar,s,full_process,0.26,3,0.05,0.1,0.2628539939467695,1.1667327614867855e6,7.354723841966424,0.41498998087705913,,,,,,
mode_a_muB450p0_alpha1p0_xip0p26_2,uubar_to_ddbar,s,full_process,0.26,4,0.1,0.2,0.5087987639529141,1.108879484844409e6,6.657729736280126,0.48152282199738955,,,,,,
mode_a_muB450p0_alpha1p0_xip0p26_2,uubar_to_ddbar,s,full_process,0.26,5,0.2,0.5,1.4177646116132363,1.3415953122824053e6,7.1506874812795065,0.6137564090750872,,,,,,
mode_a_muB450p0_alpha1p0_xip0p26_2,uubar_to_ddbar,s,full_process,0.26,6,0.5,1.0,1.830381325579541,757090.732500028,3.087122833183055,0.2996190351678985,,,,,,
mode_a_muB450p0_alpha1p0_xip0p26_2,uubar_to_ddbar,s,full_process,0.26,7,1.0,2.0,3.0967490489658553,711928.8073810716,1.9031913974151617,0.36261530209158277,,,,,,
mode_a_muB450p0_alpha1p0_xip0p26_2,uubar_to_ddbar,all,full_process_rate,0.26,1,0.0,0.02,,,,,0.12414031839495909,0.0001279443672801967,18.01652128674906,140815.27518357325,2.2365766889065863,2.5245911119733644
mode_a_muB450p0_alpha1p0_xip0p26_2,uubar_to_ddbar,all,full_process_rate,0.26,2,0.02,0.05,,,,,0.12414031839495909,0.0004390650170448163,0.009263865496340007,21.099074480339265,0.0011500192122837242,2.5245911119733644
mode_a_muB450p0_alpha1p0_xip0p26_2,uubar_to_ddbar,all,full_process_rate,0.26,3,0.05,0.1,,,,,0.12414031839495909,0.0014799322173107772,0.013179415882483534,8.905418591692117,0.0016360968839110868,2.5245911119733644
mode_a_muB450p0_alpha1p0_xip0p26_2,uubar_to_ddbar,all,full_process_rate,0.26,4,0.1,0.2,,,,,0.12414031839495909,0.0061478217791675425,0.03196932620063856,5.200106208180848,0.003968682333419579,2.5245911119733644
mode_a_muB450p0_alpha1p0_xip0p26_2,uubar_to_ddbar,all,full_process_rate,0.26,5,0.2,0.5,,,,,0.12414031839495909,0.040595433195456054,0.08211878466585355,2.0228577010244915,0.010194252074626145,2.5245911119733644
mode_a_muB450p0_alpha1p0_xip0p26_2,uubar_to_ddbar,all,full_process_rate,0.26,6,0.5,1.0,,,,,0.12414031839495909,0.12635384438432617,0.08628952733194488,0.6829196828351417,0.010712009397138162,2.5245911119733644
mode_a_muB450p0_alpha1p0_xip0p26_2,uubar_to_ddbar,all,full_process_rate,0.26,7,1.0,2.0,,,,,0.12414031839495909,0.4015852962092468,0.14647428196438578,0.36474015196030746,0.018183363999731864,2.5245911119733644
mode_a_muB450p0_alpha1p0_xip0p26_2,uubar_to_ddbar,all,full_process_rate,0.26,8,2.0,5.0,,,,,0.12414031839495909,1.6556881908867402,0.44762965989287407,0.27035867161263993,0.055568888502128634,2.5245911119733644
mode_a_muB450p0_alpha1p0_xip0p26_2,uubar_to_ddbar,all,full_process_rate,0.26,9,5.0,10.0,,,,,0.12414031839495909,2.6868135058319447,0.5458366649684806,0.20315390844347708,0.0677603373808298,2.5245911119733644
mode_a_muB450p0_alpha1p0_xip0p26_2,uubar_to_ddbar,all,full_process_rate,0.26,10,10.0,20.0,,,,,0.12414031839495909,3.544769517508289,0.586018204399371,0.1653191276625789,0.07274848647938013,2.5245911119733644
mode_a_muB450p0_alpha1p0_xip0p26_2,uubar_to_ddbar,all,full_process_rate,0.26,11,20.0,,,,,,0.12414031839495909,2.647101207870466,0.3712918369420614,0.14026355918622296,0.04609228685543674,2.5245911119733644
mode_a_muB450p0_alpha1p0_xip0p26_2,uubar_to_ddbar,t,full_process,0.26,1,0.0,0.02,19.239050831589545,0.0,17.987124091206528,4.686513258366776,,,,,,
mode_a_muB450p0_alpha1p0_xip0p26_2,uubar_to_ddbar,t,full_process,0.26,2,0.02,0.05,13.643222272992142,0.0,12.75542822649465,0.24242144937426274,,,,,,
mode_a_muB450p0_alpha1p0_xip0p26_2,uubar_to_ddbar,t,full_process,0.26,3,0.05,0.1,39.036014743554446,0.0,36.495856649310056,0.41498998087705913,,,,,,
mode_a_muB450p0_alpha1p0_xip0p26_2,uubar_to_ddbar,t,full_process,0.26,4,0.1,0.2,64.9796221670658,0.0,60.75125730213378,0.48152282199738955,,,,,,
mode_a_muB450p0_alpha1p0_xip0p26_2,uubar_to_ddbar,t,full_process,0.26,5,0.2,0.5,131.13771553210069,0.0,122.60430012691822,0.6137564090750872,,,,,,
mode_a_muB450p0_alpha1p0_xip0p26_2,uubar_to_ddbar,t,full_process,0.26,6,0.5,1.0,102.785582783609,0.0,96.09710211275576,0.2996190351678985,,,,,,
mode_a_muB450p0_alpha1p0_xip0p26_2,uubar_to_ddbar,t,full_process,0.26,7,1.0,2.0,103.8358481048498,0.0,97.0790243929771,0.36261530209158277,,,,,,
mode_a_muB450p0_alpha1p0_xip0p26_2,uubar_to_ddbar,s,full_process,0.27,1,0.0,0.02,0.10843920671765289,3.205670052077365e6,20.128250866921555,1.123139180237877,,,,,,
mode_a_muB450p0_alpha1p0_xip0p26_2,uubar_to_ddbar,s,full_process,0.27,2,0.02,0.05,0.08284460254245647,565433.66350148,3.470054171304799,0.19612671353964775,,,,,,
mode_a_muB450p0_alpha1p0_xip0p26_2,uubar_to_ddbar,s,full_process,0.27,3,0.05,0.1,0.2549806006319294,1.0131649431598816e6,6.088324380709932,0.349522509682589,,,,,,
mode_a_muB450p0_alpha1p0_xip0p26_2,uubar_to_ddbar,s,full_process,0.27,4,0.1,0.2,0.49381113030075097,992565.0056995364,5.68274346199233,0.43715769307470176,,,,,,
mode_a_muB450p0_alpha1p0_xip0p26_2,uubar_to_ddbar,s,full_process,0.27,5,0.2,0.5,1.3777412296982137,1.229918451866795e6,6.253853945296235,0.5581960780306678,,,,,,
mode_a_muB450p0_alpha1p0_xip0p26_2,uubar_to_ddbar,s,full_process,0.27,6,0.5,1.0,1.7828900902390448,710354.2181623129,2.766498423959831,0.2808538409239533,,,,,,
mode_a_muB450p0_alpha1p0_xip0p26_2,uubar_to_ddbar,s,full_process,0.27,7,1.0,2.0,3.0260641700638526,680332.9581224334,1.7375374831279913,0.3512687525515114,,,,,,
mode_a_muB450p0_alpha1p0_xip0p26_2,uubar_to_ddbar,t,full_process,0.27,1,0.0,0.02,19.30804174080798,0.0,18.058694769378647,1.123139180237877,,,,,,
mode_a_muB450p0_alpha1p0_xip0p26_2,uubar_to_ddbar,t,full_process,0.27,2,0.02,0.05,13.691731752701518,0.0,12.805793974625008,0.19612671353964775,,,,,,
mode_a_muB450p0_alpha1p0_xip0p26_2,uubar_to_ddbar,t,full_process,0.27,3,0.05,0.1,39.17367434148058,0.0,36.638900900689436,0.349522509682589,,,,,,
mode_a_muB450p0_alpha1p0_xip0p26_2,uubar_to_ddbar,t,full_process,0.27,4,0.1,0.2,65.20494625441975,0.0,60.98579222426263,0.43715769307470176,,,,,,
mode_a_muB450p0_alpha1p0_xip0p26_2,uubar_to_ddbar,t,full_process,0.27,5,0.2,0.5,131.57677033850064,0.0,123.06295823162975,0.5581960780306678,,,,,,
mode_a_muB450p0_alpha1p0_xip0p26_2,uubar_to_ddbar,t,full_process,0.27,6,0.5,1.0,103.1105676444438,0.0,96.4386908617932,0.2808538409239533,,,,,,
mode_a_muB450p0_alpha1p0_xip0p26_2,uubar_to_ddbar,t,full_process,0.27,7,1.0,2.0,104.14245658979102,0.0,97.4038103570829,0.3512687525515114,,,,,,
mode_b_T200p0_muB450p0_xip0p31_1,dubar_to_dubar,s,full_process,0.3,1,0.0,0.02,1417.450204936772,0.0,1263.169267410712,6.789249214961036,,,,,,
mode_b_T200p0_muB450p0_xip0p31_1,dubar_to_dubar,s,full_process,0.3,2,0.02,0.05,688.0613665782591,0.0,613.170021301061,3.4414254764921024,,,,,,
mode_b_T200p0_muB450p0_xip0p31_1,dubar_to_dubar,s,full_process,0.3,3,0.05,0.1,988.9899184950251,0.0,881.3443085837803,5.150334039885623,,,,,,
mode_b_T200p0_muB450p0_xip0p31_1,dubar_to_dubar,s,full_process,0.3,4,0.1,0.2,541.5064455868016,0.0,482.56672282929964,3.0883009229405367,,,,,,
mode_b_T200p0_muB450p0_xip0p31_1,dubar_to_dubar,s,full_process,0.3,5,0.2,0.5,320.582452433839,0.0,285.6889788263461,2.2270114479072185,,,,,,
mode_b_T200p0_muB450p0_xip0p31_1,dubar_to_dubar,s,full_process,0.3,6,0.5,1.0,89.39470491779446,0.0,79.66462844911315,0.9211734863289679,,,,,,
mode_b_T200p0_muB450p0_xip0p31_1,dubar_to_dubar,s,full_process,0.3,7,1.0,2.0,52.45683032836466,0.0,46.74721955366617,0.8870921762174695,,,,,,
mode_b_T200p0_muB450p0_xip0p31_1,dubar_to_dubar,t,full_process,0.3,1,0.0,0.02,3.1925621945684233,1165.631876766679,0.5238034686200763,6.789249214961036,,,,,,
mode_b_T200p0_muB450p0_xip0p31_1,dubar_to_dubar,t,full_process,0.3,2,0.02,0.05,2.392119737231866,894.0825524635974,0.39059779089142777,3.4414254764921024,,,,,,
mode_b_T200p0_muB450p0_xip0p31_1,dubar_to_dubar,t,full_process,0.3,3,0.05,0.1,7.2189009667170225,2763.061157768517,1.1729025851548445,5.150334039885623,,,,,,
mode_b_T200p0_muB450p0_xip0p31_1,dubar_to_dubar,t,full_process,0.3,4,0.1,0.2,13.39567199825013,5398.798607021715,2.1523709266720177,3.0883009229405367,,,,,,
mode_b_T200p0_muB450p0_xip0p31_1,dubar_to_dubar,t,full_process,0.3,5,0.2,0.5,33.760948761616184,15386.982799603786,5.271131721405562,2.2270114479072185,,,,,,
mode_b_T200p0_muB450p0_xip0p31_1,dubar_to_dubar,t,full_process,0.3,6,0.5,1.0,36.51196539069844,20661.139082237223,5.3699436077723615,0.9211734863289679,,,,,,
mode_b_T200p0_muB450p0_xip0p31_1,dubar_to_dubar,t,full_process,0.3,7,1.0,2.0,49.57891334743874,36589.3450400742,6.624818173252883,0.8870921762174695,,,,,,
mode_b_T200p0_muB450p0_xip0p31_1,dubar_to_dubar,s,full_process,0.31,1,0.0,0.02,10577.756170373994,0.0,9430.01381286005,52.46850797343204,,,,,,
mode_b_T200p0_muB450p0_xip0p31_1,dubar_to_dubar,s,full_process,0.31,2,0.02,0.05,404.01810345519596,0.0,360.18000744796143,2.109416258245286,,,,,,
mode_b_T200p0_muB450p0_xip0p31_1,dubar_to_dubar,s,full_process,0.31,3,0.05,0.1,544.2636175170591,0.0,485.2081432353228,2.9581697107292544,,,,,,
mode_b_T200p0_muB450p0_xip0p31_1,dubar_to_dubar,s,full_process,0.31,4,0.1,0.2,349.0991603466198,0.0,311.22005944386615,2.075247528589832,,,,,,
mode_b_T200p0_muB450p0_xip0p31_1,dubar_to_dubar,s,full_process,0.31,5,0.2,0.5,251.59239939135682,0.0,224.29329654204406,1.8163958105406173,,,,,,
mode_b_T200p0_muB450p0_xip0p31_1,dubar_to_dubar,s,full_process,0.31,6,0.5,1.0,80.11552231971764,0.0,71.42256542227844,0.8492046409508949,,,,,,
mode_b_T200p0_muB450p0_xip0p31_1,dubar_to_dubar,s,full_process,0.31,7,1.0,2.0,49.419995758854654,0.0,44.05766545675765,0.8546401989075447,,,,,,
mode_b_T200p0_muB450p0_xip0p31_1,dubar_to_dubar,all,full_process_rate,0.31,1,0.0,0.02,,,,,0.035010108763812844,0.0020260218419979534,130.35274372198506,64339.25884700148,4.563663735368119,5.449026294472818
mode_b_T200p0_muB450p0_xip0p31_1,dubar_to_dubar,all,full_process_rate,0.31,2,0.02,0.05,,,,,0.035010108763812844,0.006642066597686205,1.382234137438124,208.10302292356295,0.04839216748876375,5.449026294472818
mode_b_T200p0_muB450p0_xip0p31_1,dubar_to_dubar,all,full_process_rate,0.31,3,0.05,0.1,,,,,0.035010108763812844,0.021002356504162635,1.2678387936683575,60.366501893112506,0.044387174061310465,5.449026294472818
mode_b_T200p0_muB450p0_xip0p31_1,dubar_to_dubar,all,full_process_rate,0.31,4,0.1,0.2,,,,,0.035010108763812844,0.07904167189329926,1.6838485257260323,21.303300972670595,0.0589517200274543,5.449026294472818
mode_b_T200p0_muB450p0_xip0p31_1,dubar_to_dubar,all,full_process_rate,0.31,5,0.2,0.5,,,,,0.035010108763812844,0.4409412009468672,2.640533136436004,5.988401924714186,0.09244535230107635,5.449026294472818
mode_b_T200p0_muB450p0_xip0p31_1,dubar_to_dubar,all,full_process_rate,0.31,6,0.5,1.0,,,,,0.035010108763812844,1.0709021135324708,2.116752359675487,1.9766067625855939,0.07410773033829629,5.449026294472818
mode_b_T200p0_muB450p0_xip0p31_1,dubar_to_dubar,all,full_process_rate,0.31,7,1.0,2.0,,,,,0.035010108763812844,2.585552099522321,2.2475654415368296,0.8692787284975096,0.07868751056199144,5.449026294472818
mode_b_T200p0_muB450p0_xip0p31_1,dubar_to_dubar,all,full_process_rate,0.31,8,2.0,5.0,,,,,0.035010108763812844,7.929751532973598,4.504012553597141,0.5679891147747185,0.15768596937501433,5.449026294472818
mode_b_T200p0_muB450p0_xip0p31_1,dubar_to_dubar,all,full_process_rate,0.31,9,5.0,10.0,,,,,0.035010108763812844,10.719407266545197,5.080336180389004,0.473938162256836,0.17786312223215253,5.449026294472818
mode_b_T200p0_muB450p0_xip0p31_1,dubar_to_dubar,all,full_process_rate,0.31,10,10.0,20.0,,,,,0.035010108763812844,13.266441397664545,3.2834242060871723,0.2474984894340387,0.11495303857284775,5.449026294472818
mode_b_T200p0_muB450p0_xip0p31_1,dubar_to_dubar,all,full_process_rate,0.31,11,20.0,,,,,,0.035010108763812844,10.076412152499993,1.08222383908577,0.10740170436728974,0.037888774313183896,5.449026294472818
mode_b_T200p0_muB450p0_xip0p31_1,dubar_to_dubar,t,full_process,0.31,1,0.0,0.02,3.2692762940592175,1171.3174157672058,0.5383999278186636,52.46850797343204,,,,,,
