window_id,channel,exchange_channel,sigma_scope,xi,ds,s_value,den_simple_re,den_simple_im,detM_re,detM_im,invabs_den_simple,invabs_detM,abs_D_simple_sq,abs_D_mixed_sq,abs_D_total_sq,sigma
mode_a_muB450p0_alpha1p0_xip0p26_2,uubar_to_uubar,s,full_process,0.25,0.0001,4.7179628818418475,-0.41417690120122974,-0.0013639094716376419,4.7522402944058745e-5,-7.283295376264388e-6,5.829395770007686,4.326335161662078e8,1.3619716657582015,2882.368137085807,2759.9286868652352,149.7860508903109
mode_a_muB450p0_alpha1p0_xip0p26_2,uubar_to_uubar,s,full_process,0.25,0.0005,4.7183628818418475,-0.41420645532986655,-0.003050044245549673,4.732885744672562e-5,-1.6286828067185554e-5,5.828311112385362,3.991567389661505e8,1.3617182479072045,2659.186158578019,2547.0384075766756,138.24873607716896
mode_a_muB450p0_alpha1p0_xip0p26_2,uubar_to_uubar,s,full_process,0.25,0.001,4.718862881841848,-0.4142433998008961,-0.004313855786301044,4.708692693542772e-5,-2.3034616528077926e-5,5.826955607023764,3.6393118139906317e8,1.3614015495789187,2424.345581651388,2323.026311609884,126.10870736615362
mode_a_muB450p0_alpha1p0_xip0p26_2,uubar_to_uubar,s,full_process,0.25,0.005,4.722862881841848,-0.4145388692586929,-0.009653978081931379,4.51523847356508e-5,-5.153491612998567e-5,5.816128672509774,2.130113543295164e8,1.3588719601297095,1418.201090738186,1363.2542347172284,74.09554251636419
mode_a_muB450p0_alpha1p0_xip0p26_2,uubar_to_uubar,s,full_process,0.25,0.01,4.7278628818418476,-0.41490799264026834,-0.01366675535682108,4.273644881368471e-5,-7.293071527253695e-5,5.802637584034914,1.3995226784711558e8,1.3557199215706643,931.1391278663335,898.606542465451,48.91543223093273
mode_a_muB450p0_alpha1p0_xip0p26_2,uubar_to_uubar,s,full_process,0.25,0.02,4.737862881841847,-0.41564550410098966,-0.019367207903895792,3.791217397094759e-5,-0.00010327883885298094,5.7757971679106195,8.261833027480963e7,1.3494489652484802,548.9207001637506,533.9111677492584,29.153495651464226
mode_a_muB450p0_alpha1p0_xip0p26_2,uubar_to_uubar,s,full_process,0.25,0.05,4.767862881841848,-0.41785209917816823,-0.030809442564294742,2.3500370842739413e-5,-0.0001639546119663392,5.696395823881141,3.645193990922751e7,1.3308977491262768,241.181932584624,240.05075492963223,13.239486930172914
mode_a_muB450p0_alpha1p0_xip0p26_2,uubar_to_uubar,s,full_process,0.25,0.1,4.817862881841847,-0.4215099261611557,-0.044011638974662017,-3.161067373268645e-7,-0.0002333951453681684,5.5676918178590915,1.8357585789158e7,1.3008275297780756,120.61703568245366,124.55326018435899,7.041798744393119
mode_a_muB450p0_alpha1p0_xip0p26_2,uubar_to_uubar,s,full_process,0.25,0.2,4.917862881841848,-0.42875129278822643,-0.06348396145367956,-4.719045491369028e-5,-0.0003342927810761708,5.323172902948709,8.773576600677228e6,1.243698481247297,56.839095910040456,62.84670661269248,6.857745342125282
mode_a_muB450p0_alpha1p0_xip0p26_2,uubar_to_uubar,s,full_process,0.25,0.5,5.217862881841848,-0.44988354054377067,-0.10622008361434551,-0.00018181691074800334,-0.000547312508498419,4.679941027654507,3.0065388823954435e6,1.0934147085841726,18.649570122299313,24.483522019815716,1.7267935537116426
