window_id,n_points,max_rel_step,max_rel_curvature,dominant_background_driver,upstream_branch_flag
mode_a_muB450p0_alpha1p0_xip0p26_2,3,0.007461191119660356,0.00018613048095107867,m_u,false
mode_b_T200p0_muB450p0_xip0p31_1,3,0.019601040567394923,0.00015493882094024636,m_u,false
mode_a_muB900p0_alpha1p0_xim0p03_1,3,0.06758490873660546,0.011383135559829336,m_u,false
mode_a_muB900p0_alpha1p1_xip0p20_1,3,0.03745107744192453,0.0021818280723596983,m_u,false
mode_a_muB0p0_alpha1p2_xim0p47_1,3,0.015299870170319281,0.0002009517167926637,m_u,false
mode_a_muB450p0_alpha1p0_xim0p20_1,3,0.039408299691455116,0.0015965649251721043,m_u,false
mode_b_T200p0_muB0p0_xim0p21_1,3,0.03615534736210845,0.001140906540840967,m_u,false
mode_a_muB450p0_alpha1p1_xip0p35_1,3,0.01876445336209866,0.00012692534234485698,m_u,false
