case_name,mode_key,plot_panel,plot_series,muB_MeV,reference_xi,thermo_p_num,thermo_t_num,interpolated_reference_T_MeV,coexistence_T_lower_MeV,coexistence_T_upper_MeV,coexistence_T_mid_MeV,coexistence_T_bracket_width_MeV,coexistence_minus_interpolated_T_MeV,delta_omega_at_T_lower,delta_omega_at_T_upper,near_minus_xi,near_minus_delta_omega_at_T_lower,near_minus_delta_omega_at_T_upper,near_minus_stable_phase,near_minus_certified,near_plus_xi,near_plus_delta_omega_at_T_lower,near_plus_delta_omega_at_T_upper,near_plus_stable_phase,near_plus_certified,two_sided_bracket_certified,method,verdict
first_canonical_v2_p128_xi001_onshellkernel_validated_anchored_prod_v1,mode_a,muB900.0,alpha1.0,900.0,0.0,12,6,125.06991551004262,125.76660435281606,125.76660587869497,125.76660511575551,1.5258789147765128e-6,0.6966896057128906,-4.5198476072982885e-9,1.851336861591335e-9,-0.003,0.0005247696846808481,0.0005247759378548267,quark,true,0.003,-0.0005138833251727704,-0.0005138770129917702,hadron,true,true,direct_two_branch_equal_omega_bisection,interpolated_boundary_anchor_is_not_the_direct_coexistence_temperature
