case_name,mode_key,plot_panel,plot_series,xi,T_MeV,muB_MeV,thermo_p_num,thermo_t_num,main_m_u,bulk_m_u,main_m_s,bulk_m_s,light_mass_rel_delta,branch_mass_rel_tol,branch_aligned,candidate_roots_distinct,high_mass_candidate_m_u,high_mass_candidate_Phi,high_mass_candidate_omega,low_mass_candidate_m_u,low_mass_candidate_Phi,low_mass_candidate_omega,delta_omega_high_minus_low,stable_candidate_role,main_candidate_role,bulk_candidate_role,main_is_stable,bulk_is_stable,production_tau_u,production_entropy,production_zeta,production_zeta_over_s,bulk_v_n_sq,bulk_dmuB_dT_sigma,bulk_dM_u_dT,bulk_dM_u_dmuB,verdict,mechanism_note
first_canonical_v2_p128_xi001_onshellkernel_validated_anchored_prod_v1,mode_a,muB900.0,alpha1.0,-0.02,125.06991551004262,900.0,12,6,0.6279113372846703,0.627911334419525,2.3217528598928125,2.3182053778976335,4.5629775623903685e-9,0.1,true,true,1.321704562047908,0.19117722647134497,-21.677156385586084,0.6279113372838114,0.26305437635415574,-21.67783438975774,0.0006780041716574203,low_mass_quark_candidate,low_mass_quark_candidate,low_mass_quark_candidate,true,true,7.4280493291689025,2.3718987057616996,1.850469873946451,0.7801639544940855,0.08773041699656296,0.40903436805213444,-23.5842896653896,-5.702068837724333,main_and_bulk_branch_aligned,bulk derivative mass is compatible with the production equilibrium branch
first_canonical_v2_p128_xi001_onshellkernel_validated_anchored_prod_v1,mode_a,muB900.0,alpha1.0,-0.01,125.06991551004262,900.0,12,6,0.7343467829350971,1.374696343313518,2.3462288625192107,2.5503962116796934,0.46581164159856975,0.1,false,true,1.3746963459920973,0.1817946913261077,-21.675639708018924,0.7343467827790613,0.254581511427534,-21.674384905294648,-0.0012548027242758053,high_mass_hadron_candidate,low_mass_quark_candidate,high_mass_hadron_candidate,false,true,7.74864532516425,2.2501297225534653,1.4924457389921824,0.6632709767944147,0.08292535975918565,-3.53343091965858,-26.25987139746464,-4.66033918439697,main_continuation_metastable_bulk_stable_branch_mismatch,the production continuation retained the metastable low-mass quark candidate while bulk selected the thermodynamically stable high-mass hadron candidate
first_canonical_v2_p128_xi001_onshellkernel_validated_anchored_prod_v1,mode_a,muB900.0,alpha1.0,0.0,125.06991551004262,900.0,12,6,1.4082757446360963,1.4082757418674414,2.567875959314899,2.5643284773413506,1.9659891690068253e-9,0.1,true,false,1.4082757446377836,0.17528214871207934,-21.67425793450161,1.4082757446337486,0.17528214871266593,-21.67425793450161,0.0,single_converged_root,single_converged_root,single_converged_root,true,true,14.481261703591372,1.2938169070146985,1.9652763671873406,1.5189756421733125,0.08077612857609659,-3.0199748875600134,-19.619623050433027,-3.4220454770393456,main_and_bulk_branch_aligned,bulk derivative mass is compatible with the production equilibrium branch
