record_id,source_kind,source_locator,source_commit_or_tree_sha256,T_MeV,muB_MeV,eB_GeV2,eB_MeV2,profile_a,ensemble,regularization,landau_n_max,pz_max_fm_inv,quadrature_nodes,solver_method,status,residual_norm,omega_fm4,phi_u,phi_d,phi_s,Phi,PhiBar,branch_note,acceptance_status
fortran_p1_n400,legacy_fortran,external://legacy/fortran-magnetic-field-validation,a51a488d4a7c7dbcfc9ad35c98d9810e01b54602a3f7fa3112421f12648a491d,50,0,0.01,10000,0.0108805,FixedMu_adapter,smooth_Landau_cutoff_N10,400,25,128,legacy_Newton_forward_FD,residual_gate_pass,4.135945711693483e-08,,-1.958795785282835,-1.958318336464493,-2.322880728834404,1.270579889354954e-05,1.270579889354952e-05,local_root_from_default_seed,candidate_external_reference
fortran_p2_n400,legacy_fortran,external://legacy/fortran-magnetic-field-validation,a51a488d4a7c7dbcfc9ad35c98d9810e01b54602a3f7fa3112421f12648a491d,150,0,0.02,20000,0.0108805,FixedMu_adapter,smooth_Landau_cutoff_N10,400,25,128,legacy_Newton_forward_FD,residual_gate_pass,7.879709591000386e-07,,-1.947005935065991,-1.945108742656304,-2.317374174369415,0.04639938537893964,0.04639938537893421,continuation_after_p1,candidate_external_reference
fortran_p4_n400,legacy_fortran,external://legacy/fortran-magnetic-field-validation,a51a488d4a7c7dbcfc9ad35c98d9810e01b54602a3f7fa3112421f12648a491d,150,300,0.02,20000,0.0108805,FixedMu_adapter,smooth_Landau_cutoff_N10,400,25,128,legacy_Newton_forward_FD,residual_gate_pass,4.084997093552758e-07,,-1.939283805728733,-1.937406108236245,-2.314515748852392,0.046883081980844,0.079886960561628,continuation_after_failed_p3,candidate_external_reference
fortran_p5_n400,legacy_fortran,external://legacy/fortran-magnetic-field-validation,a51a488d4a7c7dbcfc9ad35c98d9810e01b54602a3f7fa3112421f12648a491d,150,600,0.04,40000,0.0108805,FixedMu_adapter,smooth_Landau_cutoff_N10,400,25,128,legacy_Newton_forward_FD,residual_gate_pass,1.255516072435567e-08,,-1.863899301727887,-1.857184715268667,-2.285477580543440,0.124738076092624,0.173247266769395,continuation_after_failed_p3,candidate_external_reference
pnjl_mag_p1,external_repository,https://github.com/ZhouRui-xzit/pnjl_mag@e1fc81d3c3c9d220c49972e54307b66a604cb9db,e1fc81d3c3c9d220c49972e54307b66a604cb9db,50,0,0.01,10000,0.0108805,FixedMu,MFIR_Hurwitz_zeta,40,25,32_p64_z64,JAX_AD_Optimistix_Newton,residual_gate_pass,1.266586e-15,-21.6080958762,-1.843738235708873,-1.843299294589891,-2.226938346188349,1.949950829183669e-05,1.949950829183669e-05,low_Omega_local_root,diagnostic_only
pnjl_mag_p2,external_repository,https://github.com/ZhouRui-xzit/pnjl_mag@e1fc81d3c3c9d220c49972e54307b66a604cb9db,e1fc81d3c3c9d220c49972e54307b66a604cb9db,150,0,0.02,20000,0.0108805,FixedMu,MFIR_Hurwitz_zeta,40,25,32_p64_z64,JAX_AD_Optimistix_Newton,residual_gate_pass,1.506263e-15,-21.6188796718,-1.8298227319382,-1.828605448191617,-2.221137449506685,0.04732554999002811,0.0473255499900281,low_Omega_local_root,diagnostic_only
