window_id,channel,xi,band,ds_left,ds_right,area_invabs_den_simple,area_invabs_detM,area_abs_D_total_sq,area_sigma,prefactor,omega_bin,omega_sigma_bin,sigma_eff_bin,rate_bin,rate_func
mode_a_muB0p0_alpha1p2_xim0p47_supplement,ssbar_to_ssbar,-0.47,4,0.1,0.2,0.0,139778.23726424295,18.17001140382457,1.7415601665850087,,,,,,
mode_a_muB0p0_alpha1p2_xim0p47_supplement,ssbar_to_ssbar,-0.47,5,0.2,0.5,0.0,172371.82804378576,23.1790015195529,2.291306698936481,,,,,,
mode_a_muB0p0_alpha1p2_xim0p47_supplement,ssbar_to_ssbar,-0.47,6,0.5,1.0,0.0,96849.05067050419,14.117954489808092,1.4964190792277239,,,,,,
mode_a_muB0p0_alpha1p2_xim0p47_supplement,ssbar_to_ssbar,-0.47,7,1.0,2.0,0.0,82470.48011097779,13.822628839780073,1.6481544356961626,,,,,,
mode_a_muB0p0_alpha1p2_xim0p47_supplement,ssbar_to_ssbar,-0.47,1,0.0,0.02,,,,,0.0048949208690684,0.001092287003206086,5.540960366587786,5072.806277401391,0.027122562533091445,0.4102569850469737
mode_a_muB0p0_alpha1p2_xim0p47_supplement,ssbar_to_ssbar,-0.47,2,0.02,0.05,,,,,0.0048949208690684,0.003840371867240317,0.3412518330132338,88.8590596978976,0.001670400719024323,0.4102569850469737
mode_a_muB0p0_alpha1p2_xim0p47_supplement,ssbar_to_ssbar,-0.47,3,0.05,0.1,,,,,0.0048949208690684,0.010578087203698535,0.39873890768847625,37.694802473273306,0.0019517954005538608,0.4102569850469737
mode_a_muB0p0_alpha1p2_xim0p47_supplement,ssbar_to_ssbar,-0.47,4,0.1,0.2,,,,,0.0048949208690684,0.036831617930432894,0.6844461566301645,18.58311404953586,0.003350309775842651,0.4102569850469737
mode_a_muB0p0_alpha1p2_xim0p47_supplement,ssbar_to_ssbar,-0.47,5,0.2,0.5,,,,,0.0048949208690684,0.25982159153588885,1.961400596464597,7.549028488626093,0.009600900712237764,0.4102569850469737
mode_a_muB0p0_alpha1p2_xim0p47_supplement,ssbar_to_ssbar,-0.47,6,0.5,1.0,,,,,0.0048949208690684,0.8844507525638292,2.987640890824222,3.377961839213438,0.01462426574577759,0.4102569850469737
mode_a_muB0p0_alpha1p2_xim0p47_supplement,ssbar_to_ssbar,-0.47,7,1.0,2.0,,,,,0.0048949208690684,3.0500096693307537,4.98231144033693,1.633539555771366,0.02438802024550348,0.4102569850469737
mode_a_muB0p0_alpha1p2_xim0p47_supplement,ssbar_to_ssbar,-0.47,8,2.0,5.0,,,,,0.0048949208690684,15.201009810597803,11.992914921917153,0.7889551464900681,0.058704369532254094,0.4102569850469737
mode_a_muB0p0_alpha1p2_xim0p47_supplement,ssbar_to_ssbar,-0.47,9,5.0,10.0,,,,,0.0048949208690684,32.56563174769595,17.947341954724653,0.5511129676148365,0.08785081867848855,0.4102569850469737
mode_a_muB0p0_alpha1p2_xim0p47_supplement,ssbar_to_ssbar,-0.47,10,10.0,20.0,,,,,0.0048949208690684,63.15761035358216,21.298816271422975,0.3372327761006707,0.10425602025344194,0.4102569850469737
mode_a_muB0p0_alpha1p2_xim0p47_supplement,ssbar_to_ssbar,-0.47,11,20.0,,,,,,0.0048949208690684,79.79012880495216,15.676968740743186,0.19647754647778182,0.07673752145279678,0.4102569850469737
mode_a_muB0p0_alpha1p2_xim0p47_supplement,ssbar_to_ssbar,-0.46,1,0.0,0.02,0.0,472658.7706174322,60.65363777895162,5.772684425949481,,,,,,
mode_a_muB0p0_alpha1p2_xim0p47_supplement,ssbar_to_ssbar,-0.46,2,0.02,0.05,0.0,73280.76895220541,9.463488224842758,0.9059612486837251,,,,,,
mode_a_muB0p0_alpha1p2_xim0p47_supplement,ssbar_to_ssbar,-0.46,3,0.05,0.1,0.0,130688.4959725388,16.975769100637656,1.6338127768466253,,,,,,
mode_a_muB0p0_alpha1p2_xim0p47_supplement,ssbar_to_ssbar,-0.46,4,0.1,0.2,0.0,128262.52343259777,16.889195676561297,1.6456121867640936,,,,,,
mode_a_muB0p0_alpha1p2_xim0p47_supplement,ssbar_to_ssbar,-0.46,5,0.2,0.5,0.0,159860.7849334112,21.799171167367422,2.190522524067339,,,,,,
mode_a_muB0p0_alpha1p2_xim0p47_supplement,ssbar_to_ssbar,-0.46,6,0.5,1.0,0.0,90506.81405555033,13.406544610475944,1.4443096041222814,,,,,,
mode_a_muB0p0_alpha1p2_xim0p47_supplement,ssbar_to_ssbar,-0.46,7,1.0,2.0,0.0,77531.18754946435,13.235804900114987,1.6040481304525998,,,,,,
