window_id,channel,xi,band,ds_left,ds_right,area_invabs_den_simple,area_invabs_detM,area_abs_D_total_sq,area_sigma,prefactor,omega_bin,omega_sigma_bin,sigma_eff_bin,rate_bin,rate_func
mode_a_muB0p0_alpha1p0_xip0p37_supplement,udbar_to_udbar,0.36,4,0.1,0.2,0.5318415031076088,0.0,0.4928897533937272,0.02822633254984922,,,,,,
mode_a_muB0p0_alpha1p0_xip0p37_supplement,udbar_to_udbar,0.36,5,0.2,0.5,1.478506832590129,0.0,1.3702218872505736,0.08251122800195594,,,,,,
mode_a_muB0p0_alpha1p0_xip0p37_supplement,udbar_to_udbar,0.36,6,0.5,1.0,1.9012741360451852,0.0,1.7620259693414213,0.1194503504482817,,,,,,
mode_a_muB0p0_alpha1p0_xip0p37_supplement,udbar_to_udbar,0.36,7,1.0,2.0,3.20246628215286,0.0,2.9679195904022464,0.2523916271900128,,,,,,
mode_a_muB0p0_alpha1p0_xip0p37_supplement,udbar_to_udbar,0.37,1,0.0,0.02,0.11436663411928925,0.0,0.10602316346072799,0.006012297162585057,,,,,,
mode_a_muB0p0_alpha1p0_xip0p37_supplement,udbar_to_udbar,0.37,2,0.02,0.05,0.08732980727140194,0.0,0.08095877353242915,0.0046086569430908155,,,,,,
mode_a_muB0p0_alpha1p0_xip0p37_supplement,udbar_to_udbar,0.37,3,0.05,0.1,0.2686504674115335,0.0,0.24905141818255178,0.014252797564127305,,,,,,
mode_a_muB0p0_alpha1p0_xip0p37_supplement,udbar_to_udbar,0.37,4,0.1,0.2,0.5197202611570835,0.0,0.4818047381287411,0.027989512832331004,,,,,,
mode_a_muB0p0_alpha1p0_xip0p37_supplement,udbar_to_udbar,0.37,5,0.2,0.5,1.4463008811929314,0.0,1.3407878610834305,0.08185800811205789,,,,,,
mode_a_muB0p0_alpha1p0_xip0p37_supplement,udbar_to_udbar,0.37,6,0.5,1.0,1.8633960061409305,0.0,1.727454347787142,0.11860588073493891,,,,,,
mode_a_muB0p0_alpha1p0_xip0p37_supplement,udbar_to_udbar,0.37,7,1.0,2.0,3.1466825815919814,0.0,2.91712040208485,0.2508542959056927,,,,,,
mode_a_muB0p0_alpha1p0_xip0p37_supplement,udbar_to_udbar,0.37,1,0.0,0.02,,,,,0.05743109906721867,0.00025719524964189276,2.9717293162382796e-7,0.0011554370931718154,1.7066968076183863e-8,0.31772407206226716
mode_a_muB0p0_alpha1p0_xip0p37_supplement,udbar_to_udbar,0.37,2,0.02,0.05,,,,,0.05743109906721867,0.0008537650387575235,0.0002237320236745775,0.26205339117677234,1.2849176016163972e-5,0.31772407206226716
mode_a_muB0p0_alpha1p0_xip0p37_supplement,udbar_to_udbar,0.37,3,0.05,0.1,,,,,0.05743109906721867,0.0028506481140559603,0.0008030539737858286,0.28170926107159083,4.612027232481755e-5,0.31772407206226716
mode_a_muB0p0_alpha1p0_xip0p37_supplement,udbar_to_udbar,0.37,4,0.1,0.2,,,,,0.05743109906721867,0.011425918319959006,0.0032754014984502297,0.2866641793446657,0.0001881099079424116,0.31772407206226716
mode_a_muB0p0_alpha1p0_xip0p37_supplement,udbar_to_udbar,0.37,5,0.2,0.5,,,,,0.05743109906721867,0.07704041233306706,0.021398430589871384,0.27775591980686754,0.001228935387089906,0.31772407206226716
