window_id,window_label,mode_key,plot_panel,plot_series,observable,primary_species,xi,mechanism_verdict,evidence_score,dominant_channels,channel_coverage_share,dominant_denominator_branch,max_rate_reproduction_rel_error,denominator_sigma_alignment,upstream_branch_flag,mechanism_note
mode_a_muB0p0_alpha1p0_xip0p37_supplement,"muB0.0, alpha1.0, tau_u, xi=0.37",mode_a,muB0.0,alpha1.0,tau_u,u,0.37,small_denominator_supported,0.95,uubar_to_uubar;uubar_to_ddbar;udbar_to_udbar;ud_to_ud,0.7622982640944651,mixed_detM,1.2826232165698754e-14,true,false,"uubar_to_uubar:rate_rel_err=9.703e-15,branch=mixed_detM,aligned=true | uubar_to_ddbar:rate_rel_err=1.283e-14,branch=mixed_detM,aligned=true | udbar_to_udbar:rate_rel_err=1.398e-15,branch=simple_1m4KPi,aligned=true | ud_to_ud:denominator_scan_skipped=KeyError: key :s not found"
mode_a_muB0p0_alpha1p2_xim0p47_supplement,"muB0.0, alpha1.2, tau_s, xi=-0.47",mode_a,muB0.0,alpha1.2,tau_s,s,-0.47,small_denominator_supported,0.95,usbar_to_usbar;ssbar_to_ssbar,0.7277832199749719,simple_1m4KPi,1.5936624282990977e-16,true,false,"usbar_to_usbar:rate_rel_err=1.594e-16,branch=simple_1m4KPi,aligned=true | ssbar_to_ssbar:rate_rel_err=0.0,branch=simple_1m4KPi,aligned=true"
