window_id,channel,exchange_channel,sigma_scope,xi,band,ds_left,ds_right,area_invabs_den_simple,area_invabs_detM,area_abs_D_total_sq,area_sigma,prefactor,omega_bin,omega_sigma_bin,sigma_eff_bin,rate_bin,rate_func
mode_a_muB900p0_alpha1p0_xim0p003_sbar_review,usbar_to_usbar,all,full_process_rate,-0.003,8,2.0,5.0,,,,,8.649614227131499,0.02649689315904269,0.005746188641257611,0.21686273204813786,0.049702315023203256,0.29033670370764125
mode_a_muB900p0_alpha1p0_xim0p003_sbar_review,usbar_to_usbar,all,full_process_rate,-0.003,9,5.0,10.0,,,,,8.649614227131499,0.04446087819598078,0.013809583096355939,0.31060077210990206,0.119447566420995,0.29033670370764125
mode_a_muB900p0_alpha1p0_xim0p003_sbar_review,usbar_to_usbar,all,full_process_rate,-0.003,10,10.0,20.0,,,,,8.649614227131499,0.04864641845437723,0.010130763840729414,0.20825302586726904,0.08762719904848248,0.29033670370764125
mode_a_muB900p0_alpha1p0_xim0p003_sbar_review,usbar_to_usbar,all,full_process_rate,-0.003,11,20.0,,,,,,8.649614227131499,0.024129335348548143,0.0026899070524785866,0.1114787048057019,0.02326665831078014,0.29033670370764125
mode_a_muB900p0_alpha1p0_xim0p003_sbar_review,usbar_to_usbar,t,full_process,-0.003,1,0.0,0.02,0.0,1446.8720257959758,0.004194900192016968,0.004420908976986386,,,,,,
mode_a_muB900p0_alpha1p0_xim0p003_sbar_review,usbar_to_usbar,t,full_process,-0.003,2,0.02,0.05,0.0,1113.9443520713605,0.003229646639846839,0.003371967577001575,,,,,,
mode_a_muB900p0_alpha1p0_xim0p003_sbar_review,usbar_to_usbar,t,full_process,-0.003,3,0.05,0.1,0.0,3455.754565591923,0.010019231301946003,0.010365252619683275,,,,,,
mode_a_muB900p0_alpha1p0_xim0p003_sbar_review,usbar_to_usbar,t,full_process,-0.003,4,0.1,0.2,0.0,6809.959655786982,0.01974404132388476,0.02004592810442483,,,,,,
mode_a_muB900p0_alpha1p0_xim0p003_sbar_review,usbar_to_usbar,t,full_process,-0.003,5,0.2,0.5,0.0,19830.476142045034,0.057494281935742415,0.05621044359859124,,,,,,
mode_a_muB900p0_alpha1p0_xim0p003_sbar_review,usbar_to_usbar,t,full_process,-0.003,6,0.5,1.0,0.0,27746.106209993643,0.08044398135625992,0.07566249725618027,,,,,,
mode_a_muB900p0_alpha1p0_xim0p003_sbar_review,usbar_to_usbar,t,full_process,-0.003,7,1.0,2.0,0.0,52111.189055362964,0.15108539876172825,0.1476372685802625,,,,,,
mode_a_muB900p0_alpha1p0_xim0p01_sbar_review,usbar_to_usbar,s,full_process,-0.02,1,0.0,0.02,2.6039054368306216,0.0,1.8269456315655948,0.009210410107251583,,,,,,
mode_a_muB900p0_alpha1p0_xim0p01_sbar_review,usbar_to_usbar,s,full_process,-0.02,2,0.02,0.05,1.9033870810788605,0.0,1.3354496917476255,0.006849822228781098,,,,,,
mode_a_muB900p0_alpha1p0_xim0p01_sbar_review,usbar_to_usbar,s,full_process,-0.02,3,0.05,0.1,5.608342329761429,0.0,3.9349111433759614,0.02054540435788587,,,,,,
mode_a_muB900p0_alpha1p0_xim0p01_sbar_review,usbar_to_usbar,s,full_process,-0.02,4,0.1,0.2,9.914182943260005,0.0,6.955964284469987,0.03779208793399169,,,,,,
mode_a_muB900p0_alpha1p0_xim0p01_sbar_review,usbar_to_usbar,s,full_process,-0.02,5,0.2,0.5,22.63799175357422,0.0,15.883211255148465,0.09548924920162442,,,,,,
mode_a_muB900p0_alpha1p0_xim0p01_sbar_review,usbar_to_usbar,s,full_process,-0.02,6,0.5,1.0,21.278808352545695,0.0,14.929584390715197,0.1107194901325163,,,,,,
mode_a_muB900p0_alpha1p0_xim0p01_sbar_review,usbar_to_usbar,s,full_process,-0.02,7,1.0,2.0,25.349433811413043,0.0,17.78560646226523,0.18704706161105414,,,,,,
mode_a_muB900p0_alpha1p0_xim0p01_sbar_review,usbar_to_usbar,t,full_process,-0.02,1,0.0,0.02,0.0,1394.661901600077,0.0029793963222827327,0.009210410107251583,,,,,,
mode_a_muB900p0_alpha1p0_xim0p01_sbar_review,usbar_to_usbar,t,full_process,-0.02,2,0.02,0.05,0.0,1074.4532388970756,0.002295339124673871,0.006849822228781098,,,,,,
mode_a_muB900p0_alpha1p0_xim0p01_sbar_review,usbar_to_usbar,t,full_process,-0.02,3,0.05,0.1,0.0,3335.4923433584067,0.007125564704537207,0.02054540435788587,,,,,,
mode_a_muB900p0_alpha1p0_xim0p01_sbar_review,usbar_to_usbar,t,full_process,-0.02,4,0.1,0.2,0.0,6582.761045158751,0.014062658502329978,0.03779208793399169,,,,,,
mode_a_muB900p0_alpha1p0_xim0p01_sbar_review,usbar_to_usbar,t,full_process,-0.02,5,0.2,0.5,0.0,19240.2352422559,0.04110264004119167,0.09548924920162442,,,,,,
mode_a_muB900p0_alpha1p0_xim0p01_sbar_review,usbar_to_usbar,t,full_process,-0.02,6,0.5,1.0,0.0,27107.516657052773,0.05790940108249992,0.1107194901325163,,,,,,
mode_a_muB900p0_alpha1p0_xim0p01_sbar_review,usbar_to_usbar,t,full_process,-0.02,7,1.0,2.0,0.0,51397.813619595225,0.10980041592582848,0.18704706161105414,,,,,,
mode_a_muB900p0_alpha1p0_xim0p01_sbar_review,usbar_to_usbar,s,full_process,-0.01,1,0.0,0.02,1.326133318146527,0.0,0.9402192662610355,0.005861152572339515,,,,,,
mode_a_muB900p0_alpha1p0_xim0p01_sbar_review,usbar_to_usbar,s,full_process,-0.01,2,0.02,0.05,0.98703953316143,0.0,0.6998041395541924,0.004433763744616845,,,,,,
mode_a_muB900p0_alpha1p0_xim0p01_sbar_review,usbar_to_usbar,s,full_process,-0.01,3,0.05,0.1,2.9594856094003306,0.0,2.0982546400911897,0.013518658687317943,,,,,,
mode_a_muB900p0_alpha1p0_xim0p01_sbar_review,usbar_to_usbar,s,full_process,-0.01,4,0.1,0.2,5.42014270054349,0.0,3.8428433425213373,0.025704924573195818,,,,,,
mode_a_muB900p0_alpha1p0_xim0p01_sbar_review,usbar_to_usbar,s,full_process,-0.01,5,0.2,0.5,13.302170604062567,0.0,9.431146110189891,0.0694718156839933,,,,,,
mode_a_muB900p0_alpha1p0_xim0p01_sbar_review,usbar_to_usbar,s,full_process,-0.01,6,0.5,1.0,13.870195267478024,0.0,9.833871631784579,0.08845114291052769,,,,,,
mode_a_muB900p0_alpha1p0_xim0p01_sbar_review,usbar_to_usbar,s,full_process,-0.01,7,1.0,2.0,18.216628187295925,0.0,12.915462234180154,0.16297028924013768,,,,,,
mode_a_muB900p0_alpha1p0_xim0p01_sbar_review,usbar_to_usbar,all,full_process_rate,-0.01,1,0.0,0.02,,,,,8.207580106491678,9.786260112348632e-7,1.4016142357596939e-8,0.014322266316946653,1.1503861118396799e-7,0.2973630301794456
mode_a_muB900p0_alpha1p0_xim0p01_sbar_review,usbar_to_usbar,all,full_process_rate,-0.01,2,0.02,0.05,,,,,8.207580106491678,4.284086419194996e-6,1.1132510038909525e-6,0.25985727059636177,9.13709679306727e-6,0.2973630301794456
mode_a_muB900p0_alpha1p0_xim0p01_sbar_review,usbar_to_usbar,all,full_process_rate,-0.01,3,0.05,0.1,,,,,8.207580106491678,1.6201719644940206e-5,4.359618707643823e-6,0.26908370242076934,3.57819197767464e-5,0.2973630301794456
mode_a_muB900p0_alpha1p0_xim0p01_sbar_review,usbar_to_usbar,all,full_process_rate,-0.01,4,0.1,0.2,,,,,8.207580106491678,6.66588831771658e-5,1.7206905353586758e-5,0.2581337180200618,0.00014122705407438381,0.2973630301794456
mode_a_muB900p0_alpha1p0_xim0p01_sbar_review,usbar_to_usbar,all,full_process_rate,-0.01,5,0.2,0.5,,,,,8.207580106491678,0.0004557565568566805,0.00010569401964655911,0.23190893922738712,0.0008674921330262391,0.2973630301794456
mode_a_muB900p0_alpha1p0_xim0p01_sbar_review,usbar_to_usbar,all,full_process_rate,-0.01,6,0.5,1.0,,,,,8.207580106491678,0.001580741084558881,0.0003123790258140067,0.19761555441647716,0.0025638758779562916,0.2973630301794456
mode_a_muB900p0_alpha1p0_xim0p01_sbar_review,usbar_to_usbar,all,full_process_rate,-0.01,7,1.0,2.0,,,,,8.207580106491678,0.005726228554678511,0.000944494989198305,0.16494189503257298,0.007752018284025081,0.2973630301794456
mode_a_muB900p0_alpha1p0_xim0p01_sbar_review,usbar_to_usbar,all,full_process_rate,-0.01,8,2.0,5.0,,,,,8.207580106491678,0.027991289812244007,0.006275771568552716,0.22420444397698153,0.05150889787893934,0.2973630301794456
mode_a_muB900p0_alpha1p0_xim0p01_sbar_review,usbar_to_usbar,all,full_process_rate,-0.01,9,5.0,10.0,,,,,8.207580106491678,0.04743419253430065,0.01477917534421738,0.31157219201170655,0.12130126554555087,0.2973630301794456
mode_a_muB900p0_alpha1p0_xim0p01_sbar_review,usbar_to_usbar,all,full_process_rate,-0.01,10,10.0,20.0,,,,,8.207580106491678,0.05214614450932578,0.01088387543314747,0.20871869887141906,0.08933027948663468,0.2973630301794456
mode_a_muB900p0_alpha1p0_xim0p01_sbar_review,usbar_to_usbar,all,full_process_rate,-0.01,11,20.0,,,,,,8.207580106491678,0.02592390484151809,0.0029062085971533363,0.1121053566166057,0.02385293986731081,0.2973630301794456
mode_a_muB900p0_alpha1p0_xim0p01_sbar_review,usbar_to_usbar,t,full_process,-0.01,1,0.0,0.02,0.0,1421.5763474753508,0.00357606961315776,0.005861152572339515,,,,,,
mode_a_muB900p0_alpha1p0_xim0p01_sbar_review,usbar_to_usbar,t,full_process,-0.01,2,0.02,0.05,0.0,1094.8123903965406,0.002754073200752636,0.004433763744616845,,,,,,
mode_a_muB900p0_alpha1p0_xim0p01_sbar_review,usbar_to_usbar,t,full_process,-0.01,3,0.05,0.1,0.0,3397.4964413844946,0.008546627697080044,0.013518658687317943,,,,,,
mode_a_muB900p0_alpha1p0_xim0p01_sbar_review,usbar_to_usbar,t,full_process,-0.01,4,0.1,0.2,0.0,6699.917725408884,0.016854087528286765,0.025704924573195818,,,,,,
mode_a_muB900p0_alpha1p0_xim0p01_sbar_review,usbar_to_usbar,t,full_process,-0.01,5,0.2,0.5,0.0,19544.731821662783,0.04916606954589029,0.0694718156839933,,,,,,
mode_a_muB900p0_alpha1p0_xim0p01_sbar_review,usbar_to_usbar,t,full_process,-0.01,6,0.5,1.0,0.0,27437.3202549227,0.06902039936466255,0.08845114291052769,,,,,,
mode_a_muB900p0_alpha1p0_xim0p01_sbar_review,usbar_to_usbar,t,full_process,-0.01,7,1.0,2.0,0.0,51767.468633955585,0.130224501737636,0.16297028924013768,,,,,,
mode_a_muB900p0_alpha1p0_xim0p01_sbar_review,usbar_to_usbar,s,full_process,-0.003,1,0.0,0.02,0.818243549709043,0.0,0.5858624142519978,0.004420908976986386,,,,,,
mode_a_muB900p0_alpha1p0_xim0p01_sbar_review,usbar_to_usbar,s,full_process,-0.003,2,0.02,0.05,0.6145921706194634,0.0,0.44004801869508153,0.003371967577001575,,,,,,
mode_a_muB900p0_alpha1p0_xim0p01_sbar_review,usbar_to_usbar,s,full_process,-0.003,3,0.05,0.1,1.8594282086558263,0.0,1.331350671616948,0.010365252619683275,,,,,,
mode_a_muB900p0_alpha1p0_xim0p01_sbar_review,usbar_to_usbar,s,full_process,-0.003,4,0.1,0.2,3.47021910127395,0.0,2.484677015026502,0.02004592810442483,,,,,,
mode_a_muB900p0_alpha1p0_xim0p01_sbar_review,usbar_to_usbar,s,full_process,-0.003,5,0.2,0.5,8.873972043883851,0.0,6.35376433762686,0.05621044359859124,,,,,,
mode_a_muB900p0_alpha1p0_xim0p01_sbar_review,usbar_to_usbar,s,full_process,-0.003,6,0.5,1.0,9.86608198942908,0.0,7.064115098237473,0.07566249725618027,,,,,,
mode_a_muB900p0_alpha1p0_xim0p01_sbar_review,usbar_to_usbar,s,full_process,-0.003,7,1.0,2.0,13.856015009425478,0.0,9.920907299813711,0.1476372685802625,,,,,,
mode_a_muB900p0_alpha1p0_xim0p01_sbar_review,usbar_to_usbar,t,full_process,-0.003,1,0.0,0.02,0.0,1446.8720257959758,0.004194900192016968,0.004420908976986386,,,,,,
mode_a_muB900p0_alpha1p0_xim0p01_sbar_review,usbar_to_usbar,t,full_process,-0.003,2,0.02,0.05,0.0,1113.9443520713605,0.003229646639846839,0.003371967577001575,,,,,,
mode_a_muB900p0_alpha1p0_xim0p01_sbar_review,usbar_to_usbar,t,full_process,-0.003,3,0.05,0.1,0.0,3455.754565591923,0.010019231301946003,0.010365252619683275,,,,,,
mode_a_muB900p0_alpha1p0_xim0p01_sbar_review,usbar_to_usbar,t,full_process,-0.003,4,0.1,0.2,0.0,6809.959655786982,0.01974404132388476,0.02004592810442483,,,,,,
mode_a_muB900p0_alpha1p0_xim0p01_sbar_review,usbar_to_usbar,t,full_process,-0.003,5,0.2,0.5,0.0,19830.476142045034,0.057494281935742415,0.05621044359859124,,,,,,
mode_a_muB900p0_alpha1p0_xim0p01_sbar_review,usbar_to_usbar,t,full_process,-0.003,6,0.5,1.0,0.0,27746.106209993643,0.08044398135625992,0.07566249725618027,,,,,,
mode_a_muB900p0_alpha1p0_xim0p01_sbar_review,usbar_to_usbar,t,full_process,-0.003,7,1.0,2.0,0.0,52111.189055362964,0.15108539876172825,0.1476372685802625,,,,,,
