window_id,candidate_source,selected_for_deep_scan,selected_order,selection_reason,mode_key,mode,plot_panel,plot_panel_label,plot_series,plot_series_label,selector,T_MeV,muB_MeV,alpha_T,xi,prev_xi,next_xi,observable,primary_species,mechanism_applicability,local_shape,local_score,value_at_xi,phase_curr,phase_structure,window_label
mode_a_muB900p0_alpha1p0_xim0p003_sbar_review,author_review_tau_sbar_endpoint,true,1,left_branch_endpoint_curvature_review,mode_a,mode_a_fixed_muB_phase_scaled,muB900.0,muB900.0,alpha1.0,alpha1.0,T_MeV=125.737258027;muB_MeV=900;alpha_T=1,125.73725802686799,900.0,1.0,-0.003,-0.02,-0.01,tau_sbar,sbar,tau_species,endpoint_curvature,1.0,2.547560459778322,quark,first_order_possible,"muB900.0, alpha1.0, tau_sbar, xi=-0.003 (left branch endpoint)"
mode_a_muB900p0_alpha1p0_xim0p01_sbar_review,author_review_tau_sbar_endpoint,true,2,left_branch_shape_control,mode_a,mode_a_fixed_muB_phase_scaled,muB900.0,muB900.0,alpha1.0,alpha1.0,T_MeV=125.737258027;muB_MeV=900;alpha_T=1,125.73725802686799,900.0,1.0,-0.01,-0.02,-0.003,tau_sbar,sbar,tau_species,endpoint_shape_control,1.0,2.426591623490907,quark,first_order_possible,"muB900.0, alpha1.0, tau_sbar, xi=-0.01 (left branch control)"
