# schema: M2_st_grid_v1
# T_MeV: 150.0
# muB_MeV: 800.0
# xi: 0.0
# delta_sqrt_mev_min: 0.001
# delta_sqrt_mev_max: 60.0
# n_s: 240
# n_t: 60
process,T_MeV,muB_MeV,xi,s_th,sqrt_s_th_MeV,delta_sqrt_MeV,s,sqrt_s_MeV,t_min,t_max,t,M2
us_to_us,150.0,800.0,0.0,6.839260841368458,516.0491856366709,0.001,6.839287347630491,516.0501856366709,-1.411841913867562e-5,0.0,-7.1788571891570946e-6,25.966865630079905
us_to_us,150.0,800.0,0.0,6.839260841368458,516.0491856366709,0.001,6.839287347630491,516.0501856366709,-1.411841913867562e-5,0.0,-6.939561949518525e-6,25.96367995373534
us_to_us,150.0,800.0,0.0,6.839260841368458,516.0491856366709,0.001,6.839287347630491,516.0501856366709,-1.411841913867562e-5,0.0,-6.700266709879955e-6,25.963743121756757
us_to_us,150.0,800.0,0.0,6.839260841368458,516.0491856366709,0.001,6.839287347630491,516.0501856366709,-1.411841913867562e-5,0.0,-6.460971470241385e-6,25.96377491920363
us_to_us,150.0,800.0,0.0,6.839260841368458,516.0491856366709,0.001,6.839287347630491,516.0501856366709,-1.411841913867562e-5,0.0,-6.221676230602815e-6,25.963777684692086
us_to_us,150.0,800.0,0.0,6.839260841368458,516.0491856366709,0.001,6.839287347630491,516.0501856366709,-1.411841913867562e-5,0.0,-5.982380990964246e-6,25.96375138426164
us_to_us,150.0,800.0,0.0,6.839260841368458,516.0491856366709,0.001,6.839287347630491,516.0501856366709,-1.411841913867562e-5,0.0,-5.743085751325676e-6,25.963798854497917
us_to_us,150.0,800.0,0.0,6.839260841368458,516.0491856366709,0.001,6.839287347630491,516.0501856366709,-1.411841913867562e-5,0.0,-5.503790511687105e-6,25.963749802806223
us_to_us,150.0,800.0,0.0,6.839260841368458,516.0491856366709,0.001,6.839287347630491,516.0501856366709,-1.411841913867562e-5,0.0,-5.264495272048536e-6,25.963520944747213
us_to_us,150.0,800.0,0.0,6.839260841368458,516.0491856366709,0.001,6.839287347630491,516.0501856366709,-1.411841913867562e-5,0.0,-5.025200032409966e-6,25.96340360461118
us_to_us,150.0,800.0,0.0,6.839260841368458,516.0491856366709,0.001,6.839287347630491,516.0501856366709,-1.411841913867562e-5,0.0,-4.785904792771397e-6,25.963266476151492
us_to_us,150.0,800.0,0.0,6.839260841368458,516.0491856366709,0.001,6.839287347630491,516.0501856366709,-1.411841913867562e-5,0.0,-4.5466095531328275e-6,25.963110573294344
us_to_us,150.0,800.0,0.0,6.839260841368458,516.0491856366709,0.001,6.839287347630491,516.0501856366709,-1.411841913867562e-5,0.0,-4.307314313494256e-6,25.947732748756547
us_to_us,150.0,800.0,0.0,6.839260841368458,516.0491856366709,0.001,6.839287347630491,516.0501856366709,-1.411841913867562e-5,0.0,-4.068019073855687e-6,25.94957861331001
us_to_us,150.0,800.0,0.0,6.839260841368458,516.0491856366709,0.001,6.839287347630491,516.0501856366709,-1.411841913867562e-5,0.0,-3.8287238342171176e-6,25.951275403686704
us_to_us,150.0,800.0,0.0,6.839260841368458,516.0491856366709,0.001,6.839287347630491,516.0501856366709,-1.411841913867562e-5,0.0,-3.589428594578548e-6,25.95285230437971
us_to_us,150.0,800.0,0.0,6.839260841368458,516.0491856366709,0.001,6.839287347630491,516.0501856366709,-1.411841913867562e-5,0.0,-3.350133354939977e-6,25.954282096099185
us_to_us,150.0,800.0,0.0,6.839260841368458,516.0491856366709,0.001,6.839287347630491,516.0501856366709,-1.411841913867562e-5,0.0,-3.1108381153014076e-6,25.957916772122203
us_to_us,150.0,800.0,0.0,6.839260841368458,516.0491856366709,0.001,6.839287347630491,516.0501856366709,-1.411841913867562e-5,0.0,-2.871542875662838e-6,25.95923643968146
us_to_us,150.0,800.0,0.0,6.839260841368458,516.0491856366709,0.001,6.839287347630491,516.0501856366709,-1.411841913867562e-5,0.0,-2.6322476360242687e-6,25.958590334545637
us_to_us,150.0,800.0,0.0,6.839260841368458,516.0491856366709,0.001,6.839287347630491,516.0501856366709,-1.411841913867562e-5,0.0,-2.3929523963856976e-6,25.959437721590234
us_to_us,150.0,800.0,0.0,6.839260841368458,516.0491856366709,0.001,6.839287347630491,516.0501856366709,-1.411841913867562e-5,0.0,-2.153657156747128e-6,25.96022291735544
us_to_us,150.0,800.0,0.0,6.839260841368458,516.0491856366709,0.001,6.839287347630491,516.0501856366709,-1.411841913867562e-5,0.0,-1.9143619171085588e-6,25.983095842597905
us_to_us,150.0,800.0,0.0,6.839260841368458,516.0491856366709,0.001,6.839287347630491,516.0501856366709,-1.411841913867562e-5,0.0,-1.6750666774699894e-6,25.977142308990963
us_to_us,150.0,800.0,0.0,6.839260841368458,516.0491856366709,0.001,6.839287347630491,516.0501856366709,-1.411841913867562e-5,0.0,-1.4357714378314182e-6,25.9751083100276
us_to_us,150.0,800.0,0.0,6.839260841368458,516.0491856366709,0.001,6.839287347630491,516.0501856366709,-1.411841913867562e-5,0.0,-1.1964761981928488e-6,25.97309714988764
us_to_us,150.0,800.0,0.0,6.839260841368458,516.0491856366709,0.001,6.839287347630491,516.0501856366709,-1.411841913867562e-5,0.0,-9.571809585542794e-7,25.971091053664274
us_to_us,150.0,800.0,0.0,6.839260841368458,516.0491856366709,0.001,6.839287347630491,516.0501856366709,-1.411841913867562e-5,0.0,-7.1788571891571e-7,25.965101775950707
us_to_us,150.0,800.0,0.0,6.839260841368458,516.0491856366709,0.001,6.839287347630491,516.0501856366709,-1.411841913867562e-5,0.0,-4.785904792771388e-7,25.965379892401515
us_to_us,150.0,800.0,0.0,6.839260841368458,516.0491856366709,0.001,6.839287347630491,516.0501856366709,-1.411841913867562e-5,0.0,-2.392952396385694e-7,25.96563426254589
us_to_us,150.0,800.0,0.0,6.839260841368458,516.0491856366709,0.001,6.839287347630491,516.0501856366709,-1.411841913867562e-5,0.0,0.0,26.696639464716995
us_to_us,150.0,800.0,0.0,6.839260841368458,516.0491856366709,0.0010471098974848638,6.839288596339046,516.0502327465684,-1.4783539460827555e-5,0.0,-1.4783539460827555e-5,25.963793911197108
us_to_us,150.0,800.0,0.0,6.839260841368458,516.0491856366709,0.0010471098974848638,6.839288596339046,516.0502327465684,-1.4783539460827555e-5,0.0,-1.45329709953898e-5,25.95672945425118
us_to_us,150.0,800.0,0.0,6.839260841368458,516.0491856366709,0.0010471098974848638,6.839288596339046,516.0502327465684,-1.4783539460827555e-5,0.0,-1.4282402529952045e-5,25.95232162267113
us_to_us,150.0,800.0,0.0,6.839260841368458,516.0491856366709,0.0010471098974848638,6.839288596339046,516.0502327465684,-1.4783539460827555e-5,0.0,-1.403183406451429e-5,25.944972355585655
us_to_us,150.0,800.0,0.0,6.839260841368458,516.0491856366709,0.0010471098974848638,6.839288596339046,516.0502327465684,-1.4783539460827555e-5,0.0,-1.3781265599076534e-5,25.94760233923916
us_to_us,150.0,800.0,0.0,6.839260841368458,516.0491856366709,0.0010471098974848638,6.839288596339046,516.0502327465684,-1.4783539460827555e-5,0.0,-1.353069713363878e-5,25.96163681310478
us_to_us,150.0,800.0,0.0,6.839260841368458,516.0491856366709,0.0010471098974848638,6.839288596339046,516.0502327465684,-1.4783539460827555e-5,0.0,-1.3280128668201024e-5,25.955846545728182
us_to_us,150.0,800.0,0.0,6.839260841368458,516.0491856366709,0.0010471098974848638,6.839288596339046,516.0502327465684,-1.4783539460827555e-5,0.0,-1.3029560202763269e-5,25.97419214278633
us_to_us,150.0,800.0,0.0,6.839260841368458,516.0491856366709,0.0010471098974848638,6.839288596339046,516.0502327465684,-1.4783539460827555e-5,0.0,-1.2778991737325514e-5,25.959291338427764
us_to_us,150.0,800.0,0.0,6.839260841368458,516.0491856366709,0.0010471098974848638,6.839288596339046,516.0502327465684,-1.4783539460827555e-5,0.0,-1.2528423271887759e-5,25.95931867444584
us_to_us,150.0,800.0,0.0,6.839260841368458,516.0491856366709,0.0010471098974848638,6.839288596339046,516.0502327465684,-1.4783539460827555e-5,0.0,-1.2277854806450004e-5,25.95915156717353
us_to_us,150.0,800.0,0.0,6.839260841368458,516.0491856366709,0.0010471098974848638,6.839288596339046,516.0502327465684,-1.4783539460827555e-5,0.0,-1.2027286341012248e-5,25.958893032492636
us_to_us,150.0,800.0,0.0,6.839260841368458,516.0491856366709,0.0010471098974848638,6.839288596339046,516.0502327465684,-1.4783539460827555e-5,0.0,-1.1776717875574493e-5,25.948304584133965
us_to_us,150.0,800.0,0.0,6.839260841368458,516.0491856366709,0.0010471098974848638,6.839288596339046,516.0502327465684,-1.4783539460827555e-5,0.0,-1.1526149410136738e-5,25.925120415026477
us_to_us,150.0,800.0,0.0,6.839260841368458,516.0491856366709,0.0010471098974848638,6.839288596339046,516.0502327465684,-1.4783539460827555e-5,0.0,-1.1275580944698983e-5,25.926794577113984
us_to_us,150.0,800.0,0.0,6.839260841368458,516.0491856366709,0.0010471098974848638,6.839288596339046,516.0502327465684,-1.4783539460827555e-5,0.0,-1.1025012479261228e-5,25.950178178921288
us_to_us,150.0,800.0,0.0,6.839260841368458,516.0491856366709,0.0010471098974848638,6.839288596339046,516.0502327465684,-1.4783539460827555e-5,0.0,-1.0774444013823473e-5,25.952697889037104
us_to_us,150.0,800.0,0.0,6.839260841368458,516.0491856366709,0.0010471098974848638,6.839288596339046,516.0502327465684,-1.4783539460827555e-5,0.0,-1.0523875548385716e-5,25.95479249053784
us_to_us,150.0,800.0,0.0,6.839260841368458,516.0491856366709,0.0010471098974848638,6.839288596339046,516.0502327465684,-1.4783539460827555e-5,0.0,-1.0273307082947962e-5,25.95344540536065
us_to_us,150.0,800.0,0.0,6.839260841368458,516.0491856366709,0.0010471098974848638,6.839288596339046,516.0502327465684,-1.4783539460827555e-5,0.0,-1.0022738617510206e-5,25.95804027951757
us_to_us,150.0,800.0,0.0,6.839260841368458,516.0491856366709,0.0010471098974848638,6.839288596339046,516.0502327465684,-1.4783539460827555e-5,0.0,-9.772170152072452e-6,25.961988845538365
us_to_us,150.0,800.0,0.0,6.839260841368458,516.0491856366709,0.0010471098974848638,6.839288596339046,516.0502327465684,-1.4783539460827555e-5,0.0,-9.521601686634695e-6,25.96563318222646
us_to_us,150.0,800.0,0.0,6.839260841368458,516.0491856366709,0.0010471098974848638,6.839288596339046,516.0502327465684,-1.4783539460827555e-5,0.0,-9.271033221196942e-6,25.969244684782794
us_to_us,150.0,800.0,0.0,6.839260841368458,516.0491856366709,0.0010471098974848638,6.839288596339046,516.0502327465684,-1.4783539460827555e-5,0.0,-9.020464755759185e-6,25.971956996828744
us_to_us,150.0,800.0,0.0,6.839260841368458,516.0491856366709,0.0010471098974848638,6.839288596339046,516.0502327465684,-1.4783539460827555e-5,0.0,-8.769896290321432e-6,25.970317538011635
us_to_us,150.0,800.0,0.0,6.839260841368458,516.0491856366709,0.0010471098974848638,6.839288596339046,516.0502327465684,-1.4783539460827555e-5,0.0,-8.519327824883675e-6,25.968750183444836
us_to_us,150.0,800.0,0.0,6.839260841368458,516.0491856366709,0.0010471098974848638,6.839288596339046,516.0502327465684,-1.4783539460827555e-5,0.0,-8.268759359445921e-6,25.967228428226836
us_to_us,150.0,800.0,0.0,6.839260841368458,516.0491856366709,0.0010471098974848638,6.839288596339046,516.0502327465684,-1.4783539460827555e-5,0.0,-8.018190894008164e-6,25.963507054873624
us_to_us,150.0,800.0,0.0,6.839260841368458,516.0491856366709,0.0010471098974848638,6.839288596339046,516.0502327465684,-1.4783539460827555e-5,0.0,-7.767622428570411e-6,25.963633088167796
us_to_us,150.0,800.0,0.0,6.839260841368458,516.0491856366709,0.0010471098974848638,6.839288596339046,516.0502327465684,-1.4783539460827555e-5,0.0,-7.517053963132655e-6,25.96371862047363
us_to_us,150.0,800.0,0.0,6.839260841368458,516.0491856366709,0.0010471098974848638,6.839288596339046,516.0502327465684,-1.4783539460827555e-5,0.0,-7.2664854976949e-6,25.963767162091656
us_to_us,150.0,800.0,0.0,6.839260841368458,516.0491856366709,0.0010471098974848638,6.839288596339046,516.0502327465684,-1.4783539460827555e-5,0.0,-7.015917032257144e-6,25.963781793284845
us_to_us,150.0,800.0,0.0,6.839260841368458,516.0491856366709,0.0010471098974848638,6.839288596339046,516.0502327465684,-1.4783539460827555e-5,0.0,-6.765348566819389e-6,25.963765217036293
us_to_us,150.0,800.0,0.0,6.839260841368458,516.0491856366709,0.0010471098974848638,6.839288596339046,516.0502327465684,-1.4783539460827555e-5,0.0,-6.514780101381634e-6,25.963719809184862
us_to_us,150.0,800.0,0.0,6.839260841368458,516.0491856366709,0.0010471098974848638,6.839288596339046,516.0502327465684,-1.4783539460827555e-5,0.0,-6.2642116359438785e-6,25.96364766550314
us_to_us,150.0,800.0,0.0,6.839260841368458,516.0491856366709,0.0010471098974848638,6.839288596339046,516.0502327465684,-1.4783539460827555e-5,0.0,-6.013643170506123e-6,25.963550647463677
us_to_us,150.0,800.0,0.0,6.839260841368458,516.0491856366709,0.0010471098974848638,6.839288596339046,516.0502327465684,-1.4783539460827555e-5,0.0,-5.763074705068368e-6,25.96352318810579
us_to_us,150.0,800.0,0.0,6.839260841368458,516.0491856366709,0.0010471098974848638,6.839288596339046,516.0502327465684,-1.4783539460827555e-5,0.0,-5.512506239630613e-6,25.963405377934947
us_to_us,150.0,800.0,0.0,6.839260841368458,516.0491856366709,0.0010471098974848638,6.839288596339046,516.0502327465684,-1.4783539460827555e-5,0.0,-5.261937774192858e-6,25.946279088105005
us_to_us,150.0,800.0,0.0,6.839260841368458,516.0491856366709,0.0010471098974848638,6.839288596339046,516.0502327465684,-1.4783539460827555e-5,0.0,-5.011369308755103e-6,25.948351333564062
us_to_us,150.0,800.0,0.0,6.839260841368458,516.0491856366709,0.0010471098974848638,6.839288596339046,516.0502327465684,-1.4783539460827555e-5,0.0,-4.760800843317348e-6,25.95024294164849
us_to_us,150.0,800.0,0.0,6.839260841368458,516.0491856366709,0.0010471098974848638,6.839288596339046,516.0502327465684,-1.4783539460827555e-5,0.0,-4.5102323778795925e-6,25.951976790070695
us_to_us,150.0,800.0,0.0,6.839260841368458,516.0491856366709,0.0010471098974848638,6.839288596339046,516.0502327465684,-1.4783539460827555e-5,0.0,-4.259663912441837e-6,25.95572831149006
us_to_us,150.0,800.0,0.0,6.839260841368458,516.0491856366709,0.0010471098974848638,6.839288596339046,516.0502327465684,-1.4783539460827555e-5,0.0,-4.009095447004082e-6,25.95728695786572
us_to_us,150.0,800.0,0.0,6.839260841368458,516.0491856366709,0.0010471098974848638,6.839288596339046,516.0502327465684,-1.4783539460827555e-5,0.0,-3.758526981566327e-6,25.958746213332972
us_to_us,150.0,800.0,0.0,6.839260841368458,516.0491856366709,0.0010471098974848638,6.839288596339046,516.0502327465684,-1.4783539460827555e-5,0.0,-3.507958516128572e-6,25.958311338067038
us_to_us,150.0,800.0,0.0,6.839260841368458,516.0491856366709,0.0010471098974848638,6.839288596339046,516.0502327465684,-1.4783539460827555e-5,0.0,-3.257390050690817e-6,25.959219392011995
us_to_us,150.0,800.0,0.0,6.839260841368458,516.0491856366709,0.0010471098974848638,6.839288596339046,516.0502327465684,-1.4783539460827555e-5,0.0,-3.0068215852530617e-6,25.979328397010367
us_to_us,150.0,800.0,0.0,6.839260841368458,516.0491856366709,0.0010471098974848638,6.839288596339046,516.0502327465684,-1.4783539460827555e-5,0.0,-2.7562531198153065e-6,25.977118078631573
us_to_us,150.0,800.0,0.0,6.839260841368458,516.0491856366709,0.0010471098974848638,6.839288596339046,516.0502327465684,-1.4783539460827555e-5,0.0,-2.5056846543775514e-6,25.97506582012065
us_to_us,150.0,800.0,0.0,6.839260841368458,516.0491856366709,0.0010471098974848638,6.839288596339046,516.0502327465684,-1.4783539460827555e-5,0.0,-2.2551161889397963e-6,25.97295647986827
us_to_us,150.0,800.0,0.0,6.839260841368458,516.0491856366709,0.0010471098974848638,6.839288596339046,516.0502327465684,-1.4783539460827555e-5,0.0,-2.004547723502041e-6,25.964304712544433
us_to_us,150.0,800.0,0.0,6.839260841368458,516.0491856366709,0.0010471098974848638,6.839288596339046,516.0502327465684,-1.4783539460827555e-5,0.0,-1.753979258064286e-6,25.964645814622468
us_to_us,150.0,800.0,0.0,6.839260841368458,516.0491856366709,0.0010471098974848638,6.839288596339046,516.0502327465684,-1.4783539460827555e-5,0.0,-1.5034107926265308e-6,25.96497269791614
us_to_us,150.0,800.0,0.0,6.839260841368458,516.0491856366709,0.0010471098974848638,6.839288596339046,516.0502327465684,-1.4783539460827555e-5,0.0,-1.2528423271887757e-6,25.965274277085964
us_to_us,150.0,800.0,0.0,6.839260841368458,516.0491856366709,0.0010471098974848638,6.839288596339046,516.0502327465684,-1.4783539460827555e-5,0.0,-1.0022738617510206e-6,25.965548874146478
us_to_us,150.0,800.0,0.0,6.839260841368458,516.0491856366709,0.0010471098974848638,6.839288596339046,516.0502327465684,-1.4783539460827555e-5,0.0,-7.517053963132654e-7,25.965798218245983
us_to_us,150.0,800.0,0.0,6.839260841368458,516.0491856366709,0.0010471098974848638,6.839288596339046,516.0502327465684,-1.4783539460827555e-5,0.0,-5.011369308755103e-7,25.966023878383545
us_to_us,150.0,800.0,0.0,6.839260841368458,516.0491856366709,0.0010471098974848638,6.839288596339046,516.0502327465684,-1.4783539460827555e-5,0.0,-2.5056846543775514e-7,25.96622728215611
us_to_us,150.0,800.0,0.0,6.839260841368458,516.0491856366709,0.0010471098974848638,6.839288596339046,516.0502327465684,-1.4783539460827555e-5,0.0,0.0,26.697197563430464
us_to_us,150.0,800.0,0.0,6.839260841368458,516.0491856366709,0.0010964391374107632,6.839289903874253,516.0502820758084,-1.5479993824896177e-5,0.0,-1.5479993824896177e-5,25.96337215571085
us_to_us,150.0,800.0,0.0,6.839260841368458,516.0491856366709,0.0010964391374107632,6.839289903874253,516.0502820758084,-1.5479993824896177e-5,0.0,-1.5217621048203021e-5,25.96294610986306
us_to_us,150.0,800.0,0.0,6.839260841368458,516.0491856366709,0.0010964391374107632,6.839289903874253,516.0502820758084,-1.5479993824896177e-5,0.0,-1.4955248271509865e-5,25.974198923415976
us_to_us,150.0,800.0,0.0,6.839260841368458,516.0491856366709,0.0010964391374107632,6.839289903874253,516.0502820758084,-1.5479993824896177e-5,0.0,-1.469287549481671e-5,25.938227015327264
us_to_us,150.0,800.0,0.0,6.839260841368458,516.0491856366709,0.0010964391374107632,6.839289903874253,516.0502820758084,-1.5479993824896177e-5,0.0,-1.4430502718123554e-5,25.958258959027624
us_to_us,150.0,800.0,0.0,6.839260841368458,516.0491856366709,0.0010964391374107632,6.839289903874253,516.0502820758084,-1.5479993824896177e-5,0.0,-1.4168129941430399e-5,25.954485605561675
us_to_us,150.0,800.0,0.0,6.839260841368458,516.0491856366709,0.0010964391374107632,6.839289903874253,516.0502820758084,-1.5479993824896177e-5,0.0,-1.3905757164737243e-5,25.95768899800865
us_to_us,150.0,800.0,0.0,6.839260841368458,516.0491856366709,0.0010964391374107632,6.839289903874253,516.0502820758084,-1.5479993824896177e-5,0.0,-1.3643384388044087e-5,25.958140407495716
us_to_us,150.0,800.0,0.0,6.839260841368458,516.0491856366709,0.0010964391374107632,6.839289903874253,516.0502820758084,-1.5479993824896177e-5,0.0,-1.3381011611350932e-5,25.958302284060757
us_to_us,150.0,800.0,0.0,6.839260841368458,516.0491856366709,0.0010964391374107632,6.839289903874253,516.0502820758084,-1.5479993824896177e-5,0.0,-1.3118638834657776e-5,25.949311062816765
us_to_us,150.0,800.0,0.0,6.839260841368458,516.0491856366709,0.0010964391374107632,6.839289903874253,516.0502820758084,-1.5479993824896177e-5,0.0,-1.285626605796462e-5,25.945408319792456
us_to_us,150.0,800.0,0.0,6.839260841368458,516.0491856366709,0.0010964391374107632,6.839289903874253,516.0502820758084,-1.5479993824896177e-5,0.0,-1.2593893281271465e-5,25.94200115866887
us_to_us,150.0,800.0,0.0,6.839260841368458,516.0491856366709,0.0010964391374107632,6.839289903874253,516.0502820758084,-1.5479993824896177e-5,0.0,-1.233152050457831e-5,25.93947543427387
us_to_us,150.0,800.0,0.0,6.839260841368458,516.0491856366709,0.0010964391374107632,6.839289903874253,516.0502820758084,-1.5479993824896177e-5,0.0,-1.2069147727885154e-5,25.944572052462945
us_to_us,150.0,800.0,0.0,6.839260841368458,516.0491856366709,0.0010964391374107632,6.839289903874253,516.0502820758084,-1.5479993824896177e-5,0.0,-1.1806774951191998e-5,25.950427773341154
us_to_us,150.0,800.0,0.0,6.839260841368458,516.0491856366709,0.0010964391374107632,6.839289903874253,516.0502820758084,-1.5479993824896177e-5,0.0,-1.1544402174498843e-5,25.953911276081158
us_to_us,150.0,800.0,0.0,6.839260841368458,516.0491856366709,0.0010964391374107632,6.839289903874253,516.0502820758084,-1.5479993824896177e-5,0.0,-1.1282029397805687e-5,25.951757825568734
us_to_us,150.0,800.0,0.0,6.839260841368458,516.0491856366709,0.0010964391374107632,6.839289903874253,516.0502820758084,-1.5479993824896177e-5,0.0,-1.1019656621112532e-5,25.95696660974064
us_to_us,150.0,800.0,0.0,6.839260841368458,516.0491856366709,0.0010964391374107632,6.839289903874253,516.0502820758084,-1.5479993824896177e-5,0.0,-1.0757283844419376e-5,25.961418725706448
us_to_us,150.0,800.0,0.0,6.839260841368458,516.0491856366709,0.0010964391374107632,6.839289903874253,516.0502820758084,-1.5479993824896177e-5,0.0,-1.049491106772622e-5,25.9655302342589
us_to_us,150.0,800.0,0.0,6.839260841368458,516.0491856366709,0.0010964391374107632,6.839289903874253,516.0502820758084,-1.5479993824896177e-5,0.0,-1.0232538291033065e-5,25.969645975103738
us_to_us,150.0,800.0,0.0,6.839260841368458,516.0491856366709,0.0010964391374107632,6.839289903874253,516.0502820758084,-1.5479993824896177e-5,0.0,-9.970165514339909e-6,25.971104273656536
us_to_us,150.0,800.0,0.0,6.839260841368458,516.0491856366709,0.0010964391374107632,6.839289903874253,516.0502820758084,-1.5479993824896177e-5,0.0,-9.707792737646754e-6,25.969444231586355
us_to_us,150.0,800.0,0.0,6.839260841368458,516.0491856366709,0.0010964391374107632,6.839289903874253,516.0502820758084,-1.5479993824896177e-5,0.0,-9.4454199609536e-6,25.967842998248063
