process,s,t,M_squared
uu_to_uu,10.0,-1.0,NaN
uu_to_uu,10.0,-0.9756410256410256,NaN
uu_to_uu,10.0,-0.9512820512820512,NaN
uu_to_uu,10.0,-0.926923076923077,NaN
uu_to_uu,10.0,-0.9025641025641026,NaN
uu_to_uu,10.0,-0.8782051282051282,NaN
uu_to_uu,10.0,-0.8538461538461538,NaN
uu_to_uu,10.0,-0.8294871794871795,NaN
uu_to_uu,10.0,-0.8051282051282052,NaN
uu_to_uu,10.0,-0.7807692307692308,NaN
uu_to_uu,10.0,-0.7564102564102564,NaN
uu_to_uu,10.0,-0.732051282051282,275.13704385719666
uu_to_uu,10.0,-0.7076923076923077,275.0125224869335
uu_to_uu,10.0,-0.6833333333333333,274.8968543199078
uu_to_uu,10.0,-0.658974358974359,274.79003935611956
uu_to_uu,10.0,-0.6346153846153846,274.692077595569
uu_to_uu,10.0,-0.6102564102564103,274.6029690382558
uu_to_uu,10.0,-0.5858974358974359,274.5227136841803
uu_to_uu,10.0,-0.5615384615384615,274.4513115333423
uu_to_uu,10.0,-0.5371794871794872,274.3887625857418
uu_to_uu,10.0,-0.5128205128205128,274.33506684137876
uu_to_uu,10.0,-0.48846153846153845,274.2902243002533
uu_to_uu,10.0,-0.4641025641025641,274.2542349623655
uu_to_uu,10.0,-0.43974358974358974,274.2270988277151
uu_to_uu,10.0,-0.4153846153846154,274.2088158963023
uu_to_uu,10.0,-0.391025641025641,274.19938616812703
uu_to_uu,10.0,-0.36666666666666664,274.19880964318924
uu_to_uu,10.0,-0.3423076923076923,274.2070863214891
uu_to_uu,10.0,-0.31794871794871793,274.22421620302634
uu_to_uu,10.0,-0.2935897435897436,274.25019928780125
uu_to_uu,10.0,-0.2692307692307692,274.28503557581365
uu_to_uu,10.0,-0.24487179487179486,274.3287250670636
uu_to_uu,10.0,-0.2205128205128205,274.38126776155104
uu_to_uu,10.0,-0.19615384615384615,274.44266365927604
uu_to_uu,10.0,-0.1717948717948718,274.5129127602386
uu_to_uu,10.0,-0.14743589743589744,274.5920150644386
uu_to_uu,10.0,-0.12307692307692308,274.67997057187625
uu_to_uu,10.0,-0.09871794871794871,274.7767792825513
uu_to_uu,10.0,-0.07435897435897436,274.882441196464
uu_to_uu,10.0,-0.05,274.99695631361425
uu_to_uu,10.256410256410257,-1.0,282.5085017030167
uu_to_uu,10.256410256410257,-0.9756410256410256,282.3331909036538
uu_to_uu,10.256410256410257,-0.9512820512820512,282.1667333075286
uu_to_uu,10.256410256410257,-0.926923076923077,282.0091289146409
uu_to_uu,10.256410256410257,-0.9025641025641026,281.8603777249907
uu_to_uu,10.256410256410257,-0.8782051282051282,281.72047973857804
uu_to_uu,10.256410256410257,-0.8538461538461538,281.5894349554029
uu_to_uu,10.256410256410257,-0.8294871794871795,281.4672433754654
uu_to_uu,10.256410256410257,-0.8051282051282052,281.3539049987653
uu_to_uu,10.256410256410257,-0.7807692307692308,281.2494198253027
uu_to_uu,10.256410256410257,-0.7564102564102564,281.1537878550778
uu_to_uu,10.256410256410257,-0.732051282051282,281.06700908809034
uu_to_uu,10.256410256410257,-0.7076923076923077,280.9890835243405
uu_to_uu,10.256410256410257,-0.6833333333333333,280.9200111638281
uu_to_uu,10.256410256410257,-0.658974358974359,280.8597920065532
uu_to_uu,10.256410256410257,-0.6346153846153846,280.808426052516
uu_to_uu,10.256410256410257,-0.6102564102564103,280.7659133017162
uu_to_uu,10.256410256410257,-0.5858974358974359,280.73225375415404
uu_to_uu,10.256410256410257,-0.5615384615384615,280.70744740982934
uu_to_uu,10.256410256410257,-0.5371794871794872,280.6914942687422
uu_to_uu,10.256410256410257,-0.5128205128205128,280.68439433089253
uu_to_uu,10.256410256410257,-0.48846153846153845,280.68614759628053
uu_to_uu,10.256410256410257,-0.4641025641025641,280.6967540649059
uu_to_uu,10.256410256410257,-0.43974358974358974,280.71621373676885
uu_to_uu,10.256410256410257,-0.4153846153846154,280.7445266118694
uu_to_uu,10.256410256410257,-0.391025641025641,280.7816926902075
uu_to_uu,10.256410256410257,-0.36666666666666664,280.82771197178306
uu_to_uu,10.256410256410257,-0.3423076923076923,280.8825844565962
uu_to_uu,10.256410256410257,-0.31794871794871793,280.9463101446468
uu_to_uu,10.256410256410257,-0.2935897435897436,281.0188890359351
uu_to_uu,10.256410256410257,-0.2692307692307692,281.1003211304609
uu_to_uu,10.256410256410257,-0.24487179487179486,281.19060642822404
uu_to_uu,10.256410256410257,-0.2205128205128205,281.28974492922487
uu_to_uu,10.256410256410257,-0.19615384615384615,281.3977366334633
uu_to_uu,10.256410256410257,-0.1717948717948718,281.5145815409391
uu_to_uu,10.256410256410257,-0.14743589743589744,281.6402796516525
uu_to_uu,10.256410256410257,-0.12307692307692308,281.77483096560354
uu_to_uu,10.256410256410257,-0.09871794871794871,281.91823548279194
uu_to_uu,10.256410256410257,-0.07435897435897436,282.070493203218
uu_to_uu,10.256410256410257,-0.05,282.23160412688156
uu_to_uu,10.512820512820513,-1.0,288.4164442148556
uu_to_uu,10.512820512820513,-0.9756410256410256,288.2877292220061
uu_to_uu,10.512820512820513,-0.9512820512820512,288.1678674323942
uu_to_uu,10.512820512820513,-0.926923076923077,288.05685884601985
uu_to_uu,10.512820512820513,-0.9025641025641026,287.954703462883
uu_to_uu,10.512820512820513,-0.8782051282051282,287.8614012829837
uu_to_uu,10.512820512820513,-0.8538461538461538,287.7769523063219
uu_to_uu,10.512820512820513,-0.8294871794871795,287.70135653289776
uu_to_uu,10.512820512820513,-0.8051282051282052,287.634613962711
uu_to_uu,10.512820512820513,-0.7807692307692308,287.5767245957618
uu_to_uu,10.512820512820513,-0.7564102564102564,287.52768843205007
uu_to_uu,10.512820512820513,-0.732051282051282,287.487505471576
uu_to_uu,10.512820512820513,-0.7076923076923077,287.45617571433945
uu_to_uu,10.512820512820513,-0.6833333333333333,287.43369916034044
