process,s,t,M_squared
uu_to_uu,10.512820512820513,-0.658974358974359,287.42007580957903
uu_to_uu,10.512820512820513,-0.6346153846153846,287.4153056620551
uu_to_uu,10.512820512820513,-0.6102564102564103,287.4193887177687
uu_to_uu,10.512820512820513,-0.5858974358974359,287.43232497671977
uu_to_uu,10.512820512820513,-0.5615384615384615,287.4541144389084
uu_to_uu,10.512820512820513,-0.5371794871794872,287.4847571043346
uu_to_uu,10.512820512820513,-0.5128205128205128,287.52425297299834
uu_to_uu,10.512820512820513,-0.48846153846153845,287.57260204489955
uu_to_uu,10.512820512820513,-0.4641025641025641,287.62980432003843
uu_to_uu,10.512820512820513,-0.43974358974358974,287.69585979841474
uu_to_uu,10.512820512820513,-0.4153846153846154,287.77076848002866
uu_to_uu,10.512820512820513,-0.391025641025641,287.85453036488
uu_to_uu,10.512820512820513,-0.36666666666666664,287.9471454529689
uu_to_uu,10.512820512820513,-0.3423076923076923,288.0486137442954
uu_to_uu,10.512820512820513,-0.31794871794871793,288.1589352388594
uu_to_uu,10.512820512820513,-0.2935897435897436,288.278109936661
uu_to_uu,10.512820512820513,-0.2692307692307692,288.4061378377001
uu_to_uu,10.512820512820513,-0.24487179487179486,288.5430189419767
uu_to_uu,10.512820512820513,-0.2205128205128205,288.6887532494908
uu_to_uu,10.512820512820513,-0.19615384615384615,288.8433407602426
uu_to_uu,10.512820512820513,-0.1717948717948718,289.00678147423173
uu_to_uu,10.512820512820513,-0.14743589743589744,289.17907539145847
uu_to_uu,10.512820512820513,-0.12307692307692308,289.3602225119228
uu_to_uu,10.512820512820513,-0.09871794871794871,289.5502228356246
uu_to_uu,10.512820512820513,-0.07435897435897436,289.749076362564
uu_to_uu,10.512820512820513,-0.05,289.9567830927409
uu_to_uu,10.76923076923077,-1.0,294.8149178792866
uu_to_uu,10.76923076923077,-0.9756410256410256,294.7327986929505
uu_to_uu,10.76923076923077,-0.9512820512820512,294.659532709852
uu_to_uu,10.76923076923077,-0.926923076923077,294.5951199299909
uu_to_uu,10.76923076923077,-0.9025641025641026,294.5395603533674
uu_to_uu,10.76923076923077,-0.8782051282051282,294.4928539799814
uu_to_uu,10.76923076923077,-0.8538461538461538,294.455000809833
uu_to_uu,10.76923076923077,-0.8294871794871795,294.4260008429222
uu_to_uu,10.76923076923077,-0.8051282051282052,294.4058540792488
uu_to_uu,10.76923076923077,-0.7807692307692308,294.39456051881297
uu_to_uu,10.76923076923077,-0.7564102564102564,294.3921201616147
uu_to_uu,10.76923076923077,-0.732051282051282,294.3985330076539
uu_to_uu,10.76923076923077,-0.7076923076923077,294.41379905693066
uu_to_uu,10.76923076923077,-0.6833333333333333,294.43791830944497
uu_to_uu,10.76923076923077,-0.658974358974359,294.4708907651969
uu_to_uu,10.76923076923077,-0.6346153846153846,294.5127164241863
uu_to_uu,10.76923076923077,-0.6102564102564103,294.56339528641325
uu_to_uu,10.76923076923077,-0.5858974358974359,294.6229273518777
uu_to_uu,10.76923076923077,-0.5615384615384615,294.69131262057977
uu_to_uu,10.76923076923077,-0.5371794871794872,294.7685510925192
uu_to_uu,10.76923076923077,-0.5128205128205128,294.8546427676962
uu_to_uu,10.76923076923077,-0.48846153846153845,294.94958764611084
uu_to_uu,10.76923076923077,-0.4641025641025641,295.05338572776304
uu_to_uu,10.76923076923077,-0.43974358974358974,295.16603701265274
uu_to_uu,10.76923076923077,-0.4153846153846154,295.2875415007799
uu_to_uu,10.76923076923077,-0.391025641025641,295.41789919214466
uu_to_uu,10.76923076923077,-0.36666666666666664,295.55711008674695
uu_to_uu,10.76923076923077,-0.3423076923076923,295.70517418458684
uu_to_uu,10.76923076923077,-0.31794871794871793,295.86209148566417
uu_to_uu,10.76923076923077,-0.2935897435897436,296.02786198997904
uu_to_uu,10.76923076923077,-0.2692307692307692,296.20248569753153
uu_to_uu,10.76923076923077,-0.24487179487179486,296.38596260832145
uu_to_uu,10.76923076923077,-0.2205128205128205,296.5782927223489
uu_to_uu,10.76923076923077,-0.19615384615384615,296.779476039614
uu_to_uu,10.76923076923077,-0.1717948717948718,296.98951256011657
uu_to_uu,10.76923076923077,-0.14743589743589744,297.2084022838566
uu_to_uu,10.76923076923077,-0.12307692307692308,297.4361452108343
uu_to_uu,10.76923076923077,-0.09871794871794871,297.67274134104946
uu_to_uu,10.76923076923077,-0.07435897435897436,297.91819067450217
uu_to_uu,10.76923076923077,-0.05,298.1724932111924
uu_to_uu,11.025641025641026,-1.0,301.70392269630975
uu_to_uu,11.025641025641026,-0.9756410256410256,301.6683993164869
uu_to_uu,11.025641025641026,-0.9512820512820512,301.6417291399017
uu_to_uu,11.025641025641026,-0.926923076923077,301.623912166554
uu_to_uu,11.025641025641026,-0.9025641025641026,301.6149483964439
uu_to_uu,11.025641025641026,-0.8782051282051282,301.6148378295713
uu_to_uu,11.025641025641026,-0.8538461538461538,301.62358046593624
uu_to_uu,11.025641025641026,-0.8294871794871795,301.64117630553864
uu_to_uu,11.025641025641026,-0.8051282051282052,301.6676253483787
uu_to_uu,11.025641025641026,-0.7807692307692308,301.7029275944562
uu_to_uu,11.025641025641026,-0.7564102564102564,301.7470830437712
uu_to_uu,11.025641025641026,-0.732051282051282,301.80009169632376
uu_to_uu,11.025641025641026,-0.7076923076923077,301.86195355211385
uu_to_uu,11.025641025641026,-0.6833333333333333,301.9326686111416
uu_to_uu,11.025641025641026,-0.658974358974359,302.01223687340683
uu_to_uu,11.025641025641026,-0.6346153846153846,302.10065833890957
uu_to_uu,11.025641025641026,-0.6102564102564103,302.1979330076498
uu_to_uu,11.025641025641026,-0.5858974358974359,302.3040608796276
uu_to_uu,11.025641025641026,-0.5615384615384615,302.419041954843
uu_to_uu,11.025641025641026,-0.5371794871794872,302.54287623329594
uu_to_uu,11.025641025641026,-0.5128205128205128,302.6755637149863
uu_to_uu,11.025641025641026,-0.48846153846153845,302.81710439991423
uu_to_uu,11.025641025641026,-0.4641025641025641,302.96749828807975
uu_to_uu,11.025641025641026,-0.43974358974358974,303.1267453794827
uu_to_uu,11.025641025641026,-0.4153846153846154,303.2948456741234
uu_to_uu,11.025641025641026,-0.391025641025641,303.4717991720014
uu_to_uu,11.025641025641026,-0.36666666666666664,303.657605873117
uu_to_uu,11.025641025641026,-0.3423076923076923,303.8522657774702
uu_to_uu,11.025641025641026,-0.31794871794871793,304.05577888506093
uu_to_uu,11.025641025641026,-0.2935897435897436,304.26814519588913
uu_to_uu,11.025641025641026,-0.2692307692307692,304.48936470995494
uu_to_uu,11.025641025641026,-0.24487179487179486,304.7194374272583
uu_to_uu,11.025641025641026,-0.2205128205128205,304.95836334779904
uu_to_uu,11.025641025641026,-0.19615384615384615,305.20614247157744
uu_to_uu,11.025641025641026,-0.1717948717948718,305.4627747985934
uu_to_uu,11.025641025641026,-0.14743589743589744,305.7282603288468
uu_to_uu,11.025641025641026,-0.12307692307692308,306.0025990623378
uu_to_uu,11.025641025641026,-0.09871794871794871,306.2857909990663
uu_to_uu,11.025641025641026,-0.07435897435897436,306.57783613903246
uu_to_uu,11.025641025641026,-0.05,306.87873448223604
uu_to_uu,11.282051282051283,-1.0,309.0834586659249
uu_to_uu,11.282051282051283,-0.9756410256410256,309.0945310926155
uu_to_uu,11.282051282051283,-0.9512820512820512,309.11445672254365
uu_to_uu,11.282051282051283,-0.926923076923077,309.14323555570934
uu_to_uu,11.282051282051283,-0.9025641025641026,309.1808675921125
uu_to_uu,11.282051282051283,-0.8782051282051282,309.22735283175325
uu_to_uu,11.282051282051283,-0.8538461538461538,309.2826912746315
uu_to_uu,11.282051282051283,-0.8294871794871795,309.34688292074736
uu_to_uu,11.282051282051283,-0.8051282051282052,309.4199277701007
uu_to_uu,11.282051282051283,-0.7807692307692308,309.5018258226915
uu_to_uu,11.282051282051283,-0.7564102564102564,309.59257707851987
uu_to_uu,11.282051282051283,-0.732051282051282,309.69218153758584
uu_to_uu,11.282051282051283,-0.7076923076923077,309.8006391998893
uu_to_uu,11.282051282051283,-0.6833333333333333,309.9179500654303
uu_to_uu,11.282051282051283,-0.658974358974359,310.04411413420894
uu_to_uu,11.282051282051283,-0.6346153846153846,310.17913140622505
uu_to_uu,11.282051282051283,-0.6102564102564103,310.3230018814786
uu_to_uu,11.282051282051283,-0.5858974358974359,310.4757255599698
uu_to_uu,11.282051282051283,-0.5615384615384615,310.63730244169847
uu_to_uu,11.282051282051283,-0.5371794871794872,310.8077325266647
uu_to_uu,11.282051282051283,-0.5128205128205128,310.9870158148684
uu_to_uu,11.282051282051283,-0.48846153846153845,311.17515230630977
uu_to_uu,11.282051282051283,-0.4641025641025641,311.37214200098856
uu_to_uu,11.282051282051283,-0.43974358974358974,311.577984898905
uu_to_uu,11.282051282051283,-0.4153846153846154,311.79268100005885
uu_to_uu,11.282051282051283,-0.391025641025641,312.0162303044503
uu_to_uu,11.282051282051283,-0.36666666666666664,312.2486328120793
uu_to_uu,11.282051282051283,-0.3423076923076923,312.4898885229458
uu_to_uu,11.282051282051283,-0.31794871794871793,312.73999743704985
uu_to_uu,11.282051282051283,-0.2935897435897436,312.9989595543914
uu_to_uu,11.282051282051283,-0.2692307692307692,313.2667748749706
uu_to_uu,11.282051282051283,-0.24487179487179486,313.54344339878725
uu_to_uu,11.282051282051283,-0.2205128205128205,313.82896512584125
uu_to_uu,11.282051282051283,-0.19615384615384615,314.12334005613315
uu_to_uu,11.282051282051283,-0.1717948717948718,314.42656818966236
uu_to_uu,11.282051282051283,-0.14743589743589744,314.7386495264291
uu_to_uu,11.282051282051283,-0.12307692307692308,315.0595840664335
uu_to_uu,11.282051282051283,-0.09871794871794871,315.3893718096753
uu_to_uu,11.282051282051283,-0.07435897435897436,315.7280127561548
uu_to_uu,11.282051282051283,-0.05,316.0755069058717
uu_to_uu,11.538461538461538,-1.0,316.9535257881323
uu_to_uu,11.538461538461538,-0.9756410256410256,317.01119402133617
uu_to_uu,11.538461538461538,-0.9512820512820512,317.0777154577777
uu_to_uu,11.538461538461538,-0.926923076923077,317.1530900974567
uu_to_uu,11.538461538461538,-0.9025641025641026,317.23731794037326
uu_to_uu,11.538461538461538,-0.8782051282051282,317.33039898652737
uu_to_uu,11.538461538461538,-0.8538461538461538,317.43233323591886
uu_to_uu,11.538461538461538,-0.8294871794871795,317.54312068854813
uu_to_uu,11.538461538461538,-0.8051282051282052,317.6627613444147
uu_to_uu,11.538461538461538,-0.7807692307692308,317.7912552035189
uu_to_uu,11.538461538461538,-0.7564102564102564,317.9286022658606
uu_to_uu,11.538461538461538,-0.732051282051282,318.07480253144
uu_to_uu,11.538461538461538,-0.7076923076923077,318.22985600025686
uu_to_uu,11.538461538461538,-0.6833333333333333,318.39376267231114
uu_to_uu,11.538461538461538,-0.658974358974359,318.56652254760303
uu_to_uu,11.538461538461538,-0.6346153846153846,318.74813562613247
uu_to_uu,11.538461538461538,-0.6102564102564103,318.93860190789945
uu_to_uu,11.538461538461538,-0.5858974358974359,319.137921392904
uu_to_uu,11.538461538461538,-0.5615384615384615,319.346094081146
uu_to_uu,11.538461538461538,-0.5371794871794872,319.5631199726256
uu_to_uu,11.538461538461538,-0.5128205128205128,319.7889990673427
uu_to_uu,11.538461538461538,-0.48846153846153845,320.02373136529735
uu_to_uu,11.538461538461538,-0.4641025641025641,320.2673168664895
uu_to_uu,11.538461538461538,-0.43974358974358974,320.51975557091924
uu_to_uu,11.538461538461538,-0.4153846153846154,320.78104747858646
uu_to_uu,11.538461538461538,-0.391025641025641,321.0511925894913
uu_to_uu,11.538461538461538,-0.36666666666666664,321.33019090363354
uu_to_uu,11.538461538461538,-0.3423076923076923,321.61804242101346
uu_to_uu,11.538461538461538,-0.31794871794871793,321.9147471416308
uu_to_uu,11.538461538461538,-0.2935897435897436,322.2203050654858
uu_to_uu,11.538461538461538,-0.2692307692307692,322.53471619257823
uu_to_uu,11.538461538461538,-0.24487179487179486,322.8579805229082
uu_to_uu,11.538461538461538,-0.2205128205128205,323.1900980564757
uu_to_uu,11.538461538461538,-0.19615384615384615,323.53106879328084
uu_to_uu,11.538461538461538,-0.1717948717948718,323.88089273332344
uu_to_uu,11.538461538461538,-0.14743589743589744,324.2395698766036
uu_to_uu,11.538461538461538,-0.12307692307692308,324.6071002231213
uu_to_uu,11.538461538461538,-0.09871794871794871,324.9834837728764
uu_to_uu,11.538461538461538,-0.07435897435897436,325.3687205258692
uu_to_uu,11.538461538461538,-0.05,325.7628104820995
uu_to_uu,11.794871794871796,-1.0,325.31412406293174
uu_to_uu,11.794871794871796,-0.9756410256410256,325.41838810264903
uu_to_uu,11.794871794871796,-0.9512820512820512,325.5315053456038
uu_to_uu,11.794871794871796,-0.926923076923077,325.65347579179615
uu_to_uu,11.794871794871796,-0.9025641025641026,325.7842994412261
uu_to_uu,11.794871794871796,-0.8782051282051282,325.92397629389353
uu_to_uu,11.794871794871796,-0.8538461538461538,326.07250634979846
uu_to_uu,11.794871794871796,-0.8294871794871795,326.229889608941
uu_to_uu,11.794871794871796,-0.8051282051282052,326.396126071321
uu_to_uu,11.794871794871796,-0.7807692307692308,326.5712157369385
uu_to_uu,11.794871794871796,-0.7564102564102564,326.7551586057936
uu_to_uu,11.794871794871796,-0.732051282051282,326.9479546778863
uu_to_uu,11.794871794871796,-0.7076923076923077,327.1496039532164
uu_to_uu,11.794871794871796,-0.6833333333333333,327.3601064317842
uu_to_uu,11.794871794871796,-0.658974358974359,327.5794621135894
uu_to_uu,11.794871794871796,-0.6346153846153846,327.80767099863226
uu_to_uu,11.794871794871796,-0.6102564102564103,328.04473308691246
uu_to_uu,11.794871794871796,-0.5858974358974359,328.2906483784303
uu_to_uu,11.794871794871796,-0.5615384615384615,328.54541687318573
uu_to_uu,11.794871794871796,-0.5371794871794872,328.8090385711787
uu_to_uu,11.794871794871796,-0.5128205128205128,329.08151347240903
uu_to_uu,11.794871794871796,-0.48846153846153845,329.362841576877
uu_to_uu,11.794871794871796,-0.4641025641025641,329.6530228845826
uu_to_uu,11.794871794871796,-0.43974358974358974,329.9520573955257
uu_to_uu,11.794871794871796,-0.4153846153846154,330.2599451097062
uu_to_uu,11.794871794871796,-0.391025641025641,330.5766860271243
uu_to_uu,11.794871794871796,-0.36666666666666664,330.90228014778
uu_to_uu,11.794871794871796,-0.3423076923076923,331.23672747167325
uu_to_uu,11.794871794871796,-0.31794871794871793,331.58002799880404
uu_to_uu,11.794871794871796,-0.2935897435897436,331.93218172917227
uu_to_uu,11.794871794871796,-0.2692307692307692,332.2931886627781
uu_to_uu,11.794871794871796,-0.24487179487179486,332.6630487996215
uu_to_uu,11.794871794871796,-0.2205128205128205,333.0417621397023
uu_to_uu,11.794871794871796,-0.19615384615384615,333.42932868302074
uu_to_uu,11.794871794871796,-0.1717948717948718,333.82574842957666
uu_to_uu,11.794871794871796,-0.14743589743589744,334.2310213793701
uu_to_uu,11.794871794871796,-0.12307692307692308,334.6451475324011
uu_to_uu,11.794871794871796,-0.09871794871794871,335.06812688866967
uu_to_uu,11.794871794871796,-0.07435897435897436,335.49995944817584
uu_to_uu,11.794871794871796,-0.05,335.9406452109195
uu_to_uu,12.051282051282051,-1.0,334.16525349032327
uu_to_uu,12.051282051282051,-0.9756410256410256,334.3161133365539
uu_to_uu,12.051282051282051,-0.9512820512820512,334.47582638602205
uu_to_uu,12.051282051282051,-0.926923076923077,334.6443926387278
uu_to_uu,12.051282051282051,-0.9025641025641026,334.8218120946709
uu_to_uu,12.051282051282051,-0.8782051282051282,335.0080847538517
uu_to_uu,12.051282051282051,-0.8538461538461538,335.20321061627004
uu_to_uu,12.051282051282051,-0.8294871794871795,335.40718968192584
uu_to_uu,12.051282051282051,-0.8051282051282052,335.62002195081925
uu_to_uu,12.051282051282051,-0.7807692307692308,335.8417074229502
uu_to_uu,12.051282051282051,-0.7564102564102564,336.0722460983186
uu_to_uu,12.051282051282051,-0.732051282051282,336.31163797692454
uu_to_uu,12.051282051282051,-0.7076923076923077,336.55988305876804
uu_to_uu,12.051282051282051,-0.6833333333333333,336.81698134384914
uu_to_uu,12.051282051282051,-0.658974358974359,337.0829328321677
uu_to_uu,12.051282051282051,-0.6346153846153846,337.3577375237239
uu_to_uu,12.051282051282051,-0.6102564102564103,337.6413954185175
uu_to_uu,12.051282051282051,-0.5858974358974359,337.9339065165487
uu_to_uu,12.051282051282051,-0.5615384615384615,338.2352708178174
uu_to_uu,12.051282051282051,-0.5371794871794872,338.54548832232376
uu_to_uu,12.051282051282051,-0.5128205128205128,338.8645590300674
uu_to_uu,12.051282051282051,-0.48846153846153845,339.19248294104875
uu_to_uu,12.051282051282051,-0.4641025641025641,339.5292600552677
uu_to_uu,12.051282051282051,-0.43974358974358974,339.8748903727241
uu_to_uu,12.051282051282051,-0.4153846153846154,340.229373893418
uu_to_uu,12.051282051282051,-0.391025641025641,340.5927106173495
uu_to_uu,12.051282051282051,-0.36666666666666664,340.9649005445185
uu_to_uu,12.051282051282051,-0.3423076923076923,341.345943674925
uu_to_uu,12.051282051282051,-0.31794871794871793,341.7358400085692
uu_to_uu,12.051282051282051,-0.2935897435897436,342.13458954545075
uu_to_uu,12.051282051282051,-0.2692307692307692,342.5421922855699
uu_to_uu,12.051282051282051,-0.24487179487179486,342.9586482289266
uu_to_uu,12.051282051282051,-0.2205128205128205,343.3839573755208
uu_to_uu,12.051282051282051,-0.19615384615384615,343.81811972535263
uu_to_uu,12.051282051282051,-0.1717948717948718,344.261135278422
uu_to_uu,12.051282051282051,-0.14743589743589744,344.7130040347287
uu_to_uu,12.051282051282051,-0.12307692307692308,345.17372599427307
uu_to_uu,12.051282051282051,-0.09871794871794871,345.64330115705496
uu_to_uu,12.051282051282051,-0.07435897435897436,346.1217295230744
uu_to_uu,12.051282051282051,-0.05,346.6090110923314
uu_to_uu,12.307692307692308,-1.0,343.50691407030695
uu_to_uu,12.307692307692308,-0.9756410256410256,343.70436972305083
uu_to_uu,12.307692307692308,-0.9512820512820512,343.9106785790325
uu_to_uu,12.307692307692308,-0.926923076923077,344.12584063825153
uu_to_uu,12.307692307692308,-0.9025641025641026,344.34985590070806
uu_to_uu,12.307692307692308,-0.8782051282051282,344.5827243664022
uu_to_uu,12.307692307692308,-0.8538461538461538,344.82444603533384
uu_to_uu,12.307692307692308,-0.8294871794871795,345.075020907503
uu_to_uu,12.307692307692308,-0.8051282051282052,345.3344489829098
uu_to_uu,12.307692307692308,-0.7807692307692308,345.602730261554
uu_to_uu,12.307692307692308,-0.7564102564102564,345.87986474343563
uu_to_uu,12.307692307692308,-0.732051282051282,346.16585242855507
uu_to_uu,12.307692307692308,-0.7076923076923077,346.460693316912
uu_to_uu,12.307692307692308,-0.6833333333333333,346.7643874085063
uu_to_uu,12.307692307692308,-0.658974358974359,347.0769347033382
uu_to_uu,12.307692307692308,-0.6346153846153846,347.39833520140775
uu_to_uu,12.307692307692308,-0.6102564102564103,347.7285889027147
uu_to_uu,12.307692307692308,-0.5858974358974359,348.06769580725927
uu_to_uu,12.307692307692308,-0.5615384615384615,348.4156559150414
uu_to_uu,12.307692307692308,-0.5371794871794872,348.77246922606093
uu_to_uu,12.307692307692308,-0.5128205128205128,349.13813574031815
uu_to_uu,12.307692307692308,-0.48846153846153845,349.5126554578128
uu_to_uu,12.307692307692308,-0.4641025641025641,349.896028378545
uu_to_uu,12.307692307692308,-0.43974358974358974,350.28825450251475
uu_to_uu,12.307692307692308,-0.4153846153846154,350.68933382972205
uu_to_uu,12.307692307692308,-0.391025641025641,351.0992663601668
uu_to_uu,12.307692307692308,-0.36666666666666664,351.5180520938492
uu_to_uu,12.307692307692308,-0.3423076923076923,351.9456910307691
uu_to_uu,12.307692307692308,-0.31794871794871793,352.38218317092657
uu_to_uu,12.307692307692308,-0.2935897435897436,352.8275285143215
uu_to_uu,12.307692307692308,-0.2692307692307692,353.28172706095415
uu_to_uu,12.307692307692308,-0.24487179487179486,353.7447788108241
uu_to_uu,12.307692307692308,-0.2205128205128205,354.21668376393154
uu_to_uu,12.307692307692308,-0.19615384615384615,354.6974419202767
uu_to_uu,12.307692307692308,-0.1717948717948718,355.18705327985936
uu_to_uu,12.307692307692308,-0.14743589743589744,355.6855178426795
uu_to_uu,12.307692307692308,-0.12307692307692308,356.19283560873725
uu_to_uu,12.307692307692308,-0.09871794871794871,356.7090065780325
uu_to_uu,12.307692307692308,-0.07435897435897436,357.23403075056535
uu_to_uu,12.307692307692308,-0.05,357.7679081263356
uu_to_uu,12.564102564102564,-1.0,353.3391058028827
uu_to_uu,12.564102564102564,-0.9756410256410256,353.58315726214005
uu_to_uu,12.564102564102564,-0.9512820512820512,353.83606192463486
uu_to_uu,12.564102564102564,-0.926923076923077,354.0978197903672
uu_to_uu,12.564102564102564,-0.9025641025641026,354.3684308593372
uu_to_uu,12.564102564102564,-0.8782051282051282,354.6478951315447
uu_to_uu,12.564102564102564,-0.8538461538461538,354.9362126069896
uu_to_uu,12.564102564102564,-0.8294871794871795,355.2333832856722
uu_to_uu,12.564102564102564,-0.8051282051282052,355.53940716759234
uu_to_uu,12.564102564102564,-0.7807692307692308,355.8542842527497
uu_to_uu,12.564102564102564,-0.7564102564102564,356.17801454114493
uu_to_uu,12.564102564102564,-0.732051282051282,356.5105980327775
uu_to_uu,12.564102564102564,-0.7076923076923077,356.85203472764783
uu_to_uu,12.564102564102564,-0.6833333333333333,357.2023246257555
uu_to_uu,12.564102564102564,-0.658974358974359,357.5614677271008
uu_to_uu,12.564102564102564,-0.6346153846153846,357.92946403168366
uu_to_uu,12.564102564102564,-0.6102564102564103,358.306313539504
uu_to_uu,12.564102564102564,-0.5858974358974359,358.6920162505619
uu_to_uu,12.564102564102564,-0.5615384615384615,359.0865721648573
uu_to_uu,12.564102564102564,-0.5371794871794872,359.4899812823902
uu_to_uu,12.564102564102564,-0.5128205128205128,359.9022436031607
uu_to_uu,12.564102564102564,-0.48846153846153845,360.32335912716877
