process,s,sigma
ssbar_to_uubar,25.58625418060201,0.0
ssbar_to_uubar,25.586889632107024,0.0
ssbar_to_uubar,25.58752508361204,0.0
ssbar_to_uubar,25.58816053511706,0.0
ssbar_to_uubar,25.588795986622074,0.0
ssbar_to_uubar,25.58943143812709,0.0
ssbar_to_uubar,25.59006688963211,0.0
ssbar_to_uubar,25.590702341137124,0.0
ssbar_to_uubar,25.59133779264214,0.0
ssbar_to_uubar,25.59197324414716,0.0
ssbar_to_uubar,25.592608695652174,0.0
ssbar_to_uubar,25.59324414715719,0.0
ssbar_to_uubar,25.59387959866221,0.0
ssbar_to_uubar,25.594515050167225,0.0
ssbar_to_uubar,25.59515050167224,0.0
ssbar_to_uubar,25.59578595317726,0.0
ssbar_to_uubar,25.596421404682275,0.0
ssbar_to_uubar,25.59705685618729,0.0
ssbar_to_uubar,25.59769230769231,0.0
ssbar_to_uubar,25.598327759197325,0.0
ssbar_to_uubar,25.59896321070234,0.0
ssbar_to_uubar,25.59959866220736,0.0
ssbar_to_uubar,25.600234113712375,0.0
ssbar_to_uubar,25.60086956521739,0.0
ssbar_to_uubar,25.60150501672241,0.0
ssbar_to_uubar,25.602140468227425,0.0
ssbar_to_uubar,25.60277591973244,0.0
ssbar_to_uubar,25.60341137123746,0.0
ssbar_to_uubar,25.604046822742475,0.0
ssbar_to_uubar,25.60468227424749,0.0
ssbar_to_uubar,25.60531772575251,0.0
ssbar_to_uubar,25.605953177257526,0.0
ssbar_to_uubar,25.60658862876254,0.0
ssbar_to_uubar,25.60722408026756,0.0
ssbar_to_uubar,25.607859531772576,0.0
ssbar_to_uubar,25.60849498327759,0.0
ssbar_to_uubar,25.60913043478261,0.0
ssbar_to_uubar,25.609765886287626,0.0
ssbar_to_uubar,25.61040133779264,0.0
ssbar_to_uubar,25.61103678929766,0.0
ssbar_to_uubar,25.611672240802676,0.0
ssbar_to_uubar,25.61230769230769,0.0
ssbar_to_uubar,25.61294314381271,0.0
ssbar_to_uubar,25.613578595317726,0.0
ssbar_to_uubar,25.61421404682274,0.0
ssbar_to_uubar,25.61484949832776,0.0
ssbar_to_uubar,25.615484949832776,0.0
ssbar_to_uubar,25.616120401337792,0.0
ssbar_to_uubar,25.61675585284281,0.0
ssbar_to_uubar,25.617391304347827,0.0
ssbar_to_uubar,25.618026755852842,0.0
ssbar_to_uubar,25.61866220735786,0.0
ssbar_to_uubar,25.619297658862877,0.0
ssbar_to_uubar,25.619933110367892,0.0
ssbar_to_uubar,25.62056856187291,0.0
ssbar_to_uubar,25.621204013377927,0.0
ssbar_to_uubar,25.621839464882942,0.0
ssbar_to_uubar,25.62247491638796,0.0
ssbar_to_uubar,25.623110367892977,0.0
ssbar_to_uubar,25.623745819397993,0.0
ssbar_to_uubar,25.62438127090301,0.0
ssbar_to_uubar,25.625016722408027,0.0
ssbar_to_uubar,25.625652173913043,0.0
ssbar_to_uubar,25.626287625418062,0.0
ssbar_to_uubar,25.626923076923077,0.0
ssbar_to_uubar,25.627558528428093,0.0
ssbar_to_uubar,25.628193979933112,0.0
ssbar_to_uubar,25.628829431438128,0.0
ssbar_to_uubar,25.629464882943143,0.0
ssbar_to_uubar,25.630100334448162,0.0
ssbar_to_uubar,25.630735785953178,0.0
ssbar_to_uubar,25.631371237458193,0.0
ssbar_to_uubar,25.632006688963212,0.0
ssbar_to_uubar,25.632642140468228,0.0
ssbar_to_uubar,25.633277591973243,0.0
ssbar_to_uubar,25.633913043478262,0.0
ssbar_to_uubar,25.634548494983278,0.0
ssbar_to_uubar,25.635183946488294,0.0
ssbar_to_uubar,25.635819397993313,0.0
ssbar_to_uubar,25.636454849498328,0.0
ssbar_to_uubar,25.637090301003344,0.0
ssbar_to_uubar,25.637725752508363,0.0
ssbar_to_uubar,25.63836120401338,0.0
ssbar_to_uubar,25.638996655518394,0.0
ssbar_to_uubar,25.639632107023413,0.0
ssbar_to_uubar,25.64026755852843,0.0
ssbar_to_uubar,25.640903010033444,0.0
ssbar_to_uubar,25.641538461538463,0.0
ssbar_to_uubar,25.64217391304348,0.0
ssbar_to_uubar,25.642809364548494,0.0
ssbar_to_uubar,25.643444816053513,0.0
ssbar_to_uubar,25.64408026755853,0.0
ssbar_to_uubar,25.644715719063544,0.0
ssbar_to_uubar,25.645351170568564,0.0
ssbar_to_uubar,25.64598662207358,0.0
ssbar_to_uubar,25.646622073578595,0.0
ssbar_to_uubar,25.647257525083614,0.0
ssbar_to_uubar,25.64789297658863,0.0
ssbar_to_uubar,25.648528428093645,0.0
ssbar_to_uubar,25.649163879598664,0.0
ssbar_to_uubar,25.64979933110368,0.0
ssbar_to_uubar,25.650434782608695,0.0
ssbar_to_uubar,25.651070234113714,0.0
ssbar_to_uubar,25.65170568561873,0.0
ssbar_to_uubar,25.652341137123745,0.0
ssbar_to_uubar,25.652976588628764,0.0
ssbar_to_uubar,25.65361204013378,0.0
ssbar_to_uubar,25.654247491638795,0.0
ssbar_to_uubar,25.654882943143814,0.0
ssbar_to_uubar,25.65551839464883,0.0
ssbar_to_uubar,25.656153846153845,0.0
ssbar_to_uubar,25.656789297658865,0.0
ssbar_to_uubar,25.65742474916388,0.0
ssbar_to_uubar,25.658060200668896,0.0
ssbar_to_uubar,25.658695652173915,0.0
ssbar_to_uubar,25.65933110367893,0.0
ssbar_to_uubar,25.659966555183946,0.0
ssbar_to_uubar,25.660602006688965,0.0
ssbar_to_uubar,25.66123745819398,0.0
ssbar_to_uubar,25.661872909698996,0.0
ssbar_to_uubar,25.662508361204015,0.0
ssbar_to_uubar,25.66314381270903,0.0
ssbar_to_uubar,25.663779264214046,0.0
ssbar_to_uubar,25.664414715719065,0.0
ssbar_to_uubar,25.66505016722408,0.0
ssbar_to_uubar,25.665685618729096,0.0
ssbar_to_uubar,25.666321070234115,0.0
ssbar_to_uubar,25.66695652173913,0.0
ssbar_to_uubar,25.667591973244146,0.0
ssbar_to_uubar,25.668227424749166,0.0
ssbar_to_uubar,25.66886287625418,0.0
ssbar_to_uubar,25.669498327759197,0.0
ssbar_to_uubar,25.670133779264216,0.0
ssbar_to_uubar,25.67076923076923,0.0
ssbar_to_uubar,25.671404682274247,0.0
ssbar_to_uubar,25.672040133779266,0.0
ssbar_to_uubar,25.67267558528428,0.0
ssbar_to_uubar,25.673311036789297,0.0
ssbar_to_uubar,25.673946488294316,0.0
ssbar_to_uubar,25.67458193979933,0.0
ssbar_to_uubar,25.675217391304347,0.0
ssbar_to_uubar,25.675852842809366,0.0
ssbar_to_uubar,25.67648829431438,0.0
ssbar_to_uubar,25.677123745819397,0.0
ssbar_to_uubar,25.677759197324416,0.0
ssbar_to_uubar,25.678394648829432,0.0
ssbar_to_uubar,25.679030100334447,0.0
ssbar_to_uubar,25.679665551839467,0.0
ssbar_to_uubar,25.680301003344482,0.0
ssbar_to_uubar,25.680936454849498,0.0
ssbar_to_uubar,25.681571906354517,0.0
ssbar_to_uubar,25.682207357859532,436.52248320956744
ssbar_to_uubar,25.682842809364548,252.0640281325041
ssbar_to_uubar,25.683478260869567,195.2595913357933
ssbar_to_uubar,25.684113712374582,165.0321903313818
ssbar_to_uubar,25.684749163879598,145.55089377193465
ssbar_to_uubar,25.685384615384617,131.66107346377257
ssbar_to_uubar,25.686020066889633,121.11535488364396
ssbar_to_uubar,25.686655518394648,112.75664040328667
ssbar_to_uubar,25.687290969899667,105.92049322813646
ssbar_to_uubar,25.687926421404683,100.1945805803315
ssbar_to_uubar,25.6885618729097,95.30767499530076
ssbar_to_uubar,25.689197324414717,91.07308140533041
ssbar_to_uubar,25.689832775919733,87.35752521661702
ssbar_to_uubar,25.69046822742475,84.06298051548436
ssbar_to_uubar,25.691103678929768,81.11552376937684
ssbar_to_uubar,25.691739130434783,78.45821331181791
ssbar_to_uubar,25.6923745819398,76.04638186630602
ssbar_to_uubar,25.693010033444818,73.84443165149926
ssbar_to_uubar,25.693645484949833,71.82359628220682
ssbar_to_uubar,25.69428093645485,69.9603426790198
ssbar_to_uubar,25.694916387959868,68.23520736347471
ssbar_to_uubar,25.695551839464883,66.6319341580872
ssbar_to_uubar,25.6961872909699,65.13682517416242
ssbar_to_uubar,25.696822742474918,63.73824541809857
ssbar_to_uubar,25.697458193979934,62.42623981484263
ssbar_to_uubar,25.69809364548495,61.19223369245931
ssbar_to_uubar,25.698729096989968,60.02879605054265
ssbar_to_uubar,25.699364548494984,58.92945062950609
ssbar_to_uubar,25.7,57.888523776977344
