# schema: xs_vs_s_by_process_v1
# T_MeV: 150.0
# muB_MeV: 800.0
# xi: 0.0
# n_points: 8
# delta_sqrt_mev_min: 0.01
# delta_sqrt_mev_max: 10.0
# n_threshold: 12
# sqrt_tail_max_mev: 0.0
# n_tail: 0
process,T_MeV,muB_MeV,xi,i,j,c,d,mi_fm,mj_fm,mc_fm,md_fm,s_th,sqrt_s_th_MeV,delta_sqrt_MeV,s,sqrt_s_MeV,sigma,inv_sigma2
ssbar_to_uubar,150.0,800.0,0.0,s,sbar,u,ubar,2.201519800286813,2.201519800286813,0.41367824983643864,0.41367824983643864,19.386757724219557,868.8385952623919,0.010000000000000002,19.387203995124118,868.8485952623919,31.730932203399174,0.0009931945726893133
ssbar_to_uubar,150.0,800.0,0.0,s,sbar,u,ubar,2.201519800286813,2.201519800286813,0.41367824983643864,0.41367824983643864,19.386757724219557,868.8385952623919,0.01873817422860384,19.387593958620926,868.8573334366205,23.18042121470385,0.0018610470520465552
ssbar_to_uubar,150.0,800.0,0.0,s,sbar,u,ubar,2.201519800286813,2.201519800286813,0.41367824983643864,0.41367824983643864,19.386757724219557,868.8385952623919,0.03511191734215131,19.388324689575306,868.8737071797341,16.93411895023576,0.0034871833938603307
ssbar_to_uubar,150.0,800.0,0.0,s,sbar,u,ubar,2.201519800286813,2.201519800286813,0.41367824983643864,0.41367824983643864,19.386757724219557,868.8385952623919,0.06579332246575682,19.38969398304645,868.9043885848577,12.371027216322004,0.006534140600301038
ssbar_to_uubar,150.0,800.0,0.0,s,sbar,u,ubar,2.201519800286813,2.201519800286813,0.41367824983643864,0.41367824983643864,19.386757724219557,868.8385952623919,0.12328467394420659,19.39225991919558,868.9618799363361,9.037767304219871,0.012242713582461338
ssbar_to_uubar,150.0,800.0,0.0,s,sbar,u,ubar,2.201519800286813,2.201519800286813,0.41367824983643864,0.41367824983643864,19.386757724219557,868.8385952623919,0.23101297000831592,19.39706847216538,869.0696082324002,6.602705463846629,0.02293803182496603
ssbar_to_uubar,150.0,800.0,0.0,s,sbar,u,ubar,2.201519800286813,2.201519800286813,0.41367824983643864,0.41367824983643864,19.386757724219557,868.8385952623919,0.43287612810830595,19.406080427491407,869.2714713905002,4.823316420750622,0.04298416481974374
ssbar_to_uubar,150.0,800.0,0.0,s,sbar,u,ubar,2.201519800286813,2.201519800286813,0.41367824983643864,0.41367824983643864,19.386757724219557,868.8385952623919,0.8111308307896873,19.42297282183168,869.6497260931816,3.5236052086306042,0.08054257559991457
ssbar_to_uubar,150.0,800.0,0.0,s,sbar,u,ubar,2.201519800286813,2.201519800286813,0.41367824983643864,0.41367824983643864,19.386757724219557,868.8385952623919,1.5199110829529332,19.454645871757727,870.3585063453448,2.582645036765989,0.14992379255337643
ssbar_to_uubar,150.0,800.0,0.0,s,sbar,u,ubar,2.201519800286813,2.201519800286813,0.41367824983643864,0.41367824983643864,19.386757724219557,868.8385952623919,2.848035868435802,19.514064860837163,871.6866311308277,1.8961661052281344,0.2781296195792912
ssbar_to_uubar,150.0,800.0,0.0,s,sbar,u,ubar,2.201519800286813,2.201519800286813,0.41367824983643864,0.41367824983643864,19.386757724219557,868.8385952623919,5.336699231206307,19.625649142408268,874.1752944935982,1.3843897690321614,0.5217749652313448
ssbar_to_uubar,150.0,800.0,0.0,s,sbar,u,ubar,2.201519800286813,2.201519800286813,0.41367824983643864,0.41367824983643864,19.386757724219557,868.8385952623919,10.0,19.83559424954505,878.8385952623919,1.015365176280898,0.9699636768314427
uubar_to_ssbar,150.0,800.0,0.0,u,ubar,s,sbar,0.41367824983643864,0.41367824983643864,2.201519800286813,2.201519800286813,19.386757724219557,868.8385952623919,0.010000000000000002,19.387203995124118,868.8485952623919,0.0007571421778341687,1.744396152571502e6
uubar_to_ssbar,150.0,800.0,0.0,u,ubar,s,sbar,0.41367824983643864,0.41367824983643864,2.201519800286813,2.201519800286813,19.386757724219557,868.8385952623919,0.01873817422860384,19.387593958620926,868.8573334366205,0.0010364213088112676,930952.0937337071
uubar_to_ssbar,150.0,800.0,0.0,u,ubar,s,sbar,0.41367824983643864,0.41367824983643864,2.201519800286813,2.201519800286813,19.386757724219557,868.8385952623919,0.03511191734215131,19.388324689575306,868.8737071797341,0.001418704719775872,496839.3362135456
uubar_to_ssbar,150.0,800.0,0.0,u,ubar,s,sbar,0.41367824983643864,0.41367824983643864,2.201519800286813,2.201519800286813,19.386757724219557,868.8385952623919,0.06579332246575682,19.38969398304645,868.9043885848577,0.0019419512227279096,265169.3753115542
uubar_to_ssbar,150.0,800.0,0.0,u,ubar,s,sbar,0.41367824983643864,0.41367824983643864,2.201519800286813,2.201519800286813,19.386757724219557,868.8385952623919,0.12328467394420659,19.39225991919558,868.9618799363361,0.002658127321692561,141529.97867437205
uubar_to_ssbar,150.0,800.0,0.0,u,ubar,s,sbar,0.41367824983643864,0.41367824983643864,2.201519800286813,2.201519800286813,19.386757724219557,868.8385952623919,0.23101297000831592,19.39706847216538,869.0696082324002,0.0036381376621180067,75551.26557845503
uubar_to_ssbar,150.0,800.0,0.0,u,ubar,s,sbar,0.41367824983643864,0.41367824983643864,2.201519800286813,2.201519800286813,19.386757724219557,868.8385952623919,0.43287612810830595,19.406080427491407,869.2714713905002,0.004978191121396335,40351.23841822915
uubar_to_ssbar,150.0,800.0,0.0,u,ubar,s,sbar,0.41367824983643864,0.41367824983643864,2.201519800286813,2.201519800286813,19.386757724219557,868.8385952623919,0.8111308307896873,19.42297282183168,869.6497260931816,0.00680993780359896,21563.224730999766
uubar_to_ssbar,150.0,800.0,0.0,u,ubar,s,sbar,0.41367824983643864,0.41367824983643864,2.201519800286813,2.201519800286813,19.386757724219557,868.8385952623919,1.5199110829529332,19.454645871757727,870.3585063453448,0.00934095898310707,11460.856369650899
uubar_to_ssbar,150.0,800.0,0.0,u,ubar,s,sbar,0.41367824983643864,0.41367824983643864,2.201519800286813,2.201519800286813,19.386757724219557,868.8385952623919,2.848035868435802,19.514064860837163,871.6866311308277,0.012820036996124072,6084.451631973512
uubar_to_ssbar,150.0,800.0,0.0,u,ubar,s,sbar,0.41367824983643864,0.41367824983643864,2.201519800286813,2.201519800286813,19.386757724219557,868.8385952623919,5.336699231206307,19.625649142408268,874.1752944935982,0.017460353678977827,3280.1516809328477
uubar_to_ssbar,150.0,800.0,0.0,u,ubar,s,sbar,0.41367824983643864,0.41367824983643864,2.201519800286813,2.201519800286813,19.386757724219557,868.8385952623919,10.0,19.83559424954505,878.8385952623919,0.023796730284149012,1765.897222425241
