process,s,sigma
uubar_to_ssbar,103.07807807807808,6.891087584839042
uubar_to_ssbar,104.05405405405405,6.967845001235923
uubar_to_ssbar,105.03003003003003,7.044613554400782
uubar_to_ssbar,106.006006006006,7.121393077173233
uubar_to_ssbar,106.98198198198199,7.198183403118569
uubar_to_ssbar,107.95795795795796,7.274984366783923
uubar_to_ssbar,108.93393393393393,7.351795803921322
uubar_to_ssbar,109.90990990990991,7.428617551681417
uubar_to_ssbar,110.88588588588588,7.505449448780675
uubar_to_ssbar,111.86186186186187,7.582291335645159
uubar_to_ssbar,112.83783783783784,7.659143054533313
uubar_to_ssbar,113.81381381381381,7.736004449639955
uubar_to_ssbar,114.7897897897898,7.812875367183571
uubar_to_ssbar,115.76576576576576,7.889755655478737
uubar_to_ssbar,116.74174174174175,7.966645164995234
uubar_to_ssbar,117.71771771771772,8.043543748405353
uubar_to_ssbar,118.69369369369369,8.120451260620682
uubar_to_ssbar,119.66966966966967,8.197367558819549
uubar_to_ssbar,120.64564564564564,8.274292502466194
uubar_to_ssbar,121.62162162162163,8.35122595332256
uubar_to_ssbar,122.5975975975976,8.428167775453613
uubar_to_ssbar,123.57357357357357,8.50511783522693
uubar_to_ssbar,124.54954954954955,8.582076001307215
uubar_to_ssbar,125.52552552552552,8.65904214464629
uubar_to_ssbar,126.50150150150151,8.736016138469376
uubar_to_ssbar,127.47747747747748,8.812997858257777
uubar_to_ssbar,128.45345345345345,8.88998718172873
uubar_to_ssbar,129.42942942942943,8.966983988812578
uubar_to_ssbar,130.40540540540542,9.043988161627867
uubar_to_ssbar,131.38138138138137,9.120999584454445
uubar_to_ssbar,132.35735735735736,9.19801814370497
uubar_to_ssbar,133.33333333333334,9.275043727895108
uubar_to_ssbar,134.3093093093093,9.35207622761259
uubar_to_ssbar,135.28528528528528,9.429115535485304
uubar_to_ssbar,136.26126126126127,9.506161546148718
uubar_to_ssbar,137.23723723723722,9.583214156212676
uubar_to_ssbar,138.2132132132132,9.660273264227804
uubar_to_ssbar,139.1891891891892,9.737338770651602
uubar_to_ssbar,140.16516516516518,9.814410577814277
uubar_to_ssbar,141.14114114114113,9.891488589884633
uubar_to_ssbar,142.11711711711712,9.968572712835877
uubar_to_ssbar,143.0930930930931,10.04566285441147
uubar_to_ssbar,144.06906906906906,10.122758924091224
uubar_to_ssbar,145.04504504504504,10.199860833057574
uubar_to_ssbar,146.02102102102103,10.276968494162093
uubar_to_ssbar,146.99699699699698,10.354081821892333
uubar_to_ssbar,147.97297297297297,10.43120073233912
uubar_to_ssbar,148.94894894894895,10.50832514316405
uubar_to_ssbar,149.92492492492494,10.585454973567538
uubar_to_ssbar,150.9009009009009,10.662590144257353
uubar_to_ssbar,151.87687687687688,10.739730577417484
uubar_to_ssbar,152.85285285285286,10.816876196677574
uubar_to_ssbar,153.82882882882882,10.894026927082862
uubar_to_ssbar,154.8048048048048,10.971182695064618
uubar_to_ssbar,155.7807807807808,11.048343428411052
uubar_to_ssbar,156.75675675675674,11.125509056238888
uubar_to_ssbar,157.73273273273273,11.20267950896529
uubar_to_ssbar,158.7087087087087,11.279854718280454
uubar_to_ssbar,159.6846846846847,11.3570346171207
uubar_to_ssbar,160.66066066066065,11.434219139642071
uubar_to_ssbar,161.63663663663664,11.511408221194525
uubar_to_ssbar,162.61261261261262,11.588601798296645
uubar_to_ssbar,163.58858858858858,11.665799808610746
uubar_to_ssbar,164.56456456456456,11.74300219091876
uubar_to_ssbar,165.54054054054055,11.820208885098408
uubar_to_ssbar,166.5165165165165,11.897419832100013
uubar_to_ssbar,167.4924924924925,11.974634973923811
uubar_to_ssbar,168.46846846846847,12.051854253597627
uubar_to_ssbar,169.44444444444446,12.129077615155289
uubar_to_ssbar,170.4204204204204,12.206305003615284
uubar_to_ssbar,171.3963963963964,12.283536364960069
uubar_to_ssbar,172.37237237237238,12.360771646115678
uubar_to_ssbar,173.34834834834834,12.438010794932012
uubar_to_ssbar,174.32432432432432,12.515253760163352
uubar_to_ssbar,175.3003003003003,12.592500491449455
uubar_to_ssbar,176.27627627627626,12.669750939297085
uubar_to_ssbar,177.25225225225225,12.747005055061878
uubar_to_ssbar,178.22822822822823,12.824262790930689
uubar_to_ssbar,179.20420420420422,12.901524099904334
uubar_to_ssbar,180.18018018018017,12.978788935780798
uubar_to_ssbar,181.15615615615616,13.056057253138652
uubar_to_ssbar,182.13213213213214,13.13332900732105
uubar_to_ssbar,183.1081081081081,13.210604154420034
uubar_to_ssbar,184.08408408408408,13.28788265126107
uubar_to_ssbar,185.06006006006007,13.3651644553882
uubar_to_ssbar,186.03603603603602,13.442449525049332
uubar_to_ssbar,187.012012012012,13.51973781918193
uubar_to_ssbar,187.987987987988,13.59702929739902
uubar_to_ssbar,188.96396396396398,13.674323919975649
uubar_to_ssbar,189.93993993993993,13.751621647835451
uubar_to_ssbar,190.91591591591592,13.828922442537639
uubar_to_ssbar,191.8918918918919,13.906226266264351
uubar_to_ssbar,192.86786786786786,13.983533081808183
uubar_to_ssbar,193.84384384384384,14.060842852559997
uubar_to_ssbar,194.81981981981983,14.138155542497177
uubar_to_ssbar,195.79579579579578,14.215471116171946
uubar_to_ssbar,196.77177177177177,14.292789538700095
uubar_to_ssbar,197.74774774774775,14.37011077574991
uubar_to_ssbar,198.72372372372374,14.447434793531368
uubar_to_ssbar,199.6996996996997,14.524761558785595
uubar_to_ssbar,200.67567567567568,14.602091038774478
uubar_to_ssbar,201.65165165165166,14.6794232012707
uubar_to_ssbar,202.62762762762762,14.756758014547797
uubar_to_ssbar,203.6036036036036,14.834095447370522
uubar_to_ssbar,204.5795795795796,14.911435468985518
uubar_to_ssbar,205.55555555555554,14.988778049112014
uubar_to_ssbar,206.53153153153153,15.06612315793287
uubar_to_ssbar,207.5075075075075,15.143470766085862
uubar_to_ssbar,208.4834834834835,15.220820844654934
uubar_to_ssbar,209.45945945945945,15.298173365161938
uubar_to_ssbar,210.43543543543544,15.375528299558333
uubar_to_ssbar,211.41141141141142,15.452885620217202
uubar_to_ssbar,212.38738738738738,15.53024529992533
uubar_to_ssbar,213.36336336336336,15.607607311875636
uubar_to_ssbar,214.33933933933935,15.684971629659506
uubar_to_ssbar,215.3153153153153,15.762338227259585
uubar_to_ssbar,216.2912912912913,15.839707079042519
uubar_to_ssbar,217.26726726726727,15.917078159751968
uubar_to_ssbar,218.24324324324326,15.99445144450163
uubar_to_ssbar,219.2192192192192,16.071826908768667
uubar_to_ssbar,220.1951951951952,16.14920452838698
uubar_to_ssbar,221.17117117117118,16.226584279540887
uubar_to_ssbar,222.14714714714714,16.303966138758724
uubar_to_ssbar,223.12312312312312,16.38135008290671
uubar_to_ssbar,224.0990990990991,16.458736089182974
uubar_to_ssbar,225.07507507507506,16.536124135111542
uubar_to_ssbar,226.05105105105105,16.613514198536638
uubar_to_ssbar,227.02702702702703,16.690906257617037
uubar_to_ssbar,228.00300300300302,16.76830029082039
uubar_to_ssbar,228.97897897897897,16.84569627691798
uubar_to_ssbar,229.95495495495496,16.923094194979342
uubar_to_ssbar,230.93093093093094,17.000494024367004
uubar_to_ssbar,231.9069069069069,17.07789574473143
uubar_to_ssbar,232.88288288288288,17.155299336006216
uubar_to_ssbar,233.85885885885887,17.232704778402827
uubar_to_ssbar,234.83483483483482,17.31011205240623
uubar_to_ssbar,235.8108108108108,17.387521138769895
uubar_to_ssbar,236.7867867867868,17.464932018511433
uubar_to_ssbar,237.76276276276278,17.54234467290795
uubar_to_ssbar,238.73873873873873,17.6197590834917
uubar_to_ssbar,239.71471471471472,17.697175232045836
uubar_to_ssbar,240.6906906906907,17.774593100600097
uubar_to_ssbar,241.66666666666666,17.852012671426696
uubar_to_ssbar,242.64264264264264,17.929433927036275
uubar_to_ssbar,243.61861861861863,18.006856850173975
uubar_to_ssbar,244.59459459459458,18.084281423815405
uubar_to_ssbar,245.57057057057057,18.16170763116299
uubar_to_ssbar,246.54654654654655,18.23913545564211
uubar_to_ssbar,247.52252252252254,18.31656488089752
uubar_to_ssbar,248.4984984984985,18.393995890789665
uubar_to_ssbar,249.47447447447448,18.471428469391217
uubar_to_ssbar,250.45045045045046,18.548862600983604
uubar_to_ssbar,251.42642642642642,18.626298270053653
uubar_to_ssbar,252.4024024024024,18.703735461290197
uubar_to_ssbar,253.3783783783784,18.781174159580832
uubar_to_ssbar,254.35435435435434,18.85861435000881
uubar_to_ssbar,255.33033033033033,18.936056017849857
uubar_to_ssbar,256.3063063063063,19.01349914856898
uubar_to_ssbar,257.28228228228227,19.0909437278176
uubar_to_ssbar,258.25825825825825,19.168389741430634
uubar_to_ssbar,259.23423423423424,19.245837175423407
uubar_to_ssbar,260.2102102102102,19.323286015988987
uubar_to_ssbar,261.1861861861862,19.400736249495285
uubar_to_ssbar,262.1621621621622,19.478187862482336
uubar_to_ssbar,263.1381381381381,19.55564084165964
uubar_to_ssbar,264.1141141141141,19.63309517390352
uubar_to_ssbar,265.0900900900901,19.71055084625449
uubar_to_ssbar,266.06606606606607,19.788007845914812
uubar_to_ssbar,267.04204204204206,19.86546616024586
uubar_to_ssbar,268.01801801801804,19.942925776765787
uubar_to_ssbar,268.99399399399397,20.020386683147084
uubar_to_ssbar,269.96996996996995,20.097848867214243
uubar_to_ssbar,270.94594594594594,20.17531231694138
uubar_to_ssbar,271.9219219219219,20.25277702045006
uubar_to_ssbar,272.8978978978979,20.330242966006942
uubar_to_ssbar,273.8738738738739,20.40771014202174
uubar_to_ssbar,274.8498498498499,20.48517853704491
uubar_to_ssbar,275.8258258258258,20.562648139765685
uubar_to_ssbar,276.8018018018018,20.64011893900992
uubar_to_ssbar,277.77777777777777,20.71759092373799
uubar_to_ssbar,278.75375375375376,20.795064083042934
uubar_to_ssbar,279.72972972972974,20.87253840614846
uubar_to_ssbar,280.7057057057057,20.950013882406896
uubar_to_ssbar,281.6816816816817,21.027490501297393
uubar_to_ssbar,282.65765765765764,21.104968252424072
uubar_to_ssbar,283.6336336336336,21.182447125514162
uubar_to_ssbar,284.6096096096096,21.25992711041615
uubar_to_ssbar,285.5855855855856,21.337408197098107
uubar_to_ssbar,286.5615615615616,21.414890375645943
uubar_to_ssbar,287.53753753753756,21.492373636261625
uubar_to_ssbar,288.5135135135135,21.569857969261548
uubar_to_ssbar,289.4894894894895,21.647343365074903
uubar_to_ssbar,290.46546546546546,21.724829814242014
uubar_to_ssbar,291.44144144144144,21.80231730741285
uubar_to_ssbar,292.4174174174174,21.87980583534531
uubar_to_ssbar,293.3933933933934,21.957295388903727
uubar_to_ssbar,294.3693693693694,22.034785959057515
uubar_to_ssbar,295.3453453453453,22.112277536879454
uubar_to_ssbar,296.3213213213213,22.189770113544377
uubar_to_ssbar,297.2972972972973,22.26726368032767
uubar_to_ssbar,298.2732732732733,22.344758228603876
uubar_to_ssbar,299.24924924924926,22.422253749845364
uubar_to_ssbar,300.22522522522524,22.49975023562086
uubar_to_ssbar,301.20120120120123,22.577247677594187
uubar_to_ssbar,302.17717717717716,22.654746067522872
uubar_to_ssbar,303.15315315315314,22.732245397256925
uubar_to_ssbar,304.1291291291291,22.80974565873757
uubar_to_ssbar,305.1051051051051,22.88724684399587
uubar_to_ssbar,306.0810810810811,22.96474894515161
uubar_to_ssbar,307.0570570570571,23.042251954412006
uubar_to_ssbar,308.033033033033,23.119755864070658
uubar_to_ssbar,309.009009009009,23.197260666506118
uubar_to_ssbar,309.984984984985,23.274766354180944
uubar_to_ssbar,310.96096096096096,23.35227291964053
uubar_to_ssbar,311.93693693693695,23.429780355511905
uubar_to_ssbar,312.91291291291293,23.507288654502783
uubar_to_ssbar,313.8888888888889,23.584797809400172
uubar_to_ssbar,314.86486486486484,23.66230781306972
uubar_to_ssbar,315.8408408408408,23.739818658454332
uubar_to_ssbar,316.8168168168168,23.8173303385734
uubar_to_ssbar,317.7927927927928,23.89484284652149
uubar_to_ssbar,318.7687687687688,23.972356175467628
uubar_to_ssbar,319.74474474474476,24.049870318654115
uubar_to_ssbar,320.72072072072075,24.12738526939572
uubar_to_ssbar,321.6966966966967,24.204901021078573
uubar_to_ssbar,322.67267267267266,24.282417567159342
uubar_to_ssbar,323.64864864864865,24.359934901164223
uubar_to_ssbar,324.62462462462463,24.437453016688114
uubar_to_ssbar,325.6006006006006,24.514971907393644
uubar_to_ssbar,326.5765765765766,24.592491567010356
uubar_to_ssbar,327.5525525525525,24.670011989333837
uubar_to_ssbar,328.5285285285285,24.747533168224752
uubar_to_ssbar,329.5045045045045,24.825055097608136
uubar_to_ssbar,330.4804804804805,24.90257777147254
uubar_to_ssbar,331.45645645645646,24.980101183869206
uubar_to_ssbar,332.43243243243245,25.05762532891117
uubar_to_ssbar,333.40840840840843,25.13515020077261
uubar_to_ssbar,334.38438438438436,25.212675793687993
uubar_to_ssbar,335.36036036036035,25.29020210195142
uubar_to_ssbar,336.33633633633633,25.367729119915577
uubar_to_ssbar,337.3123123123123,25.44525684199136
uubar_to_ssbar,338.2882882882883,25.52278526264694
uubar_to_ssbar,339.2642642642643,25.60031437640704
uubar_to_ssbar,340.24024024024027,25.677844177852265
uubar_to_ssbar,341.2162162162162,25.75537466161842
uubar_to_ssbar,342.1921921921922,25.83290582239574
uubar_to_ssbar,343.16816816816817,25.910437654928337
uubar_to_ssbar,344.14414414414415,25.98797015401344
uubar_to_ssbar,345.12012012012013,26.065503314500738
uubar_to_ssbar,346.0960960960961,26.14303713129168
uubar_to_ssbar,347.07207207207205,26.220571599339078
uubar_to_ssbar,348.04804804804803,26.298106713646142
uubar_to_ssbar,349.024024024024,26.375642469266047
uubar_to_ssbar,350.0,26.45317886130134
uubar_to_ssbar,350.975975975976,26.530715884903252
uubar_to_ssbar,351.95195195195197,26.608253535271107
uubar_to_ssbar,352.92792792792795,26.685791807651835
uubar_to_ssbar,353.9039039039039,26.763330697339285
uubar_to_ssbar,354.87987987987987,26.840870199673677
uubar_to_ssbar,355.85585585585585,26.918410310041068
uubar_to_ssbar,356.83183183183183,26.99595102387287
uubar_to_ssbar,357.8078078078078,27.07349233664506
uubar_to_ssbar,358.7837837837838,27.151034243877934
uubar_to_ssbar,359.75975975975973,27.22857674113545
uubar_to_ssbar,360.7357357357357,27.306119824024645
uubar_to_ssbar,361.7117117117117,27.383663488195186
uubar_to_ssbar,362.6876876876877,27.46120772933893
uubar_to_ssbar,363.66366366366367,27.538752543189243
uubar_to_ssbar,364.63963963963965,27.616297925520698
uubar_to_ssbar,365.61561561561564,27.69384387214847
uubar_to_ssbar,366.59159159159157,27.771390378927894
uubar_to_ssbar,367.56756756756755,27.848937441754046
uubar_to_ssbar,368.54354354354354,27.92648505656108
uubar_to_ssbar,369.5195195195195,28.004033219322054
uubar_to_ssbar,370.4954954954955,28.081581926048223
uubar_to_ssbar,371.4714714714715,28.159131172788815
uubar_to_ssbar,372.4474474474475,28.236680955630373
uubar_to_ssbar,373.4234234234234,28.314231270696443
uubar_to_ssbar,374.3993993993994,28.391782114147144
uubar_to_ssbar,375.37537537537537,28.469333482178723
uubar_to_ssbar,376.35135135135135,28.546885371023134
uubar_to_ssbar,377.32732732732734,28.624437776947634
uubar_to_ssbar,378.3033033033033,28.70199069625438
uubar_to_ssbar,379.27927927927925,28.779544125280005
uubar_to_ssbar,380.25525525525524,28.857098060395302
uubar_to_ssbar,381.2312312312312,28.934652498004663
uubar_to_ssbar,382.2072072072072,29.012207434545935
uubar_to_ssbar,383.1831831831832,29.089762866489803
uubar_to_ssbar,384.1591591591592,29.167318790339593
uubar_to_ssbar,385.13513513513516,29.24487520263082
uubar_to_ssbar,386.1111111111111,29.32243209993082
uubar_to_ssbar,387.08708708708707,29.399989478838453
uubar_to_ssbar,388.06306306306305,29.477547335983687
uubar_to_ssbar,389.03903903903904,29.55510566802724
uubar_to_ssbar,390.015015015015,29.632664471660235
uubar_to_ssbar,390.990990990991,29.71022374360403
uubar_to_ssbar,391.966966966967,29.7877834806096
uubar_to_ssbar,392.9429429429429,29.865343679457414
uubar_to_ssbar,393.9189189189189,29.942904336956964
uubar_to_ssbar,394.8948948948949,30.02046544994661
uubar_to_ssbar,395.8708708708709,30.098027015293145
uubar_to_ssbar,396.84684684684686,30.175589029891437
uubar_to_ssbar,397.82282282282284,30.253151490664347
uubar_to_ssbar,398.79879879879877,30.330714394561966
uubar_to_ssbar,399.77477477477476,30.408277738561964
uubar_to_ssbar,400.75075075075074,30.485841519668675
uubar_to_ssbar,401.7267267267267,30.563405734913243
uubar_to_ssbar,402.7027027027027,30.64097038135303
uubar_to_ssbar,403.6786786786787,30.718535456071503
uubar_to_ssbar,404.6546546546547,30.796100956177852
uubar_to_ssbar,405.6306306306306,30.873666878806798
uubar_to_ssbar,406.6066066066066,30.95123322111833
uubar_to_ssbar,407.5825825825826,31.028799980297254
uubar_to_ssbar,408.55855855855856,31.10636715355322
uubar_to_ssbar,409.53453453453454,31.1839347381201
uubar_to_ssbar,410.5105105105105,31.261502731256034
uubar_to_ssbar,411.4864864864865,31.339071130243006
uubar_to_ssbar,412.46246246246244,31.416639932386712
uubar_to_ssbar,413.4384384384384,31.494209135016064
uubar_to_ssbar,414.4144144144144,31.57177873548326
uubar_to_ssbar,415.3903903903904,31.64934873116335
uubar_to_ssbar,416.3663663663664,31.726919119453914
uubar_to_ssbar,417.34234234234236,31.804489897775095
uubar_to_ssbar,418.3183183183183,31.882061063569147
uubar_to_ssbar,419.2942942942943,31.959632614300197
uubar_to_ssbar,420.27027027027026,32.03720454745414
uubar_to_ssbar,421.24624624624624,32.11477686053836
uubar_to_ssbar,422.22222222222223,32.192349551081364
uubar_to_ssbar,423.1981981981982,32.26992261663287
uubar_to_ssbar,424.1741741741742,32.34749605476328
uubar_to_ssbar,425.1501501501501,32.42506986306353
uubar_to_ssbar,426.1261261261261,32.5026440391451
uubar_to_ssbar,427.1021021021021,32.58021858063959
uubar_to_ssbar,428.0780780780781,32.65779348519839
uubar_to_ssbar,429.05405405405406,32.73536875049283
uubar_to_ssbar,430.03003003003005,32.81294437421367
uubar_to_ssbar,431.00600600600603,32.89052035407116
uubar_to_ssbar,431.98198198198196,32.96809668779448
uubar_to_ssbar,432.95795795795794,33.04567337313197
uubar_to_ssbar,433.93393393393393,33.123250407850506
uubar_to_ssbar,434.9099099099099,33.20082778973575
uubar_to_ssbar,435.8858858858859,33.27840551659156
uubar_to_ssbar,436.8618618618619,33.35598358624008
uubar_to_ssbar,437.8378378378378,33.433561996521405
uubar_to_ssbar,438.8138138138138,33.51114074529347
uubar_to_ssbar,439.7897897897898,33.58871983043187
uubar_to_ssbar,440.76576576576576,33.66629924982953
uubar_to_ssbar,441.74174174174175,33.74387900139692
uubar_to_ssbar,442.71771771771773,33.82145908306126
uubar_to_ssbar,443.6936936936937,33.899039492767066
uubar_to_ssbar,444.66966966966964,33.97662022847535
uubar_to_ssbar,445.64564564564563,34.054201288163846
uubar_to_ssbar,446.6216216216216,34.13178266982676
uubar_to_ssbar,447.5975975975976,34.209364371474415
uubar_to_ssbar,448.5735735735736,34.286946391133405
uubar_to_ssbar,449.54954954954957,34.36452872684617
uubar_to_ssbar,450.52552552552555,34.44211137667092
uubar_to_ssbar,451.5015015015015,34.519694338681546
uubar_to_ssbar,452.47747747747746,34.59727761096748
uubar_to_ssbar,453.45345345345345,34.67486119163333
uubar_to_ssbar,454.42942942942943,34.752445078798985
uubar_to_ssbar,455.4054054054054,34.83002927059932
uubar_to_ssbar,456.3813813813814,34.907613765184095
uubar_to_ssbar,457.35735735735733,34.98519856071773
uubar_to_ssbar,458.3333333333333,35.06278365537938
uubar_to_ssbar,459.3093093093093,35.14036904736253
uubar_to_ssbar,460.2852852852853,35.21795473487499
uubar_to_ssbar,461.26126126126127,35.29554071613871
uubar_to_ssbar,462.23723723723725,35.37312698938977
uubar_to_ssbar,463.21321321321324,35.450713552877964
uubar_to_ssbar,464.18918918918916,35.528300404867004
uubar_to_ssbar,465.16516516516515,35.60588754363414
uubar_to_ssbar,466.14114114114113,35.68347496747012
uubar_to_ssbar,467.1171171171171,35.76106267467917
uubar_to_ssbar,468.0930930930931,35.8386506635785
uubar_to_ssbar,469.0690690690691,35.91623893249867
uubar_to_ssbar,470.0450450450451,35.99382747978308
uubar_to_ssbar,471.021021021021,36.07141630378807
uubar_to_ssbar,471.996996996997,36.149005402882565
uubar_to_ssbar,472.97297297297297,36.22659477544835
uubar_to_ssbar,473.94894894894895,36.30418441987948
uubar_to_ssbar,474.92492492492494,36.38177433458248
uubar_to_ssbar,475.9009009009009,36.45936451797613
uubar_to_ssbar,476.87687687687685,36.53695496849134
uubar_to_ssbar,477.85285285285283,36.614545684571
uubar_to_ssbar,478.8288288288288,36.692136664669995
uubar_to_ssbar,479.8048048048048,36.76972790725499
uubar_to_ssbar,480.7807807807808,36.84731941080426
uubar_to_ssbar,481.7567567567568,36.92491117380777
uubar_to_ssbar,482.73273273273276,37.00250319476686
uubar_to_ssbar,483.7087087087087,37.08009547219432
uubar_to_ssbar,484.68468468468467,37.15768800461418
uubar_to_ssbar,485.66066066066065,37.235280790561575
uubar_to_ssbar,486.63663663663664,37.31287382858264
uubar_to_ssbar,487.6126126126126,37.39046711723472
uubar_to_ssbar,488.5885885885886,37.46806065508569
uubar_to_ssbar,489.5645645645646,37.54565444071425
uubar_to_ssbar,490.5405405405405,37.62324847270993
uubar_to_ssbar,491.5165165165165,37.70084274967262
uubar_to_ssbar,492.4924924924925,37.77843727021266
uubar_to_ssbar,493.4684684684685,37.85603203295092
uubar_to_ssbar,494.44444444444446,37.93362703651829
uubar_to_ssbar,495.42042042042044,38.01122227955611
uubar_to_ssbar,496.39639639639637,38.088817760715436
uubar_to_ssbar,497.37237237237235,38.16641347865762
uubar_to_ssbar,498.34834834834834,38.24400943205375
uubar_to_ssbar,499.3243243243243,38.321605619584766
uubar_to_ssbar,500.3003003003003,38.39920203994129
uubar_to_ssbar,501.2762762762763,38.4767986918236
uubar_to_ssbar,502.2522522522523,38.55439557394149
uubar_to_ssbar,503.2282282282282,38.63199268501415
uubar_to_ssbar,504.2042042042042,38.70959002377027
uubar_to_ssbar,505.1801801801802,38.787187588947695
uubar_to_ssbar,506.15615615615616,38.86478537929346
uubar_to_ssbar,507.13213213213214,38.94238339356388
uubar_to_ssbar,508.1081081081081,39.01998163052411
uubar_to_ssbar,509.0840840840841,39.097580088948426
uubar_to_ssbar,510.06006006006004,39.17517876761981
uubar_to_ssbar,511.036036036036,39.252777665330186
uubar_to_ssbar,512.0120120120121,39.33037678088005
uubar_to_ssbar,512.9879879879879,39.40797611307859
uubar_to_ssbar,513.9639639639639,39.485575660743706
uubar_to_ssbar,514.9399399399399,39.56317542270145
uubar_to_ssbar,515.9159159159159,39.64077539778671
uubar_to_ssbar,516.8918918918919,39.718375584842335
uubar_to_ssbar,517.8678678678679,39.79597598271958
uubar_to_ssbar,518.8438438438438,39.87357659027799
uubar_to_ssbar,519.8198198198198,39.95117740638513
uubar_to_ssbar,520.7957957957958,40.02877842991655
uubar_to_ssbar,521.7717717717718,40.106379659755824
uubar_to_ssbar,522.7477477477478,40.183981094794596
uubar_to_ssbar,523.7237237237238,40.261582733931995
uubar_to_ssbar,524.6996996996997,40.33918457607532
uubar_to_ssbar,525.6756756756756,40.41678662013926
uubar_to_ssbar,526.6516516516516,40.49438886504629
uubar_to_ssbar,527.6276276276276,40.57199130972644
uubar_to_ssbar,528.6036036036036,40.64959395311716
