# x_label.xi: ξ
# y_label.tau_u: τ_u
# y_label.zeta: ζ
# script: scripts/relaxtime/scan_transport_vs_xi_T150_muB800.jl
# y_label.tau_s: τ_s
# schema: scan_csv_v1
# y_label.sigma: σ
# y_scale.tau_s: log
# y_scale.tau_u: log
# title: transport_vs_xi
# y_label.eta: η
# x_label: ξ
T_MeV,muq_MeV,muB_MeV,xi,T_fm,muq_fm,converged,iterations,residual_norm,Phi,Phibar,m_u,m_d,m_s,rho_baryon,rho_norm,n_u,n_d,n_s,n_ubar,n_dbar,n_sbar,tau_u,tau_d,tau_s,tau_ubar,tau_dbar,tau_sbar,tauinv_u,tauinv_d,tauinv_s,tauinv_ubar,tauinv_dbar,tauinv_sbar,eta,sigma,zeta
150.0,266.6666666666667,800.0,-0.5,0.7601595321471466,1.3513947238171495,true,3,9.05273300766396e-10,0.3280570340317894,0.3573533973135769,2.922118141692801,2.922118141692801,1.279277871546178,0.2567934103282272,1.6049588145514202,0.1187013707199791,0.1187013707199791,0.5537981866111781,0.003536655056071454,0.003536655056071454,0.013747386954312067,11.081791026535548,11.081791026535548,11.92555689874754,9.095457375821965,9.095457375821965,4.432385594445004,0.09023812104067673,0.09023812104067673,0.08385352637955408,0.10994499327304352,0.10994499327304352,0.22561214016516848,0.49175091335404986,0.11941906479390753,-0.4718085666114381
150.0,266.6666666666667,800.0,-0.47,0.7601595321471466,1.3513947238171495,true,3,2.093043793838234e-10,0.3071840546009915,0.33837989080415903,2.9684357142086277,2.9684357142086277,1.356087489542786,0.22502637934729242,1.4064148709205777,0.10352695041725224,0.10352695041725224,0.48626272333956577,0.0031165426430063937,0.0031165426430063937,0.0120044008461804,12.558150194008032,12.558150194008032,13.325225881151825,10.816632032684787,10.816632032684787,5.5338964085706355,0.07962956204148106,0.07962956204148106,0.075045632165566,0.09245021897558171,0.09245021897558171,0.18070450297032079,0.4757124937516086,0.11696368599966024,-0.6289609626419269
150.0,266.6666666666667,800.0,-0.44,0.7601595321471466,1.3513947238171495,true,3,4.310576895427687e-11,0.2878778882743959,0.32092342780510025,3.006732685130518,3.0067326851305194,1.4192921790651178,0.19896865774949454,1.2435541109343409,0.09118281458010019,0.0911828145801001,0.4306917275300334,0.002775189530014219,0.0027751895300142156,0.010601004381721665,14.160188551536859,14.160188551536859,14.77766575287154,15.0189803359752,15.0189803359752,6.415880635495166,0.07062052855867278,0.07062052855867278,0.06766968591136822,0.06658241622466768,0.06658241622466768,0.15586324883720687,0.46205419558485944,0.11514083519194629,-0.7549697177603947
150.0,266.6666666666667,800.0,-0.41,0.7601595321471466,1.3513947238171495,true,3,7.623235376286175e-12,0.27016493318059975,0.3049835718681124,3.0385022378775384,3.0385022378775384,1.4715188157405112,0.17744415362352275,1.1090259601470174,0.08102727266539632,0.08102727266539632,0.38472603195539445,0.002494592940762876,0.002494592940762876,0.009458930534093113,15.800578737959867,15.800578737959867,16.314954642877385,17.226640347091738,17.226640347091738,7.387183168030796,0.06328882103524251,0.06328882103524251,0.06129345878608187,0.05804962429420102,0.05804962429420102,0.13536959585998332,0.44997369421364736,0.11362357305753164,-0.87151978534961
150.0,266.6666666666667,800.0,-0.38,0.7601595321471466,1.3513947238171495,true,3,1.0444978215673473e-12,0.2539900151130764,0.29048746852076046,3.0650519571893566,3.0650519571893566,1.5150236841447682,0.15949715875115147,0.9968572421946968,0.07257436601147275,0.07257436601147275,0.3463830621673048,0.002261119978212902,0.002261119978212902,0.008518077980370102,17.4689759185348,17.4689759185348,17.851900110851783,18.377140970642362,18.377140970642362,7.8873923475834795,0.057244340175601684,0.057244340175601684,0.056016446080836044,0.05441542847157283,0.05441542847157283,0.1267846147283871,0.43769503802797294,0.1120230393461563,-0.972977869571902
150.0,266.6666666666667,800.0,-0.35,0.7601595321471466,1.3513947238171495,true,3,1.056932319443149e-13,0.2392640753126996,0.2773342601186422,3.0874256715683197,3.0874256715683197,1.5515873281609855,0.1443918501002578,0.9024490631266112,0.06546415587871758,0.06546415587871758,0.3141104404465362,0.0020646759130741165,0.0020646759130741165,0.007733850077049867,19.215447954240233,19.215447954240233,19.498466080971912,20.25103826186374,20.25103826186374,8.73732349068347,0.05204146176458676,0.05204146176458676,0.051286085574489174,0.0493801842191556,0.0493801842191556,0.11445152523725269,0.42837607992635207,0.11112139423205361,-1.059322539327525
150.0,266.6666666666667,800.0,-0.32,0.7601595321471466,1.3513947238171495,true,3,1.0658141036401503e-14,0.22588241788814817,0.2654122594280207,3.1064364169337937,3.1064364169337937,1.5825851417951853,0.13156625297165567,0.822289081072848,0.05942770499419166,0.05942770499419166,0.2867119264695633,0.0018977292429055428,0.0018977292429055428,0.0070731190571685695,21.04831425631317,21.04831425631317,21.229958970336753,24.122494117091946,24.122494117091946,9.962535867865423,0.047509742957209174,0.047509742957209174,0.04710324694443523,0.04145508317448202,0.04145508317448202,0.1003760501606365,0.4213295539377118,0.11077578169813058,-1.1280485832821594
150.0,266.6666666666667,800.0,-0.29,0.7601595321471466,1.3513947238171495,true,3,4.218847493575595e-15,0.21373304274881838,0.25460673054918354,3.1227171664521602,3.1227171664521602,1.6090808954285243,0.1205876749340334,0.7536729683377088,0.05426040710326884,0.05426040710326884,0.26326230191694183,0.0017545669128679795,0.0017545669128679795,0.006510957495643342,22.787570194406115,22.787570194406115,22.971556080769968,21.89509497399736,21.89509497399736,10.85076231915516,0.04388357299478466,0.04388357299478466,0.04353209667137541,0.045672329861441624,0.045672329861441624,0.09215942351208554,0.4129270923977418,0.10995960643659504,-1.205473944024789
150.0,266.6666666666667,800.0,-0.26,0.7601595321471466,1.3513947238171495,true,3,1.457167719820518e-15,0.20270215936316374,0.24480474787750492,3.1367641982244794,3.1367641982244803,1.631904117224448,0.11111896790607716,0.6944935494129822,0.04980377528541171,0.049803775285411626,0.24303924646642122,0.0016307823273133178,0.0016307823273133159,0.0060283286643865045,24.56736558558517,24.56736558558517,24.60574667407703,22.195679892270988,22.195679892270988,10.726787096708364,0.04070440505785232,0.04070440505785232,0.04064091259841886,0.045053812492052626,0.045053812492052626,0.09322455931905849,0.4036917654698922,0.1089372978401052,-1.2608659332417573
150.0,266.6666666666667,800.0,-0.23,0.7601595321471466,1.3513947238171495,true,3,1.1379786002407855e-15,0.19267853790195083,0.2358987342150742,3.1489698749703834,3.1489698749703834,1.6517076600291638,0.10289447392723246,0.6430904620452029,0.045933219176286594,0.045933219176286594,0.22547334114939233,0.0015229288489102086,0.0015229288489102086,0.005610500022447748,26.448230622153346,26.448230622153346,26.397490761247187,23.506156558218468,23.506156558218468,11.631026182346588,0.03780971265285279,0.03780971265285279,0.03788238848322845,0.04254204627299522,0.04254204627299522,0.08597693654217599,0.3976216069700136,0.1086817373368647,-1.310578598165511
150.0,266.6666666666667,800.0,-0.2,0.7601595321471466,1.3513947238171495,true,3,1.915134717478395e-15,0.18355677454662309,0.22778888031156413,3.159646814054092,3.159646814054092,1.669009688355413,0.0957028866474438,0.5981430415465238,0.04254966963106789,0.04254966963106789,0.21011182360322128,0.0014282806091791504,0.0014282806091791504,0.005245941704667415,28.315968531478543,28.315968531478543,28.260578223083115,26.610142646051738,26.610142646051738,12.951923907697271,0.03531576180727533,0.03531576180727533,0.03538498016941509,0.03757965574635408,0.03757965574635408,0.0772086067773842,0.3927490601060025,0.10869025395490617,-1.3498339090452962
150.0,266.6666666666667,800.0,-0.17,0.7601595321471466,1.3513947238171495,true,3,1.7486012637846216e-15,0.1752394037194636,0.2203844992581763,3.1690458290689065,3.1690458290689065,1.6842245682000994,0.08937479836965008,0.5585924898103131,0.03957364235702786,0.03957364235702786,0.1965919787591631,0.0013446622570531148,0.0013446622570531148,0.0049255438501625325,30.222272184034928,30.222272184034928,30.044002037151074,27.317121985571962,27.317121985571962,13.516039344979633,0.033088180594450976,0.033088180594450976,0.03328451378626072,0.036607077441326664,0.036607077441326664,0.07398617113166644,0.3868491197163266,0.10838665283262199,-1.3889117347115303
150.0,266.6666666666667,800.0,-0.14,0.7601595321471466,1.3513947238171495,true,3,8.465450562766819e-16,0.16763796474316126,0.21360448593706058,3.177369439847361,3.177369439847361,1.6976859459628888,0.08377344641863617,0.5235840401164761,0.03694089063496447,0.03694089063496447,0.18462125393529089,0.0012703242500527168,0.0012703242500527168,0.004642047449205944,32.187066551989,32.187066551989,31.923831802658583,31.638750889149904,31.638750889149904,14.556990426732087,0.03106837954259628,0.03106837954259628,0.0313245604782544,0.03160681037957592,0.03160681037957592,0.06869551814526342,0.38273914860259567,0.10853502246840983,-1.4166842624238
150.0,266.6666666666667,800.0,-0.11,0.7601595321471466,1.3513947238171495,true,3,4.440892098500626e-16,0.16067325700747323,0.2073771268068754,3.184782178254145,3.184782178254145,1.709664233330546,0.07878771008116897,0.4924231880073061,0.03459914014832936,0.03459914014832936,0.1739621716053112,0.0012038494850029756,0.0012038494850029756,0.004389622688456969,34.04874930036765,34.04874930036765,33.84906925418979,33.818886302577546,33.818886302577546,16.050226568945344,0.029369654408692252,0.029369654408692252,0.029542909806189763,0.029569276499911937,0.029569276499911937,0.062304416433275916,0.37872347648874866,0.1086253587597295,-1.4461154474737077
150.0,266.6666666666667,800.0,-0.08,0.7601595321471466,1.3513947238171495,true,3,1.4155343563970746e-15,0.15427504408053014,0.2016395019496545,3.191418525064078,3.191418525064078,1.7203799933157176,0.07432674173628694,0.4645421358517933,0.03250559350653443,0.03250559350653443,0.16442075512476642,0.0011440823304503002,0.0011440823304503002,0.004163552268073958,35.923704896151406,35.923704896151406,35.68892022436791,33.563642524042564,33.563642524042564,16.634929120850483,0.02783677248465351,0.02783677248465351,0.02801990067822824,0.029794144043921108,0.029794144043921108,0.06011447315075026,0.37376122483142055,0.10841793966530419,-1.4767373248290527
150.0,266.6666666666667,800.0,-0.05,0.7601595321471466,1.3513947238171495,true,3,6.800116025829084e-16,0.14838143114405658,0.196336673961128,3.1973890635377633,3.1973890635377633,1.7300142660263491,0.07031581440140945,0.4394738400088091,0.03062500110453496,0.03062500110453496,0.15583758042911178,0.00109007413442703,0.00109007413442703,0.003959991165099324,37.90327826077195,37.90327826077195,37.562004923256154,36.29175664711194,36.29175664711194,17.47686314914352,0.02638294221201841,0.02638294221201841,0.026622647061655104,0.02755446669952194,0.02755446669952194,0.05721850605948165,0.36984322160124466,0.10848210865346522,-1.498829545435344
150.0,266.6666666666667,800.0,-0.02,0.7601595321471466,1.3513947238171495,true,3,9.020562075079397e-16,0.14293808260466828,0.19142080039754306,3.2027852744049157,3.2027852744049157,1.7387165799579205,0.06669308979256065,0.41683181120350404,0.02892815824006623,0.02892815824006623,0.14808081802114878,0.0010410410781220836,0.0010410410781220836,0.003775782967355176,39.85544388953975,39.85544388953975,39.45557567304353,38.38713749638314,38.38713749638314,18.450004712218647,0.025090675260612386,0.025090675260612386,0.025344960324155417,0.026050392533025435,0.026050392533025435,0.05420052816234474,0.36612944447040396,0.10855153131444333,-1.5202285331405705
150.0,266.6666666666667,800.0,0.01,0.7601595321471466,1.3513947238171495,true,3,1.9845236565174673e-15,0.1378973915469625,0.18685025585554887,3.207683288290529,3.207683288290529,1.7466111983561232,0.06340709010175448,0.3962943131359655,0.027390727559424708,0.027390727559424708,0.14104079649050694,0.0009963313892311868,0.0009963313892311868,0.003608318525630632,41.774452478711225,41.774452478711225,41.34882617998843,40.362768932710274,40.362768932710274,19.414212748151098,0.023938075562082165,0.023938075562082165,0.02418448339130772,0.024775307206181114,0.024775307206181114,0.051508655693248986,0.3624753186787878,0.10859237337281356,-1.5394690742062263
150.0,266.6666666666667,800.0,0.04,0.7601595321471466,1.3513947238171495,true,3,1.457167719820518e-15,0.13321766909053048,0.18258881199804675,3.2121468344765445,3.2121468344765445,1.7538020123415605,0.0604147111728405,0.37759194483025316,0.025992311905515483,0.025992311905515483,0.13462573562164776,0.0009553997035937186,0.0009553997035937186,0.003455426506969883,43.73449583684481,43.73449583684481,43.27164682869501,44.15349118162282,44.15349118162282,20.53098859691476,0.022865245862912963,0.022865245862912963,0.023109820709131493,0.02264826570308015,0.02264826570308015,0.04870686062093826,0.3593937439776452,0.10876933689506602,-1.5540492321262747
150.0,266.6666666666667,800.0,0.07,0.7601595321471466,1.3513947238171495,true,3,6.38378239159465e-16,0.12886239087306073,0.17860489841157967,3.2162295680942967,3.2162295680942967,1.7603763921571067,0.05767965403722434,0.36049783773265215,0.02471572095906433,0.02471572095906433,0.12875838216548646,0.0009177869147690352,0.0009177869147690352,0.003315288142404106,45.68813265602129,45.68813265602129,45.20421782553088,45.56538174558184,45.56538174558184,21.56802479622009,0.02188752181072581,0.02188752181072581,0.022121829512891388,0.021946485724262874,0.021946485724262874,0.046364931858537885,0.35627781225145944,0.10889147553931687,-1.5725751333212317
150.0,266.6666666666667,800.0,0.1,0.7601595321471466,1.3513947238171495,true,3,1.1032841307212493e-15,0.12479951770806991,0.17487095138713568,3.2199769151283606,3.2199769151283606,1.7664082332781277,0.05517118092084531,0.3448198807552832,0.023546388486426612,0.023546388486426612,0.12337334472311912,0.000883104255185058,0.000883104255185058,0.0031863704230662908,47.70180803424663,47.70180803424663,47.12837177529822,48.990187825713754,48.990187825713754,22.48738511618175,0.02096356597808763,0.02096356597808763,0.02121864096574069,0.020412250786985643,0.020412250786985643,0.04446937671203077,0.3534474920911972,0.10907806629762244,-1.5859579843913063
150.0,266.6666666666667,800.0,0.13,0.7601595321471466,1.3513947238171495,true,3,1.7763568394002505e-15,0.12100089512521127,0.17136284866321844,3.2234275421615455,3.2234275421615455,1.7719603779904598,0.05286312380362001,0.33039452377262507,0.022471907068562377,0.022471907068562377,0.11841497201754314,0.0008510206536717092,0.0008510206536717092,0.003067373436464549,49.663834663343934,49.663834663343934,49.100732417097966,50.77633054873435,50.77633054873435,23.82398784739489,0.020135376311126527,0.020135376311126527,0.020366294977135165,0.01969421557629524,0.01969421557629524,0.04197450092761646,0.3508437537328094,0.1092820689385703,-1.6018471626401152
150.0,266.6666666666667,800.0,0.16,0.7601595321471466,1.3513947238171495,true,3,1.1934897514720433e-15,0.11744172947814852,0.1680594234993584,3.2266145330403324,3.2266145330403324,1.7770865505829194,0.0507330902932275,0.31708181433267185,0.02148165481525008,0.02148165481525008,0.11383565512823332,0.0008212526406558467,0.0008212526406558467,0.002957188597739342,51.67106908174437,51.67106908174437,51.04393220034776,56.76114814840673,56.76114814840673,24.882519907082933,0.01935318966243926,0.01935318966243926,0.01959096717069119,0.017617684501120678,0.017617684501120678,0.0401888556196973,0.3484599439411531,0.10954214699796881,-1.6084494689866826
150.0,266.6666666666667,800.0,0.19,0.7601595321471466,1.3513947238171495,true,3,1.582067810090848e-15,0.11410013469227816,0.16494204946276764,3.22956633574164,3.22956633574164,1.7818329121076961,0.04876182428122666,0.30476140175766664,0.02056649438623858,0.02056649438623858,0.10959446187856993,0.0007935562433111151,0.0007935562433111151,0.0028548653207449252,53.553272864777114,53.553272864777114,52.94379135365608,55.2620020211303,55.2620020211303,25.510269328623224,0.01867299506652033,0.01867299506652033,0.01888795597051521,0.01809561657968226,0.01809561657968226,0.039199899739120844,0.3452329217652332,0.10948785408197101,-1.6268500071422742
150.0,266.6666666666667,800.0,0.22,0.7601595321471466,1.3513947238171495,true,3,1.5404344466674047e-15,0.11095674219462259,0.16199428687721604,3.2323075282865243,3.2323075282865243,1.7862393162143086,0.04693268854378379,0.29332930339864866,0.01971852908919625,0.01971852908919625,0.10565603260100646,0.0007677204424285229,0.0007677204424285229,0.002759584263190613,55.582456899455785,55.582456899455785,54.85715610939455,57.42606780824548,57.42606780824548,26.313451686572137,0.017991288183048834,0.017991288183048834,0.01822916226291113,0.017413694479990423,0.017413694479990423,0.0380033760645056,0.3426560762943808,0.10962241740110967,-1.6387496801060493
150.0,266.6666666666667,800.0,0.25,0.7601595321471466,1.3513947238171495,true,3,1.8457457784393227e-15,0.107994366246358,0.15920158228297385,3.2348594415149456,3.2348594415149456,1.7903403289708488,0.04523124385496571,0.2826952740935357,0.01893090423123482,0.01893090423123482,0.10198968254576773,0.0007435618609952673,0.0007435618609952673,0.002670635721349775,57.53292458610563,57.53292458610563,56.8483489308397,61.99544393346971,61.99544393346971,27.67871768918341,0.01738135175978005,0.01738135175978005,0.01759066039396457,0.016130217586201142,0.016130217586201142,0.03612884134407682,0.3406219999816116,0.10988819703798694,-1.646283768592997
150.0,266.6666666666667,800.0,0.28,0.7601595321471466,1.3513947238171495,true,3,3.4416913763379853e-15,0.10519771723224976,0.15655101305429234,3.2372406680961032,3.2372406680961032,1.7941660614207047,0.04364490484668437,0.2727806552917773,0.018197644514546266,0.018197644514546266,0.09856866845068142,0.0007209204291500295,0.0007209204291500295,0.0025874020814207485,59.541990431928596,59.541990431928596,58.7808190601819,61.35940116482207,61.35940116482207,28.62748279370888,0.016794870187338638,0.016794870187338638,0.017012352260286887,0.016297421112598954,0.016297421112598954,0.03493146803042558,0.33813038886206276,0.10998297381816038,-1.6618490699601896
150.0,266.6666666666667,800.0,0.31,0.7601595321471466,1.3513947238171495,true,3,1.9984014443252818e-15,0.10255315611401129,0.15403107026350987,3.2394674806803736,3.2394674806803736,1.797742852804003,0.04216265719343776,0.263516607458986,0.017513520275928205,0.017513520275928205,0.09536958616743231,0.0006996558271149421,0.0006996558271149421,0.00250934348474556,61.48364106384805,61.48364106384805,60.80615772976641,64.01766964765267,64.01766964765267,30.208763914995135,0.016264488938798276,0.016264488938798276,0.016445702825759544,0.015620687311861047,0.015620687311861047,0.03310297643471656,0.33627970540505,0.11024803996466517,-1.671975959597967
150.0,266.6666666666667,800.0,0.34,0.7601595321471466,1.3513947238171495,true,3,7.28583859910259e-16,0.10004848402856625,0.15163147382929482,3.2415541771296605,3.2415541771296605,1.801093834086474,0.04077482403900946,0.2548426502438091,0.01687393691825472,0.01687393691825472,0.09237187343656172,0.0006796445512403046,0.0006796445512403046,0.002435986053562189,63.53699412311572,63.53699412311572,62.685302806496075,67.79652835495723,67.79652835495723,30.454418413564195,0.015738862277027123,0.015738862277027123,0.015952702710664263,0.014750017799796096,0.014750017799796096,0.03283595787055341,0.3339147234210461,0.11035227879684852,-1.67858785828466
150.0,266.6666666666667,800.0,0.37,0.7601595321471466,1.3513947238171495,true,3,1.1449174941446927e-15,0.09767276179710796,0.1493430148704867,3.243513366932996,3.243513366932996,1.8042393950685045,0.03947287215686572,0.24670545098041077,0.016274843078557533,0.016274843078557533,0.08955739744504605,0.0006607774817098284,0.0006607774817098284,0.0023669121681443024,65.49716572642433,65.49716572642433,64.6511067851108,71.75089032034734,71.75089032034734,31.590977139311867,0.01526783623243956,0.01526783623243956,0.015467639298486081,0.013937109289310336,0.013937109289310336,0.03165460807337923,0.3319757933202525,0.11055097800598065,-1.6849308032645016
150.0,266.6666666666667,800.0,0.4,0.7601595321471466,1.3513947238171495,true,3,2.123301534595612e-15,0.09541615484876298,0.14715742097557427,3.2453562099532247,3.2453562099532247,1.8071975734335153,0.03824925032793546,0.23905781454959665,0.015712654005204232,0.015712654005204232,0.08691011108219615,0.0006429578561947322,0.0006429578561947322,0.0023017523964087806,67.5195659071428,67.5195659071428,66.63278988150599,73.04692747121679,73.04692747121679,32.83313646463532,0.014810521758615325,0.014810521758615325,0.015007626151903796,0.013689829738479244,0.013689829738479244,0.030457035412291583,0.3301096000285727,0.11074856596929633,-1.6957931408388915
150.0,266.6666666666667,800.0,0.43,0.7601595321471466,1.3513947238171495,true,3,1.790234627208065e-15,0.09326979972760321,0.14506724078302588,3.247092616351577,3.247092616351577,1.809984380287522,0.037097253966690884,0.23185783729181803,0.015184187338761894,0.015184187338761894,0.08441576513163154,0.0006260995736607381,0.0006260995736607381,0.002240178761761222,69.52552954151544,69.52552954151544,68.61426153297123,77.27811956621225,77.27811956621225,34.05298140827143,0.01438320580360161,0.01438320580360161,0.014574229579363319,0.012940273464382052,0.012940273464382052,0.02936600434513206,0.3284096353700705,0.11098329688343352,-1.7015341391374288
150.0,266.6666666666667,800.0,0.46,0.7601595321471466,1.3513947238171495,true,3,2.220446049250313e-15,0.0912256889350872,0.14306574485273163,3.2487314147452997,3.2487314147452997,1.8126140737799599,0.036010911233061126,0.22506819520663207,0.014686609055290394,0.014686609055290394,0.08206166622496079,0.0006101257680079428,0.0006101257680079428,0.002181899100342303,71.40439342731996,71.40439342731996,70.56005051837934,79.97267728980557,79.97267728980557,34.80370497736243,0.01400474049286428,0.01400474049286428,0.014172325454040343,0.012504270632033396,0.012504270632033396,0.028732573174334045,0.32637735551356073,0.11108322105951574,-1.7082410293733334
