process,s,sqrt_s_GeV,sigma
uu_to_uu,10.0,0.6240027638480458,0.20145875658139703
uu_to_uu,10.256410256410257,0.6319521641179285,0.21358938054936916
uu_to_uu,10.512820512820513,0.6398028025701877,0.22648817592933812
uu_to_uu,10.76923076923077,0.6475582712158034,0.23885422813909715
uu_to_uu,11.025641025641026,0.655221949466998,0.25182797881588903
uu_to_uu,11.282051282051283,0.6627970213471592,0.26500114683803905
uu_to_uu,11.538461538461538,0.670286490949952,0.27993780222955716
uu_to_uu,11.794871794871796,0.6776931963605163,0.2935584328204091
uu_to_uu,12.051282051282051,0.6850198222217125,0.3080646949476711
uu_to_uu,12.307692307692308,0.6922689111031927,0.3228608942079493
uu_to_uu,12.564102564102564,0.6994428738098154,0.33601843368086287
uu_to_uu,12.820512820512821,0.7065439987478959,0.35214081603042763
uu_to_uu,13.076923076923077,0.7135744604524463,0.36721776129823197
uu_to_uu,13.333333333333334,0.7205363273654795,0.3826984566579532
uu_to_uu,13.58974358974359,0.7274315689442318,0.3981245610305847
uu_to_uu,13.846153846153847,0.7342620621685421,0.41407132561974513
uu_to_uu,14.102564102564102,0.7410295975083137,0.42988060044087767
uu_to_uu,14.35897435897436,0.7477358844048256,0.4457616347201078
uu_to_uu,14.615384615384615,0.7543825563134396,0.4617839171632416
uu_to_uu,14.871794871794872,0.7609711753498508,0.4772872696006739
uu_to_uu,15.128205128205128,0.7675032365773232,0.4941247846850596
uu_to_uu,15.384615384615385,0.7739801719682489,0.5112746499084475
uu_to_uu,15.64102564102564,0.7804033540697614,0.5278997995614402
uu_to_uu,15.897435897435898,0.7867740993999909,0.5446334915935975
uu_to_uu,16.153846153846153,0.7930936715987589,0.5614487439614939
uu_to_uu,16.41025641025641,0.7993632843540748,0.5769994846879485
uu_to_uu,16.666666666666668,0.8055841041236269,0.5942543049818777
uu_to_uu,16.923076923076923,0.8117572526685549,0.6125067554205308
uu_to_uu,17.17948717948718,0.8178838094150864,0.628440590056801
uu_to_uu,17.435897435897434,0.8239648136581237,0.6457259362059494
uu_to_uu,17.692307692307693,0.8300012666195153,0.6623817210793315
uu_to_uu,17.94871794871795,0.8359941333725575,0.6811661661751447
uu_to_uu,18.205128205128204,0.8419443446431996,0.6983427813360592
uu_to_uu,18.46153846153846,0.847852798497475,0.7167616428811856
uu_to_uu,18.71794871794872,0.8537203619238171,0.734171288755018
uu_to_uu,18.974358974358974,0.8595478723181545,0.7523512300431665
uu_to_uu,19.23076923076923,0.8653361388789907,0.7696417898672376
uu_to_uu,19.487179487179485,0.8710859439190448,0.787081894707938
uu_to_uu,19.743589743589745,0.876798044099476,0.8041129944822196
uu_to_uu,20.0,0.882473171592202,0.8217451132524588
