# schema: M2_vs_s_mid_t_v1
# T_MeV: 150.0
# muB_MeV: 800.0
# xi: 0.0
# delta_sqrt_mev_min: 0.001
# delta_sqrt_mev_max: 60.0
# n_threshold: 240
process,T_MeV,muB_MeV,xi,s_th,sqrt_s_th_MeV,delta_sqrt_MeV,s,sqrt_s_MeV,t_min,t_max,t_mid,M2
ssbar_to_uubar,150.0,800.0,0.0,19.386757724219557,868.8385952623919,0.002088700806038702,19.386850936434985,868.8406839631979,-4.696482679942122,-4.6547300056076075,-4.675606342774865,182.10940751784875
ssbar_to_uubar,150.0,800.0,0.0,19.386757724219557,868.8385952623919,0.00218709928688774,19.38685532765843,868.8407823616787,-4.696970960781258,-4.654246115991916,-4.675608538386587,182.10942204993606
ssbar_to_uubar,150.0,800.0,0.0,19.386757724219557,868.8385952623919,0.0022901333100822405,19.386859925752493,868.840885395702,-4.697470663226087,-4.653751011641149,-4.675610837433618,182.10943812360313
ssbar_to_uubar,150.0,800.0,0.0,19.386757724219557,868.8385952623919,0.002398021255546887,19.386864740462872,868.8409932836474,-4.697982055698263,-4.653244433879353,-4.675613244788808,182.10945577725406
ssbar_to_uubar,150.0,800.0,0.0,19.386757724219557,868.8385952623919,0.0025109917910622276,19.386869781994406,868.8411062541829,-4.698505412985299,-4.652726118123851,-4.675615765554575,182.10947505270545
ssbar_to_uubar,150.0,800.0,0.0,19.386757724219557,868.8385952623919,0.0026292843569245042,19.386875061032683,868.8412245467488,-4.699041016394052,-4.652195793753375,-4.675618405073713,182.10949599526185
ssbar_to_uubar,150.0,800.0,0.0,19.386757724219557,868.8385952623919,0.0027531496734377763,19.38688058876668,868.8413484120654,-4.699589153910587,-4.651653183970836,-4.675621168940712,182.10951865362856
ssbar_to_uubar,150.0,800.0,0.0,19.386757724219557,868.8385952623919,0.002882850272313917,19.386886376912493,868.8414781126642,-4.7001501203605605,-4.651098005666676,-4.675624063013618,182.10954308000768
ssbar_to_uubar,150.0,800.0,0.0,19.386757724219557,868.8385952623919,0.0030186610531068403,19.386892437738208,868.841613923445,-4.7007242175782755,-4.650529969274676,-4.675627093426476,182.10956933012193
ssbar_to_uubar,150.0,800.0,0.0,19.386757724219557,868.8385952623919,0.0031608698658602548,19.3868987840898,868.8417561322577,-4.701311754570232,-4.649948778634314,-4.675630266602273,182.1095974632645
ssbar_to_uubar,150.0,800.0,0.0,19.386757724219557,868.8385952623919,0.003309778121203927,19.386905429418487,868.8419050405131,-4.701913047693093,-4.649354130840138,-4.675633589266615,182.10962754239998
ssbar_to_uubar,150.0,800.0,0.0,19.386757724219557,868.8385952623919,0.0034657014291914925,19.38691238780914,868.842060963821,-4.702528420833875,-4.6487457160900085,-4.675637068461942,182.1096642330771
ssbar_to_uubar,150.0,800.0,0.0,19.386757724219557,868.8385952623919,0.00362897026823385,19.386919674010205,868.8422242326601,-4.703158205587492,-4.6481232175374565,-4.675640711562474,182.10953907591363
ssbar_to_uubar,150.0,800.0,0.0,19.386757724219557,868.8385952623919,0.003799930685545966,19.386927303464926,868.8423951930774,-4.703802741451153,-4.6474863111285165,-4.675644526289835,182.10957179816637
ssbar_to_uubar,150.0,800.0,0.0,19.386757724219557,868.8385952623919,0.003978945030591628,19.386935292344084,868.8425742074224,-4.7044623760106346,-4.646834665448194,-4.675648520729414,182.10960667333086
ssbar_to_uubar,150.0,800.0,0.0,19.386757724219557,868.8385952623919,0.004166392723080709,19.386943657580282,868.8427616551149,-4.705137465139258,-4.646167941555768,-4.675652703347513,182.10964378249795
ssbar_to_uubar,150.0,800.0,0.0,19.386757724219557,868.8385952623919,0.004362671057146729,19.38695241690384,868.842957933449,-4.705828373203161,-4.645485792815421,-4.675657083009291,182.10968321114922
ssbar_to_uubar,150.0,800.0,0.0,19.386757724219557,868.8385952623919,0.004568196043409093,19.386961588880354,868.8431634584354,-4.706535473265121,-4.6447878647299765,-4.675661668997549,182.1097250492729
ssbar_to_uubar,150.0,800.0,0.0,19.386757724219557,868.8385952623919,0.0047834032907048615,19.386971192950057,868.8433786656826,-4.707259147297462,-4.644073794767339,-4.6756664710324,182.10976939158058
ssbar_to_uubar,150.0,800.0,0.0,19.386757724219557,868.8385952623919,0.005008748929358728,19.386981249469056,868.8436040113213,-4.707999786402996,-4.643343212180803,-4.6756714992919,182.10981633767915
ssbar_to_uubar,150.0,800.0,0.0,19.386757724219557,868.8385952623919,0.005244710577948239,19.386991779752424,868.8438399729698,-4.708757791036251,-4.642595737830917,-4.675676764433584,182.1098659922867
ssbar_to_uubar,150.0,800.0,0.0,19.386757724219557,868.8385952623919,0.005491788355613168,19.387002806119433,868.8440870507475,-4.7095335712339335,-4.641830984000244,-4.6756822776170885,182.109918465416
ssbar_to_uubar,150.0,800.0,0.0,19.386757724219557,868.8385952623919,0.005750505942054673,19.387014351940817,868.8443457683339,-4.710327546847012,-4.641048554208549,-4.67568805052778,182.1099738726538
ssbar_to_uubar,150.0,800.0,0.0,19.386757724219557,868.8385952623919,0.00602141168747097,19.387026441688352,868.8446166740794,-4.7111401477893144,-4.640248043013782,-4.675694095401548,182.11003233534552
ssbar_to_uubar,150.0,800.0,0.0,19.386757724219557,868.8385952623919,0.006305079774781895,19.38703910098669,868.8449003421666,-4.711971814277864,-4.639429035823571,-4.675700425050717,182.1100939808974
ssbar_to_uubar,150.0,800.0,0.0,19.386757724219557,868.8385952623919,0.006602111436605758,19.387052356667713,868.8451973738285,-4.712822997089806,-4.63859110869265,-4.675707052891228,182.1101589430039
ssbar_to_uubar,150.0,800.0,0.0,19.386757724219557,868.8385952623919,0.00691313622956791,19.38706623682736,868.8455083986214,-4.713694157824568,-4.637733828117534,-4.675713992971051,182.11022736195793
ssbar_to_uubar,150.0,800.0,0.0,19.386757724219557,868.8385952623919,0.007238813368641753,19.387080770885227,868.8458340757605,-4.714585769167858,-4.636856750832113,-4.675721259999985,182.11029938490887
ssbar_to_uubar,150.0,800.0,0.0,19.386757724219557,868.8385952623919,0.007579833124350535,19.387095989646923,868.8461750955163,-4.715498315169983,-4.635959423591684,-4.675728869380833,182.1103751662253
ssbar_to_uubar,150.0,800.0,0.0,19.386757724219557,868.8385952623919,0.007936918285791066,19.387111925369307,868.8465321806776,-4.716432291521792,-4.635041382962259,-4.675736837242026,182.11045486774935
ssbar_to_uubar,150.0,800.0,0.0,19.386757724219557,868.8385952623919,0.008310825692580423,19.387128611828967,868.8469060880844,-4.717388205851364,-4.6341021550923465,-4.675745180471855,182.1105386592054
