process,s,sqrt_s_GeV,sigma
udbar_to_udbar,0.002568188952507417,0.01,0.0
udbar_to_udbar,0.2007882686857876,0.08842105263157894,0.0
udbar_to_udbar,0.7148884754806588,0.1668421052631579,8.931836141027372
udbar_to_udbar,1.5448688093371208,0.24526315789473685,1.8731700783606606
udbar_to_udbar,2.6907292702551735,0.3236842105263158,0.5582781676595429
udbar_to_udbar,4.152469858234817,0.40210526315789474,0.4063001583744418
udbar_to_udbar,5.930090573276054,0.4805263157894737,0.5028122393996703
udbar_to_udbar,8.023591415378878,0.5589473684210526,0.5027500780537044
udbar_to_udbar,10.432972384543296,0.6373684210526316,0.37868548711129735
udbar_to_udbar,13.158233480769303,0.7157894736842105,0.2855741350986566
udbar_to_udbar,16.1993747040569,0.7942105263157895,0.22423341418792558
udbar_to_udbar,19.556396054406093,0.8726315789473684,0.18020618728937016
udbar_to_udbar,23.229297531816872,0.9510526315789474,0.14547893540822576
udbar_to_udbar,27.218079136289237,1.0294736842105263,0.11544946646390478
udbar_to_udbar,31.522740867823202,1.1078947368421053,0.08666902383083205
udbar_to_udbar,36.14328272641876,1.1863157894736842,0.05191251697039773
udbar_to_udbar,41.0797047120759,1.2647368421052632,0.12649419879229754
udbar_to_udbar,46.33200682479464,1.343157894736842,0.25419939950709947
udbar_to_udbar,51.900189064574974,1.421578947368421,0.38711266226170316
udbar_to_udbar,57.784251431416884,1.5,0.5279388286913623
