point_id,series,process,T_MeV,muB_MeV,sqrt_s_GeV,literature_sigma_mb,model_sigma_mb,relative_error,abs_relative_error,scan_file
T160MeV_ustous_49,T160MeV_ustous,us_to_us,160.0,0.0,0.9165398504066142,3.179718636706353,3.12464604042,-0.0173199589593,0.0173199589593,xs_T160_muB0_xi0p0.csv
T160MeV_ustous_50,T160MeV_ustous,us_to_us,160.0,0.0,0.9165333409726197,3.0908974098504247,3.12532754922,0.0111392048347,0.0111392048347,xs_T160_muB0_xi0p0.csv
T160MeV_ustous_51,T160MeV_ustous,us_to_us,160.0,0.0,0.9165269794803068,3.004094847241223,3.12599356919,0.0405775210663,0.0405775210663,xs_T160_muB0_xi0p0.csv
T160MeV_ustous_52,T160MeV_ustous,us_to_us,160.0,0.0,0.9191146274348307,2.8971056421647647,2.88743624624,-0.0033376055696,0.0033376055696,xs_T160_muB0_xi0p0.csv
T160MeV_ustous_53,T160MeV_ustous,us_to_us,160.0,0.0,0.91867376122338,2.784060444348129,2.92574070434,0.0508897931021,0.0508897931021,xs_T160_muB0_xi0p0.csv
T160MeV_ustous_54,T160MeV_ustous,us_to_us,160.0,0.0,0.9203987612319415,2.7113885314660067,2.74897977571,0.013864204193,0.013864204193,xs_T160_muB0_xi0p0.csv
T160MeV_ustous_55,T160MeV_ustous,us_to_us,160.0,0.0,0.9216897003464104,2.618529976116627,2.60100339287,-0.00669329104932,0.00669329104932,xs_T160_muB0_xi0p0.csv
T160MeV_ustous_56,T160MeV_ustous,us_to_us,160.0,0.0,0.9216833388540975,2.5317274135074257,2.60112955984,0.0274129615851,0.0274129615851,xs_T160_muB0_xi0p0.csv
T160MeV_ustous_57,T160MeV_ustous,us_to_us,160.0,0.0,0.9238379121924067,2.418009327608548,2.56953658082,0.0626661160803,0.0626661160803,xs_T160_muB0_xi0p0.csv
T160MeV_ustous_58,T160MeV_ustous,us_to_us,160.0,0.0,0.9264256094608241,2.3116930106143316,2.37430860504,0.0270864661273,0.0270864661273,xs_T160_muB0_xi0p0.csv
T160MeV_ustous_59,T160MeV_ustous,us_to_us,160.0,0.0,0.9294479100761674,2.232965104992032,2.30646867618,0.032917474178,0.032917474178,xs_T160_muB0_xi0p0.csv
T160MeV_ustous_60,T160MeV_ustous,us_to_us,160.0,0.0,0.9346343016113425,2.170386513343538,2.19656184854,0.0120602183249,0.0120602183249,xs_T160_muB0_xi0p0.csv
T160MeV_ustous_61,T160MeV_ustous,us_to_us,160.0,0.0,0.9398209890298808,2.1118452501884946,2.08513970851,-0.0126455959177,0.0126455959177,xs_T160_muB0_xi0p0.csv
T160MeV_ustous_62,T160MeV_ustous,us_to_us,160.0,0.0,0.9450100435153259,2.0856026149810614,2.04597959132,-0.0189983572991,0.0189983572991,xs_T160_muB0_xi0p0.csv
T160MeV_ustous_63,T160MeV_ustous,us_to_us,160.0,0.0,0.950201760951042,2.09569593621469,2.06896739343,-0.0127540175678,0.0127540175678,xs_T160_muB0_xi0p0.csv
T160MeV_ustous_64,T160MeV_ustous,us_to_us,160.0,0.0,0.9553954016286199,2.1320318926557507,2.15068006577,0.00874666705573,0.00874666705573,xs_T160_muB0_xi0p0.csv
T160MeV_ustous_65,T160MeV_ustous,us_to_us,160.0,0.0,0.9605918531981499,2.206722469784599,2.24149092247,0.0157556979463,0.0157556979463,xs_T160_muB0_xi0p0.csv
T160MeV_ustous_66,T160MeV_ustous,us_to_us,160.0,0.0,0.9657908197762688,2.315730339107783,2.27236001143,-0.0187285742829,0.0187285742829,xs_T160_muB0_xi0p0.csv
T160MeV_ustous_67,T160MeV_ustous,us_to_us,160.0,0.0,0.9709856439873001,2.3682156095226494,2.3593186042,-0.0037568392352,0.0037568392352,xs_T160_muB0_xi0p0.csv
T160MeV_ustous_68,T160MeV_ustous,us_to_us,160.0,0.0,0.9761783970147877,2.392439580483357,2.38209172026,-0.00432523366805,0.00432523366805,xs_T160_muB0_xi0p0.csv
T160MeV_ustous_69,T160MeV_ustous,us_to_us,160.0,0.0,0.9813701144505038,2.4025329017169854,2.44152558016,0.0162298207911,0.0162298207911,xs_T160_muB0_xi0p0.csv
T160MeV_ustous_70,T160MeV_ustous,us_to_us,160.0,0.0,0.9865615360028563,2.4085888944571625,2.41563990267,0.00292744362877,0.00292744362877,xs_T160_muB0_xi0p0.csv
T160MeV_ustous_71,T160MeV_ustous,us_to_us,160.0,0.0,0.9917520699051185,2.4025329017169854,2.35966170541,-0.017844166163,0.017844166163,xs_T160_muB0_xi0p0.csv
T160MeV_ustous_72,T160MeV_ustous,us_to_us,160.0,0.0,0.9969408285072006,2.372252938016101,2.38313869473,0.00458878416151,0.00458878416151,xs_T160_muB0_xi0p0.csv
T160MeV_ustous_73,T160MeV_ustous,us_to_us,160.0,0.0,1.0021298829926457,2.3460103028086676,2.36771595713,0.00925215643546,0.00925215643546,xs_T160_muB0_xi0p0.csv
T160MeV_ustous_74,T160MeV_ustous,us_to_us,160.0,0.0,1.007319381303136,2.3258236603414115,2.29373951541,-0.0137947452653,0.0137947452653,xs_T160_muB0_xi0p0.csv
T160MeV_ustous_75,T160MeV_ustous,us_to_us,160.0,0.0,1.0125072522551277,2.2834317111601727,2.26886676529,-0.00637853359184,0.00637853359184,xs_T160_muB0_xi0p0.csv
T160MeV_ustous_76,T160MeV_ustous,us_to_us,160.0,0.0,1.0176957149738466,2.2491144189658376,2.29739546016,0.0214666896395,0.0214666896395,xs_T160_muB0_xi0p0.csv
T160MeV_ustous_77,T160MeV_ustous,us_to_us,160.0,0.0,1.0228843256342466,2.2168157910182273,2.24193394335,0.0113307350272,0.0113307350272,xs_T160_muB0_xi0p0.csv
T160MeV_ustous_78,T160MeV_ustous,us_to_us,160.0,0.0,1.0280732321780102,2.1885544915640684,2.17814946362,-0.00475429238008,0.00475429238008,xs_T160_muB0_xi0p0.csv
T160MeV_ustous_79,T160MeV_ustous,us_to_us,160.0,0.0,1.033261694896729,2.1542371993697325,2.14425936916,-0.00463172310508,0.00463172310508,xs_T160_muB0_xi0p0.csv
T160MeV_ustous_80,T160MeV_ustous,us_to_us,160.0,0.0,1.0384510452655378,2.1320318926557507,2.12804738527,-0.00186887794683,0.00186887794683,xs_T160_muB0_xi0p0.csv
T160MeV_ustous_81,T160MeV_ustous,us_to_us,160.0,0.0,1.0436398038676193,2.101751928954866,2.14050609074,0.0184389800015,0.0184389800015,xs_T160_muB0_xi0p0.csv
T160MeV_ustous_82,T160MeV_ustous,us_to_us,160.0,0.0,1.0488285624697014,2.0714719652539824,2.09910544936,0.0133400232133,0.0133400232133,xs_T160_muB0_xi0p0.csv
T160MeV_ustous_83,T160MeV_ustous,us_to_us,160.0,0.0,1.0540182087218737,2.053303987033451,2.04313865519,-0.00495071938248,0.00495071938248,xs_T160_muB0_xi0p0.csv
T160MeV_ustous_84,T160MeV_ustous,us_to_us,160.0,0.0,1.0592074111490004,2.0290800160727436,2.00843206199,-0.010176017662,0.010176017662,xs_T160_muB0_xi0p0.csv
T160MeV_ustous_85,T160MeV_ustous,us_to_us,160.0,0.0,1.0643957259260373,1.9927440596316828,1.98469758976,-0.00403788425708,0.00403788425708,xs_T160_muB0_xi0p0.csv
T160MeV_ustous_86,T160MeV_ustous,us_to_us,160.0,0.0,1.0695849283531644,1.9685200886709744,1.96533755523,-0.0016167137221,0.0016167137221,xs_T160_muB0_xi0p0.csv
T160MeV_ustous_87,T160MeV_ustous,us_to_us,160.0,0.0,1.0747748704887,1.9543894389438954,1.95661364929,0.00113805892434,0.00113805892434,xs_T160_muB0_xi0p0.csv
T160MeV_ustous_88,T160MeV_ustous,us_to_us,160.0,0.0,1.079963629090782,1.9241094752430108,1.95852173402,0.0178847717467,0.0178847717467,xs_T160_muB0_xi0p0.csv
T160MeV_ustous_89,T160MeV_ustous,us_to_us,160.0,0.0,1.085152387692864,1.8938295115421262,1.91948506003,0.0135469155676,0.0135469155676,xs_T160_muB0_xi0p0.csv
T160MeV_ustous_90,T160MeV_ustous,us_to_us,160.0,0.0,1.0903421818867178,1.8776801975683215,1.8797777681,0.00111710744876,0.00111710744876,xs_T160_muB0_xi0p0.csv
T160MeV_ustous_91,T160MeV_ustous,us_to_us,160.0,0.0,1.0955324199056165,1.867586876334693,1.85402086447,-0.00726392546036,0.00726392546036,xs_T160_muB0_xi0p0.csv
T160MeV_ustous_92,T160MeV_ustous,us_to_us,160.0,0.0,1.1007216223327436,1.8433629053739855,1.83373523428,-0.00522288425716,0.00522288425716,xs_T160_muB0_xi0p0.csv
T160MeV_ustous_93,T160MeV_ustous,us_to_us,160.0,0.0,1.1059109727015524,1.8211575986600037,1.81795616311,-0.00175791241645,0.00175791241645,xs_T160_muB0_xi0p0.csv
T160MeV_ustous_94,T160MeV_ustous,us_to_us,160.0,0.0,1.1111006189537243,1.8029896204394733,1.80260836537,-0.000211457164238,0.000211457164238,xs_T160_muB0_xi0p0.csv
T160MeV_ustous_95,T160MeV_ustous,us_to_us,160.0,0.0,1.1162907090309417,1.7908776349591191,1.78826870288,-0.00145678969135,0.00145678969135,xs_T160_muB0_xi0p0.csv
T160MeV_ustous_96,T160MeV_ustous,us_to_us,160.0,0.0,1.121481242933204,1.784821642218943,1.77801623974,-0.00381293139817,0.00381293139817,xs_T160_muB0_xi0p0.csv
T160MeV_ustous_97,T160MeV_ustous,us_to_us,160.0,0.0,1.1266708891853758,1.7666536639984116,1.77900070562,0.00698894292052,0.00698894292052,xs_T160_muB0_xi0p0.csv
T160MeV_ustous_98,T160MeV_ustous,us_to_us,160.0,0.0,1.1318603874958666,1.7464670215311555,1.77260845019,0.0149681776638,0.0149681776638,xs_T160_muB0_xi0p0.csv
T160MeV_ustous_99,T160MeV_ustous,us_to_us,160.0,0.0,1.13705018168972,1.7303177075573508,1.74492404762,0.00844142089875,0.00844142089875,xs_T160_muB0_xi0p0.csv
T160MeV_ustous_100,T160MeV_ustous,us_to_us,160.0,0.0,1.1422405676503007,1.722243050570448,1.72375039861,0.000875223762765,0.000875223762765,xs_T160_muB0_xi0p0.csv
T160MeV_ustous_101,T160MeV_ustous,us_to_us,160.0,0.0,1.1474309536108813,1.7141683935835452,1.70722945073,-0.00404799369693,0.00404799369693,xs_T160_muB0_xi0p0.csv
T160MeV_ustous_102,T160MeV_ustous,us_to_us,160.0,0.0,1.1526216354548255,1.7101310650900938,1.69486933895,-0.00892430203495,0.00892430203495,xs_T160_muB0_xi0p0.csv
T160MeV_ustous_103,T160MeV_ustous,us_to_us,160.0,0.0,1.1578117255320426,1.6980190796097405,1.68556822709,-0.00733257515962,0.00733257515962,xs_T160_muB0_xi0p0.csv
T160MeV_ustous_104,T160MeV_ustous,us_to_us,160.0,0.0,1.1630013717842145,1.6798511013892101,1.67668608412,-0.0018841058395,0.0018841058395,xs_T160_muB0_xi0p0.csv
T160MeV_ustous_105,T160MeV_ustous,us_to_us,160.0,0.0,1.168191609803113,1.6697577801555816,1.6674573115,-0.00137772597006,0.00137772597006,xs_T160_muB0_xi0p0.csv
T160MeV_ustous_106,T160MeV_ustous,us_to_us,160.0,0.0,1.1733819957636937,1.6616831231686788,1.65887936265,-0.00168730155744,0.00168730155744,xs_T160_muB0_xi0p0.csv
T160MeV_ustous_107,T160MeV_ustous,us_to_us,160.0,0.0,1.1785723817242744,1.653608466181777,1.65171527818,-0.00114488286736,0.00114488286736,xs_T160_muB0_xi0p0.csv
T160MeV_ustous_108,T160MeV_ustous,us_to_us,160.0,0.0,1.183762767684855,1.6455338091948741,1.64607923783,0.000331459999837,0.000331459999837,xs_T160_muB0_xi0p0.csv
T160MeV_ustous_109,T160MeV_ustous,us_to_us,160.0,0.0,1.1889534495287988,1.6414964807014227,1.6398328092,-0.00101350902734,0.00101350902734,xs_T160_muB0_xi0p0.csv
T250MeV_ustous_1,T250MeV_ustous,us_to_us,250.0,0.0,0.33881367687031627,0.04271439729472437,0.0372562190327,-0.127783103771,0.127783103771,xs_T250_muB0_xi0p0.csv
T250MeV_ustous_2,T250MeV_ustous,us_to_us,250.0,0.0,0.3673688960982715,0.10877977264210781,0.100774394889,-0.0735925214683,0.0735925214683,xs_T250_muB0_xi0p0.csv
T250MeV_ustous_3,T250MeV_ustous,us_to_us,250.0,0.0,0.3933296934359136,0.18940399922345286,0.177523172135,-0.0627274352051,0.0627274352051,xs_T250_muB0_xi0p0.csv
T250MeV_ustous_4,T250MeV_ustous,us_to_us,250.0,0.0,0.4141000574204017,0.27745621112824725,0.273520217322,-0.0141859999818,0.0141859999818,xs_T250_muB0_xi0p0.csv
T250MeV_ustous_5,T250MeV_ustous,us_to_us,250.0,0.0,0.43616820951473656,0.36610440962016977,0.362842980946,-0.00890846596756,0.00890846596756,xs_T250_muB0_xi0p0.csv
T250MeV_ustous_6,T250MeV_ustous,us_to_us,250.0,0.0,0.4608319979447515,0.45676486390089277,0.453359872926,-0.00745458165418,0.00745458165418,xs_T250_muB0_xi0p0.csv
T250MeV_ustous_7,T250MeV_ustous,us_to_us,250.0,0.0,0.4803046574181842,0.5453617947294056,0.53642036659,-0.01639540618,0.01639540618,xs_T250_muB0_xi0p0.csv
T250MeV_ustous_8,T250MeV_ustous,us_to_us,250.0,0.0,0.4997776292129448,0.6382203500787851,0.642150787077,0.00615843258098,0.00615843258098,xs_T250_muB0_xi0p0.csv
T250MeV_ustous_9,T250MeV_ustous,us_to_us,250.0,0.0,0.527755850478163,0.7012475337821069,0.710763253254,0.0135697011593,0.0135697011593,xs_T250_muB0_xi0p0.csv
T250MeV_ustous_10,T250MeV_ustous,us_to_us,250.0,0.0,0.5542890685525714,0.7224537036466989,0.731492646762,0.0125114496187,0.0125114496187,xs_T250_muB0_xi0p0.csv
T250MeV_ustous_11,T250MeV_ustous,us_to_us,250.0,0.0,0.5828408985710918,0.7422733162509152,0.750565249242,0.0111709970026,0.0111709970026,xs_T250_muB0_xi0p0.csv
T250MeV_ustous_12,T250MeV_ustous,us_to_us,250.0,0.0,0.6113927554880987,0.7624599587181713,0.770337060054,0.0103311672245,0.0103311672245,xs_T250_muB0_xi0p0.csv
T250MeV_ustous_13,T250MeV_ustous,us_to_us,250.0,0.0,0.6399447199990571,0.784114720637592,0.791019092478,0.00880530827731,0.00880530827731,xs_T250_muB0_xi0p0.csv
T250MeV_ustous_14,T250MeV_ustous,us_to_us,250.0,0.0,0.6684967114085021,0.8061365124200526,0.811736831852,0.00694711050274,0.00694711050274,xs_T250_muB0_xi0p0.csv
T250MeV_ustous_15,T250MeV_ustous,us_to_us,250.0,0.0,0.6970485952239969,0.8266901847503503,0.832403494297,0.0069110649332,0.0069110649332,xs_T250_muB0_xi0p0.csv
T250MeV_ustous_16,T250MeV_ustous,us_to_us,250.0,0.0,0.7256005059379795,0.8476108869436887,0.852855493225,0.00618751642055,0.00618751642055,xs_T250_muB0_xi0p0.csv
T250MeV_ustous_17,T250MeV_ustous,us_to_us,250.0,0.0,0.7541522821595241,0.8666964398218218,0.872313764894,0.00648130627299,0.00648130627299,xs_T250_muB0_xi0p0.csv
T250MeV_ustous_18,T250MeV_ustous,us_to_us,250.0,0.0,0.7827040852795566,0.8861490225629964,0.891208194607,0.00570916619595,0.00570916619595,xs_T250_muB0_xi0p0.csv
T250MeV_ustous_19,T250MeV_ustous,us_to_us,250.0,0.0,0.8112558346026137,0.9048675455780879,0.909444697677,0.00505836696361,0.00505836696361,xs_T250_muB0_xi0p0.csv
T250MeV_ustous_20,T250MeV_ustous,us_to_us,250.0,0.0,0.839807530128696,0.9228520088670988,0.927092871561,0.00459538761668,0.00459538761668,xs_T250_muB0_xi0p0.csv
T250MeV_ustous_21,T250MeV_ustous,us_to_us,250.0,0.0,0.8683591718578025,0.9401024124300266,0.944422491813,0.00459532847234,0.00459532847234,xs_T250_muB0_xi0p0.csv
T250MeV_ustous_22,T250MeV_ustous,us_to_us,250.0,0.0,0.896910813586909,0.9573528159929543,0.961527691481,0.00436085361442,0.00436085361442,xs_T250_muB0_xi0p0.csv
T250MeV_ustous_23,T250MeV_ustous,us_to_us,250.0,0.0,0.9254624015190411,0.9738691598298015,0.978260470684,0.00450913842976,0.00450913842976,xs_T250_muB0_xi0p0.csv
T250MeV_ustous_24,T250MeV_ustous,us_to_us,250.0,0.0,0.9540140970451225,0.9918536231188106,0.995347748914,0.00352282404725,0.00352282404725,xs_T250_muB0_xi0p0.csv
T250MeV_ustous_25,T250MeV_ustous,us_to_us,250.0,0.0,0.9825657656727174,1.00947105654478,1.01263715627,0.00313639475212,0.00313639475212,xs_T250_muB0_xi0p0.csv
T250MeV_ustous_26,T250MeV_ustous,us_to_us,250.0,0.0,1.0111174343003113,1.0270884899707493,1.03077213638,0.00358649371246,0.00358649371246,xs_T250_muB0_xi0p0.csv
T250MeV_ustous_27,T250MeV_ustous,us_to_us,250.0,0.0,1.0396692374203442,1.046541072711924,,,,xs_T250_muB0_xi0p0.csv
T250MeV_ustous_28,T250MeV_ustous,us_to_us,250.0,0.0,1.0682211481343264,1.0674617749052615,,,,xs_T250_muB0_xi0p0.csv
T250MeV_ustous_29,T250MeV_ustous,us_to_us,250.0,0.0,1.0967731664422593,1.0898505965507637,,,,xs_T250_muB0_xi0p0.csv
T250MeV_ustous_30,T250MeV_ustous,us_to_us,250.0,0.0,1.125325534430531,1.1170108064157995,,,,xs_T250_muB0_xi0p0.csv
T250MeV_ustous_31,T250MeV_ustous,us_to_us,250.0,0.0,1.1538780907082153,1.146740225322123,,,,xs_T250_muB0_xi0p0.csv
T250MeV_ustous_32,T250MeV_ustous,us_to_us,250.0,0.0,1.1798351132914333,1.1758579277900445,,,,xs_T250_muB0_xi0p0.csv
T210MeV_udbartoudbar_1,T210MeV_udbartoudbar,udbar_to_udbar,210.0,0.0,0.13842260034386644,78.18922512733758,30.3005784489,-0.612471176181,0.612471176181,xs_T210_muB0_xi0p0.csv
T210MeV_udbartoudbar_2,T210MeV_udbartoudbar,udbar_to_udbar,210.0,0.0,0.15167688385605005,86.09065956456273,67.323458294,-0.217993466021,0.217993466021,xs_T210_muB0_xi0p0.csv
T210MeV_udbartoudbar_3,T210MeV_udbartoudbar,udbar_to_udbar,210.0,0.0,0.15830402561214196,105.29649499342338,105.371502712,0.00071234772505,0.00071234772505,xs_T210_muB0_xi0p0.csv
T210MeV_udbartoudbar_4,T210MeV_udbartoudbar,udbar_to_udbar,210.0,0.0,0.16360573901701536,132.67139071413746,150.750156027,0.136267248089,0.136267248089,xs_T210_muB0_xi0p0.csv
T210MeV_udbartoudbar_5,T210MeV_udbartoudbar,udbar_to_udbar,210.0,0.0,0.16890745242188876,162.89547827236706,204.145835166,0.253232056106,0.253232056106,xs_T210_muB0_xi0p0.csv
T210MeV_udbartoudbar_6,T210MeV_udbartoudbar,udbar_to_udbar,210.0,0.0,0.17951087923163556,172.0308474065834,232.715176271,0.352752600938,0.352752600938,xs_T210_muB0_xi0p0.csv
T210MeV_udbartoudbar_7,T210MeV_udbartoudbar,udbar_to_udbar,210.0,0.0,0.18746344933894554,141.02097148864956,169.175863666,0.199650391571,0.199650391571,xs_T210_muB0_xi0p0.csv
T210MeV_udbartoudbar_8,T210MeV_udbartoudbar,udbar_to_udbar,210.0,0.0,0.19276516274381894,115.86890394022818,127.947896157,0.104247056859,0.104247056859,xs_T210_muB0_xi0p0.csv
T210MeV_udbartoudbar_9,T210MeV_udbartoudbar,udbar_to_udbar,210.0,0.0,0.19806687614869256,91.20326525441114,96.3666377213,0.0566138992115,0.0566138992115,xs_T210_muB0_xi0p0.csv
T210MeV_udbartoudbar_10,T210MeV_udbartoudbar,udbar_to_udbar,210.0,0.0,0.20336858955356596,70.96357604406622,74.7944850113,0.0539841589277,0.0539841589277,xs_T210_muB0_xi0p0.csv
T210MeV_udbartoudbar_11,T210MeV_udbartoudbar,udbar_to_udbar,210.0,0.0,0.20867030295843936,56.97468375868152,59.2586671154,0.0400876881808,0.0400876881808,xs_T210_muB0_xi0p0.csv
T210MeV_udbartoudbar_12,T210MeV_udbartoudbar,udbar_to_udbar,210.0,0.0,0.21397201636331276,46.89019423400895,48.008508891,0.0238496486374,0.0238496486374,xs_T210_muB0_xi0p0.csv
T210MeV_udbartoudbar_13,T210MeV_udbartoudbar,udbar_to_udbar,210.0,0.0,0.21927372976818615,38.84631143110421,39.6149932059,0.0197877673972,0.0197877673972,xs_T210_muB0_xi0p0.csv
T210MeV_udbartoudbar_14,T210MeV_udbartoudbar,udbar_to_udbar,210.0,0.0,0.22457544317305955,32.71799351390581,33.3614425086,0.0196665175826,0.0196665175826,xs_T210_muB0_xi0p0.csv
T210MeV_udbartoudbar_15,T210MeV_udbartoudbar,udbar_to_udbar,210.0,0.0,0.22987715657793295,28.24731767710213,28.6538257874,0.0143910340433,0.0143910340433,xs_T210_muB0_xi0p0.csv
T210MeV_udbartoudbar_16,T210MeV_udbartoudbar,udbar_to_udbar,210.0,0.0,0.23650429833402464,24.187007198486096,24.0825809938,-0.0043174504313,0.0043174504313,xs_T210_muB0_xi0p0.csv
T210MeV_udbartoudbar_17,T210MeV_udbartoudbar,udbar_to_udbar,210.0,0.0,0.24313144009011656,20.619365100862286,20.6537112664,0.00166572372213,0.00166572372213,xs_T210_muB0_xi0p0.csv
T210MeV_udbartoudbar_18,T210MeV_udbartoudbar,udbar_to_udbar,210.0,0.0,0.25108401019742654,17.519977595096766,17.5108232166,-0.000522510854763,0.000522510854763,xs_T210_muB0_xi0p0.csv
T210MeV_udbartoudbar_19,T210MeV_udbartoudbar,udbar_to_udbar,210.0,0.0,0.26036200865595505,15.009813301028863,14.8038175289,-0.0137240729107,0.0137240729107,xs_T210_muB0_xi0p0.csv
T210MeV_udbartoudbar_20,T210MeV_udbartoudbar,udbar_to_udbar,210.0,0.0,0.27096543546570184,12.704530125392575,12.5326520945,-0.0135288774287,0.0135288774287,xs_T210_muB0_xi0p0.csv
T210MeV_udbartoudbar_21,T210MeV_udbartoudbar,udbar_to_udbar,210.0,0.0,0.28156886227544864,10.932287465400352,10.8798420642,-0.00479729437501,0.00479729437501,xs_T210_muB0_xi0p0.csv
T210MeV_udbartoudbar_22,T210MeV_udbartoudbar,udbar_to_udbar,210.0,0.0,0.29482314578763225,9.376213944443789,9.37387509154,-0.000249445343401,0.000249445343401,xs_T210_muB0_xi0p0.csv
T210MeV_udbartoudbar_23,T210MeV_udbartoudbar,udbar_to_udbar,210.0,0.0,0.31072828600225244,8.161951957234939,8.12897153596,-0.00404075170352,0.00404075170352,xs_T210_muB0_xi0p0.csv
T210MeV_udbartoudbar_24,T210MeV_udbartoudbar,udbar_to_udbar,210.0,0.0,0.32663342621687286,7.432863382197971,7.30134967616,-0.0176935454454,0.0176935454454,xs_T210_muB0_xi0p0.csv
T210MeV_udbartoudbar_25,T210MeV_udbartoudbar,udbar_to_udbar,210.0,0.0,0.34253856643149305,6.919537885252228,6.77106930394,-0.0214564301505,0.0214564301505,xs_T210_muB0_xi0p0.csv
T210MeV_udbartoudbar_26,T210MeV_udbartoudbar,udbar_to_udbar,210.0,0.0,0.35844370664611325,6.534483543714671,6.45435585768,-0.0122622829333,0.0122622829333,xs_T210_muB0_xi0p0.csv
T210MeV_udbartoudbar_27,T210MeV_udbartoudbar,udbar_to_udbar,210.0,0.0,0.37434884686073344,6.342989267659646,6.29454701041,-0.00763713372366,0.00763713372366,xs_T210_muB0_xi0p0.csv
T210MeV_udbartoudbar_28,T210MeV_udbartoudbar,udbar_to_udbar,210.0,0.0,0.39025398707535386,6.307995745448228,6.24289300537,-0.0103206696242,0.0103206696242,xs_T210_muB0_xi0p0.csv
T210MeV_udbartoudbar_29,T210MeV_udbartoudbar,udbar_to_udbar,210.0,0.0,0.40615912728997405,6.307808689645304,6.25059722681,-0.0090699426145,0.0090699426145,xs_T210_muB0_xi0p0.csv
T210MeV_udbartoudbar_30,T210MeV_udbartoudbar,udbar_to_udbar,210.0,0.0,0.42206426750459425,6.3076216393893025,6.27104980156,-0.0057980392492,0.0057980392492,xs_T210_muB0_xi0p0.csv
T210MeV_udbartoudbar_31,T210MeV_udbartoudbar,udbar_to_udbar,210.0,0.0,0.43796940771921444,6.307434594680031,6.26558320297,-0.00663524783114,0.00663524783114,xs_T210_muB0_xi0p0.csv
T210MeV_udbartoudbar_32,T210MeV_udbartoudbar,udbar_to_udbar,210.0,0.0,0.45387454793383464,6.217655292695076,6.20695314713,-0.0017212510287,0.0017212510287,xs_T210_muB0_xi0p0.csv
T210MeV_udbartoudbar_33,T210MeV_udbartoudbar,udbar_to_udbar,210.0,0.0,0.46977968814845505,6.082119344345888,6.08530215817,0.000523306703414,0.000523306703414,xs_T210_muB0_xi0p0.csv
T210MeV_udbartoudbar_34,T210MeV_udbartoudbar,udbar_to_udbar,210.0,0.0,0.48568482836307525,5.903881686704825,5.90483354593,0.000161225999708,0.000161225999708,xs_T210_muB0_xi0p0.csv
T210MeV_udbartoudbar_35,T210MeV_udbartoudbar,udbar_to_udbar,210.0,0.0,0.5015899685776954,5.6681448650749555,5.67819141566,0.00177245833073,0.00177245833073,xs_T210_muB0_xi0p0.csv
T210MeV_udbartoudbar_36,T210MeV_udbartoudbar,udbar_to_udbar,210.0,0.0,0.5174951087923156,5.411959410774435,5.4212681437,0.00172003006977,0.00172003006977,xs_T210_muB0_xi0p0.csv
T210MeV_udbartoudbar_37,T210MeV_udbartoudbar,udbar_to_udbar,210.0,0.0,0.5334002490069361,5.138997590343244,5.14984741584,0.00211127273439,0.00211127273439,xs_T210_muB0_xi0p0.csv
T210MeV_udbartoudbar_38,T210MeV_udbartoudbar,udbar_to_udbar,210.0,0.0,0.5479799608703377,4.932728299339584,4.89855034246,-0.00692881399695,0.00692881399695,xs_T210_muB0_xi0p0.csv
T210MeV_udbartoudbar_39,T210MeV_udbartoudbar,udbar_to_udbar,210.0,0.0,0.5660057864469072,4.526819546575403,4.59469455174,0.0149939719188,0.0149939719188,xs_T210_muB0_xi0p0.csv
T210MeV_udbartoudbar_40,T210MeV_udbartoudbar,udbar_to_udbar,210.0,0.0,0.5811156696507966,4.323176873438192,4.35131746473,0.00650923894939,0.00650923894939,xs_T210_muB0_xi0p0.csv
T210MeV_udbartoudbar_41,T210MeV_udbartoudbar,udbar_to_udbar,210.0,0.0,0.5970208098654168,4.096104283793333,4.10906422114,0.00316396665024,0.00316396665024,xs_T210_muB0_xi0p0.csv
T210MeV_udbartoudbar_42,T210MeV_udbartoudbar,udbar_to_udbar,210.0,0.0,0.6129259500800373,3.8724259633449636,3.88232406235,0.00255604602826,0.00255604602826,xs_T210_muB0_xi0p0.csv
T210MeV_udbartoudbar_43,T210MeV_udbartoudbar,udbar_to_udbar,210.0,0.0,0.6288310902946574,3.664993281393417,3.67149517544,0.00177405346972,0.00177405346972,xs_T210_muB0_xi0p0.csv
T210MeV_udbartoudbar_44,T210MeV_udbartoudbar,udbar_to_udbar,210.0,0.0,0.6447362305092776,3.4763150200988715,3.47586283367,-0.000130076366568,0.000130076366568,xs_T210_muB0_xi0p0.csv
T210MeV_udbartoudbar_45,T210MeV_udbartoudbar,udbar_to_udbar,210.0,0.0,0.6606413707238978,3.2937234035297847,3.29447936624,0.000229516148829,0.000229516148829,xs_T210_muB0_xi0p0.csv
T210MeV_udbartoudbar_46,T210MeV_udbartoudbar,udbar_to_udbar,210.0,0.0,0.6765465109385183,3.124158562001092,3.12632254627,0.000692661472184,0.000692661472184,xs_T210_muB0_xi0p0.csv
T210MeV_udbartoudbar_47,T210MeV_udbartoudbar,udbar_to_udbar,210.0,0.0,0.6924516511531382,2.96658605569187,2.97042800116,0.00129507298713,0.00129507298713,xs_T210_muB0_xi0p0.csv
