# schema: xs_vs_s_by_process_v1
# T_MeV: 250.0
# muB_MeV: 0.0
# xi: -0.1
# n_points: 64
# delta_sqrt_mev_min: 0.001
# delta_sqrt_mev_max: 500.0
# n_threshold: 200
# sqrt_tail_max_mev: 700.0
# n_tail: 80
process,T_MeV,muB_MeV,xi,i,j,c,d,mi_fm,mj_fm,mc_fm,md_fm,s_th,sqrt_s_th_MeV,delta_sqrt_MeV,s,sqrt_s_MeV,sigma,inv_sigma2
ud_to_ud,250.0,0.0,-0.1,u,d,u,d,0.07347514167238649,0.07347514167238645,0.07347514167238649,0.07347514167238645,0.021594385775109054,28.997255681348456,0.001,0.021595875209720703,28.998255681348457,0.00023024275456389425,1.88637510019906e7
ud_to_ud,250.0,0.0,-0.1,u,d,u,d,0.07347514167238649,0.07347514167238645,0.07347514167238649,0.07347514167238645,0.021594385775109054,28.997255681348456,0.0010681642539111182,0.02159597673778967,28.998323845602368,0.00023024272369426567,1.88637560602788e7
ud_to_ud,250.0,0.0,-0.1,u,d,u,d,0.07347514167238649,0.07347514167238645,0.07347514167238649,0.07347514167238645,0.021594385775109054,28.997255681348456,0.001140974873333497,0.021596085186707317,28.99839665622179,0.00023024269075037055,1.8863761458457943e7
ud_to_ud,250.0,0.0,-0.1,u,d,u,d,0.07347514167238649,0.07347514167238645,0.07347514167238649,0.07347514167238645,0.021594385775109054,28.997255681348456,0.0012187485743056076,0.021596201028265302,28.998474429922762,0.00023024265559584494,1.886376721887305e7
ud_to_ud,250.0,0.0,-0.1,u,d,u,d,0.07347514167238649,0.07347514167238645,0.07347514167238649,0.07347514167238645,0.021594385775109054,28.997255681348456,0.0013018236615783883,0.021596324766419834,28.998557505010034,0.00023024261808231512,1.8863773365837134e7
ud_to_ud,250.0,0.0,-0.1,u,d,u,d,0.07347514167238649,0.07347514167238645,0.07347514167238649,0.07347514167238645,0.021594385775109054,28.997255681348456,0.0013905615001937207,0.021596456939484903,28.99864624284865,0.00023024257804980282,1.88637799255648e7
ud_to_ud,250.0,0.0,-0.1,u,d,u,d,0.07347514167238649,0.07347514167238645,0.07347514167238649,0.07347514167238645,0.021594385775109054,28.997255681348456,0.001485348087371951,0.02159659812247509,28.998741029435827,0.00023024253533112976,1.886378692545056e7
ud_to_ud,250.0,0.0,-0.1,u,d,u,d,0.07347514167238649,0.07347514167238645,0.07347514167238649,0.07347514167238645,0.021594385775109054,28.997255681348456,0.0015865957315459665,0.0215967489296082,28.99884227708,0.00023024248974730385,1.886379439482483e7
ud_to_ud,250.0,0.0,-0.1,u,d,u,d,0.07347514167238649,0.07347514167238645,0.07347514167238649,0.07347514167238645,0.021594385775109054,28.997255681348456,0.0016947448458453623,0.021596910016978624,28.998950426194302,0.00023024244110637936,1.886380236514074e7
ud_to_ud,250.0,0.0,-0.1,u,d,u,d,0.07347514167238649,0.07347514167238645,0.07347514167238649,0.07347514167238645,0.021594385775109054,28.997255681348456,0.0018102658638321264,0.02159708208541305,28.999065947212287,0.00023024238920777982,1.886381086926579e7
