window_id,mode_key,plot_panel,plot_series,target_xi,species,rank,channel,density_key,target_contribution,target_rate,target_share,prev_contribution,next_contribution,contribution_ratio_to_neighbor_max,rate_ratio_to_neighbor_max,contribution_delta_vs_neighbor_max
mode_b_T200p0_muB450p0_xip0p31_1,mode_b,T200.0,muB450.0,0.31,d,1,udbar_to_udbar,dbar,9.27937347991302,60.022907143122815,0.6446592654779614,0.15652086435547055,0.12096208027415013,59.28521745726417,59.66525249192197,9.122852615557548
mode_b_T200p0_muB450p0_xip0p31_1,mode_b,T200.0,muB450.0,0.31,d,2,uubar_to_ddbar,dbar,2.3717960347350746,15.341778565492627,0.16477408662617887,0.09161942825442485,0.0815067709891679,25.88747910703674,26.053425179963565,2.2801766064806497
mode_b_T200p0_muB450p0_xip0p31_1,mode_b,T200.0,muB450.0,0.31,d,3,uubar_to_uubar,dbar,2.400575543487422,15.527936584156944,0.16677346481838834,0.12084104629740636,0.11056839264452326,19.865564036736963,19.992907928536635,2.2797344971900158
mode_b_T200p0_muB450p0_xip0p31_1,mode_b,T200.0,muB450.0,0.31,d,4,usbar_to_usbar,sbar,0.046085545861570015,0.5783379791427952,0.0032016681092298395,0.036983806451522154,0.03480367397952833,1.2461006663004872,1.2539742881212956,0.009101739410047861
mode_b_T200p0_muB450p0_xip0p31_1,mode_b,T200.0,muB450.0,0.31,d,5,uubar_to_ssbar,dbar,0.0050169403363377095,0.032451689179494946,0.00034853830155358084,0.0050617220934971036,0.004972801031310094,0.9911528613518853,0.9975064319074217,-4.4781757159394024e-05
mode_b_T200p0_muB450p0_xip0p31_1,mode_b,T200.0,muB450.0,0.31,d,6,us_to_us,s,0.06457853431545922,0.1812222399189071,0.004486418246616096,0.06485474097080336,0.06429998186706007,0.9957411493560897,0.9981190608909375,-0.00027620665534414113
mode_b_T200p0_muB450p0_xip0p31_1,mode_b,T200.0,muB450.0,0.31,dbar,1,dubar_to_dubar,d,40.58234223141898,60.022907143122815,0.6558106827094526,0.6842411907761662,0.5292371771189036,59.309995917352715,59.66525249192397,39.898101040642814
mode_b_T200p0_muB450p0_xip0p31_1,mode_b,T200.0,muB450.0,0.31,dbar,2,uubar_to_ddbar,d,10.372794951415571,15.341778565492627,0.16762437465786345,0.4005203200556579,0.35661104121737447,25.898298867768123,26.053425179963565,9.972274631359912
mode_b_T200p0_muB450p0_xip0p31_1,mode_b,T200.0,muB450.0,0.31,dbar,3,uubar_to_uubar,d,10.498659038680524,15.527936584156944,0.16965833840808597,0.5282645336368412,0.48376238131105803,19.873866917399177,19.992907928536635,9.970394505043682
mode_b_T200p0_muB450p0_xip0p31_1,mode_b,T200.0,muB450.0,0.31,dbar,4,subar_to_subar,s,0.30270990191943026,0.8494736997823072,0.0048917922555736055,0.2219926742636944,0.20490522272787268,1.3636031140372487,1.3721136430704912,0.08071722765573586
mode_b_T200p0_muB450p0_xip0p31_1,mode_b,T200.0,muB450.0,0.31,dbar,5,ubarsbar_to_ubarsbar,sbar,0.01916591153797882,0.24051737567781162,0.0003097211456843845,0.019273627353151968,0.01905779374471926,0.9944112328624257,0.9993755447235035,-0.00010771581517314902
mode_b_T200p0_muB450p0_xip0p31_1,mode_b,T200.0,muB450.0,0.31,dbar,6,uubar_to_ssbar,d,0.021941049158609317,0.032451689179494946,0.00035456737183910234,0.022127649031932737,0.021757158724616903,0.991567117091647,0.9975064319074217,-0.00018659987332341962
mode_b_T200p0_muB450p0_xip0p31_1,mode_b,T200.0,muB450.0,0.31,sbar,1,usbar_to_usbar,u,0.7820450861880421,0.5783379791427952,0.7200586894820856,0.6273887813180098,0.5907721898905144,1.246507922161331,1.2539742881212956,0.15465630487003235
mode_b_T200p0_muB450p0_xip0p31_1,mode_b,T200.0,muB450.0,0.31,sbar,2,sbarsbar_to_sbarsbar,sbar,0.007314600820231033,0.09179258653712151,0.006734831499770736,0.007363132436226614,0.007266514402595845,0.9934088356530428,0.9996857968142975,-4.853161599558103e-05
mode_b_T200p0_muB450p0_xip0p31_1,mode_b,T200.0,muB450.0,0.31,sbar,3,ubarsbar_to_ubarsbar,ubar,0.07436662646150015,0.24051737567781162,0.06847218470751433,0.07479139289924347,0.07393779189738,0.9943206507958001,0.9993755447235035,-0.0004247664377433208
mode_b_T200p0_muB450p0_xip0p31_1,mode_b,T200.0,muB450.0,0.31,sbar,4,ssbar_to_uubar,s,0.11147795829522233,0.1564164123419146,0.10264200104812803,0.11202559748498905,0.11093189822693114,0.9951114816429334,0.9987058120637641,-0.0005476391897667188
mode_b_T200p0_muB450p0_xip0p31_1,mode_b,T200.0,muB450.0,0.31,sbar,5,ssbar_to_ssbar,s,0.11088092880461509,0.31115742243550676,0.10209229326250115,0.11166090897493697,0.11010631091910422,0.9930147427825708,0.9992123531516669,-0.0007799801703218812
mode_b_T200p0_muB450p0_xip0p31_1,mode_b,T200.0,muB450.0,0.31,u,1,udbar_to_udbar,ubar,9.27937347991302,60.022907143122815,0.6446592654779614,0.15652086435547055,0.12096208027415013,59.28521745726417,59.66525249192197,9.122852615557548
mode_b_T200p0_muB450p0_xip0p31_1,mode_b,T200.0,muB450.0,0.31,u,2,uubar_to_ddbar,ubar,2.3717960347350746,15.341778565492627,0.16477408662617887,0.09161942825442485,0.0815067709891679,25.88747910703674,26.053425179963565,2.2801766064806497
mode_b_T200p0_muB450p0_xip0p31_1,mode_b,T200.0,muB450.0,0.31,u,3,uubar_to_uubar,ubar,2.400575543487422,15.527936584156944,0.16677346481838834,0.12084104629740636,0.11056839264452326,19.865564036736963,19.992907928536635,2.2797344971900158
mode_b_T200p0_muB450p0_xip0p31_1,mode_b,T200.0,muB450.0,0.31,u,4,usbar_to_usbar,sbar,0.046085545861570015,0.5783379791427952,0.0032016681092298395,0.036983806451522154,0.03480367397952833,1.2461006663004872,1.2539742881212956,0.009101739410047861
