g_fm,m_fixed_fm,g_MeV,residual_re,residual_im,residual_norm,log10_residual_norm
0.0,2.8754859686619336,0.0,0.013582288870875876,-0.05613142785511938,0.05775132694602256,-1.2384380325836153
0.01,2.8754859686619336,1.973269804,0.013387749905445466,-0.05553741068265887,0.057128240239526604,-1.2431491536050185
0.02,2.8754859686619336,3.946539608,0.01319424414118616,-0.05494305418579812,0.05650510845685347,-1.247912287148134
0.03,2.8754859686619336,5.919809411999999,0.013001771579052891,-0.054348358362373075,0.05588193018211517,-1.25272860161003
0.04,2.8754859686619336,7.893079216,0.012810332219992247,-0.0537533232102042,0.055258703999707136,-1.2575993049492937
0.05,2.8754859686619336,9.866349020000001,0.012619926064943165,-0.0531579487270965,0.054635428494313576,-1.262525646492566
0.06,2.8754859686619336,11.839618823999999,0.012430553114836145,-0.05256223491083933,0.05401210225091242,-1.2675089188453967
0.07,2.8754859686619336,13.812888628000001,0.012242213370593912,-0.051966181759206406,0.053388723854780655,-1.2725504599147186
0.08,2.8754859686619336,15.786158432,0.012054906833129889,-0.05136978926995588,0.05276529189149925,-1.2776516550508699
0.09,2.8754859686619336,17.759428235999998,0.01186863350334949,-0.050773057440830126,0.0521418049469585,-1.2828139393177354
0.1,2.8754859686619336,19.732698040000002,0.011683393382149194,-0.05017598626955577,0.051518261607363044,-1.288038799900323
0.11,2.8754859686619336,21.705967844,0.011499186470416138,-0.04957857575384376,0.05089466045923703,-1.2933277786598774
0.12,2.8754859686619336,23.679237647999997,0.011316012769028445,-0.048980825891389135,0.0502710000894292,-1.298682474847513
0.13,2.8754859686619336,25.652507452000002,0.01113387227885506,-0.04838273667987113,0.04964727908511809,-1.3041045479883229
0.14,2.8754859686619336,27.625777256000003,0.010952765000754872,-0.04778430811695315,0.049023496033817046,-1.3095957209489733
0.15,2.8754859686619336,29.599047059999997,0.01077269093557745,-0.047185540200282615,0.04839964952337939,-1.3151577832029733
0.16,2.8754859686619336,31.572316864,0.010593650084162187,-0.04658643292749109,0.047775738142003574,-1.3207925943091072
0.17,2.8754859686619336,33.545586668,0.010415642447338516,-0.04598698629619417,0.04715176047823824,-1.3265020876199483
