iter,m_fm,g_fm,residual_norm
0,2.76939766418272,2.46657537584187,0.11624766953014946
1,2.76939766418272,2.46657537584187,0.10103083672722663
2,2.76939766418272,2.46657537584187,0.10103083672722663
3,2.76939766418272,2.46657537584187,0.10103083672722663
4,2.8077066586077377,0.8505876177750238,0.09721918784865574
5,2.6541426129446335,1.58096774729506,0.08345311961945906
6,2.6541426129446335,1.58096774729506,0.09041980398842467
7,2.658662814580231,1.0959086896525063,0.06555219911528129
8,2.658662814580231,1.0959086896525063,0.07500228604065548
9,2.6427870280210484,1.3054315130620913,0.05942741943085118
10,2.6427870280210484,1.3054315130620913,0.0864777205629721
11,2.6427870280210484,1.3054315130620913,0.0767707054901149
12,2.6427870280210484,1.3054315130620913,0.07184728603013704
13,2.6427870280210484,1.3054315130620913,0.06936732245189305
14,2.6420848001563426,1.331985705489395,0.05861378227120775
15,2.6420848001563426,1.331985705489395,0.07066167572292714
16,2.6420848001563426,1.331985705489395,0.06939350393635685
17,2.6418113332228708,1.3452730033369564,0.05820200100254866
18,2.6418113332228708,1.3452730033369562,0.0700410159706396
19,2.6418113332228708,1.3452730033369562,0.06940001639796134
20,2.6418113332228708,1.3452730033369562,0.0690792934904912
21,2.6418113332228708,1.3452730033369562,0.06891887611194901
22,2.6417820067899456,1.346934435203512,0.05815017574815554
23,2.6417820067899456,1.346934435203512,0.0689992910668039
24,2.6417820067899456,1.346934435203512,0.06891897683928194
25,2.6417676461096558,1.3477651807216267,0.05812424352809157
26,2.6417676461096558,1.3477651807216267,0.06895918546102069
27,2.6417676461096558,1.3477651807216267,0.06891900200991849
28,2.6417605414048215,1.348180560761897,0.058111272516280954
29,2.6417605414048215,1.348180560761897,0.0689391066050725
30,2.6417605414048215,1.348180560761897,0.06891900830116397
31,2.6417605414048215,1.348180560761897,0.0689089589364609
32,2.6417587746830993,1.3482844066749275,0.05810802910037999
33,2.6417587746830993,1.3482844066749275,0.07765678249198936
34,2.6417587746830993,1.3482844066749275,0.0732803347336507
35,2.6417587746830993,1.3482844066749275,0.07109212867879358
36,2.6417587746830993,1.3482844066749275,0.0699980300083915
37,2.6417587746830993,1.3482844066749275,0.06945098174882469
38,2.6417587746830993,1.3482844066749275,0.06917745788617308
39,2.6417587746830993,1.3482844066749275,0.06904069602140364
40,2.6417587746830993,1.3482844066749275,0.06897231510562946
41,2.6417587746830993,1.3482844066749275,0.06893812465189139
42,2.6417587746830993,1.3482844066749275,0.0689210294260591
43,2.6417587746830993,1.3482844066749275,0.0689124818134022
44,2.6417587746830993,1.3482844066749275,0.0689082080071384
45,2.6417587746830993,1.3482844066749275,0.0689060711040228
46,2.6417587746830993,1.3482844066749275,0.06890500265246893
47,2.641758774561008,1.3482948547574514,0.05810768618227275
48,2.641758774561008,1.3482948547574514,0.0581051000943247
49,2.641758774561008,1.3482948547574514,0.058106790998991444
50,2.641758774561008,1.3482948547574514,0.0689040526383326
51,2.641758774561008,1.3482948547574514,0.06890397863659173
52,2.641758774561008,1.3482948547574514,0.06890422352746628
53,2.641758774561008,1.3482948547574514,0.06890434597603556
54,2.641758774561008,1.3482948547574514,0.05810772087466063
55,2.641758774561008,1.3482948547574514,0.05810770352846516
56,2.641758774561008,1.3482948547574514,0.05810769485536861
57,2.641758774561008,1.3482948547574514,0.05810769051882062
58,2.641758774561008,1.3482948547574514,0.05810768835054666
59,2.641758774561008,1.3482948547574514,0.058107687266409705
60,2.641758774561008,1.3482948547574514,0.05810768672434131
61,2.641758774561008,1.3482948547574514,0.05810768645330701
62,2.641758774561008,1.3482948547574514,0.058107686317789856
63,2.641758774561008,1.3482948547574514,0.058107686250031314
64,2.641758774561008,1.3482948547574514,0.05810768621615205
65,2.641758774561008,1.3482948547574514,0.058107686199212444
66,2.641758774561008,1.3482948547574514,0.05810768619074259
67,2.641758774561008,1.3482948547574514,0.05810768618650768
68,2.641758774561008,1.3482948547574514,0.05810768618439017
69,2.641758774561008,1.3482948547574514,0.058107686183331474
70,2.641758774561008,1.3482948547574514,0.05810768618280212
71,2.641758774561008,1.3482948547574514,0.058107686182537456
72,2.641758774561008,1.3482948547574514,0.058107686182405166
73,2.641758774561008,1.3482948547574514,0.05810768618233896
74,2.641758774561008,1.3482948547574514,0.05810768618230579
75,2.641758774561008,1.3482948547574514,0.0581076861822894
76,2.641758774561008,1.3482948547574514,0.05810768618228109
77,2.641758774561008,1.3482948547574514,0.058107686182276914
78,2.641758774561008,1.3482948547574514,0.05810768618227486
79,2.641758774561008,1.3482948547574514,0.058107686182273736
80,2.641758774561008,1.3482948547574514,0.05810768618227329
81,2.641758774561008,1.3482948547574514,0.05810768618227304
82,2.641758774561008,1.3482948547574514,0.05810768618227293
83,2.641758774561008,1.3482948547574514,0.05810768618227279
84,2.641758774561008,1.3482948547574514,0.05810768618227282
85,2.641758774561008,1.3482948547574514,0.05810768618227275
86,2.641758774561008,1.3482948547574514,0.05810768618227275
87,2.641758774561008,1.3482948547574514,0.05810768618227275
88,2.641758774561008,1.3482948547574514,0.05810768618227275
89,2.641758774561008,1.3482948547574514,0.05810768618227275
90,2.641758774561008,1.3482948547574514,0.05810768618227275
91,2.641758774561008,1.3482948547574514,0.05810768618227275
92,2.641758774561008,1.3482948547574514,0.05810768618227275
93,2.641758774561008,1.3482948547574514,0.05810768618227275
94,2.641758774561008,1.3482948547574514,0.05810768618227275
95,2.641758774561008,1.3482948547574514,0.05810768618227275
96,2.641758774561008,1.3482948547574514,0.05810768618227275
97,2.641758774561008,1.3482948547574514,0.05810768618227275
98,2.641758774561008,1.3482948547574514,0.05810768618227275
99,2.641758774561008,1.3482948547574514,0.05810768618227275
100,2.641758774561008,1.3482948547574514,0.05810768618227275
101,2.641758774561008,1.3482948547574514,0.05810768618227275
102,2.641758774561008,1.3482948547574514,0.05810768618227275
103,2.641758774561008,1.3482948547574514,0.05810768618227275
104,2.641758774561008,1.3482948547574514,0.05810768618227275
105,2.641758774561008,1.3482948547574514,0.05810768618227275
106,2.641758774561008,1.3482948547574514,0.05810768618227275
107,2.641758774561008,1.3482948547574514,0.05810768618227275
108,2.641758774561008,1.3482948547574514,0.05810768618227275
109,2.641758774561008,1.3482948547574514,0.05810768618227275
110,2.641758774561008,1.3482948547574514,0.05810768618227275
111,2.641758774561008,1.3482948547574514,0.05810768618227275
112,2.641758774561008,1.3482948547574514,0.05810768618227275
113,2.641758774561008,1.3482948547574514,0.05810768618227275
114,2.641758774561008,1.3482948547574514,0.05810768618227275
115,2.641758774561008,1.3482948547574514,0.05810768618227275
116,2.641758774561008,1.3482948547574514,0.05810768618227275
117,2.641758774561008,1.3482948547574514,0.05810768618227275
118,2.641758774561008,1.3482948547574514,0.05810768618227275
119,2.641758774561008,1.3482948547574514,0.05810768618227275
120,2.641758774561008,1.3482948547574514,0.05810768618227275
121,2.641758774561008,1.3482948547574514,0.05810768618227275
122,2.641758774561008,1.3482948547574514,0.05810768618227275
123,2.641758774561008,1.3482948547574514,0.05810768618227275
124,2.641758774561008,1.3482948547574514,0.05810768618227275
125,2.641758774561008,1.3482948547574514,0.05810768618227275
126,2.641758774561008,1.3482948547574514,0.05810768618227275
127,2.641758774561008,1.3482948547574514,0.05810768618227275
128,2.641758774561008,1.3482948547574514,0.05810768618227275
129,2.641758774561008,1.3482948547574514,0.05810768618227275
130,2.641758774561008,1.3482948547574514,0.05810768618227275
131,2.641758774561008,1.3482948547574514,0.05810768618227275
132,2.641758774561008,1.3482948547574514,0.05810768618227275
133,2.641758774561008,1.3482948547574514,0.05810768618227275
134,2.641758774561008,1.3482948547574514,0.05810768618227275
135,2.641758774561008,1.3482948547574514,0.05810768618227275
136,2.641758774561008,1.3482948547574514,0.05810768618227275
137,2.641758774561008,1.3482948547574514,0.05810768618227275
138,2.641758774561008,1.3482948547574514,0.05810768618227275
139,2.641758774561008,1.3482948547574514,0.05810768618227275
140,2.641758774561008,1.3482948547574514,0.05810768618227275
141,2.641758774561008,1.3482948547574514,0.05810768618227275
142,2.641758774561008,1.3482948547574514,0.05810768618227275
143,2.641758774561008,1.3482948547574514,0.05810768618227275
144,2.641758774561008,1.3482948547574514,0.05810768618227275
145,2.641758774561008,1.3482948547574514,0.05810768618227275
146,2.641758774561008,1.3482948547574514,0.05810768618227275
147,2.641758774561008,1.3482948547574514,0.05810768618227275
148,2.641758774561008,1.3482948547574514,0.05810768618227275
149,2.641758774561008,1.3482948547574514,0.05810768618227275
150,2.641758774561008,1.3482948547574514,0.05810768618227275
151,2.641758774561008,1.3482948547574514,0.05810768618227275
152,2.641758774561008,1.3482948547574514,0.05810768618227275
153,2.641758774561008,1.3482948547574514,0.05810768618227275
