xi,T_MeV,mu_transition_MeV,rho_hadron,rho_quark,curve_parameter,plot_order_key
0.45,65.0,369.88018753421045,0.33886312135121055,2.19429054940006,65.0,65.0
0.45,70.0,368.22294640964697,0.385277578725521,2.1819750986165,70.0,70.0
0.45,75.0,366.3340453712593,0.43834752320884524,2.170439263615781,75.0,75.0
0.45,80.0,364.1814399603368,0.4992431466728299,2.1583340085805194,80.0,80.0
0.45,85.0,361.73027777727486,0.5740864086748164,2.1430944317544847,85.0,85.0
0.45,90.0,358.9414208052967,0.6614447566207896,2.1216026507439274,90.0,90.0
0.45,95.0,355.77247517309513,0.7700141953278776,2.091357271088313,95.0,95.0
0.45,100.0,352.176804190732,0.9076473112360977,2.0418290167892943,100.0,100.0
0.45,105.0,348.10406851359807,1.0991114270490543,1.9520894943832179,105.0,105.0
0.45,110.0,343.5003125067588,1.4951087896299415,1.6570096072812717,110.0,110.0
0.5,60.0,372.95506756388517,0.3291233499696563,2.1616529976358083,60.0,60.0
0.5,65.0,371.5316419363748,0.37194187924427885,2.1473707445646033,65.0,65.0
0.5,70.0,369.9063564639207,0.4211847554000709,2.1327421800244024,70.0,70.0
0.5,75.0,368.0510859936246,0.47832385089553175,2.118369270207685,75.0,75.0
0.5,80.0,365.9345983523728,0.5442185904089789,2.1027763428535176,80.0,80.0
0.5,85.0,363.5222890956817,0.624691898625683,2.081066146947998,85.0,85.0
0.5,90.0,360.77595534413354,0.7211140292260096,2.0532616728284614,90.0,90.0
0.5,95.0,357.65369500389414,0.8414343107712827,2.0095860617261474,95.0,95.0
0.5,100.0,354.1092837163055,1.0016510265326883,1.9373619234122588,100.0,100.0
0.5,105.0,350.0928577071956,1.2576791774145342,1.7835412462378637,105.0,105.0
