case_slug,mode,registry_status,superseded_by,manuscript_eligible,registry_result_path,registry_figure_path,manifest_registry_status,status_consistency,result_tree_sha256,source_commit,calculation_sha
first_canonical_v1_p128_xi005_validated_anchored_prod_v1,mode_a_fixed_muB_phase_scaled,superseded_for_manuscript,first_canonical_v1_p128_xi001_validated_anchored_prod_v1,False,data/outputs/results/relaxtime/transport/phase_guided/mode_a_fixed_muB_phase_scaled/first_canonical_v1_p128_xi005_validated_anchored_prod_v1,data/outputs/figures/relaxtime/transport/phase_guided/mode_a_fixed_muB_phase_scaled/first_canonical_v1_p128_xi005_validated_anchored_prod_v1,,historical_manifest_status_not_recorded,39c44fc96bd84d0a56f6d3b04be0091b5285a90ad59907a3cef7be9d0db4a569,c3f25dde5c9e62e7a3ebcd8ed50aef2b53377c0f,
first_canonical_v1_p128_xi005_validated_anchored_prod_v1,mode_b_fixed_T_sparse_muB,superseded_for_manuscript,first_canonical_v1_p128_xi001_validated_anchored_prod_v1,False,data/outputs/results/relaxtime/transport/phase_guided/mode_b_fixed_T_sparse_muB/first_canonical_v1_p128_xi005_validated_anchored_prod_v1,data/outputs/figures/relaxtime/transport/phase_guided/mode_b_fixed_T_sparse_muB/first_canonical_v1_p128_xi005_validated_anchored_prod_v1,,historical_manifest_status_not_recorded,dfde8dc19590bc606ab82bbe5d806d82eb2346a934ae4c04362657ace789f484,c3f25dde5c9e62e7a3ebcd8ed50aef2b53377c0f,
first_canonical_v1_p128_xi001_validated_anchored_prod_v1,mode_a_fixed_muB_phase_scaled,superseded_for_manuscript,first_canonical_v2_p128_xi001_onshellkernel_validated_anchored_prod_v1,False,data/outputs/results/relaxtime/transport/phase_guided/mode_a_fixed_muB_phase_scaled/first_canonical_v1_p128_xi001_validated_anchored_prod_v1,data/outputs/figures/relaxtime/transport/phase_guided/mode_a_fixed_muB_phase_scaled/first_canonical_v1_p128_xi001_validated_anchored_prod_v1,,historical_manifest_status_not_recorded,69ccabda09361e3ee133acc6d78071a793b26d12943795cac79820d311088307,700a0845abd09013eb39ff8f8d2993d5574476d3,
first_canonical_v1_p128_xi001_validated_anchored_prod_v1,mode_b_fixed_T_sparse_muB,superseded_for_manuscript,first_canonical_v2_p128_xi001_onshellkernel_validated_anchored_prod_v1,False,data/outputs/results/relaxtime/transport/phase_guided/mode_b_fixed_T_sparse_muB/first_canonical_v1_p128_xi001_validated_anchored_prod_v1,data/outputs/figures/relaxtime/transport/phase_guided/mode_b_fixed_T_sparse_muB/first_canonical_v1_p128_xi001_validated_anchored_prod_v1,,historical_manifest_status_not_recorded,45c2ed2337a48eea509e207742c76dada5dc4da81071b2d2b8325e3f78218f29,700a0845abd09013eb39ff8f8d2993d5574476d3,
first_canonical_v2_p128_xi001_onshellkernel_validated_anchored_prod_v1,mode_a_fixed_muB_phase_scaled,superseded_for_manuscript,first_canonical_v2_p128_xi001_onshellkernel_validated_anchored_prod_v2,False,data/outputs/results/relaxtime/transport/phase_guided/mode_a_fixed_muB_phase_scaled/first_canonical_v2_p128_xi001_onshellkernel_validated_anchored_prod_v1,data/outputs/figures/relaxtime/transport/phase_guided/mode_a_fixed_muB_phase_scaled/first_canonical_v2_p128_xi001_onshellkernel_validated_anchored_prod_v1,current_candidate,historical_manifest_status_stale_but_registry_superseded,f44b61fe07afd1eac4c40d6ba8c043007182aa653655ba511a41cc1d034af0dd,05be2c05186f8e12baf3097b68f8619e53d19711,
first_canonical_v2_p128_xi001_onshellkernel_validated_anchored_prod_v1,mode_b_fixed_T_sparse_muB,superseded_for_manuscript,first_canonical_v2_p128_xi001_onshellkernel_validated_anchored_prod_v2,False,data/outputs/results/relaxtime/transport/phase_guided/mode_b_fixed_T_sparse_muB/first_canonical_v2_p128_xi001_onshellkernel_validated_anchored_prod_v1,data/outputs/figures/relaxtime/transport/phase_guided/mode_b_fixed_T_sparse_muB/first_canonical_v2_p128_xi001_onshellkernel_validated_anchored_prod_v1,current_candidate,historical_manifest_status_stale_but_registry_superseded,d9779b96fb1f6147234390e9150e08dbfcf0299ea257a0f563bde0e2e61dd001,05be2c05186f8e12baf3097b68f8619e53d19711,
first_canonical_v2_p128_xi001_onshellkernel_validated_anchored_prod_v2,mode_a_fixed_muB_phase_scaled,approved,,False,data/outputs/results/relaxtime/transport/phase_guided/mode_a_fixed_muB_phase_scaled/first_canonical_v2_p128_xi001_onshellkernel_validated_anchored_prod_v2,data/outputs/figures/relaxtime/transport/phase_guided/mode_a_fixed_muB_phase_scaled/first_canonical_v2_p128_xi001_onshellkernel_validated_anchored_prod_v2,versioned_candidate_not_default,semantic_split_expected,f9296e849a34d0ee8030da33648b92bf83b25d53fe9b76ee1058ad9ef19e6e30,3c5f6b3c9bd535cff7657364dadb2efc31f2ea48,3c5f6b3c9bd535cff7657364dadb2efc31f2ea48
first_canonical_v2_p128_xi001_onshellkernel_validated_anchored_prod_v2,mode_b_fixed_T_sparse_muB,approved,,False,data/outputs/results/relaxtime/transport/phase_guided/mode_b_fixed_T_sparse_muB/first_canonical_v2_p128_xi001_onshellkernel_validated_anchored_prod_v2,data/outputs/figures/relaxtime/transport/phase_guided/mode_b_fixed_T_sparse_muB/first_canonical_v2_p128_xi001_onshellkernel_validated_anchored_prod_v2,versioned_candidate_not_default,semantic_split_expected,0b31a6ab8b802864479588be102e3ab4fb3d22b34388e259bf1ca3dacc4a3f2d,3c5f6b3c9bd535cff7657364dadb2efc31f2ea48,3c5f6b3c9bd535cff7657364dadb2efc31f2ea48
