T_MeV,meson,mass_ref,gamma_ref,threshold_ref,stable_density,density_current,density_gbu,density_tail_shifted,density_gbu_tail_shifted,current_over_stable,gbu_over_stable,tail_shifted_over_stable,gbu_tail_shifted_over_stable,q_integral_current,q_integral_gbu,q_integral_tail_shifted,q_integral_gbu_tail_shifted,q0_shell_current,q0_shell_gbu,q0_shell_tail_shifted,q0_shell_gbu_tail_shifted,qmax,q_nodes,omega_min,omega_max,omega_nodes,eta
208.0,pi,0.8453988732731724,0.07256096460410094,0.8042267073873247,0.34465191566583037,2.825152056795388,0.2618159235644508,-278.31225211636354,-174.54847573944295,8.19711694141464,0.7596531795236091,-807.5169162448851,-506.4485871266205,0.9926529503167065,0.09199234014361166,-97.78853407485953,-61.329817274536495,9.189767897887163e-7,1.0138669020416733e-6,9.189749831315669e-7,1.0138668215521884e-6,12.0,48,0.05,10.0,48,1.0e-6
208.0,K,2.5315894049371632,0.21180203708310893,2.4538439205892284,0.19596136448944404,3.866937311158646,0.20315084823571838,-274.9127107665252,-130.3081950063639,19.733161795609707,1.0366882715121206,-1402.8924093419143,-664.9688082437458,1.0190230437451604,0.053534717284192304,-72.44554662966561,-34.33907581515357,2.5309037798367623e-8,1.0496904271371187e-7,2.530744322745804e-8,1.0496902857347703e-7,12.0,48,0.05,10.0,48,1.0e-6
210.0,pi,0.909686481009134,0.17433872030007808,0.6980303235506904,0.3469980581545762,2.815666556480828,0.2483796760526694,-271.79701753703927,-162.69007563236923,8.114358251614599,0.7157955792998255,-783.2810909159689,-468.85010393889917,0.9988327929314321,0.0881104919785559,-96.41758663222696,-57.71286456206192,8.442630384032771e-7,9.459541730898797e-7,8.442612115598903e-7,9.459540900358856e-7,12.0,48,0.05,10.0,48,1.0e-6
210.0,K,2.572283695554165,0.3408672502723144,2.376754001793583,0.19974968201368065,3.869794134444879,0.19856039692190347,-270.7194489970123,-123.58395342592483,19.37321799681183,0.9940461227282669,-1355.2935167049277,-618.6941184590256,1.0295814168266477,0.05282815769677653,-72.02649654665848,-32.880235341913,2.4952766069647397e-8,1.0194024342303488e-7,2.4951153707260122e-8,1.0194022697806594e-7,12.0,48,0.05,10.0,48,1.0e-6
212.0,pi,0.9740069109697355,0.24189142422807122,0.6116056058989852,0.3492028016352554,2.8092047411470795,0.2381537991278236,-265.94556126371737,-152.44271352712246,8.044622574595813,0.6819928076538653,-761.5791168293639,-436.54493266737836,1.0060313832332899,0.08528755218496316,-95.24032796329504,-54.59272928996445,7.936376575587178e-7,8.641985399904633e-7,7.936358115556954e-7,8.641984448586629e-7,12.0,48,0.05,10.0,48,1.0e-6
212.0,K,2.6069453759028143,0.42656959113794474,2.3110898056020854,0.20430314400947988,3.8759709783901615,0.1949372092895085,-267.38690788798357,-117.96493959379724,18.971665840885503,0.9541566784721787,-1308.7752965543034,-577.4014891729887,1.0410459909651493,0.05235813202736239,-71.81737687029,-31.684171043400077,2.1502082416703224e-8,9.876393184083411e-8,2.1500452011836514e-8,9.876391392913866e-8,12.0,48,0.05,10.0,48,1.0e-6
