T_MeV,meson,mass_ref,gamma_ref,threshold_ref,current_raw,current_tailnorm,current_lownorm,gbu_raw,gbu_tailnorm,gbu_lownorm,current_tailnorm_over_raw,current_lownorm_over_raw,gbu_tailnorm_over_raw,gbu_lownorm_over_raw,qmax,q_nodes,omega_min,omega_max,omega_nodes,eta
208.0,pi,0.8453988732731724,0.07256096460410094,0.8042267073873247,2.825152056795388,-278.31225211636354,2.1801165451513236,0.2618159235644509,-174.54847573944295,0.24745453023226133,-98.51230890278426,0.7716811347932409,-666.6839562815002,0.9451469829005483,12.0,48,0.05,10.0,48,1.0e-6
208.0,K,2.5315894049371632,0.21180203708310893,2.4538439205892284,3.866937311158646,-274.9127107665251,2.8842827678765395,0.20315084823571838,-130.30819500636397,0.1876261061961175,-71.09313874140703,0.7458829910569006,-641.435643208173,0.9235802253624492,12.0,48,0.05,10.0,48,1.0e-6
210.0,pi,0.909686481009134,0.17433872030007808,0.6980303235506904,2.8156665564808274,-271.7970175370393,2.173609859061984,0.24837967605266953,-162.69007563236923,0.23442050538906983,-96.53025743103116,0.7719699103073765,-655.0055874856298,0.9437990624456745,12.0,48,0.05,10.0,48,1.0e-6
210.0,K,2.572283695554165,0.3408672502723144,2.376754001793583,3.8697941344448785,-270.71944899701225,2.8818808227679655,0.19856039692190347,-123.58395342592483,0.18322681650721725,-69.95706737662078,0.7447116623379169,-622.3998105449602,0.9227762401144014,12.0,48,0.05,10.0,48,1.0e-6
212.0,pi,0.9740069109697355,0.24189142422807122,0.6116056058989852,2.80920474114708,-265.9455612637173,2.1695117728709703,0.2381537991278235,-152.4427135271224,0.22457832128980934,-94.66934088795678,0.7722868116707989,-640.101959680695,0.9429970133261328,12.0,48,0.05,10.0,48,1.0e-6
212.0,K,2.6069453759028143,0.42656959113794474,2.3110898056020854,3.8759709783901615,-267.38690788798357,2.8815434340500414,0.19493720928950842,-117.9649395937973,0.1797758074951398,-68.98578688508125,0.7434378250290348,-605.1432665100034,0.9222241774691057,12.0,48,0.05,10.0,48,1.0e-6
