T_MeV,meson,mass_ref,gamma_ref,threshold_ref,density_current_byparts,density_current_derivative,density_gbu_byparts,density_gbu_derivative,current_abs_diff,current_rel_diff,gbu_abs_diff,gbu_rel_diff,qmax,q_nodes,omega_min,omega_max,omega_nodes,eta
208.0,pi,0.8453988732731724,0.07256096460410094,0.8042267073873247,2.825152056795388,2.2607615801488095,0.2618159235644509,0.23719624760225388,0.5643904766465786,0.19977348663022942,0.024619675962196996,0.09403429564946382,12.0,48,0.05,10.0,48,1.0e-6
208.0,K,2.5315894049371632,0.21180203708310893,2.4538439205892284,3.866937311158646,2.9978264102801426,0.20315084823571838,0.1973635461339565,0.8691109008785034,0.22475432905792123,0.005787302101761871,0.028487708281910763,12.0,48,0.05,10.0,48,1.0e-6
210.0,pi,0.909686481009134,0.17433872030007808,0.6980303235506904,2.8156665564808274,2.2538850383446514,0.24837967605266953,0.2340294040632594,0.561781518136176,0.19951990296689145,0.014350271989410135,0.057775548376056036,12.0,48,0.05,10.0,48,1.0e-6
210.0,K,2.572283695554165,0.3408672502723144,2.376754001793583,3.8697941344448785,2.9950303923855666,0.19856039692190347,0.19474164153901927,0.874763742059312,0.226049167389313,0.0038187553828842036,0.019232210662764603,12.0,48,0.05,10.0,48,1.0e-6
212.0,pi,0.9740069109697355,0.24189142422807122,0.6116056058989852,2.80920474114708,2.249504412552402,0.2381537991278235,0.22553417493707328,0.559700328594678,0.1992379979987276,0.012619624190750217,0.05298938852525686,12.0,48,0.05,10.0,48,1.0e-6
212.0,K,2.6069453759028143,0.42656959113794474,2.3110898056020854,3.8759709783901615,2.9943972059740105,0.19493720928950842,0.19201471242893492,0.881573772416151,0.22744591673447004,0.002922496860573498,0.01499199086323838,12.0,48,0.05,10.0,48,1.0e-6
