T_MeV,T_fm,converged,status,error,meson,omega,q,xi,temperature,eta,fd_step,scheme,reD,imD,phase,weighted_phase,dReD_domega,dImD_domega,dReD_fd,dImD_fd,dphase_ad,dphase_formula,dphase_fd,dphase_raw_fd,dphase_abs_diff,dphase_formula_abs_diff,dphase_raw_fd_abs_diff,dweighted_ad,dweighted_fd,dweighted_abs_diff
208.0,1.0540879892773143,true,ok,,pi,0.3,0.0,0.1,1.0540879892773143,1.0e-6,1.0e-5,phase_shift_current,8.942203112992068,-7.340361621001158e-6,-8.208672435917661e-7,-8.208672435917661e-7,7.445863107332292,-3.739534556276152e-5,7.445863110699945,-3.7395345585056886e-5,-3.4983862525120186e-6,-3.498386252512013e-6,-3.4983862546961477e-6,-3.498386253561344e-6,2.1841290881203113e-15,5.505714157152952e-21,1.049325167365835e-15,-3.4983862525120186e-6,-3.498386253561344e-6,1.049325167365835e-15
208.0,1.0540879892773143,true,ok,,pi,0.6,0.0,0.1,1.0540879892773143,1.0e-6,1.0e-5,phase_shift_current,14.732049268085797,-4.175690763183894e-5,-2.8344262819012946e-6,-2.8344262819012946e-6,44.60964612896081,-0.00033198948121318083,44.60964620074392,-0.00033198948222402843,-1.3952351370574465e-5,-1.3952351370574503e-5,-1.3952351425379078e-5,-1.3952351391809323e-5,5.48046139448987e-14,3.8963515573697816e-20,2.1234858489649344e-14,-1.3952351370574465e-5,-1.3952351391809323e-5,2.1234858489649344e-14
208.0,1.0540879892773143,true,ok,,pi,1.0,0.0,0.1,1.0540879892773143,1.0e-6,1.0e-5,phase_shift_current,-14.436227877518936,-8.122321497847521e-5,-3.1415870272436544,-3.1415870272436544,141.55516364856044,0.001390989584566874,141.55516495479858,0.001390989601384167,-4.118466687847446e-5,-4.118466687847442e-5,-4.118466753432061e-5,-4.118465568581087e-5,6.558461523972943e-13,3.3881317890172014e-20,1.1192663590116163e-11,-4.118466687847446e-5,-4.118465568581087e-5,1.1192663590116163e-11
208.0,1.0540879892773143,true,ok,,pi,0.3,0.5,0.1,1.0540879892773143,1.0e-6,1.0e-5,phase_shift_current,6.323022811241631,0.32455132469701753,0.05128350180201439,0.05128350180201439,8.238592739022208,-0.3311822675728146,5.0788245565147605,1.0770024365808206,-0.11894239993470437,-0.11894239993470444,0.1287626114242573,0.1287626114305357,0.24770501135896167,6.938893903907228e-17,0.24770501136524006,-0.11894239993470437,0.1287626114305357,0.24770501136524006
208.0,1.0540879892773143,true,ok,,pi,0.6,0.5,0.1,1.0540879892773143,1.0e-6,1.0e-5,phase_shift_current,8.903286432470718,-1.1484481686147936e-5,-1.2899148840429422e-6,-1.2899148840429422e-6,13.916759426456297,-8.157761204135414e-5,13.916759434096091,-8.157761219122943e-5,-7.146369759301432e-6,-7.146369759301426e-6,-7.146369775028271e-6,-7.146369771388952e-6,1.5726838708813966e-14,5.929230630780102e-21,1.2087520146321449e-14,-7.146369759301432e-6,-7.146369771388952e-6,1.2087520146321449e-14
208.0,1.0540879892773143,true,ok,,pi,1.0,0.5,0.1,1.0540879892773143,1.0e-6,1.0e-5,phase_shift_current,-480.09982829065893,-0.07848027971119896,-3.14142918700558,-3.14142918700558,100149.22824431212,32.605841508079436,100149.65827236323,32.60612186290826,-0.03381544362040844,-0.03381544362040475,-0.03381588115358759,-0.033815588817986963,4.375331791525716e-7,3.6914915568786455e-15,1.451975785229931e-7,-0.03381544362040844,-0.033815588817986963,1.451975785229931e-7
208.0,1.0540879892773143,true,ok,,pi,0.3,1.0,0.1,1.0540879892773143,1.0e-6,1.0e-5,phase_shift_current,3.2312605748761296,0.249554588867121,0.0770783352717133,0.0770783352717133,2.0095728898734886,0.05741706420860443,1.203466516463969,0.9260637302499485,-0.030082732732421767,-0.030082732732421746,0.25630200885601706,0.2563020088351686,0.28638474158843885,2.0816681711721685e-17,0.2863847415675904,-0.030082732732421767,0.2563020088351686,0.2863847415675904
208.0,1.0540879892773143,true,ok,,pi,0.6,1.0,0.1,1.0540879892773143,1.0e-6,1.0e-5,phase_shift_current,3.906804014961908,0.5952824879382356,0.15120767676559535,0.15120767676559535,6.41284467665264,0.8568744414368056,3.7490846304555343,1.4668687484120644,-0.030082552389850026,-0.030082552389850102,0.2240441189400828,0.2240441189141351,0.25412667132993283,7.632783294297951e-17,0.25412667130398514,-0.030082552389850026,0.2240441189141351,0.25412667130398514
208.0,1.0540879892773143,true,ok,,pi,1.0,1.0,0.1,1.0540879892773143,1.0e-6,1.0e-5,phase_shift_current,7.961858755441805,1.6980263102249394e-20,2.132700870967304e-21,2.132700870967304e-21,-2.629572780368322e-10,-0.0005258805955474645,-2.142952482131477e-6,-0.0005258807146321415,-6.604997798887514e-5,-6.60499779888752e-5,-6.604999294576915e-5,-6.604999250950891e-5,1.4956894013248845e-11,6.776263578034403e-20,1.4520633773076191e-11,-6.604997798887514e-5,-6.604999250950891e-5,1.4520633773076191e-11
208.0,1.0540879892773143,true,ok,,K,0.3,0.0,0.1,1.0540879892773143,1.0e-6,1.0e-5,phase_shift_current,1.437629857538863,-5.867510866110371e-8,-4.081377995414757e-8,-4.081377995414757e-8,0.1908236888077864,-1.780720055956556e-7,0.19082368889478116,-1.780720055629416e-7,-1.1844757442790684e-7,-1.1844757442790681e-7,-1.1844757440268156e-7,-1.1844757440026074e-7,2.5225276443943505e-17,2.6469779601696886e-23,2.7646096607196295e-17,-1.1844757442790684e-7,-1.1844757440026074e-7,2.7646096607196295e-17
208.0,1.0540879892773143,true,ok,,K,0.6,0.0,0.1,1.0540879892773143,1.0e-6,1.0e-5,phase_shift_current,1.890951217260063,1.0770283580116759e-7,5.69569615641518e-8,5.69569615641518e-8,83.4246625879977,5.682512318080099e-5,83.42508336059983,5.682551911392056e-5,2.7538260852507336e-5,2.7538260852507336e-5,2.7538457561543115e-5,2.7538400543778022e-5,1.9670903577892473e-10,0.0,1.3969127068662736e-10,2.7538260852507336e-5,2.7538400543778022e-5,1.3969127068662736e-10
208.0,1.0540879892773143,true,ok,,K,1.0,0.0,0.1,1.0540879892773143,1.0e-6,1.0e-5,phase_shift_current,1.4262364172792732,-0.1854113731640341,-0.12927544457779439,-0.12927544457779439,0.5289301234115709,0.29161021795714276,-0.072073399248751,0.2545803248210632,0.2484737207848467,0.24847372078484678,0.16907122068445732,0.1690712206764422,0.07940250010038938,8.326672684688674e-17,0.0794025001084045,0.2484737207848467,0.1690712206764422,0.0794025001084045
208.0,1.0540879892773143,true,ok,,K,0.3,0.5,0.1,1.0540879892773143,1.0e-6,1.0e-5,phase_shift_current,1.238003787684747,-0.3049516386934256,-0.241517130848104,-0.241517130848104,-0.7198263229752458,0.45020600040674075,-0.6417463634500464,1.4118123006695569,0.207821332809089,0.20782133280908896,0.9547740532491402,0.9547740526805181,0.7469527204400512,2.7755575615628914e-17,0.7469527198714291,0.207821332809089,0.9547740526805181,0.7469527198714291
208.0,1.0540879892773143,true,ok,,K,0.6,0.5,0.1,1.0540879892773143,1.0e-6,1.0e-5,phase_shift_current,1.2121672681986881,-0.057884238060572905,-0.04771643444689727,-0.04771643444689727,-0.2691999205444181,0.02450498891954058,0.22578522799188147,0.564123588115209,0.00958899470856441,0.009588994708564407,0.4731999191765732,0.47319991914873677,0.46361092446800883,3.469446951953614e-18,0.4636109244401724,0.00958899470856441,0.47319991914873677,0.4636109244401724
208.0,1.0540879892773143,true,ok,,K,1.0,0.5,0.1,1.0540879892773143,1.0e-6,1.0e-5,phase_shift_current,1.5195551426355003,0.15654338296993242,0.1026570753127861,0.1026570753127861,2.2904273630919123,0.310884542356607,2.8362872506071386,0.9300436361547869,0.04879037456040705,0.04879037456040714,0.41535388904256204,0.41535388772551135,0.36656351448215496,9.020562075079397e-17,0.36656351316510427,0.04879037456040705,0.41535388772551135,0.36656351316510427
208.0,1.0540879892773143,true,ok,,K,0.3,1.0,0.1,1.0540879892773143,1.0e-6,1.0e-5,phase_shift_current,1.359131915624106,0.027464889838502555,0.020204920515628406,0.020204920515628406,-2.8631436847356677,-0.13083022710143835,0.5626106696077215,-2.0252474295403413,-0.053668798438438546,-0.05366879843843856,-1.4978569367518435,-1.4978569376856985,1.444188138313405,1.3877787807814457e-17,1.44418813924726,-0.053668798438438546,-1.4978569376856985,1.44418813924726
208.0,1.0540879892773143,true,ok,,K,0.6,1.0,0.1,1.0540879892773143,1.0e-6,1.0e-5,phase_shift_current,1.1448520360971786,-0.04939315557106088,-0.04311696335789341,-0.04311696335789341,-0.49199018017427376,0.04608865791122545,-0.05136235090574814,0.3485133265500317,0.021676327477376814,0.02167632747737682,0.3019202137950483,0.30192021376988787,0.2802438863176715,6.938893903907228e-18,0.28024388629251107,0.021676327477376814,0.30192021376988787,0.28024388629251107
208.0,1.0540879892773143,true,ok,,K,1.0,1.0,0.1,1.0540879892773143,1.0e-6,1.0e-5,phase_shift_current,0.9112473277225919,0.5290895311217633,0.5260485107779626,0.5260485107779626,0.34849062320660146,-0.2597039921594644,0.36380537266067486,0.2332596099753614,-0.37920786630882675,-0.3792078663088267,0.01807749977811019,0.17628775516274894,0.39728536608693693,5.551115123125783e-17,0.5554956214715757,-0.37920786630882675,0.17628775516274894,0.5554956214715757
210.0,1.064223450712673,true,ok,,pi,0.3,0.0,0.1,1.064223450712673,1.0e-6,1.0e-5,phase_shift_current,7.649125857984498,-5.610995524931419e-6,-7.335472875078144e-7,-7.335472875078144e-7,5.706460983390581,-2.771167275770048e-5,5.706460985033245,-2.7711672771884768e-5,-3.0756081438370577e-6,-3.0756081438370564e-6,-3.0756081455338925e-6,-3.0756081446794222e-6,1.696834845213175e-15,1.2705494208814505e-21,8.423645251655083e-16,-3.0756081438370577e-6,-3.0756081446794222e-6,8.423645251655083e-16
210.0,1.064223450712673,true,ok,,pi,0.6,0.0,0.1,1.064223450712673,1.0e-6,1.0e-5,phase_shift_current,11.880844808885477,-2.8677751119302454e-5,-2.413780465998442e-6,-2.413780465998442e-6,31.199263011017464,-0.0002068176347276021,31.19926305368281,-0.00020681763525428603,-1.1069032988192398e-5,-1.1069032988192414e-5,-1.1069033023854788e-5,-1.1069033002609275e-5,3.566238931495668e-14,1.5246593050577406e-20,1.4416876844896773e-14,-1.1069032988192398e-5,-1.1069033002609275e-5,1.4416876844896773e-14
210.0,1.064223450712673,true,ok,,pi,1.0,0.0,0.1,1.064223450712673,1.0e-6,1.0e-5,phase_shift_current,-12.950804395297501,6.757537631674272,2.6606691879848356,2.6606691879848356,36.45793007281088,-39.95470418780614,83.33419940926845,-42.5047176885851,1.2703627647664282,1.2703627647664348,-0.05934600194157423,-0.05934600129098299,1.3297087667080023,6.661338147750939e-15,1.3297087660574112,1.2703627647664282,-0.05934600129098299,1.3297087660574112
210.0,1.064223450712673,true,ok,,pi,0.3,0.5,0.1,1.064223450712673,1.0e-6,1.0e-5,phase_shift_current,5.626680429275445,0.22155838766554067,0.03935606225847814,0.03935606225847814,6.203141242756205,-0.3119494057567646,3.9515954984636887,0.7116061180936771,-0.09869863501703455,-0.0986986350170345,0.09866310846966042,0.09866310847483904,0.19736174348669497,4.163336342344337e-17,0.19736174349187358,-0.09869863501703455,0.09866310847483904,0.19736174349187358
210.0,1.064223450712673,true,ok,,pi,0.6,0.5,0.1,1.064223450712673,1.0e-6,1.0e-5,phase_shift_current,7.649344956259312,-9.184545269131173e-6,-1.2006969644650713e-6,-1.2006969644650713e-6,10.942088998233999,-6.0757045857781454e-5,10.94208900327409,-6.075704596277941e-5,-6.225227530581509e-6,-6.225227530581509e-6,-6.225227543516778e-6,-6.225227540787093e-6,1.2935268836416179e-14,0.0,1.0205584038177739e-14,-6.225227530581509e-6,-6.225227540787093e-6,1.0205584038177739e-14
210.0,1.064223450712673,true,ok,,pi,1.0,0.5,0.1,1.064223450712673,1.0e-6,1.0e-5,phase_shift_current,-1020.9939069978494,-0.4061253777826012,-3.1411948790746083,-3.1411948790746083,735983.6155855972,584.225426899894,736020.8622482844,584.2848833952169,-0.28547657088883993,-0.2854765708888422,-0.285520293690692,-0.2854910186034232,4.372280185205302e-5,2.275957200481571e-15,1.4447714583254445e-5,-0.28547657088883993,-0.2854910186034232,1.4447714583254445e-5
210.0,1.064223450712673,true,ok,,pi,0.3,1.0,0.1,1.064223450712673,1.0e-6,1.0e-5,phase_shift_current,3.047048451411677,0.20190393225457542,0.06616541010916734,0.06616541010916734,1.6679171617655806,0.004635428467598651,1.068723917385661,0.7363020680897779,-0.034597891222108504,-0.0345978912221085,0.21744878504059803,0.21744878502538698,0.25204667626270655,6.938893903907228e-18,0.2520466762474955,-0.034597891222108504,0.21744878502538698,0.2520466762474955
210.0,1.064223450712673,true,ok,,pi,0.6,1.0,0.1,1.064223450712673,1.0e-6,1.0e-5,phase_shift_current,3.638116616036664,0.46490682014668716,0.12709893033379424,0.12709893033379424,5.040719771353442,0.42761874860375504,3.229587297393088,1.0564264305013005,-0.05855904833487997,-0.05855904833487995,0.1740960464192128,0.17409604640833407,0.2326550947540928,2.0816681711721685e-17,0.23265509474321405,-0.05855904833487997,0.17409604640833407,0.23265509474321405
210.0,1.064223450712673,true,ok,,pi,1.0,1.0,0.1,1.064223450712673,1.0e-6,1.0e-5,phase_shift_current,6.890905141719591,-1.9249421531991703e-19,-2.793453274439953e-20,-2.793453274439953e-20,-2.640098996737499e-10,-0.0005284047877780807,-2.8721913736262646e-6,-0.0005284049968190968,-7.668147752883163e-5,-7.668147752883156e-5,-7.668150786461646e-5,-7.668150727661093e-5,3.0335784828149776e-11,6.776263578034403e-20,2.9747779299550345e-11,-7.668147752883163e-5,-7.668150727661093e-5,2.9747779299550345e-11
210.0,1.064223450712673,true,ok,,K,0.3,0.0,0.1,1.064223450712673,1.0e-6,1.0e-5,phase_shift_current,1.3704132780999927,-5.28925379208912e-8,-3.8596048919070564e-8,-3.8596048919070564e-8,0.18853012974423922,-1.5871844605457098e-7,0.18853012985209358,-1.587184460187685e-7,-1.1050821702064195e-7,-1.1050821702064196e-7,-1.1050821699147907e-7,-1.1050821698934896e-7,2.916288115282253e-17,1.3234889800848443e-23,3.1292983726709884e-17,-1.1050821702064195e-7,-1.1050821698934896e-7,3.1292983726709884e-17
210.0,1.064223450712673,true,ok,,K,0.6,0.0,0.1,1.064223450712673,1.0e-6,1.0e-5,phase_shift_current,1.7267981930874858,-0.24363929187709923,-0.14016785690864625,-0.14016785690864625,3.347984423573631,-0.4618536429247939,-63.49133403599216,17.54949021683244,0.005975458793462729,0.005975458793462663,4.878167449764073,4.878149428844125,4.8721919909706095,6.591949208711867e-17,4.872173970050662,0.005975458793462729,4.878149428844125,4.872173970050662
210.0,1.064223450712673,true,ok,,K,1.0,0.0,0.1,1.064223450712673,1.0e-6,1.0e-5,phase_shift_current,1.3449960125562705,-0.18633206731382002,-0.13766103651393635,-0.13766103651393635,0.4942915469806335,0.2749500291481206,-0.09201009754100652,0.24697476069535093,0.2505291329615083,0.25052913296150836,0.17086827682132308,0.17086827681506153,0.07966085614018523,5.551115123125783e-17,0.07966085614644677,0.2505291329615083,0.17086827681506153,0.07966085614644677
210.0,1.064223450712673,true,ok,,K,0.3,0.5,0.1,1.064223450712673,1.0e-6,1.0e-5,phase_shift_current,1.1765407970652335,-0.28459726077526637,-0.23733433493105258,-0.23733433493105258,-0.6612137432191099,0.4026675274859483,-0.5724374613769179,1.2929712993964282,0.19489940464404373,0.19489940464404376,0.9270261407721827,0.9270261402669066,0.7321267361281389,2.7755575615628914e-17,0.7321267356228628,0.19489940464404373,0.9270261402669066,0.7321267356228628
210.0,1.064223450712673,true,ok,,K,0.6,0.5,0.1,1.064223450712673,1.0e-6,1.0e-5,phase_shift_current,1.1544348442220274,-0.05511172781122874,-0.04770292427577528,-0.04770292427577528,-0.23956832727780716,0.018780746775283158,0.21315597321658328,0.5269242499529592,0.006347055131502393,0.006347055131502391,0.4641915081518298,0.46419150812500304,0.4578444530203274,1.734723475976807e-18,0.45784445299350063,0.006347055131502393,0.46419150812500304,0.45784445299350063
210.0,1.064223450712673,true,ok,,K,1.0,0.5,0.1,1.064223450712673,1.0e-6,1.0e-5,phase_shift_current,1.453378133708463,0.14875709497729345,0.1019974564925757,0.1019974564925757,2.4541689453503786,0.3648504209350022,2.957674192560766,0.951043678905361,0.07739305788212333,0.07739305788212329,0.44145187268114505,0.4414518709423831,0.3640588147990217,4.163336342344337e-17,0.3640588130602598,0.07739305788212333,0.4414518709423831,0.3640588130602598
210.0,1.064223450712673,true,ok,,K,0.3,1.0,0.1,1.064223450712673,1.0e-6,1.0e-5,phase_shift_current,1.2912400712913248,0.04848429815025107,0.03753100022515138,0.03753100022515138,-2.556115567669832,-0.21038462275989714,0.7332120206982039,-1.8393450442497765,-0.08847689043470455,-0.08847689043470457,-1.4437654093347863,-1.4437654100737938,1.3552885189000816,1.3877787807814457e-17,1.3552885196390891,-0.08847689043470455,-1.4437654100737938,1.3552885196390891
210.0,1.064223450712673,true,ok,,K,0.6,1.0,0.1,1.064223450712673,1.0e-6,1.0e-5,phase_shift_current,1.095391586601963,-0.047455063708039216,-0.0432953924593102,-0.0432953924593102,-0.4710931380499007,0.04301386704976175,-0.06314850671262917,0.32635140285001973,0.020597752453973092,0.020597752453973096,0.2948803168931473,0.29488031686730753,0.2742825644391742,3.469446951953614e-18,0.27428256441333443,0.020597752453973092,0.29488031686730753,0.27428256441333443
210.0,1.064223450712673,true,ok,,K,1.0,1.0,0.1,1.064223450712673,1.0e-6,1.0e-5,phase_shift_current,0.8672316584677106,0.5042389249722655,0.5266569789123944,0.5266569789123944,0.3151389654728952,-0.235428203054196,0.33217627307680075,0.2171814726916604,-0.36078598356259967,-0.3607859835625996,0.020718925572382533,0.1733155503343131,0.3815049091349822,5.551115123125783e-17,0.5341015338969127,-0.36078598356259967,0.1733155503343131,0.5341015338969127
212.0,1.074358912148032,true,ok,,pi,0.3,0.0,0.1,1.074358912148032,1.0e-6,1.0e-5,phase_shift_current,6.5826928156566105,-4.305923552698822e-6,-6.541279797314529e-7,-6.541279797314529e-7,4.392600818727229,-2.067757314800474e-5,4.392600820235515,-2.0677573157656053e-5,-2.7047061965780023e-6,-2.704706196578005e-6,-2.7047061978942894e-6,-2.7047061972440247e-6,1.3162870824508146e-15,2.541098841762901e-21,6.6602242994253e-16,-2.7047061965780023e-6,-2.7047061972440247e-6,6.6602242994253e-16
212.0,1.074358912148032,true,ok,,pi,0.6,0.0,0.1,1.074358912148032,1.0e-6,1.0e-5,phase_shift_current,9.735412725853761,-2.0251386227542166e-5,-2.0801774714422267e-6,-2.0801774714422267e-6,22.68832082034735,-0.0001362668933614327,22.6883208512163,-0.00013626689368881052,-9.149191927846878e-6,-9.14919192784688e-6,-9.149191954878596e-6,-9.149191939746503e-6,2.7031718199564334e-14,1.6940658945086007e-21,1.189962536873087e-14,-9.149191927846878e-6,-9.149191939746503e-6,1.189962536873087e-14
212.0,1.074358912148032,true,ok,,pi,1.0,0.0,0.1,1.074358912148032,1.0e-6,1.0e-5,phase_shift_current,-11.442519679923164,13.775700889946044,2.263937467901085,2.263937467901085,-0.5955499607741785,-81.29862588170016,36.90708763235406,-130.9590269183758,2.9262917295165845,2.9262917295165995,3.0872359338239272,3.0872359072509066,0.1609442043073428,1.509903313490213e-14,0.16094417773432212,2.9262917295165845,3.0872359072509066,0.16094417773432212
212.0,1.074358912148032,true,ok,,pi,0.3,0.5,0.1,1.074358912148032,1.0e-6,1.0e-5,phase_shift_current,5.015343044095035,0.15245675343101697,0.03038871304680313,0.03038871304680313,4.700661674354467,-0.2633502764540803,3.088952634344721,0.4752984506056767,-0.08092493014835056,-0.08092493014835057,0.07597648681555029,0.0759764868196039,0.15690141696390086,1.3877787807814457e-17,0.15690141696795445,-0.08092493014835056,0.0759764868196039,0.15690141696795445
212.0,1.074358912148032,true,ok,,pi,0.6,0.5,0.1,1.074358912148032,1.0e-6,1.0e-5,phase_shift_current,6.604069243747899,-7.325847984066413e-6,-1.1092930303537957e-6,-1.1092930303537957e-6,8.609152500277563,-4.5309578004215314e-5,8.60915250369132,-4.5309578078018535e-5,-5.414768352438187e-6,-5.414768352438189e-6,-5.414768363040194e-6,-5.414768360970479e-6,1.0602007315954013e-14,2.541098841762901e-21,8.532292473733497e-15,-5.414768352438187e-6,-5.414768360970479e-6,8.532292473733497e-15
212.0,1.074358912148032,true,ok,,pi,1.0,0.5,0.1,1.074358912148032,1.0e-6,1.0e-5,phase_shift_current,18.426841609725717,31.91010455844266,1.04711449011926,1.04711449011926,-300.87880821028705,356.31202101855826,-492.449439531839,318.0535296909426,11.906569843635339,11.90656984363533,15.889514837737824,15.889515097533556,3.9829449941024855,8.881784197001252e-15,3.982945253898217,11.906569843635339,15.889515097533556,3.982945253898217
212.0,1.074358912148032,true,ok,,pi,0.3,1.0,0.1,1.074358912148032,1.0e-6,1.0e-5,phase_shift_current,2.8666421115568363,0.1644910288199956,0.057318229648692355,0.057318229648692355,1.3966522190636201,-0.025115534684366045,0.9420876847299197,0.5894943726894586,-0.03659735570863956,-0.03659735570863956,0.18616874877170356,0.18616874875969355,0.22276610448034312,0.0,0.22276610446833311,-0.03659735570863956,0.18616874875969355,0.22276610446833311
212.0,1.074358912148032,true,ok,,pi,0.6,1.0,0.1,1.074358912148032,1.0e-6,1.0e-5,phase_shift_current,3.380292847751389,0.3658708151838485,0.10781670417641359,0.10781670417641359,4.031892779718184,0.19435375701629928,2.7653130167504254,0.7629007871629011,-0.07077527794004543,-0.07077527794004548,0.13555778992520817,0.13555778992160872,0.2063330678652536,5.551115123125783e-17,0.20633306786165415,-0.07077527794004543,0.13555778992160872,0.20633306786165415
212.0,1.074358912148032,true,ok,,pi,1.0,1.0,0.1,1.074358912148032,1.0e-6,1.0e-5,phase_shift_current,5.9945157446394655,-2.9103900118961355e-20,-4.855087776687754e-21,-4.855087776687754e-21,-2.654030850361694e-10,-0.0005308643778725665,-3.821876148890624e-6,-0.0005308647418936563,-8.855834240610449e-5,-8.855834240610453e-5,-8.855840313179204e-5,-8.855840234753264e-5,6.072568755352906e-11,4.0657581468206416e-20,5.994142815023314e-11,-8.855834240610449e-5,-8.855840234753264e-5,5.994142815023314e-11
212.0,1.074358912148032,true,ok,,K,0.3,0.0,0.1,1.074358912148032,1.0e-6,1.0e-5,phase_shift_current,1.3139273776854574,-4.8083284547591434e-8,-3.659508536331156e-8,-3.659508536331156e-8,0.18731818283510868,-1.4237272515877348e-7,0.1873181829203929,-1.4237272511961594e-7,-1.0313949048427838e-7,-1.0313949048427838e-7,-1.0313949045210117e-7,-1.0313949044991605e-7,3.217720671430457e-17,0.0,3.436232672509405e-17,-1.0313949048427838e-7,-1.0313949044991605e-7,3.436232672509405e-17
212.0,1.074358912148032,true,ok,,K,0.6,0.0,0.1,1.074358912148032,1.0e-6,1.0e-5,phase_shift_current,1.5433490636913212,-0.21683530883528174,-0.13958297009765994,-0.13958297009765994,0.18085622745895535,0.3905727840512928,-8.723623575146444,1.8745811690229484,0.26431493985986876,0.2643149398598687,0.41233701886914126,0.41233696692066774,0.1480220790092725,5.551115123125783e-17,0.14802202706079898,0.26431493985986876,0.41233696692066774,0.14802202706079898
212.0,1.074358912148032,true,ok,,K,1.0,0.0,0.1,1.074358912148032,1.0e-6,1.0e-5,phase_shift_current,1.2764424198769702,-0.18458666241401742,-0.14361468016017495,-0.14361468016017495,0.44803322583534366,0.26527865490330266,-0.1018625262916295,0.24303725045804467,0.25328819781165807,0.25328819781165807,0.175198110220785,0.17519811021382556,0.07809008759087308,0.0,0.07809008759783251,0.25328819781165807,0.17519811021382556,0.07809008759783251
212.0,1.074358912148032,true,ok,,K,0.3,0.5,0.1,1.074358912148032,1.0e-6,1.0e-5,phase_shift_current,1.1252427156527285,-0.26473815431207043,-0.23106975191662824,-0.23106975191662824,-0.6101684850379656,0.3583802640606485,-0.5091497528142419,1.1800924062277396,0.1809006949259741,0.18090069492597405,0.8928661236752774,0.8928661232379674,0.7119654287493034,5.551115123125783e-17,0.7119654283119934,0.1809006949259741,0.8928661232379674,0.7119654283119934
212.0,1.074358912148032,true,ok,,K,0.6,0.5,0.1,1.074358912148032,1.0e-6,1.0e-5,phase_shift_current,1.10696664351034,-0.05177940645984531,-0.04674187068877345,-0.04674187068877345,-0.21251298120584455,0.013286724397988193,0.20393282920139197,0.49254106167066763,0.003016282566692719,0.003016282566692717,0.45257376737818955,0.4525737673528179,0.4495574848114968,2.168404344971009e-18,0.44955748478612517,0.003016282566692719,0.4525737673528179,0.44955748478612517
212.0,1.074358912148032,true,ok,,K,1.0,0.5,0.1,1.074358912148032,1.0e-6,1.0e-5,phase_shift_current,1.4033309663479676,0.1425858636661836,0.10125780439390461,0.10125780439390461,2.776305466025979,0.44487289357552207,3.245786825034624,1.001959565587185,0.1148140967036057,0.11481409670360565,0.4740877958547554,0.47408779325630585,0.3592736991511497,5.551115123125783e-17,0.35927369655270014,0.1148140967036057,0.47408779325630585,0.35927369655270014
212.0,1.074358912148032,true,ok,,K,0.3,1.0,0.1,1.074358912148032,1.0e-6,1.0e-5,phase_shift_current,1.230654375563228,0.06889163667568883,0.05592131355309693,0.05592131355309693,-2.2591419014618834,-0.2746837212741382,0.8875192374580009,-1.648720088696237,-0.12006186609011962,-0.12006186609011962,-1.3757700483376833,-1.3757700488767342,1.2557081822475638,0.0,1.2557081827866146,-0.12006186609011962,-1.3757700488767342,1.2557081827866146
212.0,1.074358912148032,true,ok,,K,0.6,1.0,0.1,1.074358912148032,1.0e-6,1.0e-5,phase_shift_current,1.054602311655468,-0.04517554023892154,-0.04281039229931077,-0.04281039229931077,-0.454681646747959,0.03986678522060415,-0.0741650423963236,0.30666744147735125,0.019298686376396642,0.01929868637639664,0.287250071628154,0.2872500716018245,0.2679513852517574,3.469446951953614e-18,0.26795138522542783,0.019298686376396642,0.2872500716018245,0.26795138522542783
212.0,1.074358912148032,true,ok,,K,1.0,1.0,0.1,1.074358912148032,1.0e-6,1.0e-5,phase_shift_current,0.8328035273400807,0.4826806745205152,0.525273419483962,0.525273419483962,0.2885312538483244,-0.21813006324533188,0.3065926454270951,0.202648301636521,-0.34637158977753046,-0.3463715897775306,0.022427334858056435,0.16936495432114118,0.3687989246355869,1.1102230246251565e-16,0.5157365440986716,-0.34637158977753046,0.16936495432114118,0.5157365440986716
