T_MeV,meson,mass_ref,gamma_ref,threshold_ref,density_current_below,density_current_above,density_current_total,density_gbu_below,density_gbu_above,density_gbu_total,current_above_fraction,gbu_above_fraction,qmax,q_nodes,omega_min,omega_max,omega_nodes,eta
208.0,pi,0.8453988732731724,0.07256096460410094,0.8042267073873247,2.7301286404112926,0.09279681511224636,2.822925455523539,0.1631447017736459,0.09775051456382008,0.260895216337466,0.032872570166765626,0.3746734644508795,12.0,48,0.05,10.0,48,1.0e-6
208.0,K,2.5315894049371632,0.21180203708310893,2.4538439205892284,3.8246786543325,0.04127248453161109,3.8659511388641112,0.16577317570642838,0.03727713871708384,0.20305031442351223,0.010675893990666865,0.18358572269596707,12.0,48,0.05,10.0,48,1.0e-6
210.0,pi,0.909686481009134,0.17433872030007808,0.6980303235506904,2.7237580477790213,0.09061826675249623,2.8143763145315175,0.1579553498645777,0.09118665870740025,0.24914200857197796,0.0321983475644694,0.3660027436964976,12.0,48,0.05,10.0,48,1.0e-6
210.0,K,2.572283695554165,0.3408672502723144,2.376754001793583,3.8290208617562005,0.0413450646807745,3.870365926436975,0.16319174859805943,0.035341614378394254,0.1985333629764537,0.01068246916870633,0.17801347767722958,12.0,48,0.05,10.0,48,1.0e-6
212.0,pi,0.9740069109697355,0.24189142422807122,0.6116056058989852,2.7199413367879433,0.08863567448407696,2.8085770112720203,0.15349190142510719,0.08566522490210482,0.23915712632721203,0.03155892614955691,0.3581964134528805,12.0,48,0.05,10.0,48,1.0e-6
212.0,K,2.6069453759028143,0.42656959113794474,2.3110898056020854,3.8362344517111926,0.041571581874788474,3.877806033585981,0.16101011727224623,0.033900712886748174,0.1949108301589944,0.010720387124764301,0.17392934430115753,12.0,48,0.05,10.0,48,1.0e-6
