g_fm,m_fixed_fm,g_MeV,residual_re,residual_im,residual_norm,log10_residual_norm
0.0,2.7994813428314154,0.0,0.10220265460954828,-0.136038164012878,0.17015218093587078,-0.7691624799367064
0.01,2.7994813428314154,1.973269804,0.10171693956810712,-0.135605217004047,0.16951433766444843,-0.770793562916868
0.02,2.7994813428314154,3.946539608,0.10123199637838635,-0.1351714019798319,0.16887636010983578,-0.7724311402004516
0.03,2.7994813428314154,5.919809411999999,0.10074782503938463,-0.13473671894271516,0.16823824678596325,-0.7740752660893833
0.04,2.7994813428314154,7.893079216,0.10026442555011028,-0.13430116789519694,0.16759999620795785,-0.7757259955318938
0.05,2.7994813428314154,9.866349020000001,0.09978179790958216,-0.13386474883979566,0.1669616068921543,-0.7773833841328432
0.06,2.7994813428314154,11.839618823999999,0.0992999421168296,-0.13342746177904755,0.16632307735610505,-0.7790474881642541
0.07,2.7994813428314154,13.812888628000001,0.0988188581708926,-0.1329893067155069,0.1656844061185909,-0.780718364576057
0.08,2.7994813428314154,15.786158432,0.09833854607082203,-0.1325502836517462,0.1650455916996318,-0.7823960710070537
0.09,2.7994813428314154,17.759428235999998,0.09785900581568002,-0.13211039259035592,0.1644066326204976,-0.7840806657961024
0.1,2.7994813428314154,19.732698040000002,0.09738023740453983,-0.13166963353394479,0.163767527403719,-0.7857722079935329
0.11,2.7994813428314154,21.705967844,0.09690224083648655,-0.13122800648513966,0.16312827457309875,-0.7874707573727938
0.12,2.7994813428314154,23.679237647999997,0.09642501611061693,-0.13078551144658554,0.16248887265372264,-0.7891763744423417
0.13,2.7994813428314154,25.652507452000002,0.09594856322603984,-0.13034214842094585,0.1618493201719712,-0.7908891204577727
0.14,2.7994813428314154,27.625777256000003,0.09547288218187636,-0.12989791741090206,0.16120961565553085,-0.7926090574342103
0.15,2.7994813428314154,29.599047059999997,0.09499797297726001,-0.1294528184191541,0.1605697576334059,-0.7943362481589464
0.16,2.7994813428314154,31.572316864,0.09452383561133709,-0.12900685144842006,0.15992974463593004,-0.7960707562043513
0.17,2.7994813428314154,33.545586668,0.09405047008326708,-0.12856001650143645,0.15928957519477893,-0.7978126459410506
0.18,2.7994813428314154,35.518856471999996,0.09357787639222223,-0.1281123135809581,0.15864924784298148,-0.799561982551385
0.19,2.7994813428314154,37.492126276,0.09310605453738868,-0.1276637426897581,0.158008761114933,-0.8013188320431502
