iter,m_fm,g_fm,residual_norm
0,2.70993813393722,1.12312593592559,0.07040899838718381
1,2.70993813393722,1.1231259359255898,0.1250249456671923
2,2.70993813393722,1.1231259359255898,0.1250249456671923
3,2.70993813393722,1.1231259359255898,0.1250249456671923
4,2.70993813393722,1.1231259359255898,0.09293994239814309
5,2.665061279156451,1.5122884814283772,0.05053442753929636
6,2.665061279156451,1.5122884814283772,0.12366462697764402
7,2.665061279156451,1.512288481428377,0.10350834780939569
8,2.665061279156451,1.512288481428377,0.09329783596145783
9,2.665061279156451,1.512288481428377,0.08815828716873622
10,2.665061279156451,1.512288481428377,0.08557985945911147
11,2.665061279156451,1.512288481428377,0.08428848253661649
12,2.6649404042023708,1.5249012311646657,0.05013987975991351
13,2.6649404042023708,1.5249012311646657,0.08496326436263135
14,2.6649404042023708,1.5249012311646657,0.08430292439085972
15,2.6649404042023708,1.5249012311646657,0.0839726307080009
16,2.6649404042023708,1.5249012311646657,0.08380745287352279
17,2.6649404042023708,1.5249012311646657,0.0837248561993908
18,2.6649404042023708,1.5249012311646657,0.08368355592202079
19,2.6649404042023708,1.5249012311646657,0.08366290529812463
20,2.664939107568933,1.5250983328284393,0.050133666564809255
21,2.664939107568933,1.5250983328284393,0.09079710566272513
22,2.664939107568933,1.5250983328284393,0.08722483708918477
23,2.664939107568933,1.5250983328284393,0.08543870708729123
24,2.664939107568933,1.5250983328284393,0.08454564313266676
25,2.664939107568933,1.5250983328284393,0.08409911141343815
26,2.664939107568933,1.5250983328284393,0.08387584561788411
27,2.664939107568933,1.5250983328284393,0.08376421273606319
28,2.664939107568933,1.5250983328284393,0.0837083962991344
29,2.664939107568933,1.5250983328284393,0.08368048808166423
30,2.664939107568933,1.5250983328284393,0.0836665339731777
31,2.664939107568933,1.5250983328284393,0.0836595569189965
32,2.664939106849025,1.525161910264538,0.05013162122684701
33,2.664939106849025,1.525161910264538,0.08366304552968726
34,2.664939106849025,1.525161910264538,0.08365955696079926
35,2.664939106849025,1.525161910264538,0.08365781267635931
36,2.664939106849025,1.525161910264538,0.08365694053414009
37,2.664939106759039,1.5251698575392574,0.050131365558832776
38,2.664939106759039,1.5251698575392574,0.050129596216715464
39,2.664939106759039,1.5251698575392574,0.050130852612578373
40,2.664939106759039,1.5251698575392574,0.0836548019221729
41,2.664939106759039,1.5251698575392574,0.08365565311197928
42,2.664939106759039,1.5251698575392574,0.08365607876734411
43,2.664939106759039,1.5251698575392574,0.08365629161014655
44,2.664939106759039,1.5251698575392574,0.050131390238701036
45,2.664939106759039,1.5251698575392574,0.05013137789876601
46,2.664939106759039,1.5251698575392574,0.050131371728799216
47,2.664939106759039,1.5251698575392574,0.05013136864381597
48,2.664939106759039,1.5251698575392574,0.0501313671013243
49,2.664939106759039,1.5251698575392574,0.05013136633007857
50,2.664939106759039,1.5251698575392574,0.05013136594445576
51,2.664939106759039,1.5251698575392574,0.0501313657516443
52,2.664939106759039,1.5251698575392574,0.050131365655238534
53,2.664939106759039,1.5251698575392574,0.05013136560703559
54,2.664939106759039,1.5251698575392574,0.05013136558293418
55,2.664939106759039,1.5251698575392574,0.05013136557088347
56,2.664939106759039,1.5251698575392574,0.05013136556485822
57,2.664939106759039,1.5251698575392574,0.05013136556184544
58,2.664939106759039,1.5251698575392574,0.05013136556033912
59,2.664939106759039,1.5251698575392574,0.05013136555958593
60,2.664939106759039,1.5251698575392574,0.05013136555920939
61,2.664939106759039,1.5251698575392574,0.050131365559021174
62,2.664939106759039,1.5251698575392574,0.05013136555892704
63,2.664939106759039,1.5251698575392574,0.050131365558879884
64,2.664939106759039,1.5251698575392574,0.050131365558856285
65,2.664939106759039,1.5251698575392574,0.05013136555884457
66,2.664939106759039,1.5251698575392574,0.050131365558838646
67,2.664939106759039,1.5251698575392574,0.05013136555883578
68,2.664939106759039,1.5251698575392574,0.05013136555883426
69,2.664939106759039,1.5251698575392574,0.05013136555883352
70,2.664939106759039,1.5251698575392574,0.05013136555883318
71,2.664939106759039,1.5251698575392574,0.05013136555883299
72,2.664939106759039,1.5251698575392574,0.05013136555883296
73,2.664939106759039,1.5251698575392574,0.050131365558832755
74,2.6649391067590384,1.5251698575392576,0.050131365558832755
75,2.6649391067590384,1.5251698575392576,0.050131365558832755
76,2.6649391067590384,1.5251698575392576,0.050131365558832755
