m_fm,g_fixed_fm,m_MeV,residual_re,residual_im,residual_norm,log10_residual_norm
2.2,2.2604622697981633,434.11935688000005,0.13476923386759948,0.06933068922806146,0.15155688986680138,-0.8194243155608423
2.21,2.2604622697981633,436.092626684,0.1339388420054235,0.06994110138496977,0.15110053295967033,-0.8207340038208972
2.22,2.2604622697981633,438.065896488,0.13309632155066042,0.07055992313129318,0.15064306675918013,-0.8220508516276626
2.23,2.2604622697981633,440.039166292,0.13224133846802696,0.07118742809122636,0.15018462477250724,-0.8233745261750353
2.24,2.2604622697981633,442.01243609600004,0.13137354177045335,0.07182390512812799,0.14972535131088316,-0.824704659227564
2.25,2.2604622697981633,443.98570589999997,0.13049256223386993,0.07246965953622916,0.14926540239337913,-0.8260408439217448
2.26,2.2604622697981633,445.95897570399995,0.12959801097761633,0.07312501435985508,0.14880494674063552,-0.8273826312467785
2.27,2.2604622697981633,447.932245508,0.12868947789307203,0.073790311857083,0.14834416687000887,-0.8287295261652947
2.28,2.2604622697981633,449.905515312,0.12776652990029067,0.07446591512749201,0.1478832603053392,-0.8300809833287803
2.29,2.2604622697981633,451.878785116,0.1268287090090782,0.07515220992691979,0.14742244091660284,-0.8314364023356016
2.3,2.2604622697981633,453.85205491999994,0.12587553015696165,0.07584960669604003,0.14696194040716842,-0.8327951224714197
2.31,2.2604622697981633,455.825324724,0.12490647879169554,0.07655854283426884,0.1465020099693068,-0.8341564168621544
2.32,2.2604622697981633,457.79859452799997,0.12392100816017484,0.07727948525617467,0.14604292213213702,-0.8355194859580934
2.33,2.2604622697981633,459.771864332,0.12291853625861218,0.07801293327445047,0.1455849728304526,-0.8368834502538678
2.34,2.2604622697981633,461.745134136,0.12189844239029617,0.07875942186190324,0.1451284837280456,-0.838247342132215
2.35,2.2604622697981633,463.71840394000003,0.12086006326678637,0.07951952535522237,0.1446738048354693,-0.8396100966990249
2.36,2.2604622697981633,465.69167374399996,0.11980268857550454,0.08029386167600427,0.14422131746993797,-0.8409705414521804
2.37,2.2604622697981633,467.664943548,0.11872555592068856,0.08108309716030548,0.14377143761465308,-0.842327384595936
2.38,2.2604622697981633,469.638213352,0.11762784502471954,0.08188795210772928,0.14332461974677346,-0.8436792017744423
2.39,2.2604622697981633,471.611483156,0.11650867105174297,0.08270920718589421,0.14288136121818837,-0.8450244209504066
2.4,2.2604622697981633,473.58475295999995,0.11536707688374243,0.08354771085762122,0.14244220729210852,-0.8463613050949809
2.41,2.2604622697981633,475.55802276400004,0.11420202413868424,0.08440438803841685,0.14200775696247112,-0.8476879322790009
2.42,2.2604622697981633,477.53129256799997,0.11301238266818703,0.08528025024367974,0.14157866971392752,-0.8490021726584955
2.43,2.2604622697981633,479.504562372,0.1117969182044174,0.08617640755247633,0.14115567342000707,-0.8503016617219086
2.44,2.2604622697981633,481.477832176,0.11055427773709439,0.08709408280323486,0.140739573629123,-0.8515837690028085
2.45,2.2604622697981633,483.45110198000003,0.10928297208379045,0.08803462855411742,0.14033126455686185,-0.8528455612461918
2.46,2.2604622697981633,485.42437178399996,0.10798135495904436,0.0889995474983287,0.13993174219489443,-0.8540837587289217
2.47,2.2604622697981633,487.39764158800006,0.10664759763393986,0.0899905172385041,0.1395421200711249,-0.8552946830467392
2.48,2.2604622697981633,489.370911392,0.10527965798391124,0.09100942061861608,0.13916364836603526,-0.8564741941493162
2.49,2.2604622697981633,491.344181196,0.10387524231276045,0.09205838322268596,0.13879773732705303,-0.8576176136677983
2.5,2.2604622697981633,493.317451,0.10243175776043652,0.09313982023226533,0.1384459862574262,-0.8587196305397101
2.51,2.2604622697981633,495.29072080399993,0.10094625226553275,0.09425649567553898,0.13811021983723534,-0.8597741834438392
2.52,2.2604622697981633,497.263990608,0.09941533782421288,0.09541159833798618,0.13779253423938315,-0.8607743123737803
2.53,2.2604622697981633,499.23726041199996,0.09783509094205672,0.09660884046386986,0.13749535655946338,-0.8617119684130202
2.54,2.2604622697981633,501.210530216,0.09620092133827428,0.09785258824014362,0.1372215226982558,-0.862577765772026
2.55,2.2604622697981633,503.18380002,0.09450739548044283,0.09914803758128513,0.1369743813883339,-0.8633606522748164
2.56,2.2604622697981633,505.157069824,0.09274799422883319,0.10050145611626166,0.13675793620466983,-0.8640474617046808
