T_MeV,xi,method,m0,g0,mass,gamma,residual,converged
255.0,-0.3,newton,2.6,2.76,2.0637138496165957,1.1159081945498115,0.1321630951608912,false
255.0,-0.3,trust_region,2.6,2.76,2.567114571758865,1.0658042532543086,0.07404574383735164,false
255.0,-0.3,newton,2.6,2.78,2.6079188729658114,2.5405521796610007,0.1215070145082853,false
255.0,-0.3,trust_region,2.6,2.78,2.568845647158069,1.070639841869753,0.07373888724085843,false
255.0,-0.3,newton,2.6,2.8,2.600050198197024,2.5339479729087033,0.11960665238108434,false
255.0,-0.3,trust_region,2.6,2.8,2.5408609808275764,0.9979568232174983,0.07848421810873729,false
255.0,-0.3,newton,2.62,1.8,3.724946670321854,-1.3045020827201323,0.3362521059691374,false
255.0,-0.3,trust_region,2.62,1.8,2.6105045465322476,1.206065235554628,0.0656421205793524,false
255.0,-0.3,newton,2.62,1.82,2.606577492504688,2.53964812948761,0.12118626443316122,false
255.0,-0.3,trust_region,2.62,1.82,2.6137712638080526,1.2187003076983727,0.06493312628591826,false
255.0,-0.3,newton,2.62,1.84,2.6723210024185478,2.550884277468154,0.14672210683087666,false
255.0,-0.3,trust_region,2.62,1.84,2.612611121658677,1.2141694254255968,0.06518649185852046,false
255.0,-0.3,newton,2.62,1.86,2.7301507212713902,2.5380659640171213,0.12752801883909143,false
255.0,-0.3,trust_region,2.62,1.86,2.610619788525608,1.2065065826082622,0.06561727351943192,false
255.0,-0.3,newton,2.62,1.88,2.6713779273748255,2.551587442805956,0.14643562635310092,false
255.0,-0.3,trust_region,2.62,1.88,2.6160274880624814,1.2276663830405719,0.06443486840466753,false
255.0,-0.3,newton,2.62,1.9,3.0880921519970927,3.1126034875726014,0.11783833315938272,false
255.0,-0.3,trust_region,2.62,1.9,2.6174185211428656,1.233286517271505,0.06412435523062861,false
255.0,-0.3,newton,2.62,1.92,2.3085686565877253,2.012765966271423,0.12116104125981941,false
255.0,-0.3,trust_region,2.62,1.92,2.6215175177366747,1.2503403377140772,0.06319186777087149,false
255.0,-0.3,newton,2.62,1.94,2.8242790448141353,-0.9334699967082178,0.17600820305111975,false
255.0,-0.3,trust_region,2.62,1.94,2.6178006436905292,1.2348495579521275,0.06403838678030313,false
255.0,-0.3,newton,2.62,1.96,2.665560727462001,2.554972831757196,0.14057405763114098,false
255.0,-0.3,trust_region,2.62,1.96,2.621561663174446,1.2505273905400174,0.06318170329625819,false
255.0,-0.3,newton,2.62,1.98,2.045085196463221,1.0061254825879788,0.13273252114965123,false
255.0,-0.3,trust_region,2.62,1.98,2.616244009933458,1.228534352254484,0.06438677468660407,false
255.0,-0.3,newton,2.62,2.0,3.835230068951118,-1.0742915138961364,0.3527665455284769,false
255.0,-0.3,trust_region,2.62,2.0,2.616307389454529,1.2287903326707583,0.06437263288861933,false
255.0,-0.3,newton,2.62,2.02,2.4666300291578143,2.3545784735720128,0.10884923575325633,false
255.0,-0.3,trust_region,2.62,2.02,2.6170579409820616,1.2318200767890075,0.06420518275688276,false
255.0,-0.3,newton,2.62,2.04,3.060196226339135,-1.386686464292683,0.22477269710803635,false
255.0,-0.3,trust_region,2.62,2.04,2.620198354056097,1.2447730159749364,0.06349477220957354,false
255.0,-0.3,newton,2.62,2.06,2.0393912899962436,0.9695702672440216,0.13289850908455428,false
255.0,-0.3,trust_region,2.62,2.06,2.620208897212018,1.2448176481731907,0.06349234757614954,false
255.0,-0.3,newton,2.62,2.08,2.608220205897606,2.5407494513914433,0.12157922582718442,false
255.0,-0.3,trust_region,2.62,2.08,2.6205906554664318,1.2464198054489484,0.0634050045892417,false
255.0,-0.3,newton,2.62,2.1,2.6787422510302457,2.54226222914931,0.14121589877537,false
255.0,-0.3,trust_region,2.62,2.1,2.6153350988536155,1.2248913076233778,0.06458861020425553,false
255.0,-0.3,newton,2.62,2.12,2.428957942691758,2.284888729584805,0.11236066363583837,false
255.0,-0.3,trust_region,2.62,2.12,2.6188311774864936,1.239085694784943,0.06380577422194303,false
255.0,-0.3,newton,2.62,2.14,2.5536507886582127,2.4861792735346495,0.1095912279322992,false
255.0,-0.3,trust_region,2.62,2.14,2.6189035917315286,1.2393844729823447,0.06378938781398652,false
255.0,-0.3,newton,2.62,2.16,3.264808529040658,-1.5409802535615627,0.2610467390445923,false
255.0,-0.3,trust_region,2.62,2.16,2.614778183672099,1.2226765749505268,0.06471165981058521,false
255.0,-0.3,newton,2.62,2.18,2.816884236695762,3.2634224597162564,0.16269034233315643,false
255.0,-0.3,trust_region,2.62,2.18,2.614418094391407,1.2212538809800766,0.06479089615091406,false
255.0,-0.3,newton,2.62,2.2,2.7571087560341137,0.8493942417051619,0.09055362152989863,false
255.0,-0.3,trust_region,2.62,2.2,2.6137716664468704,1.2187006334647426,0.06493307940947751,false
255.0,-0.3,newton,2.62,2.22,2.4617484444060285,2.34596719262072,0.109330658626826,false
255.0,-0.3,trust_region,2.62,2.22,2.612842897879553,1.2150711271829966,0.0651360006847154,false
255.0,-0.3,newton,2.62,2.24,2.914170258852163,3.318969556049097,0.15514492464428026,false
255.0,-0.3,trust_region,2.62,2.24,2.615673761101217,1.2262424116083774,0.06451362423305568,false
