path,source_path,bytes,expected_bytes,sha256,expected_sha256,byte_match,hash_match,canonical_absent
boundary.csv,data/reference/pnjl/boundary.csv,3221,3221,5480a3048177be5ff4a2e7314c56d228dacaa5899ff7fe07f3417e1139cf5890,5480a3048177be5ff4a2e7314c56d228dacaa5899ff7fe07f3417e1139cf5890,True,True,True
cep.csv,data/reference/pnjl/cep.csv,651,651,8bdda456f2495ff322f80a802ee1efab56567bbfce18f26617544d505be4d65c,8bdda456f2495ff322f80a802ee1efab56567bbfce18f26617544d505be4d65c,True,True,True
crossover_dense.csv,data/reference/pnjl/crossover_dense.csv,27507,27507,0f811c3648a18a26d7a1a6383e08466638d7484a0c7b984c7ceb9c84661aa4df,0f811c3648a18a26d7a1a6383e08466638d7484a0c7b984c7ceb9c84661aa4df,True,True,True
crossover_dense.meta.json,data/reference/pnjl/crossover_dense.meta.json,4305,4305,2ede138c91cc6ea88757b686aef074a003cea3565010d5009f8ccc5cb4956d1e,2ede138c91cc6ea88757b686aef074a003cea3565010d5009f8ccc5cb4956d1e,True,True,True
phase_reference_dense_manifest.json,data/reference/pnjl/phase_reference_dense_manifest.json,8059,8059,07b58593efc8a6729c6db2247ad03d6b5564003fe06eb96eb38897501cd7af39,07b58593efc8a6729c6db2247ad03d6b5564003fe06eb96eb38897501cd7af39,True,True,True
spinodals.csv,data/reference/pnjl/spinodals.csv,4916,4916,96accaa2a1d863406e8d9bb961c3c39532e0372d8e0550a463749f220b1de33f,96accaa2a1d863406e8d9bb961c3c39532e0372d8e0550a463749f220b1de33f,True,True,True
