window_id,channel,xi,ds,s_value,den_simple_re,den_simple_im,detM_re,detM_im,invabs_den_simple,invabs_detM,abs_D_simple_sq,abs_D_mixed_sq,abs_D_total_sq,sigma
mode_b_T200p0_muB450p0_xip0p31_1,uubar_to_uubar,0.32,0.005,0.8782430389888266,-0.004572246031777416,-0.0016904992631406003,0.003327113509544063,-1.1924271909300332e-5,42081.836361216396,90335.65255729393,9382.432946038509,1.002106183523953,9201.78192498985,53.20224172132769
mode_b_T200p0_muB450p0_xip0p31_1,uubar_to_uubar,0.32,0.01,0.8832430389888266,-0.005021952550544828,-0.0024049143812839902,0.0033229100782980647,-1.6958589691049316e-5,32254.29742100246,90563.14806289402,7191.3159914530415,1.0040434865671446,7039.419685343335,40.96314708940161
mode_b_T200p0_muB450p0_xip0p31_1,uubar_to_uubar,0.32,0.02,0.8932430389888266,-0.005920699227206505,-0.0034411828372118017,0.003314512489576486,-2.4251806063905695e-5,21323.589916090485,91020.12558533158,4754.240067834374,1.007931210472952,4636.0616016098775,27.328396753552596
mode_b_T200p0_muB450p0_xip0p31_1,uubar_to_uubar,0.32,0.05,0.9232430389888266,-0.008611568566043504,-0.0056311972970938245,0.003289394145690999,-3.9616298935996225e-5,9445.591376269858,92407.06575577792,2105.9591355003,1.019699670359207,2030.0263519965295,12.442131063461495
mode_b_T200p0_muB450p0_xip0p31_1,uubar_to_uubar,0.32,0.1,0.9732430389888266,-0.013078415319841996,-0.008411580248677709,0.0032477782209411094,-5.900279013507025e-5,4135.6556328354945,94772.85348015265,922.0726807147328,1.0396679497528916,871.6474433668179,5.707223093693972
mode_b_T200p0_muB450p0_xip0p31_1,uubar_to_uubar,0.32,0.2,1.0732430389888266,-0.021944785917415333,-0.013160041848712804,0.003165474293135138,-9.176396678456614e-5,1527.2763995291546,99714.33710965606,340.5167085782361,1.0809564814890937,309.27592458457514,2.332385786404729
mode_b_T200p0_muB450p0_xip0p31_1,uubar_to_uubar,0.32,0.5,1.3732430389888266,-0.0480045328049894,-0.02677271377098725,0.002925941196485837,-0.0001833040383374439,330.9928418515902,116350.337653553,73.79711563997655,1.2160395779965356,59.07569717984933,1.0288049997542166
mode_b_T200p0_muB450p0_xip0p31_1,uubar_to_uubar,0.32,1.0,1.8732430389888266,-0.08963687720703506,-0.05176435449705074,0.0025509886596254997,-0.00034323536393447273,93.33305076630518,150935.33897694098,20.80924137785764,1.4795654104851172,13.504544311837616,1.2450179928767333
mode_b_T200p0_muB450p0_xip0p31_1,uubar_to_uubar,0.32,2.0,2.873243038988827,-0.16615993698710962,-0.11164394097970073,0.0018892863940003829,-0.0006895889539542931,24.954150356441904,247222.69994342094,5.563698324259863,2.102903803949719,3.6406668934431217,0.34799874444846957
mode_b_T200p0_muB450p0_xip0p31_1,uubar_to_ddbar,0.3,0.0001,0.8063707829494762,0.003976618877971072,-0.00021944638879538332,0.00340757616207267,-1.5564610526972557e-6,63045.12591404909,86120.94100081646,14045.642770286635,0.9652026537041031,13814.087772763995,72.46730177391156
mode_b_T200p0_muB450p0_xip0p31_1,uubar_to_ddbar,0.3,0.0005,0.8067707829494761,0.003940583327780245,-0.0004909502871686086,0.003407236815981813,-3.4820679054323138e-6,63414.64066739041,86138.02441179329,14127.965902305672,0.9653492084040044,13897.126471837633,72.95106409444334
mode_b_T200p0_muB450p0_xip0p31_1,uubar_to_ddbar,0.3,0.001,0.8072707829494762,0.003895539605362597,-0.0006947562265889894,0.0034068126521786587,-4.927419502156561e-6,63865.46344126402,86159.38465347535,14228.403415004212,0.9655324435902978,13998.532845309077,73.544007629422
mode_b_T200p0_muB450p0_xip0p31_1,uubar_to_ddbar,0.3,0.005,0.8112707829494762,0.003535255757707967,-0.0015615298977846937,0.0034034203588105593,-1.107226181201239e-5,66950.49707672096,86330.49254097491,14915.709209856961,0.9669998485485255,14696.64503397738,77.7207889338905
mode_b_T200p0_muB450p0_xip0p31_1,uubar_to_ddbar,0.3,0.01,0.8162707829494762,0.003085093294771246,-0.0022224909871225323,0.003399182729560637,-1.5754320353368533e-5,69169.36735587973,86544.93339522844,15410.044954972627,0.9688378068726623,15212.072170435898,81.10507225442636
mode_b_T200p0_muB450p0_xip0p31_1,uubar_to_ddbar,0.3,0.02,0.8262707829494762,0.002185431326252929,-0.0031831035302503268,0.003390716748047927,-2.255056565047407e-5,67076.91729383978,86975.66702334855,14943.874007417762,0.9725260022554797,14807.05802996955,80.22716384742468
mode_b_T200p0_muB450p0_xip0p31_1,uubar_to_ddbar,0.3,0.05,0.8562707829494762,-0.0005082151188899875,-0.005222695617409599,0.0033653932250494105,-3.693521037340817e-5,36317.635628637356,88282.79205939012,8091.10187196264,0.9836891582932829,8107.416607187473,46.031266251481036
mode_b_T200p0_muB450p0_xip0p31_1,uubar_to_ddbar,0.3,0.1,0.9062707829494762,-0.004979796958429983,-0.007832837402424157,0.003323435319351696,-5.523199674575747e-5,11607.429376587346,90511.88447909089,2585.9858972626553,1.0026260283237876,2640.190606395358,16.135867550557844
mode_b_T200p0_muB450p0_xip0p31_1,uubar_to_ddbar,0.3,0.2,1.0062707829494761,-0.013856035720892779,-0.012338696385257236,0.0032404474072861393,-8.64905980612318e-5,2905.0078043268245,95165.76904570188,647.1983563027079,1.041765829931105,686.0882809872294,4.81140971133339
