xi,T_MeV,mu_spinodal_hadron_MeV,mu_spinodal_quark_MeV,rho_spinodal_hadron,rho_spinodal_quark,curve_parameter,plot_order_key
-0.1,87.0,345.08410811270085,326.34883908001905,0.6609535660358744,2.05778244167888,87.0,87.0
-0.1,89.0,343.29098767194495,325.35194283598275,0.682932011679324,2.0687124447435354,89.0,89.0
-0.1,91.0,341.42397365200617,324.29186608032927,0.7059391346532022,2.0801442306420967,91.0,91.0
-0.1,93.0,339.48024558623746,323.1651795938343,0.730040650633397,2.0920692544898705,93.0,93.0
-0.1,95.0,337.45689926214044,321.9683134183486,0.7553287113798667,2.1044692708020176,95.0,95.0
-0.1,97.0,335.3509597607657,320.69755875873324,0.7818907290291714,2.117321956843222,97.0,97.0
-0.1,99.0,333.15938294650726,319.34906925865334,0.809816794901442,2.1305923922633303,99.0,99.0
-0.1,101.0,330.8790829235999,317.91886433513935,0.839241461278119,2.1442367954674,101.0,101.0
-0.1,103.0,328.50691076531353,316.4028322423586,0.8702690046894567,2.158193798192882,103.0,103.0
-0.1,105.0,326.0397005329185,314.79673052163986,0.9030337414352048,2.1723795439003126,105.0,105.0
-0.1,106.0,324.76946097566906,313.95854864664574,0.9201330215965425,2.1795206456334215,106.0,106.0
-0.1,107.0,323.4742701786049,313.0962055897975,0.9377239142754108,2.1866795174371636,107.0,107.0
-0.1,108.0,322.15373416583725,312.20913692198405,0.9558347019119348,2.193839094157008,108.0,108.0
-0.1,109.0,320.8074624474437,311.2967712761819,0.9744936981294074,2.200979475947004,109.0,109.0
-0.1,110.0,319.43506956011555,310.35852933657395,0.9937297710633426,2.208079013803827,110.0,110.0
-0.1,111.0,318.0361771560196,309.39382406969514,1.0135721350672833,2.2151135817806424,111.0,111.0
-0.1,112.0,316.61041591195266,308.40205686426367,1.0340504735641531,2.222051512686648,112.0,112.0
-0.1,113.0,315.157426760851,307.3826308155044,1.055223531226838,2.2288586733151114,113.0,113.0
-0.1,114.0,313.67670836545506,306.3349292982258,1.0781250000000002,2.235507540812974,114.0,114.0
-0.1,115.0,312.1684257803652,305.25832844183856,1.0997688370030676,2.2419592555442525,115.0,115.0
-0.1,116.0,310.6317891177245,304.1521927951558,1.1232441807091422,2.2481693445819655,116.0,116.0
-0.1,117.0,309.0666920594747,303.01587330638006,1.1476016900264427,2.254088798241991,117.0,117.0
-0.1,119.0,305.85021762004595,300.6500072675355,1.1992545797377676,2.2648139367377933,119.0,119.0
-0.1,120.0,304.1985079251886,299.4190664557484,1.2267056092543398,2.269473893379084,120.0,120.0
-0.1,121.0,302.5176905116724,298.1551509400623,1.2553844564875267,2.2735677805399854,121.0,121.0
