xi,xi_role,xi_left,xi_right,xi_gap,native_mu_low_left_MeV,native_mu_low_right_MeV,common_mu_high_MeV,cep_mu_left_MeV,cep_mu_right_MeV,materialized_rows,unresolved_tail_to_nearest_CEP_MeV,coverage_status
-0.5,native_slice,-0.5,-0.5,0.0,0.0,0.0,201.49018224979875,202.33883159063282,202.33883159063282,46,0.0,native_support_plus_boundary_constrained_completion
-0.49375,derived_midpoint,-0.5,-0.4875,0.012500000000000011,0.0,0.0,201.49018224979875,202.33883159063282,205.4752329298986,81,0.8486493408340721,common_support_only
-0.4875,native_slice,-0.4875,-0.4875,0.0,0.0,0.0,203.97951089335248,205.4752329298986,205.4752329298986,46,0.0,native_support_plus_boundary_constrained_completion
-0.48124999999999996,derived_midpoint,-0.4875,-0.475,0.012500000000000011,0.0,0.0,203.97951089335248,205.4752329298986,208.70302471139712,81,1.4957220365461126,common_support_only
-0.475,native_slice,-0.475,-0.475,0.0,0.0,0.0,206.56448669547143,208.70302471139712,208.70302471139712,46,0.0,native_support_plus_boundary_constrained_completion
-0.471875,derived_midpoint,-0.475,-0.46875,0.006249999999999978,0.0,0.0,206.56448669547143,208.70302471139712,210.1999886145935,85,2.1385380159256897,common_support_only
-0.46875,native_slice,-0.46875,-0.46875,0.0,0.0,0.0,207.76050277582968,210.1999886145935,210.1999886145935,46,0.0,native_support_plus_boundary_constrained_completion
-0.465625,derived_midpoint,-0.46875,-0.4625,0.006249999999999978,0.0,0.0,207.76050277582968,210.1999886145935,211.6782842710092,85,2.4394858387638294,common_support_only
-0.4625,native_slice,-0.4625,-0.4625,0.0,0.0,0.0,208.92666326980813,211.6782842710092,211.6782842710092,46,0.0,native_support_plus_boundary_constrained_completion
-0.459375,derived_midpoint,-0.4625,-0.45625,0.006250000000000033,0.0,0.0,208.92666326980813,211.6782842710092,213.13842596736504,85,2.751621001201073,common_support_only
-0.45625,native_slice,-0.45625,-0.45625,0.0,0.0,0.0,210.10864072081992,213.13842596736504,213.13842596736504,46,0.0,native_support_plus_boundary_constrained_completion
-0.453125,derived_midpoint,-0.45625,-0.45,0.006249999999999978,0.0,0.0,210.10864072081992,213.13842596736504,214.58090311276464,85,3.029785246545117,common_support_only
-0.45,native_slice,-0.45,-0.45,0.0,0.0,0.0,211.26154856887658,214.58090311276464,214.58090311276464,46,0.0,native_support_plus_boundary_constrained_completion
-0.44375,derived_midpoint,-0.45,-0.4375,0.012500000000000011,0.0,0.0,211.26154856887658,214.58090311276464,217.58023890759063,85,3.3193545438880676,common_support_only
-0.4375,native_slice,-0.4375,-0.4375,0.0,0.0,0.0,213.6249739748473,217.58023890759063,217.58023890759063,46,0.0,native_support_plus_boundary_constrained_completion
-0.43125,derived_midpoint,-0.4375,-0.425,0.012500000000000011,0.0,0.0,213.6249739748473,217.58023890759063,220.3465222325703,85,3.9552649327433187,common_support_only
-0.425,native_slice,-0.425,-0.425,0.0,0.0,0.0,215.86294517588087,220.3465222325703,220.3465222325703,46,0.0,native_support_plus_boundary_constrained_completion
-0.41874999999999996,derived_midpoint,-0.425,-0.4125,0.012500000000000011,0.0,0.0,215.86294517588087,220.3465222325703,223.05083868165676,85,4.483577056689427,common_support_only
-0.4125,native_slice,-0.4125,-0.4125,0.0,0.0,0.0,218.02576008435358,223.05083868165676,223.05083868165676,46,0.0,native_support_plus_boundary_constrained_completion
-0.40625,derived_midpoint,-0.4125,-0.4,0.012499999999999956,0.0,0.0,218.02576008435358,223.05083868165676,225.69615128408822,85,5.025078597303178,common_support_only
-0.4,native_slice,-0.4,-0.4,0.0,0.0,0.0,220.1354882986771,225.69615128408822,225.69615128408822,46,0.0,native_support_plus_boundary_constrained_completion
-0.39375000000000004,derived_midpoint,-0.4,-0.3875,0.012500000000000011,0.0,0.0,220.1354882986771,225.69615128408822,228.44206297683934,81,5.560662985411113,common_support_only
-0.3875,native_slice,-0.3875,-0.3875,0.0,0.0,0.0,227.99741027991465,228.44206297683934,228.44206297683934,50,0.0,native_support_plus_boundary_constrained_completion
-0.38125,derived_midpoint,-0.3875,-0.375,0.012500000000000011,0.0,0.0,227.99741027991465,228.44206297683934,230.97541004821028,89,0.4446526969246918,common_support_only
-0.375,native_slice,-0.375,-0.375,0.0,0.0,0.0,230.03881594751527,230.97541004821028,230.97541004821028,50,0.0,native_support_plus_boundary_constrained_completion
-0.36875,derived_midpoint,-0.375,-0.3625,0.012500000000000011,0.0,0.0,230.03881594751527,230.97541004821028,233.4574160543056,89,0.9365941006950038,common_support_only
-0.3625,native_slice,-0.3625,-0.3625,0.0,0.0,0.0,232.03225749793333,233.4574160543056,233.4574160543056,50,0.0,native_support_plus_boundary_constrained_completion
-0.35624999999999996,derived_midpoint,-0.3625,-0.35,0.012500000000000011,0.0,0.0,232.03225749793333,233.4574160543056,235.8902504269209,89,1.4251585563722813,common_support_only
-0.35,native_slice,-0.35,-0.35,0.0,0.0,0.0,234.00028900010244,235.8902504269209,235.8902504269209,50,0.0,native_support_plus_boundary_constrained_completion
-0.346875,derived_midpoint,-0.35,-0.34375,0.006249999999999978,0.0,0.0,234.00028900010244,235.8902504269209,237.08886296141702,93,1.889961426818445,common_support_only
-0.34375,native_slice,-0.34375,-0.34375,0.0,0.0,0.0,234.93824850305032,237.08886296141702,237.08886296141702,50,0.0,native_support_plus_boundary_constrained_completion
-0.340625,derived_midpoint,-0.34375,-0.3375,0.006249999999999978,0.0,0.0,234.93824850305032,237.08886296141702,238.27592770007067,93,2.1506144583667037,common_support_only
-0.3375,native_slice,-0.3375,-0.3375,0.0,0.0,0.0,235.92366948332574,238.27592770007067,238.27592770007067,50,0.0,native_support_plus_boundary_constrained_completion
-0.334375,derived_midpoint,-0.3375,-0.33125,0.006250000000000033,0.0,0.0,235.92366948332574,238.27592770007067,239.45167450007006,93,2.3522582167449286,common_support_only
-0.33125,native_slice,-0.33125,-0.33125,0.0,0.0,0.0,236.87168922386888,239.45167450007006,239.45167450007006,50,0.0,native_support_plus_boundary_constrained_completion
-0.328125,derived_midpoint,-0.33125,-0.325,0.006249999999999978,0.0,0.0,236.87168922386888,239.45167450007006,240.7638524009058,93,2.579985276201171,common_support_only
-0.325,native_slice,-0.325,-0.325,0.0,0.0,0.0,237.92147860769924,240.7638524009058,240.7638524009058,50,0.0,native_support_plus_boundary_constrained_completion
-0.31875,derived_midpoint,-0.325,-0.3125,0.012500000000000011,0.0,0.0,237.92147860769924,240.7638524009058,243.05901808990916,93,2.842373793206548,common_support_only
-0.3125,native_slice,-0.3125,-0.3125,0.0,0.0,0.0,239.75629721504416,243.05901808990916,243.05901808990916,50,0.0,native_support_plus_boundary_constrained_completion
-0.30625,derived_midpoint,-0.3125,-0.3,0.012500000000000011,0.0,0.0,239.75629721504416,243.05901808990916,245.3123308500414,93,3.3027208748650025,common_support_only
-0.3,native_slice,-0.3,-0.3,0.0,0.0,0.0,241.59009941532776,245.3123308500414,245.3123308500414,50,0.0,native_support_plus_boundary_constrained_completion
-0.29374999999999996,derived_midpoint,-0.3,-0.2875,0.012500000000000011,0.0,0.0,241.59009941532776,245.3123308500414,247.52532026781037,93,3.722231434713649,common_support_only
-0.2875,native_slice,-0.2875,-0.2875,0.0,0.0,0.0,243.3753785047283,247.52532026781037,247.52532026781037,50,0.0,native_support_plus_boundary_constrained_completion
-0.28125,derived_midpoint,-0.2875,-0.275,0.012499999999999956,0.0,0.0,243.3753785047283,247.52532026781037,249.69941642988456,93,4.149941763082069,common_support_only
-0.275,native_slice,-0.275,-0.275,0.0,0.0,0.0,245.12951311201635,249.69941642988456,249.69941642988456,50,0.0,native_support_plus_boundary_constrained_completion
-0.26875000000000004,derived_midpoint,-0.275,-0.2625,0.012500000000000011,0.0,0.0,245.12951311201635,249.69941642988456,251.97523272206814,93,4.56990331786821,common_support_only
-0.2625,native_slice,-0.2625,-0.2625,0.0,0.0,0.0,246.95802515991713,251.97523272206814,251.97523272206814,50,0.0,native_support_plus_boundary_constrained_completion
-0.25625,derived_midpoint,-0.2625,-0.25,0.012500000000000011,0.0,0.0,246.95802515991713,251.97523272206814,254.0739615044684,93,5.017207562151015,common_support_only
-0.25,native_slice,-0.25,-0.25,0.0,0.0,0.0,248.651867682427,254.0739615044684,254.0739615044684,50,0.0,native_support_plus_boundary_constrained_completion
-0.24375,derived_midpoint,-0.25,-0.2375,0.012500000000000011,0.0,0.0,248.651867682427,254.0739615044684,256.13762208201535,89,5.422093822041404,common_support_only
-0.2375,native_slice,-0.2375,-0.2375,0.0,0.0,0.0,256.13157377841543,256.13762208201535,256.13762208201535,54,0.0,native_support_plus_boundary_constrained_completion
-0.23125,derived_midpoint,-0.2375,-0.225,0.012499999999999983,0.0,0.0,256.13157377841543,256.13762208201535,258.1673314852301,93,0.006048303599925475,common_support_only
-0.225,native_slice,-0.225,-0.225,0.0,0.0,0.0,257.7892107525107,258.1673314852301,258.1673314852301,54,0.0,native_support_plus_boundary_constrained_completion
-0.221875,derived_midpoint,-0.225,-0.21875,0.0062500000000000056,0.0,0.0,257.7892107525107,258.1673314852301,259.1697868888465,97,0.37812073271936697,common_support_only
-0.21875,native_slice,-0.21875,-0.21875,0.0,0.0,0.0,258.6042893408891,259.1697868888465,259.1697868888465,54,0.0,native_support_plus_boundary_constrained_completion
-0.215625,derived_midpoint,-0.21875,-0.2125,0.0062500000000000056,0.0,0.0,258.6042893408891,259.1697868888465,260.29732418839416,97,0.5654975479573636,common_support_only
-0.2125,native_slice,-0.2125,-0.2125,0.0,0.0,0.0,259.5127201968113,260.29732418839416,260.29732418839416,54,0.0,native_support_plus_boundary_constrained_completion
-0.20937499999999998,derived_midpoint,-0.2125,-0.20625,0.0062500000000000056,0.0,0.0,259.5127201968113,260.29732418839416,261.28298681412605,101,0.7846039915828555,common_support_only
-0.20625,native_slice,-0.20625,-0.20625,0.0,0.0,0.0,260.3142929356112,261.28298681412605,261.28298681412605,54,0.0,native_support_plus_boundary_constrained_completion
-0.203125,derived_midpoint,-0.20625,-0.2,0.006249999999999978,0.0,0.0,260.3142929356112,261.28298681412605,262.2608016265691,101,0.9686938785148413,common_support_only
-0.2,native_slice,-0.2,-0.2,0.0,0.0,0.0,261.1095335055075,262.2608016265691,262.2608016265691,54,0.0,native_support_plus_boundary_constrained_completion
-0.19375,derived_midpoint,-0.2,-0.1875,0.012500000000000011,0.0,0.0,261.1095335055075,262.2608016265691,264.1933437140495,97,1.1512681210616051,common_support_only
-0.1875,native_slice,-0.1875,-0.1875,0.0,0.0,0.0,262.68138627826744,264.1933437140495,264.1933437140495,54,0.0,native_support_plus_boundary_constrained_completion
-0.18125,derived_midpoint,-0.1875,-0.175,0.012500000000000011,0.0,0.0,262.68138627826744,264.1933437140495,266.12805691179994,101,1.511957435782051,common_support_only
-0.175,native_slice,-0.175,-0.175,0.0,0.0,0.0,264.2531567790758,266.12805691179994,266.12805691179994,54,0.0,native_support_plus_boundary_constrained_completion
-0.16875,derived_midpoint,-0.175,-0.1625,0.012499999999999983,0.0,0.0,264.2531567790758,266.12805691179994,268.0965808448796,101,1.8749001327241217,common_support_only
-0.1625,native_slice,-0.1625,-0.1625,0.0,0.0,0.0,265.84862033035677,268.0965808448796,268.0965808448796,54,0.0,native_support_plus_boundary_constrained_completion
-0.15625,derived_midpoint,-0.1625,-0.15,0.012500000000000011,0.0,0.0,265.84862033035677,268.0965808448796,270.06608881633304,101,2.2479605145228447,common_support_only
-0.15,native_slice,-0.15,-0.15,0.0,0.0,0.0,267.44320332937326,270.06608881633304,270.06608881633304,54,0.0,native_support_plus_boundary_constrained_completion
-0.14375,derived_midpoint,-0.15,-0.1375,0.012499999999999983,0.0,0.0,267.44320332937326,270.06608881633304,271.88066483141466,101,2.622885486959774,common_support_only
-0.1375,native_slice,-0.1375,-0.1375,0.0,0.0,0.0,268.92000904914806,271.88066483141466,271.88066483141466,54,0.0,native_support_plus_boundary_constrained_completion
-0.13125,derived_midpoint,-0.1375,-0.125,0.012500000000000011,0.0,0.0,268.92000904914806,271.88066483141466,273.7915417423951,101,2.960655782266599,common_support_only
-0.125,native_slice,-0.125,-0.125,0.0,0.0,0.0,270.46750439893697,273.7915417423951,273.7915417423951,54,0.0,native_support_plus_boundary_constrained_completion
-0.11875,derived_midpoint,-0.125,-0.1125,0.012499999999999997,0.0,0.0,270.46750439893697,273.7915417423951,275.55173235678205,101,3.3240373434581443,common_support_only
-0.1125,native_slice,-0.1125,-0.1125,0.0,0.0,0.0,271.9004873648606,275.55173235678205,275.55173235678205,54,0.0,native_support_plus_boundary_constrained_completion
-0.10625000000000001,derived_midpoint,-0.1125,-0.1,0.012499999999999997,0.0,0.0,271.9004873648606,275.55173235678205,277.40685374815587,101,3.6512449919214305,common_support_only
-0.1,native_slice,-0.1,-0.1,0.0,0.0,0.0,273.38593530219055,277.40685374815587,277.40685374815587,54,0.0,native_support_plus_boundary_constrained_completion
-0.0875,derived_midpoint,-0.1,-0.075,0.02500000000000001,0.0,0.0,273.38593530219055,277.40685374815587,280.91732393964037,101,4.0209184459653216,common_support_only
-0.075,native_slice,-0.075,-0.075,0.0,0.0,0.0,276.2545796646466,280.91732393964037,280.91732393964037,54,0.0,native_support_plus_boundary_constrained_completion
-0.0625,derived_midpoint,-0.075,-0.05,0.024999999999999994,0.0,0.0,276.2545796646466,280.91732393964037,284.44281267612115,101,4.66274427499377,common_support_only
-0.05,native_slice,-0.05,-0.05,0.0,0.0,0.0,279.1117848357144,284.44281267612115,284.44281267612115,54,0.0,native_support_plus_boundary_constrained_completion
-0.04375,derived_midpoint,-0.05,-0.0375,0.012500000000000004,0.0,0.0,279.1117848357144,284.44281267612115,286.16746260927584,101,5.331027840406762,common_support_only
-0.0375,native_slice,-0.0375,-0.0375,0.0,0.0,0.0,280.5098584130912,286.16746260927584,286.16746260927584,54,0.0,native_support_plus_boundary_constrained_completion
-0.03125,derived_midpoint,-0.0375,-0.025,0.012499999999999997,0.0,0.0,280.5098584130912,286.16746260927584,287.86743857506013,101,5.65760419618465,common_support_only
-0.025,native_slice,-0.025,-0.025,0.0,0.0,0.0,281.8881603682182,287.86743857506013,287.86743857506013,54,0.0,native_support_plus_boundary_constrained_completion
-0.018750000000000003,derived_midpoint,-0.025,-0.0125,0.0125,0.0,0.0,281.8881603682182,287.86743857506013,289.5432553156036,97,5.9792782068419115,common_support_only
-0.0125,native_slice,-0.0125,-0.0125,0.0,0.0,0.0,289.2552560269977,289.5432553156036,289.5432553156036,58,0.0,native_support_plus_boundary_constrained_completion
-0.00625,derived_midpoint,-0.0125,0.0,0.0125,0.0,0.0,289.2552560269977,289.5432553156036,291.19540870457195,105,0.2879992886058744,common_support_only
0.0,native_slice,0.0,0.0,0.0,0.0,0.0,290.60441249479464,291.19540870457195,291.19540870457195,58,0.0,native_support_plus_boundary_constrained_completion
0.00625,derived_midpoint,0.0,0.0125,0.0125,0.0,0.0,290.60441249479464,291.19540870457195,292.82437557624047,105,0.5909962097773018,common_support_only
0.0125,native_slice,0.0125,0.0125,0.0,0.0,0.0,291.9348860075793,292.82437557624047,292.82437557624047,58,0.0,native_support_plus_boundary_constrained_completion
0.018750000000000003,derived_midpoint,0.0125,0.025,0.0125,0.0,0.0,291.9348860075793,292.82437557624047,294.43061576277364,105,0.8894895686611903,common_support_only
0.025,native_slice,0.025,0.025,0.0,0.0,0.0,293.2547656750959,294.43061576277364,294.43061576277364,58,0.0,native_support_plus_boundary_constrained_completion
0.028125,derived_midpoint,0.025,0.03125,0.006249999999999999,0.0,0.0,293.2547656750959,294.43061576277364,295.2785121121419,109,1.175850087677759,common_support_only
0.03125,native_slice,0.03125,0.03125,0.0,0.0,0.0,293.94395716666156,295.2785121121419,295.2785121121419,58,0.0,native_support_plus_boundary_constrained_completion
0.034375,derived_midpoint,0.03125,0.0375,0.006249999999999999,0.0,0.0,293.94395716666156,295.2785121121419,296.12021793150063,109,1.3345549454803631,common_support_only
0.0375,native_slice,0.0375,0.0375,0.0,0.0,0.0,294.6281993189096,296.12021793150063,296.12021793150063,58,0.0,native_support_plus_boundary_constrained_completion
0.040624999999999994,derived_midpoint,0.0375,0.04375,0.006249999999999999,0.0,0.0,294.6281993189096,296.12021793150063,296.95578979107665,109,1.492018612591039,common_support_only
0.04375,native_slice,0.04375,0.04375,0.0,0.0,0.0,295.3075368664902,296.95578979107665,296.95578979107665,58,0.0,native_support_plus_boundary_constrained_completion
0.046875,derived_midpoint,0.04375,0.05,0.0062500000000000056,0.0,0.0,295.3075368664902,296.95578979107665,297.6810400317263,109,1.6482529245864725,common_support_only
0.05,native_slice,0.05,0.05,0.0,0.0,0.0,295.9038327874416,297.6810400317263,297.6810400317263,58,0.0,native_support_plus_boundary_constrained_completion
0.05625,derived_midpoint,0.05,0.0625,0.012499999999999997,0.0,0.0,295.9038327874416,297.6810400317263,299.3234072989634,109,1.777207244284682,common_support_only
0.0625,native_slice,0.0625,0.0625,0.0,0.0,0.0,297.2394349148531,299.3234072989634,299.3234072989634,58,0.0,native_support_plus_boundary_constrained_completion
0.06875,derived_midpoint,0.0625,0.075,0.012499999999999997,0.0,0.0,297.2394349148531,299.3234072989634,300.8405118420086,109,2.083972384110268,common_support_only
0.075,native_slice,0.075,0.075,0.0,0.0,0.0,298.47992254992306,300.8405118420086,300.8405118420086,58,0.0,native_support_plus_boundary_constrained_completion
0.08124999999999999,derived_midpoint,0.075,0.0875,0.012499999999999997,0.0,0.0,298.47992254992306,300.8405118420086,302.4373337357471,109,2.3605892920855354,common_support_only
0.0875,native_slice,0.0875,0.0875,0.0,0.0,0.0,299.7790542904596,302.4373337357471,302.4373337357471,58,0.0,native_support_plus_boundary_constrained_completion
0.09375,derived_midpoint,0.0875,0.1,0.012500000000000011,0.0,0.0,299.7790542904596,302.4373337357471,304.01130777497764,109,2.6582794452874623,common_support_only
0.1,native_slice,0.1,0.1,0.0,0.0,0.0,301.0599258911781,304.01130777497764,304.01130777497764,58,0.0,native_support_plus_boundary_constrained_completion
0.10625000000000001,derived_midpoint,0.1,0.1125,0.012499999999999997,0.0,0.0,301.0599258911781,304.01130777497764,305.5628315633134,109,2.951381883799513,common_support_only
0.1125,native_slice,0.1125,0.1125,0.0,0.0,0.0,302.32285812782,305.5628315633134,305.5628315633134,58,0.0,native_support_plus_boundary_constrained_completion
