xi,xi_role,xi_left,xi_right,xi_gap,native_mu_low_left_MeV,native_mu_low_right_MeV,common_mu_high_MeV,cep_mu_left_MeV,cep_mu_right_MeV,materialized_rows,unresolved_tail_to_nearest_CEP_MeV,coverage_status
0.11875,derived_midpoint,0.1125,0.125,0.012499999999999997,0.0,0.0,302.32285812782,305.5628315633134,307.1884846886959,109,3.2399734354934253,common_support_only
0.125,native_slice,0.125,0.125,0.0,0.0,0.0,303.6403038252052,307.1884846886959,307.1884846886959,58,0.0,native_support_plus_boundary_constrained_completion
0.128125,derived_midpoint,0.125,0.13125,0.0062500000000000056,0.0,0.0,303.6403038252052,307.1884846886959,307.8488691498111,109,3.5481808634906997,common_support_only
0.13125,native_slice,0.13125,0.13125,0.0,0.0,0.0,304.18429621345,307.8488691498111,307.8488691498111,58,0.0,native_support_plus_boundary_constrained_completion
0.13437500000000002,derived_midpoint,0.13125,0.1375,0.0062500000000000056,0.0,0.0,304.18429621345,307.8488691498111,308.600070955756,109,3.6645729363610826,common_support_only
0.1375,native_slice,0.1375,0.1375,0.0,0.0,0.0,304.79613790197857,308.600070955756,308.600070955756,58,0.0,native_support_plus_boundary_constrained_completion
0.140625,derived_midpoint,0.1375,0.14375,0.006249999999999978,0.0,0.0,304.79613790197857,308.600070955756,309.3459442306198,109,3.8039330537774276,common_support_only
0.14375,native_slice,0.14375,0.14375,0.0,0.0,0.0,305.40372231503625,309.3459442306198,309.3459442306198,58,0.0,native_support_plus_boundary_constrained_completion
0.14687499999999998,derived_midpoint,0.14375,0.15,0.0062500000000000056,0.0,0.0,305.40372231503625,309.3459442306198,310.08653387191225,109,3.942221915583559,common_support_only
0.15,native_slice,0.15,0.15,0.0,0.0,0.0,306.007085282863,310.08653387191225,310.08653387191225,58,0.0,native_support_plus_boundary_constrained_completion
0.15625,derived_midpoint,0.15,0.1625,0.012500000000000011,0.0,0.0,306.007085282863,310.08653387191225,311.644301866571,109,4.079448589049264,common_support_only
0.1625,native_slice,0.1625,0.1625,0.0,0.0,0.0,307.27048899073515,311.644301866571,311.644301866571,58,0.0,native_support_plus_boundary_constrained_completion
0.16875,derived_midpoint,0.1625,0.175,0.012499999999999983,0.0,0.0,307.27048899073515,311.644301866571,313.08792145874577,109,4.373812875835881,common_support_only
0.175,native_slice,0.175,0.175,0.0,0.0,0.0,308.44728317638373,313.08792145874577,313.08792145874577,58,0.0,native_support_plus_boundary_constrained_completion
0.18125,derived_midpoint,0.175,0.1875,0.012500000000000011,0.0,0.0,308.44728317638373,313.08792145874577,314.60087733505475,109,4.640638282362033,common_support_only
0.1875,native_slice,0.1875,0.1875,0.0,0.0,0.0,309.67510761716113,314.60087733505475,314.60087733505475,58,0.0,native_support_plus_boundary_constrained_completion
0.19375,derived_midpoint,0.1875,0.2,0.012500000000000011,0.0,0.0,309.67510761716113,314.60087733505475,316.00308080198874,109,4.9257697178936155,common_support_only
0.2,native_slice,0.2,0.2,0.0,0.0,0.0,310.8189242991599,316.00308080198874,316.00308080198874,58,0.0,native_support_plus_boundary_constrained_completion
0.21250000000000002,derived_midpoint,0.2,0.225,0.024999999999999994,0.0,0.0,310.8189242991599,316.00308080198874,318.9204411042932,109,5.184156502828841,common_support_only
0.225,native_slice,0.225,0.225,0.0,0.0,0.0,313.1885363481739,318.9204411042932,318.9204411042932,58,0.0,native_support_plus_boundary_constrained_completion
0.2375,derived_midpoint,0.225,0.25,0.024999999999999994,0.0,0.0,313.1885363481739,318.9204411042932,321.8347517075805,105,5.73190475611932,common_support_only
0.25,native_slice,0.25,0.25,0.0,0.0,0.0,321.7314134372287,321.8347517075805,321.8347517075805,62,0.0,native_support_plus_boundary_constrained_completion
0.25625,derived_midpoint,0.25,0.2625,0.012500000000000011,0.0,0.0,321.7314134372287,321.8347517075805,323.21784527202306,109,0.10333827035179866,common_support_only
0.2625,native_slice,0.2625,0.2625,0.0,0.0,0.0,322.8661454281654,323.21784527202306,323.21784527202306,62,0.0,native_support_plus_boundary_constrained_completion
0.26875000000000004,derived_midpoint,0.2625,0.275,0.012500000000000011,0.0,0.0,322.8661454281654,323.21784527202306,324.66065742413326,113,0.3516998438576593,common_support_only
0.275,native_slice,0.275,0.275,0.0,0.0,0.0,324.0424554538131,324.66065742413326,324.66065742413326,62,0.0,native_support_plus_boundary_constrained_completion
0.28125,derived_midpoint,0.275,0.2875,0.012499999999999956,0.0,0.0,324.0424554538131,324.66065742413326,326.0019695332096,113,0.6182019703201718,common_support_only
0.2875,native_slice,0.2875,0.2875,0.0,0.0,0.0,325.0911559932932,326.0019695332096,326.0019695332096,62,0.0,native_support_plus_boundary_constrained_completion
0.29374999999999996,derived_midpoint,0.2875,0.3,0.012500000000000011,0.0,0.0,325.0911559932932,326.0019695332096,327.40104029812386,113,0.9108135399163757,common_support_only
0.3,native_slice,0.3,0.3,0.0,0.0,0.0,326.2835538876109,327.40104029812386,327.40104029812386,62,0.0,native_support_plus_boundary_constrained_completion
0.303125,derived_midpoint,0.3,0.30625,0.006250000000000033,0.0,0.0,326.2835538876109,327.40104029812386,328.09229904805244,117,1.1174864105129814,common_support_only
0.30625,native_slice,0.30625,0.30625,0.0,0.0,0.0,326.847924739281,328.09229904805244,328.09229904805244,62,0.0,native_support_plus_boundary_constrained_completion
0.309375,derived_midpoint,0.30625,0.3125,0.006249999999999978,0.0,0.0,326.847924739281,328.09229904805244,328.83514694681367,117,1.2443743087714552,common_support_only
0.3125,native_slice,0.3125,0.3125,0.0,0.0,0.0,327.45078079124744,328.83514694681367,328.83514694681367,62,0.0,native_support_plus_boundary_constrained_completion
0.315625,derived_midpoint,0.3125,0.31875,0.006249999999999978,0.0,0.0,327.45078079124744,328.83514694681367,329.4584947629787,117,1.3843661555662266,common_support_only
0.31875,native_slice,0.31875,0.31875,0.0,0.0,0.0,327.9638072713668,329.4584947629787,329.4584947629787,62,0.0,native_support_plus_boundary_constrained_completion
0.321875,derived_midpoint,0.31875,0.325,0.006250000000000033,0.0,0.0,327.9638072713668,329.4584947629787,330.1335225521384,117,1.4946874916118986,common_support_only
0.325,native_slice,0.325,0.325,0.0,0.0,0.0,328.5153914339688,330.1335225521384,330.1335225521384,62,0.0,native_support_plus_boundary_constrained_completion
0.33125000000000004,derived_midpoint,0.325,0.3375,0.012500000000000011,0.0,0.0,328.5153914339688,330.1335225521384,331.5410716252949,117,1.6181311181696287,common_support_only
0.3375,native_slice,0.3375,0.3375,0.0,0.0,0.0,329.6610860385566,331.5410716252949,331.5410716252949,62,0.0,native_support_plus_boundary_constrained_completion
0.34375,derived_midpoint,0.3375,0.35,0.012499999999999956,0.0,0.0,329.6610860385566,331.5410716252949,332.8530007734056,117,1.8799855867382576,common_support_only
0.35,native_slice,0.35,0.35,0.0,0.0,0.0,330.73427609300285,332.8530007734056,332.8530007734056,62,0.0,native_support_plus_boundary_constrained_completion
0.35624999999999996,derived_midpoint,0.35,0.3625,0.012500000000000011,0.0,0.0,330.73427609300285,332.8530007734056,334.2151172663605,117,2.1187246804027495,common_support_only
0.3625,native_slice,0.3625,0.3625,0.0,0.0,0.0,331.84433912735733,334.2151172663605,334.2151172663605,62,0.0,native_support_plus_boundary_constrained_completion
0.36875,derived_midpoint,0.3625,0.375,0.012500000000000011,0.0,0.0,331.84433912735733,334.2151172663605,335.5544200156588,117,2.370778139003164,common_support_only
0.375,native_slice,0.375,0.375,0.0,0.0,0.0,332.93653361567283,335.5544200156588,335.5544200156588,62,0.0,native_support_plus_boundary_constrained_completion
0.378125,derived_midpoint,0.375,0.38125,0.006249999999999978,0.0,0.0,332.93653361567283,335.5544200156588,336.1813003115321,117,2.6178863999859914,common_support_only
0.38125,native_slice,0.38125,0.38125,0.0,0.0,0.0,333.45027541618055,336.1813003115321,336.1813003115321,62,0.0,native_support_plus_boundary_constrained_completion
0.384375,derived_midpoint,0.38125,0.3875,0.006250000000000033,0.0,0.0,333.45027541618055,336.1813003115321,336.87131117910803,117,2.7310248953515384,common_support_only
0.3875,native_slice,0.3875,0.3875,0.0,0.0,0.0,334.0111792308613,336.87131117910803,336.87131117910803,62,0.0,native_support_plus_boundary_constrained_completion
0.390625,derived_midpoint,0.3875,0.39375,0.006249999999999978,0.0,0.0,334.0111792308613,336.87131117910803,337.55513100941835,117,2.86013194824676,common_support_only
0.39375,native_slice,0.39375,0.39375,0.0,0.0,0.0,334.5672572656026,337.55513100941835,337.55513100941835,62,0.0,native_support_plus_boundary_constrained_completion
0.396875,derived_midpoint,0.39375,0.4,0.006250000000000033,0.0,0.0,334.5672572656026,337.55513100941835,338.15785067781815,117,2.987873743815726,common_support_only
0.4,native_slice,0.4,0.4,0.0,0.0,0.0,335.06233163261436,338.15785067781815,338.15785067781815,62,0.0,native_support_plus_boundary_constrained_completion
0.40625,derived_midpoint,0.4,0.4125,0.012499999999999956,0.0,0.0,335.06233163261436,338.15785067781815,339.5047745433942,117,3.095519045203787,common_support_only
0.4125,native_slice,0.4125,0.4125,0.0,0.0,0.0,336.1580529567468,339.5047745433942,339.5047745433942,62,0.0,native_support_plus_boundary_constrained_completion
0.41874999999999996,derived_midpoint,0.4125,0.425,0.012500000000000011,0.0,0.0,336.1580529567468,339.5047745433942,340.75551343036426,117,3.3467215866473907,common_support_only
0.425,native_slice,0.425,0.425,0.0,0.0,0.0,337.1809349128682,340.75551343036426,340.75551343036426,62,0.0,native_support_plus_boundary_constrained_completion
