T_MeV,mu_MeV,rho,xi,phi_u,phi_d,phi_s,Phi1,Phi2,mu_u_MeV,mu_d_MeV,mu_s_MeV
64.99727022558872,56.44036339006777,2.915166647149909e-7,0.21703916308090276,-1.843292532673115,-1.843292532673115,-2.227008751461152,0.00014368402102079458,0.0007958531373452994,56.44036339006777,56.44036339006777,56.44036339006777
372.2469144059988,334.1965036948403,-5.45019694506911,0.6643216112404067,-6.24171004783928,6.252620453287598,0.80062828819413,-0.17036123601848333,-0.7124872328143071,334.1965036948403,334.1965036948403,334.1965036948403
375.8871609754725,468.57513047700974,-9.555750745562237,-0.6891086179536008,6.733842124714818,-6.712695535606691,2.26337927490231,-0.14672392518281385,-1.0126485613308749,468.5751304770097,468.5751304770097,468.5751304770097
90.2679589704582,441.9119912716752,12.297031880614233,-0.48456019225997876,-4.569216618214496,-4.5692166182144955,3.4983463870478917,0.47063890911668543,0.49417334374824684,441.91199127167516,441.91199127167516,441.91199127167516
135.7334208441664,26.060308925073993,0.014379712617810238,-0.7463778213623334,-5.278228439468972,-5.278228439468972,1.844556259433016,0.06815657504965289,0.0810197887401276,26.060308925073993,26.060308925073993,26.060308925073993
176.17688179770462,122.92374260295,7.428902624443666,-0.601563997985724,-0.007802437421751933,-0.0078024374217519265,-0.7382801434709212,0.6912329121563197,0.6962223857254338,122.92374260295,122.92374260295,122.92374260295
231.1399310069483,200.54848047197467,-0.94427891640442,-0.7756605237202446,-5.659854674210422,-5.659854674210421,0.8558146888296608,-0.1284756121479703,-0.5986728416624605,200.5484804719747,200.5484804719747,200.5484804719747
352.67219500421015,419.3299749943159,-5.5798392903934815,0.30819475575605226,6.157245697452377,6.157245697452381,-0.5364192607426489,-0.12758079042989764,-0.816300047115897,419.3299749943159,419.3299749943159,419.3299749943159
93.73442873813111,296.9019469543605,0.04153140884496217,0.75472704197226,5.279176694166089,5.279176694166087,1.8421849646668147,0.012004886474737178,0.047854058782667755,296.9019469543605,296.9019469543605,296.9019469543605
82.22271418832666,8.416227961822395,1.214480490138646e-6,-0.0017112238920743428,-1.8432306637306197,-1.8432306637306197,-2.226993323460438,0.0018862641135102697,0.0023021747565467503,8.416227961822395,8.416227961822395,8.416227961822395
141.46587594354662,55.826083471042786,0.02224158003339188,0.7012273432840328,-1.8160445489057675,-1.816044548905768,-2.2165367263106828,0.05389652080161926,0.07687524517097302,55.826083471042786,55.826083471042786,55.826083471042786
366.80315185927196,72.6152734490148,-90.13568527242613,0.5389067514717785,1.2418118817060846,1.2418118817060846,8.078309587812,-1.614421066856075,-2.558449982458841,72.6152734490148,72.6152734490148,72.6152734490148
181.72651194225796,100.22403812050304,5.4714919814299705,-0.737131853556917,4.5237846419048084,4.523784641904804,3.59619895626109,0.6884800900850769,0.6929632464811423,100.22403812050302,100.22403812050302,100.22403812050302
395.8935191773973,245.79342768304795,-2.935171069471029,-0.40208523342012914,6.393370354468778,-1.5742617184245216,6.610631844301037,-0.21569623393277748,-0.6540529191856805,245.79342768304795,245.79342768304795,245.79342768304795
69.43137349505882,1.141461293358069,7.327334079404863e-9,0.2850737848913254,-1.8432897294763708,-1.8432897294763708,-2.2270081250916354,0.0005325058635454666,0.0005501517080750571,1.141461293358069,1.141461293358069,1.141461293358069
367.9358416687906,400.30802245296206,-6.40975853909794,-0.5728731872414605,4.6782725773569735,4.678272577356963,-4.211045993471794,-0.15231960743019798,-0.9157101653555314,400.30802245296206,400.30802245296206,400.30802245296206
298.0746954430057,112.74673676197396,-0.8443944284874074,-0.558017360470637,5.9360326168214606,-0.05118295821448649,6.040667796139987,-0.2622189878539329,-0.5255094063581185,112.74673676197396,112.74673676197396,112.74673676197396
236.20871996513924,158.40360821206394,14.300735795451713,-0.1912525483909968,0.004764322938846112,0.004764322938846134,0.038329337918553384,0.8109734505001979,0.8127387418602714,158.40360821206394,158.40360821206394,158.40360821206394
111.28236373182796,47.71448008875928,0.0016351552005933845,-0.3353728105650851,-1.8391028294152716,-1.839102829415271,-2.2256652742482768,0.014373041520046403,0.027851028740419264,47.71448008875928,47.71448008875928,47.71448008875928
178.8886424312601,406.07258380772424,20.75973961033509,0.04854332590382382,4.3389010927983085,4.338901092798311,3.9843198043581274,0.7366088849726138,0.7428794876716809,406.07258380772424,406.07258380772424,406.07258380772424
277.02006364950796,319.83799233367796,30.36166388546345,0.7780924297643477,0.010304461171348214,0.010304461171348209,0.23885145663491394,0.8558394851091418,0.8572459570418053,319.83799233367796,319.83799233367796,319.83799233367796
47.35874946306848,199.93674658193945,6.255537277004757e-6,0.06769914985628112,-1.843291410217207,-1.843291410217207,-2.227008708298225,1.9759901819284405e-5,0.001533927758079933,199.93674658193945,199.93674658193945,199.93674658193945
311.10997226516224,307.35001213555023,-2.984580012188509,-0.47820388250631335,-6.02532414310883,-6.025324143108824,-0.15574104775820258,-0.14278058001584784,-0.771448346793061,307.35001213555023,307.35001213555023,307.35001213555023
153.00843039973333,343.823375806899,11.14863582399401,0.7361092924953354,-0.015649275035637955,-0.01564927503563792,-0.8016548742154349,0.6119217092289769,0.6226958390081889,343.823375806899,343.823375806899,343.823375806899
229.89731766036246,460.6524979088495,48.74908522718446,-0.22330383695624823,4.184698999845291,4.184698999845292,4.295646732330746,0.8510256022409144,0.853325626510447,460.6524979088495,460.6524979088495,460.6524979088495
261.5337074302713,372.1049008970276,34.674657048941285,0.20794709446613813,-4.213462024729206,-4.213462024729207,4.2384301244378495,0.8515419929098167,0.8534373887153234,372.1049008970276,372.1049008970276,372.1049008970276
