# diagnostic_only Issue130 RS aggregate replay v4; calculation_sha=3c5f6b3c9bd535cff7657364dadb2efc31f2ea48; workflow_head_sha=22874505877491754eed27519ad8a7b871c82571; source_runs=30 unique successful shards
T_MeV,muq_MeV,muB_MeV,xi,species,channel,density_key,multiplicity,density,rate,contribution,total,tau_inv_species,equilibrium_backend,phase_curr,phase_structure
120.0,0.0,0.0,-0.5,u,uu_to_uu,u,1.0,0.0009217884139896207,0.11508280798636464,0.00010608199905122311,0.0009955140392089664,0.0009955140392089664,models_multi,hadron,first_order_possible
120.0,0.0,0.0,-0.5,u,ud_to_ud,u,1.0,0.0009217884139896207,0.16690910163995334,0.000153854876081125,0.0009955140392089664,0.0009955140392089664,models_multi,hadron,first_order_possible
120.0,0.0,0.0,-0.5,u,uubar_to_uubar,ubar,1.0,0.0009217884139721485,0.2730144924434333,0.0002516615959808435,0.0009955140392089664,0.0009955140392089664,models_multi,hadron,first_order_possible
120.0,0.0,0.0,-0.5,u,uubar_to_ddbar,ubar,1.0,0.0009217884139721485,0.19091754338499195,0.0001759855795163106,0.0009955140392089664,0.0009955140392089664,models_multi,hadron,first_order_possible
120.0,0.0,0.0,-0.5,u,uubar_to_ssbar,ubar,1.0,0.0009217884139721485,0.023613868967391725,2.1766990823198154e-5,0.0009955140392089664,0.0009955140392089664,models_multi,hadron,first_order_possible
120.0,0.0,0.0,-0.5,u,udbar_to_udbar,ubar,1.0,0.0009217884139721485,0.19631634118804175,0.0001809621287805402,0.0009955140392089664,0.0009955140392089664,models_multi,hadron,first_order_possible
120.0,0.0,0.0,-0.5,u,us_to_us,s,1.0,0.0003050415498184991,0.18123733800466513,5.5284918469922216e-5,0.0009955140392089664,0.0009955140392089664,models_multi,hadron,first_order_possible
120.0,0.0,0.0,-0.5,u,usbar_to_usbar,sbar,1.0,0.0003050415498123812,0.16363656208967267,4.9915950505803696e-5,0.0009955140392089664,0.0009955140392089664,models_multi,hadron,first_order_possible
120.0,0.0,0.0,-0.5,d,uu_to_uu,d,1.0,0.0009217884139896209,0.11508280798636464,0.00010608199905122314,0.0009955140392089667,0.0009955140392089664,models_multi,hadron,first_order_possible
120.0,0.0,0.0,-0.5,d,ud_to_ud,d,1.0,0.0009217884139896209,0.16690910163995334,0.00015385487608112503,0.0009955140392089667,0.0009955140392089664,models_multi,hadron,first_order_possible
120.0,0.0,0.0,-0.5,d,uubar_to_uubar,dbar,1.0,0.0009217884139721487,0.2730144924434333,0.00025166159598084354,0.0009955140392089667,0.0009955140392089664,models_multi,hadron,first_order_possible
120.0,0.0,0.0,-0.5,d,uubar_to_ddbar,dbar,1.0,0.0009217884139721487,0.19091754338499195,0.00017598557951631062,0.0009955140392089667,0.0009955140392089664,models_multi,hadron,first_order_possible
120.0,0.0,0.0,-0.5,d,uubar_to_ssbar,dbar,1.0,0.0009217884139721487,0.023613868967391725,2.1766990823198158e-5,0.0009955140392089667,0.0009955140392089664,models_multi,hadron,first_order_possible
120.0,0.0,0.0,-0.5,d,udbar_to_udbar,dbar,1.0,0.0009217884139721487,0.19631634118804175,0.00018096212878054022,0.0009955140392089667,0.0009955140392089664,models_multi,hadron,first_order_possible
120.0,0.0,0.0,-0.5,d,us_to_us,s,1.0,0.0003050415498184991,0.18123733800466513,5.5284918469922216e-5,0.0009955140392089667,0.0009955140392089664,models_multi,hadron,first_order_possible
120.0,0.0,0.0,-0.5,d,usbar_to_usbar,sbar,1.0,0.0003050415498123812,0.16363656208967267,4.9915950505803696e-5,0.0009955140392089667,0.0009955140392089664,models_multi,hadron,first_order_possible
120.0,0.0,0.0,-0.5,s,us_to_us,u,2.0,0.0009217884139896207,0.18123733800466513,0.0003341249567100421,0.0008190908766433544,0.0008190908766433544,models_multi,hadron,first_order_possible
120.0,0.0,0.0,-0.5,s,usbar_to_usbar,ubar,2.0,0.0009217884139721485,0.16363656208967267,0.00030167657407298876,0.0008190908766433544,0.0008190908766433544,models_multi,hadron,first_order_possible
120.0,0.0,0.0,-0.5,s,ss_to_ss,s,1.0,0.0003050415498184991,0.0703541948847632,2.146095264388089e-5,0.0008190908766433544,0.0008190908766433544,models_multi,hadron,first_order_possible
120.0,0.0,0.0,-0.5,s,ssbar_to_ssbar,sbar,1.0,0.0003050415498123812,0.2316366257039522,7.065879529804403e-5,0.0008190908766433544,0.0008190908766433544,models_multi,hadron,first_order_possible
120.0,0.0,0.0,-0.5,s,ssbar_to_uubar,sbar,2.0,0.0003050415498123812,0.14943799947002845,9.116959791839856e-5,0.0008190908766433544,0.0008190908766433544,models_multi,hadron,first_order_possible
120.0,0.0,0.0,-0.5,ubar,uubar_to_uubar,u,1.0,0.0009217884139896207,0.2730144924434333,0.00025166159598561365,0.000995514039215867,0.000995514039215867,models_multi,hadron,first_order_possible
120.0,0.0,0.0,-0.5,ubar,uubar_to_ddbar,u,1.0,0.0009217884139896207,0.19091754338499195,0.00017598557951964633,0.000995514039215867,0.000995514039215867,models_multi,hadron,first_order_possible
120.0,0.0,0.0,-0.5,ubar,uubar_to_ssbar,u,1.0,0.0009217884139896207,0.023613868967391725,2.176699082361074e-5,0.000995514039215867,0.000995514039215867,models_multi,hadron,first_order_possible
120.0,0.0,0.0,-0.5,ubar,dubar_to_dubar,u,1.0,0.0009217884139896207,0.1963163411880418,0.0001809621287839703,0.000995514039215867,0.000995514039215867,models_multi,hadron,first_order_possible
120.0,0.0,0.0,-0.5,ubar,ubardbar_to_ubardbar,ubar,1.0,0.0009217884139721485,0.16690910163995015,0.00015385487607820578,0.000995514039215867,0.000995514039215867,models_multi,hadron,first_order_possible
120.0,0.0,0.0,-0.5,ubar,ubarubar_to_ubarubar,ubar,1.0,0.0009217884139721485,0.11508280798636238,0.00010608199904921028,0.000995514039215867,0.000995514039215867,models_multi,hadron,first_order_possible
120.0,0.0,0.0,-0.5,ubar,subar_to_subar,s,1.0,0.0003050415498184991,0.1636365620896087,4.991595050678529e-5,0.000995514039215867,0.000995514039215867,models_multi,hadron,first_order_possible
120.0,0.0,0.0,-0.5,ubar,ubarsbar_to_ubarsbar,sbar,1.0,0.0003050415498123812,0.1812373380047014,5.5284918468824495e-5,0.000995514039215867,0.000995514039215867,models_multi,hadron,first_order_possible
120.0,0.0,0.0,-0.5,dbar,uubar_to_uubar,d,1.0,0.0009217884139896209,0.2730144924434333,0.0002516615959856137,0.000995514039215867,0.000995514039215867,models_multi,hadron,first_order_possible
120.0,0.0,0.0,-0.5,dbar,uubar_to_ddbar,d,1.0,0.0009217884139896209,0.19091754338499195,0.00017598557951964636,0.000995514039215867,0.000995514039215867,models_multi,hadron,first_order_possible
120.0,0.0,0.0,-0.5,dbar,uubar_to_ssbar,d,1.0,0.0009217884139896209,0.023613868967391725,2.1766990823610744e-5,0.000995514039215867,0.000995514039215867,models_multi,hadron,first_order_possible
120.0,0.0,0.0,-0.5,dbar,dubar_to_dubar,d,1.0,0.0009217884139896209,0.1963163411880418,0.00018096212878397034,0.000995514039215867,0.000995514039215867,models_multi,hadron,first_order_possible
120.0,0.0,0.0,-0.5,dbar,ubardbar_to_ubardbar,dbar,1.0,0.0009217884139721487,0.16690910163995015,0.0001538548760782058,0.000995514039215867,0.000995514039215867,models_multi,hadron,first_order_possible
120.0,0.0,0.0,-0.5,dbar,ubarubar_to_ubarubar,dbar,1.0,0.0009217884139721487,0.11508280798636238,0.00010608199904921029,0.000995514039215867,0.000995514039215867,models_multi,hadron,first_order_possible
120.0,0.0,0.0,-0.5,dbar,subar_to_subar,s,1.0,0.0003050415498184991,0.1636365620896087,4.991595050678529e-5,0.000995514039215867,0.000995514039215867,models_multi,hadron,first_order_possible
120.0,0.0,0.0,-0.5,dbar,ubarsbar_to_ubarsbar,sbar,1.0,0.0003050415498123812,0.1812373380047014,5.5284918468824495e-5,0.000995514039215867,0.000995514039215867,models_multi,hadron,first_order_possible
120.0,0.0,0.0,-0.5,sbar,usbar_to_usbar,u,2.0,0.0009217884139896207,0.16363656208967267,0.0003016765740787069,0.0008190908766456261,0.000819090876645626,models_multi,hadron,first_order_possible
120.0,0.0,0.0,-0.5,sbar,ubarsbar_to_ubarsbar,ubar,2.0,0.0009217884139721485,0.1812373380047014,0.0003341249567037758,0.0008190908766456261,0.000819090876645626,models_multi,hadron,first_order_possible
120.0,0.0,0.0,-0.5,sbar,sbarsbar_to_sbarsbar,sbar,1.0,0.0003050415498123812,0.07035419488477822,2.146095264345505e-5,0.0008190908766456261,0.000819090876645626,models_multi,hadron,first_order_possible
120.0,0.0,0.0,-0.5,sbar,ssbar_to_ssbar,s,1.0,0.0003050415498184991,0.2316366257039522,7.065879529946116e-5,0.0008190908766456261,0.000819090876645626,models_multi,hadron,first_order_possible
120.0,0.0,0.0,-0.5,sbar,ssbar_to_uubar,s,2.0,0.0003050415498184991,0.14943799947002845,9.116959792022705e-5,0.0008190908766456261,0.000819090876645626,models_multi,hadron,first_order_possible
120.0,0.0,0.0,-0.49,u,uu_to_uu,u,1.0,0.0009033053226672235,0.11515183962281343,0.00010401726964620986,0.0009766492933742383,0.0009766492933742383,models_multi,hadron,first_order_possible
120.0,0.0,0.0,-0.49,u,ud_to_ud,u,1.0,0.0009033053226672235,0.1670712610857004,0.00015091635940343853,0.0009766492933742383,0.0009766492933742383,models_multi,hadron,first_order_possible
120.0,0.0,0.0,-0.49,u,uubar_to_uubar,ubar,1.0,0.0009033053226672235,0.27327610235418326,0.0002468517578142867,0.0009766492933742383,0.0009766492933742383,models_multi,hadron,first_order_possible
120.0,0.0,0.0,-0.49,u,uubar_to_ddbar,ubar,1.0,0.0009033053226672235,0.1911818700170841,0.00017269560078390532,0.0009766492933742383,0.0009766492933742383,models_multi,hadron,first_order_possible
120.0,0.0,0.0,-0.49,u,uubar_to_ssbar,ubar,1.0,0.0009033053226672235,0.023457078566988983,2.1188903923784396e-5,0.0009766492933742383,0.0009766492933742383,models_multi,hadron,first_order_possible
120.0,0.0,0.0,-0.49,u,udbar_to_udbar,ubar,1.0,0.0009033053226672235,0.19670746105711095,0.0001776868965812439,0.0009766492933742383,0.0009766492933742383,models_multi,hadron,first_order_possible
120.0,0.0,0.0,-0.49,u,us_to_us,s,1.0,0.00029888879797765534,0.18154897240022247,5.426295413478102e-5,0.0009766492933742383,0.0009766492933742383,models_multi,hadron,first_order_possible
120.0,0.0,0.0,-0.49,u,usbar_to_usbar,sbar,1.0,0.00029888879797765534,0.16403944014741573,4.902955108658862e-5,0.0009766492933742383,0.0009766492933742383,models_multi,hadron,first_order_possible
120.0,0.0,0.0,-0.49,d,uu_to_uu,d,1.0,0.000903305322667224,0.11515183962281343,0.00010401726964620992,0.0009766492933742388,0.0009766492933742383,models_multi,hadron,first_order_possible
120.0,0.0,0.0,-0.49,d,ud_to_ud,d,1.0,0.000903305322667224,0.1670712610857004,0.0001509163594034386,0.0009766492933742388,0.0009766492933742383,models_multi,hadron,first_order_possible
120.0,0.0,0.0,-0.49,d,uubar_to_uubar,dbar,1.0,0.000903305322667224,0.27327610235418326,0.0002468517578142868,0.0009766492933742388,0.0009766492933742383,models_multi,hadron,first_order_possible
120.0,0.0,0.0,-0.49,d,uubar_to_ddbar,dbar,1.0,0.000903305322667224,0.1911818700170841,0.00017269560078390543,0.0009766492933742388,0.0009766492933742383,models_multi,hadron,first_order_possible
