xi,T_MeV,muB_MeV,rho_hadron,rho_quark,area_residual,grid_status,grid_unresolved
-0.5,5.0,331.5737237121608,0.0,2.8043648716128837,6.214276312251554e-07,rho:geometry_tolerance_exceeded|rho:ok|rho:rho_geometry_not_converged,True
-0.5,7.0,331.53072855499386,0.0,2.8040121959105595,8.404648264240407e-07,rho:geometry_tolerance_exceeded|rho:ok|rho:rho_geometry_not_converged,True
-0.5,9.0,331.47214717190707,0.0,2.803553430857171,4.892608511626389e-07,rho:geometry_tolerance_exceeded|rho:ok|rho:rho_geometry_not_converged,True
-0.5,11.0,331.39729861961985,0.0,2.8029938839977793,9.218454626052264e-07,rho:geometry_tolerance_exceeded|rho:ok|rho:rho_geometry_not_converged,True
-0.5,13.0,331.3054888305039,4.689397995976032e-06,2.80233908457752,2.752236960619885e-06,rho:geometry_tolerance_exceeded|rho:ok|rho:rho_geometry_not_converged,True
-0.5,15.0,331.19600802853614,1.7596768673803346e-05,2.801594814449659,2.947317779710177e-07,rho:geometry_tolerance_exceeded|rho:ok|rho:rho_geometry_not_converged,True
-0.5,19.0,330.92116928704047,0.00011083919870242536,2.7998648009386304,3.7363389591666763e-06,rho:geometry_tolerance_exceeded|rho:ok|rho:rho_geometry_not_converged,True
-0.5,21.0,330.75435819257945,0.0002208769373748548,2.798895406507166,7.313824709060919e-07,rho:geometry_tolerance_exceeded|rho:ok|rho:rho_geometry_not_converged,True
-0.5,23.0,330.56696381116114,0.0003851292891594072,2.797868044985752,3.5549852815582863e-06,rho:geometry_tolerance_exceeded|rho:ok|rho:rho_geometry_not_converged,True
-0.5,25.0,330.3582234555118,0.0006618188422905945,2.7967931173128204,2.3270532251915812e-06,rho:geometry_tolerance_exceeded|rho:ok|rho:rho_geometry_not_converged,True
-0.5,27.0,330.1273304317794,0.0010338586519331432,2.795681511001223,3.3819890536577134e-06,rho:geometry_tolerance_exceeded|rho:ok|rho:rho_geometry_not_converged,True
-0.5,29.0,329.8735080646854,0.0014667283595515765,2.794546663733343,3.361417456572569e-06,rho:geometry_tolerance_exceeded|rho:ok|rho:rho_geometry_not_converged,True
-0.5,31.0,329.5959794411096,0.0020581066169267576,2.793404136252304,1.8420077701008066e-06,rho:geometry_tolerance_exceeded|rho:ok|rho:rho_geometry_not_converged,True
-0.5,33.0,329.2935457565486,0.0027760893301815434,2.7922602586575165,4.695046670209833e-06,rho:geometry_tolerance_exceeded|rho:ok|rho:rho_geometry_not_converged,True
-0.5,35.0,328.9658725760804,0.003650572226835812,2.7911452830405437,2.2641434889642312e-06,rho:geometry_tolerance_exceeded|rho:rho_geometry_not_converged,True
-0.5,37.0,328.61107630559167,0.004682371551800802,2.7900509971042027,1.7952410535165223e-06,rho:geometry_tolerance_exceeded|rho:rho_geometry_not_converged,True
-0.5,39.0,328.22856531958587,0.005926415968279071,2.7890057137566324,1.242319344140825e-06,rho:geometry_tolerance_exceeded|rho:rho_geometry_not_converged,True
-0.5,41.0,327.81869683976817,0.007491760352256728,2.78806519242395,9.598226153470634e-07,rho:geometry_tolerance_exceeded|rho:rho_geometry_not_converged,True
-0.5,43.0,327.3774284947069,0.00903350718658213,2.787170925037216,1.9444978836057156e-06,rho:geometry_tolerance_exceeded|rho:rho_geometry_not_converged,True
-0.5,45.0,326.90477690019367,0.010927425224607452,2.786374132885016,6.687315765193356e-07,rho:geometry_tolerance_exceeded,True
-0.5,47.0,326.39948735851453,0.01292467078815992,2.7856946786157764,3.067954826944205e-06,rho:geometry_tolerance_exceeded,True
-0.5,49.0,325.8601459746587,0.015237086020745706,2.7851509541618014,2.6956831819691558e-06,rho:geometry_tolerance_exceeded,True
-0.5,51.0,325.28523887096657,0.017826698397762242,2.7847612838928795,2.5577399334456113e-06,rho:geometry_tolerance_exceeded,True
-0.5,53.0,324.673201321176,0.020659443532225104,2.784545284961874,2.1221740906013924e-07,rho:geometry_tolerance_exceeded,True
-0.5,55.0,324.02236588744404,0.02376975089263754,2.7845225110013216,3.0289281276841e-06,rho:geometry_tolerance_exceeded|rho:rho_geometry_not_converged,True
-0.5,57.0,323.33096539507335,0.02717573020129016,2.784712541747368,1.7998766522943155e-06,rho:geometry_tolerance_exceeded|rho:rho_geometry_not_converged,True
-0.5,59.0,322.5971381755602,0.0308862622838039,2.7851351134561186,2.885994766461355e-06,rho:geometry_tolerance_exceeded,True
-0.5,61.0,321.8190121267764,0.03496113486500153,2.7858123615656227,4.873433277546551e-06,rho:geometry_tolerance_exceeded,True
-0.5,63.0,320.99440416627704,0.03940036544399044,2.7867606288739024,8.007444126789524e-07,rho:geometry_tolerance_exceeded,True
-0.5,65.0,320.12113794922516,0.044190899328542345,2.787999106316864,1.9287850769712187e-06,rho:geometry_tolerance_exceeded,True
-0.5,67.0,319.196862417002,0.049431715434109395,2.789544934342381,3.6698645466284147e-06,automatic_grid_pass,False
-0.5,69.0,318.21931086571396,0.055105600081531904,2.791418668214748,1.6807543368874394e-07,automatic_grid_pass,False
-0.5,71.0,317.1859258819467,0.06117867346971253,2.7936356233511193,3.322241999033788e-06,rho:geometry_tolerance_exceeded,True
-0.5,73.0,316.09400895500835,0.06778687698746601,2.7962099551585076,4.782114558249005e-06,rho:geometry_tolerance_exceeded,True
-0.5,75.0,314.9408282007855,0.07491823908415081,2.799154826845398,4.4573901084802296e-06,rho:geometry_tolerance_exceeded,True
-0.5,77.0,313.7235148210651,0.08265662991231283,2.802481161897072,1.112422733062272e-06,rho:geometry_tolerance_exceeded,True
-0.5,79.0,312.43907253891575,0.09104565836271149,2.806196819380571,1.6087632314504274e-07,automatic_grid_pass,False
-0.5,81.0,311.08441430046344,0.09998958743506446,2.810307458486129,2.0441419089844916e-06,automatic_grid_pass,False
-0.5,83.0,309.6563005216838,0.10977187438222205,2.814812765080173,9.608454025635508e-07,automatic_grid_pass,False
-0.5,85.0,308.15140541360483,0.12023198110212427,2.8197093466067336,2.256178662580505e-07,rho:geometry_tolerance_exceeded,True
-0.5,87.0,306.56625974435116,0.13156741798931373,2.8249877761317,5.351948539529267e-07,automatic_grid_pass,False
-0.5,89.0,304.89734084692805,0.14380274113871921,2.8306335931572137,4.232787313357043e-06,automatic_grid_pass,False
-0.5,91.0,303.1409813941415,0.15703812297285677,2.836623996706825,3.40655693216365e-06,automatic_grid_pass,False
-0.5,93.0,301.29344501602156,0.1713309312239931,2.8429292501946795,4.988016378029399e-07,automatic_grid_pass,False
-0.5,94.0,300.3342872754169,0.17888727605101273,2.8461880826299195,1.318840139904372e-06,automatic_grid_pass,False
-0.5,95.0,299.3508882740366,0.18672222126776805,2.8495101984679523,6.283545146399967e-07,temperature:interpolation_tolerance_exceeded,True
-0.5,96.0,298.3427513722909,0.1948891808178567,2.8528890198760792,1.878180258343162e-06,automatic_grid_pass,False
-0.5,97.0,297.30938468704335,0.20338505642927726,2.8563177196476293,7.468593153735009e-07,automatic_grid_pass,False
-0.5,98.0,296.2502793233524,0.21217346879433105,2.859787919481674,4.984430921795404e-06,automatic_grid_pass,False
-0.5,99.0,295.1649333772598,0.22136025765199493,2.8632915212545633,9.835137785245673e-07,temperature:interpolation_tolerance_exceeded,True
-0.5,100.0,294.05282944966467,0.2308595383544545,2.8668184852096688,7.985737920595897e-07,automatic_grid_pass,False
-0.5,101.0,292.9134524434691,0.24078061394429084,2.870358811938422,2.1447684084274145e-06,automatic_grid_pass,False
-0.5,102.0,291.7462822773333,0.25105600222088087,2.873901178354328,2.755531474962574e-06,automatic_grid_pass,False
-0.5,103.0,290.5507962091453,0.2617482715473688,2.877433239868761,1.1714726739256952e-06,temperature:interpolation_tolerance_exceeded,True
-0.5,104.0,289.32646219520973,0.2728814592938877,2.8809423563888643,1.8540913660289185e-06,automatic_grid_pass,False
-0.5,105.0,288.07275004177507,0.2844461330569149,2.88441318004247,1.4589101346329676e-06,automatic_grid_pass,False
-0.5,106.0,286.78912365725165,0.29646885310531607,2.887831974246883,2.3801295446971355e-06,automatic_grid_pass,False
-0.5,107.0,285.4750478554114,0.3089735309882075,2.891180635797057,4.452432911164603e-06,temperature:interpolation_tolerance_exceeded,True
-0.5,108.0,284.1299752622049,0.3219813824666388,2.8944432340881305,4.5176887553818026e-06,automatic_grid_pass,False
-0.5,109.0,282.7533615746184,0.3355112461971917,2.8975991790637243,1.4519471470933096e-06,automatic_grid_pass,False
-0.5,110.0,281.34466638568506,0.34957972397080644,2.900630425224948,4.5187538042814915e-06,automatic_grid_pass,False
-0.5,111.0,279.9033312508369,0.3642511937421176,2.903513102432128,8.257208249993868e-07,temperature:interpolation_tolerance_exceeded,True
-0.5,112.0,278.42881436694836,0.3795137365583351,2.9062275353575435,4.24325239186936e-06,automatic_grid_pass,False
-0.5,113.0,276.9205519066227,0.3954092173322155,2.908745164433287,4.237721696674014e-06,automatic_grid_pass,False
-0.5,114.0,275.37800216596554,0.4119620933398835,2.9110441746951476,1.1326679943105705e-06,automatic_grid_pass,False
-0.5,115.0,273.8006031548671,0.42923786055938723,2.913095770308938,4.266969278252862e-06,temperature:interpolation_tolerance_exceeded,True
-0.5,116.0,272.1877966086446,0.44724389777678164,2.9148689011204447,4.498733040337303e-06,automatic_grid_pass,False
-0.5,117.0,270.5390379464742,0.46602952259952046,2.9163354138626914,2.972770397558503e-06,automatic_grid_pass,False
-0.5,118.0,268.8537712945913,0.48564022462730877,2.9174621384073656,9.08885404994641e-07,automatic_grid_pass,False
-0.5,119.0,267.13144772591363,0.5061179776555385,2.9182139378103784,2.281490204928923e-06,temperature:interpolation_tolerance_exceeded,True
-0.5,120.0,265.3715196444109,0.5275605779277486,2.9185533851584737,1.220804620569952e-06,automatic_grid_pass,False
-0.5,121.0,263.573454130487,0.5499657360619745,2.918441120131326,1.2461670557571344e-06,automatic_grid_pass,False
-0.5,122.0,261.7367180788433,0.5734657387839742,2.9178352371143768,2.4578692498558314e-06,automatic_grid_pass,False
-0.5,123.0,259.8607902160793,0.5980958568951679,2.916691663284972,2.414210890038269e-06,temperature:interpolation_tolerance_exceeded,True
-0.5,124.0,257.9451722172057,0.6239462550139966,2.914964592125169,1.5346375657886998e-06,automatic_grid_pass,False
-0.5,125.0,255.98937233865365,0.651124692562948,2.912606000500025,3.2275889243135257e-06,automatic_grid_pass,False
-0.5,126.0,253.99292364139131,0.6797351497156647,2.9095506735724976,4.509539613847103e-06,automatic_grid_pass,False
-0.5,127.0,251.95539742858222,0.7098978445152325,2.905754412532568,4.142084984670074e-06,temperature:interpolation_tolerance_exceeded,True
-0.5,128.0,249.8763890900189,0.7417414169180326,2.901142206160593,4.031285286028104e-06,automatic_grid_pass,False
-0.5,129.0,247.755540153067,0.7754153083876145,2.8956495935262114,3.764958383750859e-06,automatic_grid_pass,False
-0.5,130.0,245.59254631546256,0.8111156444252217,2.889202695153211,1.6518436804615407e-06,automatic_grid_pass,False
-0.5,131.0,243.38715652448673,0.8490069908679585,2.88171936262957,3.6388480287222387e-07,temperature:interpolation_tolerance_exceeded,True
-0.5,132.0,241.1392048955507,0.8893190260200727,2.8730953655282216,4.280204598852461e-06,automatic_grid_pass,False
-0.5,133.0,238.84859755371815,0.9322723926785689,2.863240805287799,2.727027979489731e-06,automatic_grid_pass,False
-0.5,134.0,236.5153577169915,0.978148287649532,2.8520197934433313,1.2784153449597977e-06,automatic_grid_pass,False
-0.5,135.0,234.13960750043935,1.0272127672067184,2.8393048812784722,2.688586789886943e-06,temperature:interpolation_tolerance_exceeded,True
-0.5,136.0,231.72159294705568,1.079782412865837,2.8249350281911774,3.924164660428831e-06,automatic_grid_pass,False
-0.5,137.0,229.2616918618607,1.136195688275402,2.8086796146491526,1.4076401672938243e-06,automatic_grid_pass,False
-0.5,138.0,226.76043077231446,1.1968194993335903,2.790323689091015,3.964360695797792e-06,automatic_grid_pass,False
-0.5,139.0,224.21844435462296,1.2620250213078847,2.7695508910347066,1.1127314733712567e-06,temperature:interpolation_tolerance_exceeded,True
-0.5,140.0,221.6365084225663,1.3322924208574456,2.7459178274848868,6.377018550480118e-07,automatic_grid_pass,False
-0.5,141.0,219.01547712795272,1.4081443410989707,2.718900119635627,2.4213963126699827e-06,automatic_grid_pass,False
-0.5,142.0,216.35627369236505,1.490295564430222,2.6876335052796856,2.4814981911741968e-06,automatic_grid_pass,False
-0.5,143.0,213.65981358298268,1.5798169762461203,2.6508585595866294,7.231940105949443e-08,temperature:interpolation_tolerance_exceeded,True
-0.5,143.5,212.2978935343932,1.6278842851912285,2.629798694637266,1.70707862876744e-06,automatic_grid_pass,False
-0.5,144.0,210.92698490601464,1.6785932116496942,2.6064870980675114,3.6464661392830854e-06,temperature:interpolation_tolerance_exceeded,True
-0.5,144.5,209.54719393581388,1.7324785735509838,2.5802850202967105,3.885958439431506e-06,automatic_grid_pass,False
-0.5,145.0,208.15858130345495,1.790392564088523,2.5503738714190307,7.039914848171185e-08,automatic_grid_pass,False
-0.4875,9.0,332.4872413061902,0.0,2.793733839193486,2.9846365003354403e-07,rho:geometry_tolerance_exceeded|rho:ok|rho:rho_geometry_not_converged,True
-0.4875,11.0,332.4126546483429,1.0529268209198007e-06,2.793176703393063,2.6531608067026195e-07,rho:geometry_tolerance_exceeded|rho:ok|rho:rho_geometry_not_converged,True
-0.4875,13.0,332.32117586909965,5.665796189028235e-06,2.792524461878565,4.491186694286842e-06,rho:geometry_tolerance_exceeded|rho:ok|rho:rho_geometry_not_converged,True
-0.4875,15.0,332.21211070074673,2.0952394587260458e-05,2.791783039008051,3.3962688595299824e-06,rho:geometry_tolerance_exceeded|rho:ok|rho:rho_geometry_not_converged,True
-0.4875,17.0,332.0847521674624,5.723829710631077e-05,2.7909588516738464,1.0074199424855697e-06,rho:geometry_tolerance_exceeded|rho:ok|rho:rho_geometry_not_converged,True
-0.4875,19.0,331.9383873289518,0.00013167128582351994,2.7900591859219355,3.0623808281053167e-06,rho:geometry_tolerance_exceeded|rho:ok|rho:rho_geometry_not_converged,True
-0.4875,21.0,331.77229250432003,0.00025825702414181205,2.7890922666975113,4.932332855927296e-06,rho:geometry_tolerance_exceeded|rho:ok|rho:rho_geometry_not_converged,True
-0.4875,25.0,331.3779924433155,0.0007235220813755904,2.786996413304922,4.267560335335929e-06,rho:geometry_tolerance_exceeded|rho:ok|rho:rho_geometry_not_converged,True
-0.4875,27.0,331.14824362255354,0.0011473306988451914,2.7858893718601343,4.471690774335605e-06,rho:geometry_tolerance_exceeded|rho:ok|rho:rho_geometry_not_converged,True
-0.4875,29.0,330.89586199637733,0.0015776241657983565,2.784762966706908,3.5386240415156793e-06,rho:geometry_tolerance_exceeded|rho:ok|rho:rho_geometry_not_converged,True
-0.4875,31.0,330.6196516904205,0.0022242251335717876,2.7836210250267275,4.772730705737319e-06,rho:geometry_tolerance_exceeded|rho:ok|rho:rho_geometry_not_converged,True
-0.4875,33.0,330.31887160035774,0.0029944476247868437,2.782481307361767,3.9298849701966003e-07,rho:geometry_tolerance_exceeded|rho:ok|rho:rho_geometry_not_converged,True
-0.4875,35.0,329.99304942882645,0.003915692065609769,2.781370675036532,1.8022443724615408e-07,rho:geometry_tolerance_exceeded|rho:rho_geometry_not_converged,True
-0.4875,37.0,329.64035373205655,0.005040299971214527,2.7802827835897532,3.4070382533127113e-06,rho:geometry_tolerance_exceeded|rho:rho_geometry_not_converged,True
-0.4875,39.0,329.2615094834955,0.006338389763908132,2.7792793145641257,4.2572237830583107e-07,rho:geometry_tolerance_exceeded|rho:rho_geometry_not_converged,True
-0.4875,41.0,328.85279250164996,0.007977287310231344,2.7783078005791415,2.6663006425967476e-06,rho:geometry_tolerance_exceeded|rho:rho_geometry_not_converged,True
-0.4875,43.0,328.41425246122014,0.009539535925174163,2.7774176967632744,4.947277148472038e-06,rho:geometry_tolerance_exceeded,True
-0.4875,45.0,327.9446494714135,0.01154156935154145,2.7766263225923384,1.087915030875023e-06,rho:geometry_tolerance_exceeded,True
-0.4875,47.0,327.4426425150297,0.013680584473150926,2.775950928894183,3.819326617098966e-06,rho:geometry_tolerance_exceeded,True
-0.4875,49.0,326.9068696030887,0.016028601693508542,2.775410799599596,2.0960649077904414e-06,rho:geometry_tolerance_exceeded,True
-0.4875,51.0,326.33585207285955,0.01866214947990359,2.7750246954235593,2.7837492892202558e-06,rho:geometry_tolerance_exceeded,True
-0.4875,53.0,325.72801058784364,0.021604562436915605,2.7748113886046393,1.3368800473570388e-06,rho:geometry_tolerance_exceeded|rho:rho_geometry_not_converged,True
-0.4875,57.0,324.3951701547467,0.028331809432922173,2.7749810937960313,5.956523674919125e-07,rho:geometry_tolerance_exceeded,True
-0.4875,59.0,323.66667352565105,0.032196516823321975,2.775405959443198,1.3516064761528387e-06,rho:geometry_tolerance_exceeded,True
-0.4875,61.0,322.8940783078715,0.036378310302105414,2.7760794786838727,3.3491447964940677e-06,rho:geometry_tolerance_exceeded,True
-0.4875,63.0,322.07549228041125,0.04089641435677998,2.777025260107672,3.3126347868105708e-06,rho:geometry_tolerance_exceeded,True
-0.4875,65.0,321.20867001276076,0.04584077932898914,2.77825995243556,1.2087170204087358e-06,rho:geometry_tolerance_exceeded,True
-0.4875,67.0,320.2912778251497,0.051216202915499956,2.7798007126245343,5.281356852638252e-07,automatic_grid_pass,False
-0.4875,69.0,319.32107102232266,0.056964499167394676,2.781667975525137,4.681271708489383e-06,automatic_grid_pass,False
-0.4875,71.0,318.2955424882541,0.06318605413104766,2.7838786615615487,7.661272907259732e-07,rho:geometry_tolerance_exceeded|rho:rho_geometry_not_converged,True
-0.4875,73.0,317.21195045346013,0.06993676931845026,2.786444249911214,7.701392919354428e-07,rho:geometry_tolerance_exceeded,True
-0.4875,75.0,316.0676108814675,0.0772189343459325,2.7893791641318653,1.2889651723230509e-06,rho:geometry_tolerance_exceeded,True
-0.4875,77.0,314.85971275985355,0.08508044770998953,2.7926955150857364,1.4459368176398716e-06,rho:geometry_tolerance_exceeded,True
-0.4875,79.0,313.5852669071785,0.0935649151748088,2.796401269677835,4.43708123563596e-06,automatic_grid_pass,False
-0.4875,81.0,312.2411975447517,0.10277592770750966,2.8005010647923094,3.208380578373251e-06,automatic_grid_pass,False
-0.4875,83.0,310.824293335211,0.11260517574108364,2.8049965485466863,1.5805516324195884e-06,automatic_grid_pass,False
-0.4875,85.0,309.3312496007511,0.12327911298278568,2.809884223651088,2.613911139841923e-06,rho:geometry_tolerance_exceeded,True
-0.4875,87.0,307.75863505879,0.13482051266217027,2.8151558001300496,3.977738813899646e-06,automatic_grid_pass,False
-0.4875,89.0,306.1029328749003,0.1472346377478239,2.8207967137920176,2.144477553290151e-06,automatic_grid_pass,False
-0.4875,91.0,304.360513166176,0.16062557464849833,2.8267857971198938,3.244422169651781e-06,automatic_grid_pass,False
-0.4875,93.0,302.5276454556564,0.17505332594061748,2.8330937522601873,2.178180671980623e-06,automatic_grid_pass,False
-0.4875,94.0,301.5761051698511,0.18273412033515016,2.8363558425768067,7.014236741091206e-07,automatic_grid_pass,False
-0.4875,95.0,300.6005173901316,0.1906971868386717,2.8396827087484793,4.5354231311428724e-08,temperature:interpolation_tolerance_exceeded,True
-0.4875,96.0,299.60038989494296,0.1989449015248039,2.8430680922321336,4.680247207127777e-07,automatic_grid_pass,False
-0.4875,97.0,298.5752241166815,0.20753332357198573,2.8465046676948753,4.620678361249084e-06,automatic_grid_pass,False
-0.4875,98.0,297.5245299942755,0.21646424973634631,2.8499854548858634,4.999774505117698e-06,automatic_grid_pass,False
-0.4875,99.0,296.4477882746063,0.22571785990075693,2.853500770897553,5.9298904260969e-07,temperature:interpolation_tolerance_exceeded,True
-0.4875,100.0,295.3444998009178,0.23536787408517987,2.857042449652324,1.6802895123223722e-06,automatic_grid_pass,False
-0.4875,101.0,294.21414471619005,0.24537621179265182,2.8605994088478197,1.315593853683781e-07,automatic_grid_pass,False
-0.4875,102.0,293.05621030714894,0.25576926445970727,2.864161215108324,2.4396840876801e-06,automatic_grid_pass,False
-0.4875,103.0,291.8701691657099,0.26660443153415664,2.8677155680139945,3.6765964178458663e-07,temperature:interpolation_tolerance_exceeded,True
-0.4875,104.0,290.65550045110183,0.27785200854903086,2.8712492186179834,3.6276350908362416e-06,automatic_grid_pass,False
-0.4875,105.0,289.4116687063274,0.2895403259308073,2.874748926400943,3.1477260244675443e-06,automatic_grid_pass,False
-0.4875,106.0,288.13814989580135,0.3016951376217914,2.8781980786446244,1.458539970318755e-06,automatic_grid_pass,False
-0.4875,107.0,286.83440192703,0.31433937982644033,2.8815824037651376,1.048763647833742e-06,temperature:interpolation_tolerance_exceeded,True
-0.4875,108.0,285.4998868152073,0.3274935663625043,2.8848820459318776,2.9610683230436212e-06,automatic_grid_pass,False
-0.4875,109.0,284.134069000984,0.34117588979086066,2.888080965409153,3.6536815336440823e-06,automatic_grid_pass,False
-0.4875,110.0,282.7363956997965,0.3554020215582052,2.891156379621066,2.149939364096961e-06,automatic_grid_pass,False
-0.4875,111.0,281.3063300684092,0.3702278204541151,2.8940899842491574,2.6675716459355285e-06,temperature:interpolation_tolerance_exceeded,True
-0.4875,112.0,279.8433179779862,0.3856612086683625,2.896855402213272,2.831864014822945e-06,automatic_grid_pass,False
-0.4875,113.0,278.3468177146818,0.40173272998474957,2.899432314501749,2.021161261115626e-06,automatic_grid_pass,False
-0.4875,114.0,276.81627518227685,0.418466682536355,2.9017912592934074,1.5116372136876716e-06,automatic_grid_pass,False
-0.4875,115.0,275.25114045263376,0.43593657871959224,2.90390680428136,4.15818709774925e-06,temperature:interpolation_tolerance_exceeded,True
-0.4875,116.0,273.65087169242975,0.45414736809731926,2.905750922795403,1.923199901905767e-06,automatic_grid_pass,False
-0.4875,117.0,272.0149139355116,0.4731471306469073,2.907289338040857,2.9970823547278264e-07,automatic_grid_pass,False
-0.4875,118.0,270.342726029421,0.4929806070102764,2.908490467847974,4.4638916481178764e-08,automatic_grid_pass,False
-0.4875,119.0,268.63376831877156,0.5137177088374447,2.909320213981346,4.625827432402669e-06,temperature:interpolation_tolerance_exceeded,True
-0.4875,120.0,266.8875004509413,0.5354055827125045,2.909740831349563,1.6063024107873546e-06,automatic_grid_pass,False
-0.4875,121.0,265.10339560360524,0.5581004306946116,2.9097124814135564,2.8529832064587326e-06,automatic_grid_pass,False
-0.4875,122.0,263.28094086341764,0.581872106736376,2.9091931549763075,4.321050480709038e-06,automatic_grid_pass,False
-0.4875,123.0,261.41961971225567,0.6068144563624838,2.9081379762444475,1.1395770196119659e-06,temperature:interpolation_tolerance_exceeded,True
-0.4875,124.0,259.5189464250048,0.6330165711350264,2.906500460983144,7.255715939773721e-07,automatic_grid_pass,False
-0.4875,125.0,257.5784474401613,0.6605610560095657,2.904221176131682,1.4015618568215076e-06,automatic_grid_pass,False
-0.4875,126.0,255.5976765391958,0.6895660645171546,2.9012537509618905,1.3866542318298774e-06,automatic_grid_pass,False
-0.4875,127.0,253.57621681457755,0.7201533469039698,2.8975313239634723,2.960216053726002e-07,temperature:interpolation_tolerance_exceeded,True
-0.4875,128.0,251.51368726400096,0.7524740390397302,2.8929954056607574,2.437811411677476e-06,automatic_grid_pass,False
-0.4875,129.0,249.40974959314846,0.7866666394594016,2.8875694048807774,1.1067435629729503e-06,automatic_grid_pass,False
-0.4875,130.0,247.26412954371264,0.8229353143459875,2.8811727182503133,4.477227139777166e-06,automatic_grid_pass,False
-0.4875,131.0,245.0766007091471,0.8614523505232924,2.8737146850851025,1.5932596368406016e-06,temperature:interpolation_tolerance_exceeded,True
-0.4875,132.0,242.84703075298992,0.902463353560508,2.865103048017775,3.030881140346603e-06,automatic_grid_pass,False
-0.4875,133.0,240.5753696038103,0.9461985553244345,2.855230582700686,4.6664291370558187e-07,automatic_grid_pass,False
-0.4875,134.0,238.2616663397681,0.9929303057523571,2.8439624899357376,3.991403434824872e-06,automatic_grid_pass,False
-0.4875,135.0,235.90608169693212,1.0429741787408398,2.831143117716675,4.268286427421529e-06,temperature:interpolation_tolerance_exceeded,True
-0.4875,136.0,233.50892143627092,1.0966623535280309,2.816583759854384,3.25795613657226e-06,automatic_grid_pass,False
-0.4875,137.0,231.07060955853163,1.1543344182912785,2.800097997022555,3.577922247730246e-06,automatic_grid_pass,False
-0.4875,138.0,228.59171776209774,1.2163991482363714,2.781375915042145,7.304467834587256e-08,automatic_grid_pass,False
-0.4875,139.0,226.07294073178355,1.2832890746818337,2.7600557174507303,4.9753066635744024e-06,temperature:interpolation_tolerance_exceeded,True
-0.4875,140.0,223.51511501092727,1.3555112510743503,2.735695875960414,1.260260067600889e-06,automatic_grid_pass,False
-0.4875,141.0,220.91914268726424,1.433723731579394,2.70761310164622,3.5538429813316063e-06,automatic_grid_pass,False
-0.4875,142.0,218.2860145316876,1.518761450372566,2.674840000612919,8.754231707302357e-07,automatic_grid_pass,False
-0.4875,143.0,215.61671357377594,1.6120506758214712,2.635766958760522,2.717265327817776e-06,temperature:interpolation_tolerance_exceeded,True
-0.4875,143.5,214.26879528699322,1.6624734091267752,2.6131288905752283,3.261457702508829e-06,automatic_grid_pass,False
-0.4875,144.0,212.9121813506452,1.7160714670754478,2.587729925963329,3.174882449436772e-06,rho:rho_geometry_not_converged|temperature:interpolation_tolerance_exceeded,True
-0.4875,144.5,211.54697024849372,1.773552200829831,2.5587167002486284,2.9018450362566046e-07,automatic_grid_pass,False
-0.4875,145.0,210.17325877083806,1.836212433426123,2.524893883295743,2.4224372614641226e-06,rho:geometry_tolerance_exceeded,True
-0.475,5.0,333.581454412824,0.0,2.7849393583234736,1.444920657941507e-06,rho:geometry_tolerance_exceeded|rho:rho_geometry_not_converged|xi:interpolation_tolerance_exceeded,True
-0.475,7.0,333.5387344100475,0.0,2.7845897695113537,1.9505643458162468e-07,rho:geometry_tolerance_exceeded|rho:ok|rho:rho_geometry_not_converged|xi:interpolation_tolerance_exceeded,True
-0.475,9.0,333.4805410406865,0.0,2.784134692758098,7.16714391097898e-07,rho:geometry_tolerance_exceeded|rho:ok|rho:rho_geometry_not_converged|xi:interpolation_tolerance_exceeded,True
-0.475,11.0,333.406206498281,1.3376926823095959e-06,2.7835792747383645,4.797345464815312e-06,rho:geometry_tolerance_exceeded|rho:ok|rho:rho_geometry_not_converged|xi:interpolation_tolerance_exceeded,True
-0.475,13.0,333.31505444514937,7.139285906760708e-06,2.7829289959282417,2.863271424894458e-07,rho:geometry_tolerance_exceeded|rho:ok|rho:rho_geometry_not_converged|xi:interpolation_tolerance_exceeded,True
-0.475,19.0,332.93374810604564,0.0001520605886131836,2.7804705949264346,7.37685612121875e-07,rho:geometry_tolerance_exceeded|rho:ok|rho:rho_geometry_not_converged|xi:interpolation_tolerance_exceeded,True
-0.475,21.0,332.76835979687985,0.00029484339929354504,2.779506986234799,7.007668218123909e-07,rho:geometry_tolerance_exceeded|rho:ok|rho:rho_geometry_not_converged|xi:interpolation_tolerance_exceeded,True
-0.475,23.0,332.58263426175085,0.0005136288937906168,2.77848584183366,4.248909009040556e-08,rho:geometry_tolerance_exceeded|rho:ok|rho:rho_geometry_not_converged|xi:interpolation_tolerance_exceeded,True
-0.475,25.0,332.37583845642774,0.0007866016968749287,2.7774177796584465,2.901692476509177e-06,rho:geometry_tolerance_exceeded|rho:ok|rho:rho_geometry_not_converged|xi:interpolation_tolerance_exceeded,True
-0.475,27.0,332.1472188507096,0.0012583968484300493,2.7763145054540046,4.857501995252534e-06,rho:geometry_tolerance_exceeded|rho:ok|rho:rho_geometry_not_converged|xi:interpolation_tolerance_exceeded,True
-0.475,31.0,331.62131430833915,0.002404698979407797,2.774053802910095,1.5167652569767279e-06,rho:geometry_tolerance_exceeded|rho:ok|rho:rho_geometry_not_converged|xi:interpolation_tolerance_exceeded,True
