target_id,xi,target_mu_MeV,mu_CEP_proxy_MeV,T_crossover_MeV,rho_crossover,derivative_peak,found,status,finite_and_converged,runner_seconds,estimated_detector_calls
crossover_xi_0p3625_fraction_1,0.3625,329.47356098835417,334.2151172663605,119.182899529915,1.7099008968817642,117.88996549513594,True,crossover_candidate,True,31.528781491,39
crossover_xi_0p3625_fraction_2,0.3625,331.84433912735733,334.2151172663605,117.23021418858666,1.6802354023436183,226.0740713996858,True,crossover_candidate,True,20.734632404,39
crossover_xi_0p375_fraction_1,0.375,330.3186472156868,335.5544200156588,118.96974353365262,1.7033693748725909,105.9959035517261,True,crossover_candidate,True,32.267761234,41
crossover_xi_0p375_fraction_2,0.375,332.93653361567283,335.5544200156588,116.79259510770453,1.67260431164851,202.0978927988392,True,crossover_candidate,True,35.625003923,41
crossover_xi_0p38125_fraction_1,0.38125,330.719250520829,336.1813003115321,118.87759278827033,1.699618558638832,100.54295022744543,True,crossover_candidate,True,96.523451842,41
crossover_xi_0p38125_fraction_2,0.38125,333.45027541618055,336.1813003115321,116.59914608250548,1.6726140769162956,189.88515801100795,True,crossover_candidate,True,18.909920413,41
crossover_xi_0p3875_fraction_1,0.3875,331.1510472826145,336.87131117910803,118.75993694692326,1.6970002342426374,96.0889832256804,True,crossover_candidate,True,52.093856997,41
crossover_xi_0p3875_fraction_2,0.3875,334.0111792308613,336.87131117910803,116.36045438676602,1.668660603927132,181.7897449866086,True,crossover_candidate,True,19.752033696,41
crossover_xi_0p39375_fraction_1,0.39375,331.57938352178695,337.55513100941835,118.6423487314611,1.6935558342859733,91.96103695675242,True,crossover_candidate,True,39.398670412,41
crossover_xi_0p39375_fraction_2,0.39375,334.5672572656026,337.55513100941835,116.12108314159543,1.662095211128559,174.06615223394195,True,crossover_candidate,True,20.463429881,41
crossover_xi_0p3_fraction_1,0.3,325.16606747709795,327.40104029812386,120.20523366599303,1.7377916090361665,260.55289133305814,True,crossover_candidate,True,18.786865525,37
crossover_xi_0p3_fraction_2,0.3,326.2835538876109,327.40104029812386,119.33476875969306,1.7460361629519272,500.128121477199,True,crossover_candidate,True,19.725165544,37
crossover_xi_0p4125_fraction_1,0.4125,332.81133137009937,339.5047745433942,118.32422658771068,1.684994983001598,80.89510632132452,True,crossover_candidate,True,33.806584781,41
crossover_xi_0p4125_fraction_2,0.4125,336.1580529567468,339.5047745433942,115.45977617367276,1.6545556843371942,151.20959786223696,True,crossover_candidate,True,14.760620953,41
crossover_xi_0p425_fraction_1,0.425,333.60635639537213,340.75551343036426,118.13218274213273,1.6840758017736435,74.65884509877151,True,crossover_candidate,True,19.058503879,41
crossover_xi_0p425_fraction_2,0.425,337.1809349128682,340.75551343036426,115.03639951579281,1.6474875512236449,137.67487747116567,True,crossover_candidate,True,16.405823101,41
crossover_xi_0p43125_fraction_1,0.43125,334.0152728974759,341.4047283348482,118.0234699236024,1.6827693480645045,71.97348219294473,True,crossover_candidate,True,35.024204856,41
crossover_xi_0p43125_fraction_2,0.43125,337.710000616162,341.4047283348482,114.80576322832749,1.6452509155221968,132.32693572910827,True,crossover_candidate,True,20.973589535,41
crossover_xi_0p4375_fraction_1,0.4375,334.420941822289,342.0481347196643,117.91397458858359,1.6802083668530072,69.44913225217111,True,crossover_candidate,True,19.390362974,41
crossover_xi_0p4375_fraction_2,0.4375,338.23453827097666,342.0481347196643,114.56709273409956,1.6324105589633238,127.17964510834787,True,crossover_candidate,True,20.344673765,41
crossover_xi_0p44375_fraction_1,0.44375,334.8233920042799,342.6857875306132,117.80194286570382,1.6754225692888352,67.0710122483672,True,crossover_candidate,True,19.234768486,43
crossover_xi_0p44375_fraction_2,0.44375,338.75458976744653,342.6857875306132,114.3445709996185,1.637137889279305,122.4276227476384,True,crossover_candidate,True,35.732958631,43
crossover_xi_0p45_fraction_1,0.45,335.22265851871043,343.31774113756234,117.6948773353673,1.6731678731607151,64.82669824119375,True,crossover_candidate,True,15.747579898,43
crossover_xi_0p45_fraction_2,0.45,339.2701998281364,343.31774113756234,114.11127931866659,1.6285780015434457,117.8265443708618,True,crossover_candidate,True,19.520020838,43
crossover_xi_0p4625_fraction_1,0.4625,336.01174818577647,344.56476774453915,117.48635488230931,1.670056499954322,60.69934561133955,True,crossover_candidate,True,17.245037479,43
crossover_xi_0p4625_fraction_2,0.4625,340.2882579651578,344.56476774453915,113.65527954602318,1.61997984229055,109.2584812081547,True,crossover_candidate,True,19.893189721,43
crossover_xi_0p475_fraction_1,0.475,336.81781926028174,345.84837890419715,117.2530275090976,1.6645138331013267,57.14160501315564,True,crossover_candidate,True,19.653322772,43
crossover_xi_0p475_fraction_2,0.475,341.3330990822394,345.84837890419715,113.1688655473073,1.6179138055308033,102.37824541508688,True,crossover_candidate,True,12.165719424,43
crossover_xi_0p4875_fraction_1,0.4875,337.61042970988984,347.10767255593714,117.02441118057703,1.6589821556012092,53.90642390596634,True,crossover_candidate,True,18.905474365,43
crossover_xi_0p4875_fraction_2,0.4875,342.35905113291346,347.10767255593714,112.67641632431797,1.6056306676045338,95.94043411963929,True,crossover_candidate,True,15.174010319,43
crossover_xi_0p4_fraction_1,0.4,331.9668125874106,338.15785067781815,118.56208168951821,1.6950097079518358,87.66978471679053,True,crossover_candidate,True,19.041118889,41
crossover_xi_0p4_fraction_2,0.4,335.06233163261436,338.15785067781815,115.93295010597694,1.6579473374913944,163.92654072571446,True,crossover_candidate,True,19.209361197,41
crossover_xi_0p5_fraction_1,0.5,338.4178529606079,348.39913794237924,116.77705252385437,1.6536968453333096,51.065154865250506,True,crossover_candidate,True,58.27865641,43
crossover_xi_0p5_fraction_2,0.5,343.40849545149354,348.39913794237924,112.15803554839862,1.6019800145886351,90.60966513546019,True,crossover_candidate,True,21.366514536,43
crossover_xi_m0p0125_fraction_1,-0.0125,288.9672567383919,289.5432553156036,131.7587760712437,1.9341400674673919,1374.3357381713715,True,crossover_candidate,True,19.521959853,33
crossover_xi_m0p0125_fraction_2,-0.0125,289.2552560269977,289.5432553156036,131.60135725239343,2.0083097018960583,2079.056141939549,True,crossover_candidate,True,19.491548293,33
crossover_xi_m0p025_fraction_1,-0.025,275.90888216137625,287.86743857506013,138.12985321778842,2.0538947797478113,72.54536495195605,True,crossover_candidate,True,19.701888368,41
crossover_xi_m0p025_fraction_2,-0.025,281.8881603682182,287.86743857506013,135.0951698259283,2.0097070881949644,139.0410823340878,True,crossover_candidate,True,19.299452581,41
crossover_xi_m0p0375_fraction_1,-0.0375,274.85225421690654,286.16746260927584,138.18071586774107,2.054800471748102,76.95632702307228,True,crossover_candidate,True,19.422393784,41
crossover_xi_m0p0375_fraction_2,-0.0375,280.5098584130912,286.16746260927584,135.33255325399526,2.019620243099291,147.98781820049805,True,crossover_candidate,True,34.839866078,41
crossover_xi_m0p05_fraction_1,-0.05,273.78075699530757,284.44281267612115,138.2348356559015,2.0575375871497044,81.92778170039358,True,crossover_candidate,True,19.330768915,41
crossover_xi_m0p05_fraction_2,-0.05,279.1117848357144,284.44281267612115,135.5689897998753,2.0272174440721793,157.96260427640553,True,crossover_candidate,True,61.176631506,41
crossover_xi_m0p075_fraction_1,-0.075,271.5918353896528,280.91732393964037,138.35491734346246,2.0718903433599998,94.06692162947864,True,crossover_candidate,True,19.945904827,41
crossover_xi_m0p075_fraction_2,-0.075,276.2545796646466,280.91732393964037,136.0408128317492,2.0365250877229517,181.85497303472042,True,crossover_candidate,True,17.765082458,41
crossover_xi_m0p1125_fraction_1,-0.1125,268.2492423729392,275.55173235678205,138.49162204033343,2.0797748664323925,121.8331616412815,True,crossover_candidate,True,20.881772257,39
crossover_xi_m0p1125_fraction_2,-0.1125,271.9004873648606,275.55173235678205,136.7189463402367,2.066097212627145,237.79949435847777,True,crossover_candidate,True,12.367177187,39
crossover_xi_m0p125_fraction_1,-0.125,267.1434670554788,273.7915417423951,138.52187250595748,2.086733345903865,135.93091018193144,True,crossover_candidate,True,19.950433823,39
crossover_xi_m0p125_fraction_2,-0.125,270.46750439893697,273.7915417423951,136.9136372475779,2.071299191189169,269.25289059101743,True,crossover_candidate,True,18.216580088,39
crossover_xi_m0p1375_fraction_1,-0.1375,265.95935326688146,271.88066483141466,138.5750603048594,2.086231513164399,152.1699240827721,True,crossover_candidate,True,28.613980793,39
crossover_xi_m0p1375_fraction_2,-0.1375,268.92000904914806,271.88066483141466,137.1540824950239,2.0759598557460066,300.18916073107096,True,crossover_candidate,True,28.467184779,39
crossover_xi_m0p15_fraction_1,-0.15,264.8203178424135,270.06608881633304,138.60165646372576,2.0889231290964148,174.8409833883432,True,crossover_candidate,True,18.615246166,39
crossover_xi_m0p15_fraction_2,-0.15,267.44320332937326,270.06608881633304,137.34499687710993,2.0656146999450593,349.5725857763815,True,crossover_candidate,True,19.096757214,39
crossover_xi_m0p1625_fraction_1,-0.1625,263.6006598158339,268.0965808448796,138.66609496182292,2.1064404154808782,202.51251498031826,True,crossover_candidate,True,19.71627582,37
crossover_xi_m0p1625_fraction_2,-0.1625,265.84862033035677,268.0965808448796,137.58846271042327,2.072972906804377,401.6565523806739,True,crossover_candidate,True,19.188299684,37
crossover_xi_m0p175_fraction_1,-0.175,262.3782566463517,266.12805691179994,138.70957157394108,2.1004289445668123,242.17721056808284,True,crossover_candidate,True,40.013491328,37
crossover_xi_m0p175_fraction_2,-0.175,264.2531567790758,266.12805691179994,137.82755707474342,2.107170513951157,473.8037355377735,True,crossover_candidate,True,24.310340469,37
crossover_xi_m0p1875_fraction_1,-0.1875,261.1694288424854,264.1933437140495,138.73965884454915,2.0945925614061625,302.92365109975566,True,crossover_candidate,True,19.218501914,37
crossover_xi_m0p1875_fraction_2,-0.1875,262.68138627826744,264.1933437140495,138.02964038902562,2.079210792577295,597.1873040693131,True,crossover_candidate,True,19.350578309,37
crossover_xi_m0p1_fraction_1,-0.1,269.3650168562252,277.40685374815587,138.44741979503857,2.071890884050271,110.70885636985241,True,crossover_candidate,True,15.574974012,39
crossover_xi_m0p1_fraction_2,-0.1,273.38593530219055,277.40685374815587,136.48149589095428,2.0472871747932433,216.73976623694188,True,crossover_candidate,True,19.780283842,39
crossover_xi_m0p20625_fraction_1,-0.20625,259.34559905709636,261.28298681412605,138.7800364288553,2.1031274892918033,497.3189579319398,True,crossover_candidate,True,19.92775515,35
crossover_xi_m0p20625_fraction_2,-0.20625,260.3142929356112,261.28298681412605,138.32942029255767,2.0968785459543655,1038.7347889481464,True,crossover_candidate,True,42.375589943,35
crossover_xi_m0p2125_fraction_1,-0.2125,258.7281162052284,260.29732418839416,138.79154941045238,2.097872982547489,626.7237405923942,True,crossover_candidate,True,19.32326098,35
crossover_xi_m0p2125_fraction_2,-0.2125,259.5127201968113,260.29732418839416,138.4278265883615,2.086966050910256,1303.703142214457,True,crossover_candidate,True,20.368352918,35
crossover_xi_m0p21875_fraction_1,-0.21875,258.03879179293176,259.1697868888465,138.83991432835475,2.1320004411796822,807.3002877746324,True,crossover_candidate,True,19.104998107,33
crossover_xi_m0p21875_fraction_2,-0.21875,258.6042893408891,259.1697868888465,138.58028531314267,2.1685419100032233,1139.4601504080283,True,crossover_candidate,True,18.989282065,33
crossover_xi_m0p225_fraction_1,-0.225,257.4110900197913,258.1673314852301,138.85279136359202,2.149004393847861,1149.7831761508317,True,crossover_candidate,True,15.307764262,33
crossover_xi_m0p225_fraction_2,-0.225,257.7892107525107,258.1673314852301,138.67442615071934,2.098399852767824,2471.0162872528113,True,crossover_candidate,True,19.056454556,33
crossover_xi_m0p2375_fraction_1,-0.2375,256.1255254748155,256.13762208201535,138.8833318718544,2.2204884099282456,1206.998824185351,True,crossover_candidate,True,17.359212445,31
crossover_xi_m0p2375_fraction_2,-0.2375,256.13157377841543,256.13762208201535,138.873247075514,1.999556217575227,914.4958569033859,True,crossover_candidate,True,21.113478579,31
crossover_xi_m0p25_fraction_1,-0.25,243.2297738603856,254.0739615044684,143.97074949698646,2.186654515077091,94.48752530075701,True,crossover_candidate,True,13.821749968,41
crossover_xi_m0p25_fraction_2,-0.25,248.651867682427,254.0739615044684,141.65452211011925,2.1519931449356755,183.95736486080108,True,crossover_candidate,True,18.999067898,41
crossover_xi_m0p2625_fraction_1,-0.2625,241.9408175977661,251.97523272206814,143.95559701214526,2.1845250379185126,103.1982138565415,True,crossover_candidate,True,15.994410803,41
crossover_xi_m0p2625_fraction_2,-0.2625,246.95802515991713,251.97523272206814,141.83434426989174,2.164942567872058,202.41386387629387,True,crossover_candidate,True,19.718441245,41
crossover_xi_m0p275_fraction_1,-0.275,240.55960979414817,249.69941642988456,143.97397219712573,2.187185517383519,112.89989800105975,True,crossover_candidate,True,21.360085423,39
crossover_xi_m0p275_fraction_2,-0.275,245.12951311201635,249.69941642988456,142.04916411898253,2.1603214185348674,219.49420100500387,True,crossover_candidate,True,28.249876633,39
crossover_xi_m0p2875_fraction_1,-0.2875,239.2254367416462,247.52532026781037,143.96399229205417,2.1913121900183,125.68655386593555,True,crossover_candidate,True,13.425342245,39
crossover_xi_m0p2875_fraction_2,-0.2875,243.3753785047283,247.52532026781037,142.22544521852896,2.166369181831096,246.06249578840595,True,crossover_candidate,True,20.221917635,39
crossover_xi_m0p2_fraction_1,-0.2,259.9582653844459,262.2608016265691,138.77269085580355,2.121250905648253,409.07465247543485,True,crossover_candidate,True,16.051311723,35
crossover_xi_m0p2_fraction_2,-0.2,261.1095335055075,262.2608016265691,138.22677891510818,2.0711681873750054,788.0931336122741,True,crossover_candidate,True,21.093201508,35
crossover_xi_m0p3125_fraction_1,-0.3125,236.45357634017915,243.05901808990916,143.95468263666476,2.202348019626941,161.968076194346,True,crossover_candidate,True,19.385429804,39
crossover_xi_m0p3125_fraction_2,-0.3125,239.75629721504416,243.05901808990916,142.58419957228338,2.177449958138228,322.6587618061769,True,crossover_candidate,True,17.325144489,39
crossover_xi_m0p325_fraction_1,-0.325,235.0791048144927,240.7638524009058,143.91899008890616,2.1943588013986366,191.20091397833986,True,crossover_candidate,True,36.470566505,39
crossover_xi_m0p325_fraction_2,-0.325,237.92147860769924,240.7638524009058,142.75503549512484,2.1884184346808504,385.61484438286664,True,crossover_candidate,True,21.472388845,39
crossover_xi_m0p33125_fraction_1,-0.33125,234.2917039476677,239.45167450007006,143.93781947378818,2.1902609757580667,206.37750278442928,True,crossover_candidate,True,15.763967931,37
crossover_xi_m0p33125_fraction_2,-0.33125,236.87168922386888,239.45167450007006,142.88359213069765,2.173968644605552,404.12807821199624,True,crossover_candidate,True,19.290694084,37
crossover_xi_m0p3375_fraction_1,-0.3375,233.5714112665808,238.27592770007067,143.93449709291275,2.2002786203138873,228.3993097246269,True,crossover_candidate,True,20.194870142,37
crossover_xi_m0p3375_fraction_2,-0.3375,235.92366948332574,238.27592770007067,142.9784483941866,2.2012810774409712,450.9371961134858,True,crossover_candidate,True,28.904878027,37
crossover_xi_m0p34375_fraction_1,-0.34375,232.78763404468364,237.08886296141702,143.9514251755509,2.207630528944553,251.79944031725205,True,crossover_candidate,True,19.095028112,37
crossover_xi_m0p34375_fraction_2,-0.34375,234.93824850305032,237.08886296141702,143.07857566715015,2.2078604341479284,497.7047573040681,True,crossover_candidate,True,17.857836498,37
crossover_xi_m0p35_fraction_1,-0.35,232.11032757328397,235.8902504269209,143.91253571625316,2.1928864121830918,288.5623469641025,True,crossover_candidate,True,20.247873481,37
crossover_xi_m0p35_fraction_2,-0.35,234.00028900010244,235.8902504269209,143.1471938060346,2.176310245114348,569.6219261721835,True,crossover_candidate,True,22.275334579,37
crossover_xi_m0p3625_fraction_1,-0.3625,230.60709894156105,233.4574160543056,143.90740609871466,2.220033522807702,390.3760263424194,True,crossover_candidate,True,14.759798207,35
crossover_xi_m0p3625_fraction_2,-0.3625,232.03225749793333,233.4574160543056,143.32472793525827,2.1693560631611746,757.0216499097982,True,crossover_candidate,True,18.91002576,35
crossover_xi_m0p375_fraction_1,-0.375,229.10222184682027,230.97541004821028,143.87384552068153,2.195286037691232,620.6017197785937,True,crossover_candidate,True,42.360054683,35
crossover_xi_m0p375_fraction_2,-0.375,230.03881594751527,230.97541004821028,143.50426427091665,2.2289828584140303,1238.5572997291615,True,crossover_candidate,True,44.059194409,35
crossover_xi_m0p3875_fraction_1,-0.3875,227.55275758298995,228.44206297683934,143.85264018416856,2.19849570685917,1484.678513757603,True,crossover_candidate,True,34.648873658,33
crossover_xi_m0p3875_fraction_2,-0.3875,227.99741027991465,228.44206297683934,143.67825941405692,2.2404385660050257,2738.6801347037776,True,crossover_candidate,True,63.960486593,33
crossover_xi_m0p3_fraction_1,-0.3,237.86786798061414,245.3123308500414,143.95196270276722,2.194764300954633,141.8176358920376,True,crossover_candidate,True,34.173326525,39
crossover_xi_m0p3_fraction_2,-0.3,241.59009941532776,245.3123308500414,142.40583710269084,2.1822780603104297,279.96975470115893,True,crossover_candidate,True,20.449773731,39
crossover_xi_m0p4125_fraction_1,-0.4125,213.00068148705037,223.05083868165676,148.07775665551316,2.2376891200587052,121.70743760511097,True,crossover_candidate,True,54.826402197,39
