target_id,xi,target_mu_MeV,mu_CEP_proxy_MeV,T_crossover_MeV,rho_crossover,derivative_peak,found,status,finite_and_converged,runner_seconds,estimated_detector_calls
crossover_xi_m0p4125_fraction_2,-0.4125,218.02576008435358,223.05083868165676,146.22823299654408,2.2277969882278312,237.4995376424993,True,crossover_candidate,True,19.59922178,39
crossover_xi_m0p425_fraction_1,-0.425,211.37936811919144,220.3465222325703,148.01757138956688,2.239585401788077,138.68116642009753,True,crossover_candidate,True,22.709566517,39
crossover_xi_m0p425_fraction_2,-0.425,215.86294517588087,220.3465222325703,146.3741779466507,2.2217386671351442,272.5027229657656,True,crossover_candidate,True,22.254665093,39
crossover_xi_m0p4375_fraction_1,-0.4375,209.669709042104,217.58023890759063,147.97378020907968,2.242136245866564,160.25762099665116,True,crossover_candidate,True,19.219938109,39
crossover_xi_m0p4375_fraction_2,-0.4375,213.6249739748473,217.58023890759063,146.53953831172444,2.2389540144799596,318.6541832993691,True,crossover_candidate,True,16.038240505,39
crossover_xi_m0p45625_fraction_1,-0.45625,207.0788554742748,213.13842596736504,147.881913013241,2.239378448070082,211.17851733202363,True,crossover_candidate,True,19.546068339,37
crossover_xi_m0p45625_fraction_2,-0.45625,210.10864072081992,213.13842596736504,146.7928346408509,2.2238247560701367,417.70113975422333,True,crossover_candidate,True,19.923083565,37
crossover_xi_m0p45_fraction_1,-0.45,207.9421940249885,214.58090311276464,147.9154300176297,2.238391950486754,190.62117803301206,True,crossover_candidate,True,20.429190863,39
crossover_xi_m0p45_fraction_2,-0.45,211.26154856887658,214.58090311276464,146.72276030833447,2.236665912167742,375.45659074810663,True,crossover_candidate,True,28.069422073,39
crossover_xi_m0p4625_fraction_1,-0.4625,206.17504226860706,211.6782842710092,147.85981610119376,2.243189124941059,235.36435940950273,True,crossover_candidate,True,23.319652529,37
crossover_xi_m0p4625_fraction_2,-0.4625,208.92666326980813,211.6782842710092,146.87735677147194,2.241262577551395,469.942328032529,True,crossover_candidate,True,22.786096748,37
crossover_xi_m0p46875_fraction_1,-0.46875,205.32101693706585,210.1999886145935,147.80826046389015,2.232352136125435,269.50168312132973,True,crossover_candidate,True,19.003909301,37
crossover_xi_m0p46875_fraction_2,-0.46875,207.76050277582968,210.1999886145935,146.94241430516476,2.2277156602472843,544.6495379688429,True,crossover_candidate,True,57.681364051,37
crossover_xi_m0p475_fraction_1,-0.475,204.42594867954574,208.70302471139712,147.7773710744601,2.244044922522803,312.517486902773,True,crossover_candidate,True,18.663930152,37
crossover_xi_m0p475_fraction_2,-0.475,206.56448669547143,208.70302471139712,147.01921796707117,2.2411571006266144,639.8645789634429,True,crossover_candidate,True,20.029967578,37
crossover_xi_m0p4875_fraction_1,-0.4875,202.48378885680634,205.4752329298986,147.7430038131289,2.242060036977807,443.86689063715744,True,crossover_candidate,True,32.662075407,35
crossover_xi_m0p4875_fraction_2,-0.4875,203.97951089335248,205.4752329298986,147.21848069255034,2.2439905645260967,887.20643751407,True,crossover_candidate,True,34.080004201,35
crossover_xi_m0p4_fraction_1,-0.4,214.574825313266,225.69615128408822,148.14657025510078,2.241692231892066,108.41667683254765,True,crossover_candidate,True,22.77089062,41
crossover_xi_m0p4_fraction_2,-0.4,220.1354882986771,225.69615128408822,146.07868337342094,2.2223611746977774,209.89386936329487,True,crossover_candidate,True,21.542798968,41
crossover_xi_m0p5_fraction_1,-0.5,200.64153290896468,202.33883159063282,147.6564130082117,2.2513784132462593,818.4738419599068,True,crossover_candidate,True,21.65906759,35
crossover_xi_m0p5_fraction_2,-0.5,201.49018224979875,202.33883159063282,147.35717798432486,2.209353942265492,1691.2122754900734,True,crossover_candidate,True,18.909802021,35
