# format: scan_csv_v1
# mesons: pi,K
# note: mu_fm denotes quark chemical potential (muB/3)
# script: scripts/relaxtime/run_strict_bw_meson_density_scan.jl
# strict_bw_stage: stage2_qpole
# workflow_entry: Models.solve_gap_and_strict_bw_meson_density_point
# continuation: MesonMassWorkflow.continuation_state
T_MeV,muB_MeV,xi,T_fm,muB_fm,mu_fm,Phi,Phibar,m_u,m_d,m_s,m_pi,m_K,gamma_pi,gamma_K,n_pi,n_K,kpi_ratio,d_pi,d_K,stage,qmax,q_nodes,omega_max,omega_nodes,gamma_zero_tol,solver_iterations,pole_residual_norm_max,pole_require_converged,pi_q_integral_estimate,pi_omega_shell_at_qmax,pi_mode,K_q_integral_estimate,K_omega_shell_at_qmax,K_mode
208.0,0.0,0.0,1.0540879892773143,0.0,0.0,0.6442118498984705,0.6442118498984705,0.4021133536936623,0.4021133536936624,2.051730566895566,0.8453988732731724,2.5315894049371632,0.07256096460410094,0.21180203708310893,0.07319263807109706,0.021639537865886654,0.29565183652578114,3,4,strict_bw_stage2_qpole,12.0,8,10.0,16,1.0e-12,12,0.0001,true,0.02439754602369902,1.8340657846119806e-5,strict_bw_stage2_qpole,0.005409884466471664,5.827512937895837e-6,strict_bw_stage2_qpole
210.0,0.0,0.0,1.064223450712673,0.0,0.0,0.6522366538978155,0.6522366538978157,0.3490151617753453,0.3490151617753451,2.027738840018238,0.909686481009134,2.572283695554165,0.17433872030007808,0.3408672502723144,0.07277328820833741,0.027920084515639567,0.3836584164743136,3,4,strict_bw_stage2_qpole,12.0,8,10.0,16,1.0e-12,12,0.0001,true,0.02425776273611247,1.953315221765053e-5,strict_bw_stage2_qpole,0.006980021128909892,0.0,strict_bw_stage2_qpole
212.0,0.0,0.0,1.074358912148032,0.0,0.0,0.6598150181772858,0.6598150181772858,0.3058028029494928,0.30580280294949236,2.0052870026525924,0.9740069109697355,2.6069453759028143,0.24189142422807122,0.42656959113794474,0.06938132109687911,0.02773190233729272,0.3997027139130124,3,4,strict_bw_stage2_qpole,12.0,8,10.0,16,1.0e-12,12,0.0001,true,0.023127107032293037,2.091970049420126e-5,strict_bw_stage2_qpole,0.00693297558432318,7.042548467258935e-6,strict_bw_stage2_qpole
214.0,0.0,0.0,1.0844943735833907,0.0,0.0,0.6670249435754864,0.6670249435754878,0.270651139036853,0.27065113903685256,1.9837668676730933,1.0375861219541602,2.63633988685457,0.3000116680796765,0.49397899173238996,0.06708945592394185,0.02779776798135941,0.41433884950376193,3,4,strict_bw_stage2_qpole,12.0,8,10.0,16,1.0e-12,12,0.0001,true,0.02236315197464728,2.245933987315174e-5,strict_bw_stage2_qpole,0.006949441995339853,7.738035756342283e-6,strict_bw_stage2_qpole
216.0,0.0,0.0,1.0946298350187493,0.0,0.0,0.6739222241550691,0.6739222241550622,0.24189306846342712,0.24189306846342717,1.9627454762989636,1.10005873430967,2.6613664805272363,0.3539303693963535,0.5513200614879643,0.06550858424166807,0.02806435300355835,0.4284072588109368,3,4,strict_bw_stage2_qpole,12.0,8,10.0,16,1.0e-12,12,0.0001,true,0.02183619474722269,2.4120188649511963e-5,strict_bw_stage2_qpole,0.007016088250889587,0.0,strict_bw_stage2_qpole
218.0,0.0,0.0,1.1047652964541081,0.0,0.0,0.6805467439506167,0.6805467439506167,0.21815233566849979,0.21815233566849984,1.9419295657259474,1.1612829700415004,2.6828675696382973,0.4057796928007677,0.6025759677129365,0.06433206371622308,0.02829880765212461,0.4398865203043113,3,4,strict_bw_stage2_qpole,12.0,8,10.0,16,1.0e-12,12,0.0001,true,0.021444021238741028,2.588288455580427e-5,strict_bw_stage2_qpole,0.0070747019130311525,9.325792173299342e-6,strict_bw_stage2_qpole
220.0,0.0,0.0,1.114900757889467,0.0,0.0,0.6869276450716499,0.6869276450716499,0.19834664529218468,0.19834664529218443,1.9211255359993464,1.2212317808105837,2.701561188706428,0.456638226510952,0.6500122037879807,0.06338877211197846,0.02865559097360404,0.4520609883873905,3,4,strict_bw_stage2_qpole,12.0,8,10.0,16,1.0e-12,12,0.0001,true,0.02112959070399282,2.7737719182523192e-5,strict_bw_stage2_qpole,0.00716389774340101,1.0225111590703213e-5,strict_bw_stage2_qpole
