# tr_p_max_fm: 8.0
# sigma_grid_n: 128
# provenance.equilibrium_backend: models.solve_constraint(FixedMu) with phase-aware xi/T continuity and legacy fallback
# provenance.tau_path: TransportWorkflow.solve_gap_and_transport
# tau_p_nodes: 28
# tau_interpolation_mode: pchip
# gc_every_n: 5
# tau_threshold_subtraction: true
# tau_asym_extra_points: 10
# script: scripts/relaxtime/run_gap_transport_scan.jl
# tau_phi_nodes: 8
# tau_asym_window: 0.6
# schema: scan_csv_v1
# provenance.entrypoint: workflow
# git_commit: f196bce86483267108100538d0befbf4ca99803a
# tau_n_sigma_points: 6
# y_label.zeta_over_s_over_eta_over_s: (ζ/s)/(η/s)
# provenance.integration_mode: finite_15
# tau_asym_fit_min_points: 8
# y_label.sigma_over_T_over_eta_over_s: (σ/T)/(η/s)
# tr_p_nodes: 24
# integration_mode: finite_15
# title: gap_transport_scan
# tau_angle_nodes: 8
# y_label.sigma_over_T: σ/T
T_MeV,muq_MeV,muB_MeV,xi,T_fm,muq_fm,converged,iterations,residual_norm,equilibrium_backend,seed_source,phase_prev,phase_curr,phase_structure,phase_boundary_xi_used,Phi,Phibar,m_u,m_d,m_s,rho_baryon,rho_norm,omega_fm4inv,P_fm4inv,epsilon_fm4inv,s_fm3inv,omega_MeV_fm3,P_MeV_fm3,epsilon_MeV_fm3,eps_minus_3P_over_T4,n_u,n_d,n_s,n_ubar,n_dbar,n_sbar,tau_u,tau_d,tau_s,tau_ubar,tau_dbar,tau_sbar,tauinv_u,tauinv_d,tauinv_s,tauinv_ubar,tauinv_dbar,tauinv_sbar,eta,sigma,zeta,eta_over_s,zeta_over_s,sigma_over_T,sigma_over_T_over_eta_over_s,zeta_over_s_over_eta_over_s
190.0,0.0,0.0,-0.6,0.9628688363590852,0.0,true,0,9.369835463663964e-11,models,phase_aware_default_hadron,unknown,hadron,crossover_possible,0.0,0.6227735650774086,0.6227735650774086,0.15672895600060724,0.15672895600060724,1.9905090529398584,0.0,0.0,-22.94285017494047,22.94285017494047,-9.090926326112982,14.386096346420391,-4527.243346790615,4527.243346790615,-1793.8850409707402,-90.6520239341889,0.5242499540908013,0.5242499540908013,0.2571753790862832,0.5242499540908013,0.5242499540908013,0.2571753790862832,0.6067570548327339,0.6067570548327339,1.180533364717863,0.6067570548327333,0.6067570548327333,1.180533364717863,1.6481060945812527,1.6481060945812527,0.8470747459467112,1.648106094581254,1.648106094581254,0.8470747459467112,2.5892375553843996,0.016741173353228327,NaN,0.17998194180234756,NaN,0.017386764137607834,0.09660282561403642,NaN
190.0,0.0,0.0,-0.5,0.9628688363590852,0.0,true,0,1.8528307212073948e-14,models,phase_aware_continuity_hadron,hadron,hadron,crossover_possible,0.0,0.6078405656248801,0.6078405656248801,0.2500409108521763,0.25004091085217617,2.0494817261477962,0.0,0.0,-22.692315250065846,22.692315250065846,-10.281771179074658,12.889132561314812,-4477.806046580365,4477.806046580365,-2028.8708599305498,-91.16303868561631,0.4576043310037851,0.4576043310037851,0.2186143557975526,0.4576043310037851,0.4576043310037851,0.2186143557975526,0.22280997489971197,0.22280997489971197,1.2898185871946566,0.22280997489971202,0.22280997489971202,1.2898185871946566,4.488129404664695,4.488129404664695,0.7753028293498163,4.4881294046646945,4.4881294046646945,0.7753028293498163,1.1017153849252832,0.005830152490073122,NaN,0.08547630181350993,NaN,0.0060549809796719475,0.07083812531902181,NaN
190.0,0.0,0.0,-0.4,0.9628688363590852,0.0,true,0,2.3865582910570733e-14,models,phase_aware_continuity_hadron,hadron,hadron,crossover_possible,0.0,0.5935254109492896,0.5935254109492896,0.43175109594791766,0.4317510959479173,2.1080250625827825,0.0,0.0,-22.51154649521731,22.51154649521731,-11.314880219449742,11.628443930230146,-4442.135494035435,4442.135494035435,-2232.731147291707,-91.73404181319862,0.39859198336650975,0.39859198336650975,0.18909844685464178,0.39859198336650975,0.39859198336650975,0.18909844685464178,0.9184398301876936,0.9184398301876936,0.92934642892007,0.9184398301876928,0.9184398301876928,0.92934642892007,1.0888029538044302,1.0888029538044302,1.0760250094919197,1.088802953804431,1.088802953804431,1.0760250094919197,1.7952631230482692,0.014605888237924641,NaN,0.15438549936859333,NaN,0.015169135905523927,0.09825492658029894,NaN
190.0,0.0,0.0,-0.3,0.9628688363590852,0.0,true,0,4.512564355710623e-11,models,phase_aware_continuity_hadron,hadron,hadron,crossover_possible,0.0,0.5769408696834822,0.5769408696834822,0.7078353166045425,0.7078353166045425,2.189660186587718,0.0,0.0,-22.379515241915552,22.379515241915552,-12.389761398952817,10.374989267216485,-4416.082165502971,4416.082165502971,-2444.8342047318392,-92.52374749263129,0.3359396952899219,0.3359396952899219,0.16251365999239165,0.3359396952899219,0.3359396952899219,0.16251365999239165,1.485192112799219,1.485192112799219,2.221128533629086,1.4851921127992196,1.4851921127992196,2.221128533629086,0.6733135675729168,0.6733135675729168,0.45022158099338233,0.6733135675729165,0.6733135675729165,0.45022158099338233,2.3942324961541788,0.018366507396559775,NaN,0.2307696359474432,NaN,0.019074776026617925,0.08265721765476167,NaN
190.0,0.0,0.0,-0.2,0.9628688363590852,0.0,true,0,1.053975093758242e-10,models,phase_aware_continuity_hadron,hadron,hadron,crossover_possible,0.0,0.5611383060647678,0.5611383060647678,0.92083942866581,0.9208394286658097,2.2673232985047,0.0,0.0,-22.28249227339139,22.28249227339139,-13.311246811552252,9.317204091641688,-4396.936916094654,4396.936916094654,-2626.6681386827336,-93.25717813915429,0.28525774079381105,0.2852577407938111,0.1412855039333959,0.28525774079381105,0.2852577407938111,0.1412855039333959,1.85687879523889,1.85687879523889,2.820909407215731,1.8568787952388934,1.8568787952388934,2.820909407215731,0.5385381116764536,0.5385381116764536,0.3544956096222215,0.5385381116764526,0.5385381116764526,0.3544956096222215,2.343697939678116,0.017842886174054284,NaN,0.2515451971027026,NaN,0.01853096237024758,0.07366851994666243,NaN
190.0,0.0,0.0,-0.1,0.9628688363590852,0.0,true,0,2.0126065298900637e-14,models,phase_aware_continuity_hadron,hadron,hadron,crossover_possible,0.0,0.54794112170078,0.54794112170078,1.0594612970285844,1.059461297028585,2.3261967455918335,0.0,0.0,-22.208336907270656,22.208336907270656,-14.012588562507938,8.511801436791185,-4382.304061617593,4382.304061617593,-2765.061788627268,-93.81430517433003,0.2493273494348651,0.24932734943486498,0.1255937323624006,0.2493273494348651,0.24932734943486498,0.1255937323624006,2.0054372872129207,2.0054372872129207,3.350103085244611,2.0054372872129176,2.0054372872129176,3.350103085244611,0.49864436368876003,0.49864436368876003,0.29849827738270446,0.49864436368876086,0.49864436368876086,0.29849827738270446,2.11888469699215,0.015897670296663675,NaN,0.24893493025266533,NaN,0.016510733026502186,0.06632549722830794,NaN
190.0,0.0,0.0,0.0,0.9628688363590852,0.0,true,0,8.680043190929779e-15,models,phase_aware_continuity_hadron,hadron,hadron,crossover_possible,0.0,0.5368059789350476,0.5368059789350476,1.156106230640862,1.156106230640862,2.37111259272959,0.0,0.0,-22.14942744098373,22.14942744098373,-14.559388791180416,7.882733725710425,-4370.679634518218,4370.679634518218,-2872.9602266332377,-94.24484913752471,0.2228446737682642,0.2228446737682642,0.11361349896011208,0.2228446737682642,0.2228446737682642,0.11361349896011208,2.833761468491034,2.833761468491034,3.838434738979822,2.8337614684910384,2.8337614684910384,3.838434738979822,0.3528878528129948,0.3528878528129948,0.2605228610102095,0.35288785281299423,0.35288785281299423,0.2605228610102095,2.3797934208970366,0.018620901969046432,NaN,0.30189950640284496,NaN,0.01933898083092814,0.06405767621601484,NaN
190.0,0.0,0.0,0.1,0.9628688363590852,0.0,true,0,8.135185512983295e-11,models,phase_aware_continuity_hadron,hadron,hadron,crossover_possible,0.0,0.5271802255767933,0.5271802255767933,1.2280241612530398,1.2280241612530398,2.406543838399861,0.0,0.0,-22.101245601631014,22.101245601631014,-15.000727105320745,7.374336179743441,-4361.17205764863,4361.17205764863,-2960.0481834973752,-94.59013979836179,0.20240071259792236,0.20240071259792236,0.10411976837679396,0.20240071259792236,0.20240071259792236,0.10411976837679396,3.2469212627888746,3.2469212627888746,4.2933921842717275,3.2469212627888817,3.2469212627888817,4.2933921842717275,0.30798406215156293,0.30798406215156293,0.23291606195757455,0.30798406215156227,0.30798406215156227,0.23291606195757455,2.340260373695332,0.0185062854993003,NaN,0.3173520052047249,NaN,0.019219944399985443,0.06056348812917249,NaN
190.0,0.0,0.0,0.2,0.9628688363590852,0.0,true,0,5.946128808651301e-12,models,phase_aware_continuity_hadron,hadron,hadron,crossover_possible,0.2,0.5186901620348576,0.5186901620348576,1.2840978631284605,1.2840978631284605,2.435324466718897,0.0,0.0,-22.060950869559804,22.060950869559804,-15.367033156263208,6.9520556284783686,-4353.22081984299,4353.22081984299,-3032.3302504321,-94.87566517337697,0.1860434412435291,0.1860434412435291,0.09637162019368584,0.1860434412435291,0.1860434412435291,0.09637162019368584,3.630864429925642,3.630864429925642,4.724306280963075,3.6308644299256176,3.6308644299256176,4.724306280963075,0.2754165073633662,0.2754165073633662,0.21167128897412313,0.27541650736336803,0.27541650736336803,0.21167128897412313,2.2943820279360496,0.01831081823846778,NaN,0.3300292964482841,NaN,0.01901693932447418,0.05762197334943006,NaN
190.0,0.0,0.0,0.3,0.9628688363590852,0.0,true,0,6.170979033303423e-13,models,phase_aware_continuity_hadron,hadron,hadron,crossover_possible,0.2,0.5110830076194285,0.5110830076194285,1.3293276111836787,1.3293276111836787,2.4592582419738775,0.0,0.0,-22.026654478150856,22.026654478150856,-15.677766322097623,6.593720677533202,-4346.453216487646,4346.453216487646,-3093.6462877563376,-95.1174722191023,0.1725941379597888,0.1725941379597888,0.08990138757859466,0.1725941379597888,0.1725941379597888,0.08990138757859466,3.992074556864286,3.992074556864286,5.132771652986089,3.9920745568642753,3.9920745568642753,5.132771652986089,0.2504963235920836,0.2504963235920836,0.19482651238112855,0.2504963235920843,0.2504963235920843,0.19482651238112855,2.247833766738463,0.0180834679819365,NaN,0.34090521522962164,NaN,0.018780821747555847,0.05509103677075093,NaN
