# sigma_grid_n: 18
# p_cut_factor: 8.0
# y_unit.tauinv_s: 1/fm
# y_unit.tauinv_ubar: 1/fm
# x_unit: MeV
# y_unit.tauinv_sbar: 1/fm
# gc_every_n: 1
# y_unit.tau_ubar: fm
# sigma_compute_missing: false
# y_unit.tau_u: fm
# sigma_cache_max_refine: 6
# sigma_direct: true
# script: scripts/relaxtime/scan_relaxation_times_vs_T.jl
# schema: scan_csv_v1
# y_unit.tau_sbar: fm
# y_scale.tau_s: log
# y_scale.tau_sbar: log
# y_unit.tau_s: fm
# y_scale.tau_u: log
# title: relaxation_times_vs_T
# y_unit.tauinv_u: 1/fm
# y_scale.tau_ubar: log
# sigma_cache_rtol: 0.01
# x_label: T
T_MeV,muB_MeV,muq_MeV,xi,T_fm,muq_fm,converged,iterations,residual_norm,Phi,Phibar,m_u,m_s,n_u,n_s,n_ubar,n_sbar,tau_u,tau_s,tau_ubar,tau_sbar,tauinv_u,tauinv_s,tauinv_ubar,tauinv_sbar,tau_p_nodes,tau_angle_nodes,tau_phi_nodes,tau_n_sigma_points,sigma_grid_n,p_cut_factor,sigma_cache_rtol,sigma_cache_max_refine,sigma_compute_missing,gc_every_n,sigma_direct
135.0,800.0,266.6666666666667,0.0,0.6841435789324319,1.3513947238171495,true,3,4.904548989159707e-13,0.15624011627295678,0.20777263478605432,1.6080521771592116,2.6502439440299472,0.14060347821146962,0.03703391725011035,0.0023368290086686902,0.0008551514015993623,27.22506285812685,24.03954971551278,10.800290801447927,21.854816592993174,0.03673086101623063,0.041598116929565346,0.09259009950601851,0.04575650386929387,6,2,6,6,18,8.0,0.01,6,false,1,true
136.0,800.0,266.6666666666667,0.0,0.6892113091467462,1.3513947238171495,true,3,1.5261680808009714e-12,0.16953114720960705,0.21915324643290102,1.5787697552755668,2.635175422168419,0.15653823430445804,0.04185449576698187,0.0026492331830679375,0.0009697278134401789,24.495637770979258,21.688272508898756,9.530517971367166,19.27842581045165,0.040823595178433404,0.04610786772389075,0.1049260914259153,0.05187145516092179,6,2,6,6,18,8.0,0.01,6,false,1,true
137.0,800.0,266.6666666666667,0.0,0.6942790393610606,1.3513947238171495,true,3,5.301190042494852e-12,0.18436127404127842,0.23180879927291465,1.5440346625012895,2.6175537399448388,0.17526924713774544,0.047498597630879436,0.003021815721674878,0.00110447637702023,21.950945613451534,19.506608710213275,8.336270984736721,16.870094260166177,0.04555612398707782,0.05126467726173334,0.11995771272682329,0.059276491558272394,6,2,6,6,18,8.0,0.01,6,false,1,true
138.0,800.0,266.6666666666667,0.0,0.6993467695753749,1.3513947238171495,true,3,2.1030926999898725e-11,0.20095997758712109,0.24595988250714965,1.5021901518021068,2.5967102449487847,0.19756893813718457,0.054166557868606934,0.0034727872978141338,0.0012646036159266402,19.556359132546092,17.324047226342508,7.211029684248724,14.61843754902218,0.051134262426986196,0.05772323216017475,0.13867645035276044,0.06840676348936411,6,2,6,6,18,8.0,0.01,6,false,1,true
139.0,800.0,266.6666666666667,0.0,0.7044144997896892,1.3513947238171495,true,3,9.801787159702258e-11,0.21958319898440243,0.26185976030174474,1.4508159442585964,2.571723829985059,0.22452349416101305,0.062126842207715104,0.004028493304680442,0.0014571939147787825,17.314937623224147,15.198289320888497,6.148129944226634,12.512446437953585,0.05775360106748072,0.06579687877277096,0.16265108399978506,0.07992042203407429,6,2,6,6,18,8.0,0.01,6,false,1,true
140.0,800.0,266.6666666666667,0.0,0.7094822300040036,1.3513947238171495,true,3,5.563430549582193e-10,0.24051457676203994,0.2797970236667336,1.386184950678084,2.5412771911733745,0.25772781349245627,0.07175214236102961,0.004728853816897578,0.001692184538049147,15.228122521115596,13.194105877924388,5.1356889624568725,10.540322385229357,0.0656679770348171,0.07579141847521036,0.19471584188805857,0.09487375845366422,6,2,6,6,18,8.0,0.01,6,false,1,true
141.0,800.0,266.6666666666667,0.0,0.7145499602183178,1.3513947238171495,true,4,1.7763568394002505e-15,0.2640760836887147,0.30010529173048606,1.3021335397168134,2.5033907837591984,0.29966498305457256,0.08358878895753903,0.0056384718079855786,0.001984173066497397,13.322111521614154,11.47752734076715,4.126408561225011,8.688385678293013,0.07506317586199251,0.08712678003807402,0.24234149022391738,0.1150961797769166,6,2,6,6,18,8.0,0.01,6,false,1,true
142.0,800.0,266.6666666666667,0.0,0.7196176904326321,1.3513947238171495,true,4,9.08162434143378e-14,0.29059965124136483,0.32313769559807004,1.1878406991455903,2.4550638520963997,0.35432918203296004,0.09846597404603528,0.006868807156471386,0.0023553475766520146,11.55052717884518,9.954970831079816,3.0315140486245697,6.94255879926164,0.08657613496910363,0.10045232848678573,0.32986817278769026,0.14403911135853148,6,2,6,6,18,8.0,0.01,6,false,1,true
143.0,800.0,266.6666666666667,0.0,0.7246854206469464,1.3513947238171495,true,4,1.7252865802674933e-12,0.31963418947587263,0.34856928578594026,1.028578165066813,2.393894359117344,0.42592015288912344,0.11718902987650266,0.008578185425411064,0.002829814228150168,9.981798687683876,8.499508034522455,2.1521327409636273,5.332293621620937,0.100182345015018,0.11765386842841959,0.46465535371774763,0.1875365594920137,6,2,6,6,18,8.0,0.01,6,false,1,true
144.0,800.0,266.6666666666667,0.0,0.7297531508612608,1.3513947238171495,true,4,1.3322676295501878e-15,0.3460935686207946,0.37196692468224624,0.845677537193629,2.3320128240592157,0.5022666424600672,0.13719070840272493,0.01061834778912134,0.0033583345556047455,9.01986000733698,7.448228104068674,1.7899176302462216,4.099827135487876,0.11086646568644912,0.13426012012893904,0.558684926670307,0.24391272289118132,6,2,6,6,18,8.0,0.01,6,false,1,true
145.0,800.0,266.6666666666667,0.0,0.7348208810755751,1.3513947238171495,true,4,1.467714838554457e-13,0.3648280227761171,0.38870433268722204,0.7058977102692997,2.289633778302367,0.5580658586871747,0.15340255723288063,0.012395790309983981,0.0038267596122130037,8.512423750647422,6.87747847915297,1.5606115833328416,3.3833859758905964,0.1174753547629656,0.14540212710678813,0.6407744314343742,0.29556190370410623,6,2,6,6,18,8.0,0.01,6,false,1,true
146.0,800.0,266.6666666666667,0.0,0.7398886112898894,1.3513947238171495,true,4,2.831068712794149e-15,0.378601531058542,0.4011203762701925,0.6110705321209859,2.2622642731364406,0.5963051444847828,0.16644813469594155,0.013857453084743525,0.004242579198672705,8.164827256225905,6.542993327750462,1.3662383021964235,2.9457405532572705,0.12247656547019686,0.15283524679121271,0.731936733432489,0.339473209510676,6,2,6,6,18,8.0,0.01,6,false,1,true
147.0,800.0,266.6666666666667,0.0,0.7449563415042036,1.3513947238171495,true,4,5.273559366969494e-16,0.3899796995021327,0.41144642906331386,0.5427181650289983,2.242481937609155,0.6252564655128321,0.1779421064754127,0.01514610982996363,0.004639202125905456,7.8959000692523205,6.303347635642582,1.2224723574014447,2.6289474833195596,0.12664800608281915,0.15864585896317251,0.8180144065798393,0.38038036375580414,6,2,6,6,18,8.0,0.01,6,false,1,true
148.0,800.0,266.6666666666667,0.0,0.750024071718518,1.3513947238171495,true,3,1.8998996820229763e-10,0.40006182354137987,0.4206429300802113,0.49031505457863217,2.2267512556896287,0.6490914106527156,0.1886830254429432,0.01634521715001606,0.00503383973378304,7.624740054424231,6.1136672510364996,1.082955015479421,2.364840278809791,0.13115201211610528,0.16356794685390538,0.9233993893618037,0.4228615390901975,6,2,6,6,18,8.0,0.01,6,false,1,true
149.0,800.0,266.6666666666667,0.0,0.7550918019328323,1.3513947238171495,true,3,3.91283117018304e-11,0.40934296289027766,0.42914290767803676,0.44834611859712425,2.213392382951317,0.6698476907177883,0.1990556333488255,0.017498307110128862,0.005435156149179837,6.9212208635491175,5.939097426766006,0.7173546079752332,2.0987795195096175,0.14448318002197263,0.16837575276897354,1.3940107010987866,0.47646739007327993,6,2,6,6,18,8.0,0.01,6,false,1,true
150.0,800.0,266.6666666666667,0.0,0.7601595321471466,1.3513947238171495,true,3,1.1353806783631626e-11,0.4180747298568185,0.4371663694290445,0.413678249820422,2.201519800283043,0.6886188453178066,0.20926440731344695,0.018629859156584206,0.005848072854292851,6.793698931504942,5.781211991075261,0.6969303984920439,1.8884056080627982,0.14719521869928961,0.17297411019415113,1.434863513148101,0.5295472517823329,6,2,6,6,18,8.0,0.01,6,false,1,true
151.0,800.0,266.6666666666667,0.0,0.7652272623614609,1.3513947238171495,true,3,4.2967296387530496e-12,0.42639831450266213,0.4448365794579842,0.38438209948098584,2.1906223920888226,0.70604432993345,0.21942816573212123,0.01975478712670298,0.006275737543339405,6.537757108592198,5.652355315171134,0.6368656071118627,1.7738838890832767,0.1529576555674969,0.17691739889669755,1.5701899880179184,0.563734755219401,6,2,6,6,18,8.0,0.01,6,false,1,true
152.0,800.0,266.6666666666667,0.0,0.7702949925757753,1.3513947238171495,true,3,2.0071166950685893e-12,0.43439918344395495,0.4522279480657772,0.3591905461189723,2.180383742834941,0.7225240644257608,0.22962098657040347,0.020882798589249435,0.006720377859328045,6.447195659036971,5.542118536172073,0.6338099182392583,1.6923994380400027,0.1551061970018406,0.18043641496897636,1.5777601000281412,0.5908770574623432,6,2,6,6,18,8.0,0.01,6,false,1,true
153.0,800.0,266.6666666666667,0.0,0.7753627227900896,1.3513947238171495,true,3,1.1019518630916991e-12,0.4421322428001832,0.45938808637067463,0.3372284938632283,2.170597109480224,0.7383215710660868,0.2398916858168058,0.022020559544206106,0.007183707779234622,6.255509077571082,5.4420805466960465,0.6001556621239242,1.6281743932308073,0.15985909181803706,0.18375325234888562,1.6662343840280445,0.6141848220666873,6,2,6,6,18,8.0,0.01,6,false,1,true
154.0,800.0,266.6666666666667,0.0,0.7804304530044038,1.3513947238171495,true,3,6.870060076380469e-13,0.44963452780555213,0.46634893800989385,0.3178671289633502,2.1611215640268577,0.7536178260411883,0.25027390375822384,0.02317285374011431,0.007667137877329877,6.118116864338758,5.350507503974723,0.5814718831864666,1.5724870001437572,0.163448986375006,0.18689815858722403,1.719773610582852,0.6359353049714114,6,2,6,6,18,8.0,0.01,6,false,1,true
155.0,800.0,266.6666666666667,0.0,0.7854981832187182,1.3513947238171495,true,3,4.750644322371045e-13,0.4569320860836687,0.47313282179556054,0.30063996263029014,2.151857725317087,0.7685413525758379,0.2607917006099452,0.02434324474102556,0.008171891877403432,6.035894698520161,5.262257248492444,0.5786544650413721,1.522614680727662,0.1656755211858108,0.19003251889414655,1.7281470383685762,0.6567649797794523,6,2,6,6,18,8.0,0.01,6,false,1,true
156.0,800.0,266.6666666666667,0.0,0.7905659134330325,1.3513947238171495,true,3,3.5599301284605644e-13,0.4640439342187392,0.4797559072738094,0.2851917634306122,2.142733542055118,0.7831859949874387,0.27146283971145985,0.025534474671475623,0.008699074998358336,5.957748503531057,5.181508562016882,0.5785320020427099,1.4771257418605626,0.16784864272255146,0.19299398776072926,1.7285128505755079,0.6769904359939032,6,2,6,6,18,8.0,0.01,6,false,1,true
157.0,800.0,266.6666666666667,0.0,0.7956336436473468,1.3513947238171495,true,3,2.8177460364986473e-13,0.4709844403853464,0.48623030872322565,0.2712460638297519,2.133695565195569,0.7976219056036201,0.2823008041313712,0.026748715173828402,0.009249715916795201,5.864580648772127,5.102919772774755,0.5721906025477501,1.435185307371349,0.1705151757456641,0.19596623982513478,1.7476693876959446,0.696774134227709,6,2,6,6,18,8.0,0.01,6,false,1,true
158.0,800.0,266.6666666666667,0.0,0.8007013738616611,1.3513947238171495,true,3,2.2637447472106942e-13,0.4777648143865319,0.4925653950768793,0.2585836921010778,2.1247033778531192,0.8119025984699036,0.2933160828948769,0.027987731255116305,0.009824793517669145,5.755773350580563,5.029427446638336,0.5623049890256117,1.396257898444542,0.173738599331597,0.19882978939648466,1.7783943225060952,0.7162000667025906,6,2,6,6,18,8.0,0.01,6,false,1,true
159.0,800.0,266.6666666666667,0.0,0.8057691040759755,1.3513947238171495,true,3,1.9206858326015208e-13,0.4843940687944645,0.4987686348869544,0.24702813021637882,2.1157259222141906,0.8260696248595968,0.30451701743913095,0.029252991616289192,0.010425254476317227,5.646101124084956,4.959645496126112,0.5514778322336117,1.3599136449698246,0.17711337045208633,0.20162731404514328,1.8133095140919275,0.7353408091012935,6,2,6,6,18,8.0,0.01,6,false,1,true
160.0,800.0,266.6666666666667,0.0,0.8108368342902897,1.3513947238171495,true,3,1.6819878823071122e-13,0.4908796550296873,0.504846155298778,0.2364352521231857,2.1067390090047833,0.8401557580574607,0.31591037339269745,0.030545744921821633,0.011052025098811162,5.551074861688512,4.8933142061651935,0.5422246061162161,1.3258988835552936,0.1801452916626353,0.20436047183319603,1.8442541867708377,0.754205326215057,6,2,6,6,18,8.0,0.01,6,false,1,true
161.0,800.0,266.6666666666667,0.0,0.815904564504604,1.3513947238171495,true,3,1.482147737874584e-13,0.4972278934358805,0.5108031196385869,0.22668596097959987,2.0977235878540785,0.8541872143878535,0.32750173533340154,0.031867073726938165,0.01170601944409363,5.463785205767934,4.829775780034872,0.5357529270698881,1.2938456768456967,0.18302330021032556,0.2070489491735328,1.8665320327210302,0.7728897023004541,6,2,6,6,18,8.0,0.01,6,false,1,true
162.0,800.0,266.6666666666667,0.0,0.8209722947189183,1.3513947238171495,true,3,1.432187701766452e-13,0.5034442693806139,0.516643986950886,0.2176807968814672,2.088664520856082,0.8681852342760663,0.3392957843338898,0.033217933359722694,0.012388144965150423,5.383080709605393,4.766551358683296,0.5316346883409906,1.263546439393146,0.18576723143229726,0.20979528484011514,1.8809908795089754,0.7914232265814294,6,2,6,6,18,8.0,0.01,6,false,1,true
163.0,800.0,266.6666666666667,0.0,0.8260400249332327,1.3513947238171495,true,3,1.1612932837579137e-13,0.509533640296891,0.52237269301279,0.20933591566153206,2.0795496969808656,0.8821672282930861,0.35129649605294666,0.0345991804378224,0.013099306449144171,5.316230270133867,4.705703836404978,0.5291416098632559,1.2347711376773416,0.1881032139668433,0.21250806144314666,1.889853266800217,0.8098666785174811,6,2,6,6,18,8.0,0.01,6,false,1,true
164.0,800.0,266.6666666666667,0.0,0.831107755147547,1.3513947238171495,true,3,1.0902390101819037e-13,0.5155003824103169,0.5279927781461828,0.20158004156893106,2.0703693822928626,0.896147621339215,0.3635072838518941,0.03601159409897926,0.013840408761487606,5.246904362983554,4.6458958992406485,0.5275222445279121,1.2073146633451786,0.1905885701014319,0.2152437380621132,1.8956546579280569,0.8282844815528377,6,2,6,6,18,8.0,0.01,6,false,1,true
165.0,800.0,266.6666666666667,0.0,0.8361754853618613,1.3513947238171495,true,3,9.514611321037592e-14,0.5213484959663011,0.5335074784176277,0.19435212451470352,2.0611157363883406,0.9101384834935451,0.375931103184117,0.03745589201804183,0.014612358728657295,5.193728598428641,4.588785349734075,0.5264569342359603,1.1810997279385294,0.19253990289414608,0.21792259253485263,1.8994906040154762,0.8466685550299654,6,2,6,6,18,8.0,0.01,6,false,1,true
166.0,800.0,266.6666666666667,0.0,0.8412432155761755,1.3513947238171495,true,3,8.426592756904938e-14,0.5270816815141998,0.5389197913097842,0.18759951549726625,2.0517824479711817,0.9241500076049434,0.3885705282707454,0.03893274263402892,0.015416066386479734,5.131247130678285,4.533581080378369,0.5252268059144244,1.155985806002293,0.1948843964308951,0.22057618078742752,1.9039393815001338,0.8650625248230915,6,2,6,6,18,8.0,0.01,6,false,1,true
167.0,800.0,266.6666666666667,0.0,0.8463109457904899,1.3513947238171495,true,3,8.104628079763643e-14,0.5327033957714911,0.5442325233952674,0.18127652882459191,2.0423644571054695,0.9381908751481849,0.40142780866902056,0.04044277458280825,0.016252445750407456,5.069537973800187,4.479090977200513,0.5236066149039584,1.131901994748784,0.1972566346614005,0.22325958661929488,1.9098307231726306,0.8834687142873544,6,2,6,6,18,8.0,0.01,6,false,1,true
168.0,800.0,266.6666666666667,0.0,0.8513786760048042,1.3513947238171495,true,3,7.793765632868599e-14,0.5382168929384825,0.5494483252051392,0.17534329697463186,2.032857741376877,0.9522685395246747,0.4145049110776333,0.04198658404302235,0.01712241521776344,5.015075114864496,4.424666307998117,0.5215382163361287,1.1087418031429483,0.19939880801307186,0.22600574379866334,1.9174050312652546,0.9019232405284096,6,2,6,6,18,8.0,0.01,6,false,1,true
169.0,800.0,266.6666666666667,0.0,0.8564464062191185,1.3513947238171495,true,3,7.327471962526033e-14,0.5436252555585104,0.5545697169169577,0.16976484959162086,2.0232591497433807,0.9663894476221091,0.42780355019302463,0.043564740505662405,0.0180268976805275,4.952822415578212,4.3740456827314915,0.5188824606417562,1.0864759168972487,0.20190507877986497,0.22862129765766936,1.9272187361337967,0.9204069638798751,6,2,6,6,18,8.0,0.01,6,false,1,true
170.0,800.0,266.6666666666667,0.0,0.8615141364334329,1.3513947238171495,true,3,7.327471962526033e-14,0.5489314178115622,0.5595991074205643,0.16451036609313502,2.013566272354596,0.9805592146841272,0.44132521137837966,0.04517779134036393,0.018966820405728158,4.886533539897925,4.321823138252887,0.5157959495705507,1.0650225015462003,0.20464404712156936,0.23138383224174552,1.9387511686212258,0.938947297872298,6,2,6,6,18,8.0,0.01,6,false,1,true
171.0,800.0,266.6666666666667,0.0,0.8665818666477472,1.3513947238171495,true,3,6.661338147750939e-14,0.5541381832972666,0.5645388085835458,0.15955256415069544,2.0037773377581396,0.9947827635099327,0.4550711671725172,0.046826265434441926,0.019943114725574036,4.832117881048036,4.272260998501022,0.5125617099488262,1.0443599204924436,0.2069485936843723,0.23406809657716673,1.9509845948107192,0.9575242982596203,6,2,6,6,18,8.0,0.01,6,false,1,true
172.0,800.0,266.6666666666667,0.0,0.8716495968620614,1.3513947238171495,true,3,6.52811138479592e-14,0.559248238782848,0.5693910460240815,0.15486719552984404,1.9938911311325476,1.009064436145166,0.46904248914629265,0.048510676111157676,0.020956715568997843,4.769588781152641,4.223800086177389,0.5090628848515423,1.0244451398482999,0.2096616806781266,0.23675362933784516,1.9643938494782023,0.9761381660203692,6,2,6,6,18,8.0,0.01,6,false,1,true
173.0,800.0,266.6666666666667,0.0,0.8767173270763757,1.3513947238171495,true,3,5.4067861299245124e-14,0.5642641649823298,0.5741579673357358,0.15043262751262704,1.9839069287787234,1.0234080841721227,0.48324005624191385,0.05023152348327104,0.02200856085889682,4.710328377660452,4.176559478886663,0.5055425786134864,1.0052438943203759,0.21229942369680066,0.23943152373507393,1.978072752531794,0.9947834606606379,6,2,6,6,18,8.0,0.01,6,false,1,true
174.0,800.0,266.6666666666667,0.0,0.8817850572906901,1.3513947238171495,true,3,5.10702591327572e-14,0.5691884451420599,0.5788416484500679,0.14622949310487382,1.973824445257269,1.0378171422155251,0.4976645604610284,0.05198929636092738,0.0230995907941202,4.6559234224643795,4.131191797094707,0.5020791160510061,0.9867313667906213,0.214780164805782,0.2420608989162057,1.9917179743807754,1.0134470572801748,6,2,6,6,18,8.0,0.01,6,false,1,true
175.0,800.0,266.6666666666667,0.0,0.8868527875050044,1.3513947238171495,true,3,5.140332604014475e-14,0.5740234719986141,0.5834440986370621,0.1422403969511981,1.963643790406834,1.052294688184203,0.5123165105701012,0.05378447380548769,0.024230747031548247,4.6015044460030055,4.0865101765427205,0.49868629210695503,0.9688733292721605,0.21732022901088963,0.24470757609761354,2.005268674570919,1.0321266669103406,6,2,6,6,18,8.0,0.01,6,false,1,true
176.0,800.0,266.6666666666667,0.0,0.8919205177193187,1.3513947238171495,true,3,4.8183679268731794e-14,0.5787715535240789,0.5879672645089085,0.1384496666891233,1.9533654341073767,1.0668434929559303,0.5271962343456736,0.05561752640035792,0.02540297178099614,4.548313615056936,4.041964794689399,0.49543428988631255,0.951618539259556,0.21986170801625382,0.24740443096235432,2.018431142966447,1.0508412339024933,6,2,6,6,18,8.0,0.01,6,false,1,true
177.0,800.0,266.6666666666667,0.0,0.896988247933633,1.3513947238171495,true,3,3.9968028886505635e-14,0.5834349177639465,0.5924130332949055,0.13484314161379102,1.942990177123018,1.081466061603845,0.5423038797732244,0.057488917294348935,0.02661720682386654,4.497860445767813,3.9996065840065818,0.49234447395113373,0.9349788416532689,0.22232792948054522,0.2500245909182038,2.0310982511387996,1.0695429195293424,6,2,6,6,18,8.0,0.01,6,false,1,true
178.0,800.0,266.6666666666667,0.0,0.9020559781479474,1.3513947238171495,true,3,3.808064974464287e-14,0.5880157169925716,0.596783235583703,0.13140799217007926,1.9325191267153996,1.0961646678029304,0.5576394155311444,0.05939910306126248,0.027874392465244945,4.443040425109522,3.9581002988408103,0.48935742966192725,0.9188776329259932,0.22507110093992672,0.2526464527169423,2.0434961020022735,1.0882841895015856,6,2,6,6,18,8.0,0.01,6,false,1,true
179.0,800.0,266.6666666666667,0.0,0.9071237083622616,1.3513947238171495,true,3,2.919886554764162e-14,0.5925160313522416,0.6010796476766352,0.12813256506452908,1.9219536759902371,1.1109413827047423,0.5732026310287518,0.06134853441030978,0.029175466428333355,4.397461824415723,3.9166006116467824,0.48662181478354777,0.9033029732888899,0.227403907055604,0.255323454994697,2.054983910749677,1.107048276791385,6,2,6,6,18,8.0,0.01,6,false,1,true
180.0,800.0,266.6666666666667,0.0,0.9121914385765759,1.3513947238171495,true,3,3.785860513971784e-14,0.5969378720984863,0.6053039936572149,0.12500624978613153,1.9112954861492921,1.1257980992997523,0.58899313621892,0.0633376567749332,0.030521362699633313,4.34684474133892,3.875640108484691,0.4839584297480127,0.888206148157402,0.23005192490311463,0.2580218936765475,2.0662931742312654,1.1258647579444436,6,2,6,6,18,8.0,0.01,6,false,1,true
181.0,800.0,266.6666666666667,0.0,0.9172591687908903,1.3513947238171495,true,3,4.374278717023117e-14,0.6012831845422334,0.6094579472533941,0.12201936310959864,1.9005464709829878,1.1407365530789753,0.6050103613680832,0.06536691080212315,0.03191301033303512,4.300635274881373,3.835275830913884,0.4814632904150152,0.8736075692853409,0.23252378685555553,0.2607374395185851,2.0770015490443994,1.1446787266484597,6,2,6,6,18,8.0,0.01,6,false,1,true
182.0,800.0,266.6666666666667,0.0,0.9223268990052046,1.3513947238171495,true,3,9.547918011776346e-15,0.6055538507556205,0.6135431335480641,0.11916304877657093,1.8897087830668957,1.155758339644793,0.621253556936248,0.06743673276001805,0.03335133222087757,4.2582664488279045,3.7953676869640063,0.47910531816229046,0.8594422567321242,0.23483734801875816,0.26347908357725436,2.0872237524636774,1.163545301812738,6,2,6,6,18,8.0,0.01,6,false,1,true
