# sigma_grid_n: 18
# p_cut_factor: 8.0
# y_unit.tauinv_s: 1/fm
# y_unit.tauinv_ubar: 1/fm
# x_unit: MeV
# y_unit.tauinv_sbar: 1/fm
# gc_every_n: 1
# y_unit.tau_ubar: fm
# sigma_compute_missing: false
# y_unit.tau_u: fm
# sigma_cache_max_refine: 6
# sigma_direct: true
# script: scripts/relaxtime/scan_relaxation_times_vs_T.jl
# schema: scan_csv_v1
# y_unit.tau_sbar: fm
# y_scale.tau_s: log
# y_scale.tau_sbar: log
# y_unit.tau_s: fm
# y_scale.tau_u: log
# title: relaxation_times_vs_T
# y_unit.tauinv_u: 1/fm
# y_scale.tau_ubar: log
# sigma_cache_rtol: 0.01
# x_label: T
T_MeV,muB_MeV,muq_MeV,xi,T_fm,muq_fm,converged,iterations,residual_norm,Phi,Phibar,m_u,m_s,n_u,n_s,n_ubar,n_sbar,tau_u,tau_s,tau_ubar,tau_sbar,tauinv_u,tauinv_s,tauinv_ubar,tauinv_sbar,tau_p_nodes,tau_angle_nodes,tau_phi_nodes,tau_n_sigma_points,sigma_grid_n,p_cut_factor,sigma_cache_rtol,sigma_cache_max_refine,sigma_compute_missing,gc_every_n,sigma_direct
183.0,800.0,266.6666666666667,0.0,0.9273946292195189,1.3513947238171495,true,3,3.108624468950438e-14,0.6097516920907337,0.6175611305777683,0.116429190046413,1.8787848012269726,1.17086492979436,0.6377217936952498,0.06954755487818601,0.03483724384006571,4.214071357932979,3.755735633250819,0.4768080841116928,0.845719848249274,0.23730020568292048,0.26625942229443844,2.0972798770034045,1.1824246552449982,6,2,6,6,18,8.0,0.01,6,false,1,true
184.0,800.0,266.6666666666667,0.0,0.9324623594338332,1.3513947238171495,true,3,2.986499936241671e-14,0.6138784715474161,0.6215134708480288,0.1138103332066166,1.8677771189200558,1.186057682499133,0.6544139631930702,0.0716998056322854,0.0363716519814192,4.17073537936511,3.71679638078638,0.47458007081465164,0.8323726475648429,0.23976587077366318,0.2690489059797312,2.1071259867348124,1.201384984148099,6,2,6,6,18,8.0,0.01,6,false,1,true
185.0,800.0,266.6666666666667,0.0,0.9375300896481475,1.3513947238171495,true,3,1.3766765505351941e-14,0.6179358960166887,0.6254016427852942,0.11129962045455627,1.8566885332422483,1.201337856125088,0.671328778654837,0.07389390998265434,0.037955453470555754,4.128732595845589,3.676860468304011,0.47244010304962836,0.819413970600897,0.24220507789877682,0.27197115817159634,2.1166704383157606,1.2203843672163346,6,2,6,6,18,8.0,0.01,6,false,1,true
186.0,800.0,266.6666666666667,0.0,0.9425978198624618,1.3513947238171495,true,3,2.275957200481571e-14,0.621925618419046,0.6292270921391983,0.10889073082364133,1.8455220343323782,1.216706618175137,0.6884647763958162,0.07613028957464382,0.03958953388873955,4.088456257480239,3.6382276010607084,0.4703661226356727,0.8068137296551408,0.24459109674229734,0.27485910988868717,2.1260034510915684,1.2394434591828694,6,2,6,6,18,8.0,0.01,6,false,1,true
187.0,800.0,266.6666666666667,0.0,0.9476655500767761,1.3513947238171495,true,3,4.318767565791859e-14,0.6258492397516993,0.6329912233443726,0.10657782804024063,1.8342807949829365,1.2321650537848499,0.7058203178081973,0.07840936290712142,0.041274766302248,4.04937816499564,3.59946846562593,0.4683553187454986,0.7945386892169675,0.2469514970580864,0.27781879728903386,2.1351310852592107,1.2585919522503284,6,2,6,6,18,8.0,0.01,6,false,1,true
188.0,800.0,266.6666666666667,0.0,0.9527332802910904,1.3513947238171495,true,3,5.0737192225369654e-14,0.6297083110548148,0.6366954008476507,0.10435551437281684,1.822968160309194,1.2477141731619388,0.7233935919707583,0.080731545474428,0.04301201000887865,4.010325262981531,3.561539768860982,0.46637468338382804,0.782617236374895,0.24935633257251968,0.28077743473290223,2.1441987218182605,1.2777638333548953,6,2,6,6,18,8.0,0.01,6,false,1,true
189.0,800.0,266.6666666666667,0.0,0.9578010105054048,1.3513947238171495,true,3,3.3306690738754696e-14,0.6335043353040137,0.6403409504042091,0.10221878967905404,1.8115876373597664,1.2633549181271442,0.7411826189187688,0.08309724988615722,0.04480210931024883,3.972222715901133,3.5235668991365965,0.46445459577631243,0.7709818840233117,0.25174822046027734,0.28380332447924767,2.153062988489866,1.2970473375866813,6,2,6,6,18,8.0,0.01,6,false,1,true
190.0,800.0,266.6666666666667,0.0,0.9628687407197191,1.3513947238171495,true,3,3.697042672001771e-14,0.6372387692342648,0.6439291603444735,0.10016301497629032,1.8001428845800964,1.2790881678874784,0.759185253600153,0.0855068859683618,0.046645892318489944,3.9309965659373893,3.485642977562806,0.46254798663259106,0.7596318508867141,0.2543884186175927,0.2868911149067852,2.1619378505571474,1.3164271598573776,6,2,6,6,18,8.0,0.01,6,false,1,true
191.0,800.0,266.6666666666667,0.0,0.9679364709340333,1.3513947238171495,true,3,4.884981308350689e-14,0.640913025098801,0.647461282812458,0.09818387996004799,1.7886377010649757,1.2949147441509794,0.7773991905330115,0.08796086084917114,0.04854416980581131,3.8901709534460807,3.4484218868585788,0.4606986050761656,0.7485780172550107,0.25705811183288924,0.289987719835224,2.1706165136633606,1.3358661047340639,6,2,6,6,18,8.0,0.01,6,false,1,true
192.0,800.0,266.6666666666667,0.0,0.9730042011483476,1.3513947238171495,true,3,3.019806626980426e-14,0.6445284723656434,0.6509385349754492,0.0962773739784796,1.7770760155577674,1.3108354156743423,0.7958219691690818,0.09045957903128791,0.05049773410519564,3.853452518106422,3.4114434389186727,0.45891364435206783,0.7377638629041363,0.25950754428690814,0.2931310508014668,2.179059202765441,1.3554472511890139,6,2,6,6,18,8.0,0.01,6,false,1,true
193.0,800.0,266.6666666666667,0.0,0.978071931362662,1.3513947238171495,true,3,2.930988785010413e-14,0.6480864393535581,0.6543621002044415,0.09443976004023888,1.7654618751732412,1.3268509023201072,0.8144509799574217,0.09300344245340672,0.052507358070175744,3.8216222781577724,3.375138178036717,0.4571996220014091,0.7271944768239729,0.26166897909179393,0.2962841659364861,2.1872284050071196,1.3751479581741424,6,2,6,6,18,8.0,0.01,6,false,1,true
194.0,800.0,266.6666666666667,0.0,0.9831396615769763,1.3513947238171495,true,3,9.325873406851315e-15,0.6515882148087446,0.6577331292244207,0.0926675514918878,1.753799433837831,1.3429618786879614,0.8332834710926702,0.09559285054223565,0.05457379410123252,3.7878178018290796,3.3392867436208604,0.45550537209044384,0.7168426653558158,0.2640042505521557,0.29946514833155014,2.195363789916934,1.39500625217897,6,2,6,6,18,8.0,0.01,6,false,1,true
195.0,800.0,266.6666666666667,0.0,0.9882073917912906,1.3513947238171495,true,3,2.2648549702353193e-14,0.6550350494232884,0.661052741233513,0.09095749105048806,1.742092940456203,1.3591689773747353,0.8523165559227656,0.09822820025651288,0.056697773245853456,3.751716479812601,3.3037470909540847,0.4538111827669491,0.7067037263744803,0.26654466172506464,0.30268660780302387,2.2035596256197625,1.415020131746274,6,2,6,6,18,8.0,0.01,6,false,1,true
196.0,800.0,266.6666666666667,0.0,0.993275122005605,1.3513947238171495,true,3,5.684341886080802e-14,0.6584281572961771,0.6643220249899545,0.0893065319189908,1.7303467268262327,1.3754727919093337,0.8715472209819016,0.10090988612415651,0.05888000437868636,3.7186240451144825,3.268425897800426,0.45218691195077876,0.6967344074855426,0.2689166712923822,0.3059576784876709,2.2114748869795937,1.4352671394669858,6,2,6,6,18,8.0,0.01,6,false,1,true
197.0,800.0,266.6666666666667,0.0,0.9983428522199193,1.3513947238171495,true,3,2.1316282072803006e-14,0.661768717337597,0.6675420398658992,0.08771182074773855,1.7185651953360928,1.3918738794018546,0.8909723346060513,0.10363830027347828,0.061121173467534054,3.6860306320122804,3.23346821197726,0.4506705987908421,0.686931860628114,0.2712945441405839,0.30926544949347184,2.21891555092127,1.4557484625703982,6,2,6,6,18,8.0,0.01,6,false,1,true
198.0,800.0,266.6666666666667,0.0,1.0034105824342336,1.3513947238171495,true,3,4.04121180963557e-14,0.6650578746172602,0.6707138168672532,0.08617068223582987,1.7067528064870368,1.4083727629405292,0.9105886560806344,0.10641383245922764,0.06342194293017185,3.652669477434189,3.198648173845678,0.44906426872958144,0.6772932145562759,0.27377237556748446,0.3126320700653107,2.2268527461092265,1.4764654045074752,6,2,6,6,18,8.0,0.01,6,false,1,true
199.0,800.0,266.6666666666667,0.0,1.008478312648548,1.3513947238171495,true,3,5.5067062021407764e-14,0.6682967416574475,0.6738383596187716,0.0846806051921638,1.6949140662938706,1.4249699337650314,0.9303928452627772,0.10923687008406982,0.06578295108611582,3.62014637704506,3.1638076586308435,0.44752286226239407,0.6678025667750525,0.27623192430584775,0.31607484016040216,2.2345227123026277,1.4974485720071324,6,2,6,6,18,8.0,0.01,6,false,1,true
200.0,800.0,266.6666666666667,0.0,1.0135460428628622,1.3513947238171495,true,3,8.881784197001252e-15,0.6714863996716322,0.6769166453139495,0.08323922989832157,1.6830535136218234,1.441665853240882,0.9503814726146267,0.11210779821600086,0.06820481170658514,3.588723451486357,3.1292792342628712,0.44619734107556974,0.6583953073158973,0.2786506158856642,0.3195624056335,2.2411608226742796,1.5188443612648672,6,2,6,6,18,8.0,0.01,6,false,1,true
201.0,800.0,266.6666666666667,0.0,1.0186137730771765,1.3513947238171495,true,3,2.4646951146678475e-14,0.674627899749581,0.6799496256293566,0.08184433663469051,1.6711757075238332,1.4584609546561147,0.970551029578917,0.11502699960209188,0.07068811366494977,3.560179234539142,3.0947812838609883,0.4447342761706834,0.649104656596447,0.28088473476236314,0.32312461149190475,2.24853368310252,1.5405836175070102,6,2,6,6,18,8.0,0.01,6,false,1,true
202.0,800.0,266.6666666666667,0.0,1.0236815032914908,1.3513947238171495,true,3,2.7533531010703882e-14,0.6777222639899317,0.6829382276032687,0.08049383524782809,1.6592852146459878,1.4753556448585692,0.9908979392239123,0.11799485467887169,0.07323342068898293,3.529691161889606,3.0606951998646483,0.44334541853692816,0.6398920651512338,0.2833109057237331,0.3267231575506841,2.2555776110195795,1.562763557262829,6,2,6,6,18,8.0,0.01,6,false,1,true
203.0,800.0,266.6666666666667,0.0,1.028749233505805,1.3513947238171495,true,3,7.394085344003543e-14,0.6807704865814294,0.685883354478699,0.07918575565143747,1.6473865967710637,1.4923503057497538,1.0114185670818763,0.12101174157960204,0.07584127121526334,3.4999198732213403,3.026294448360724,0.4420069645214657,0.6307002195812884,0.285720826825557,0.33043711280033494,2.2624077905257436,1.5855393243146223,6,2,6,6,18,8.0,0.01,6,false,1,true
204.0,800.0,266.6666666666667,0.0,1.0338169637201193,1.3513947238171495,true,3,5.240252676230739e-14,0.6837735348340157,0.6887858865110297,0.07791823916577752,1.6354843985710712,1.5094452956491555,1.0321092321032874,0.12407803613862775,0.07851217834507636,3.4692271854973606,2.9927425363196063,0.44068984268586747,0.621548162856953,0.28824863479116214,0.334141673686963,2.2691696134980357,1.6088857787037596,6,2,6,6,18,8.0,0.01,6,false,1,true
205.0,800.0,266.6666666666667,0.0,1.0388846939344336,1.3513947238171495,true,3,1.0480505352461478e-13,0.6867323501612455,0.6916466817407783,0.07668953061117123,1.6235831356389794,1.5266409505412735,1.0529662176484826,0.1271941118929715,0.08124662990023132,3.4404544773492347,2.958517770037471,0.439463993185923,0.6123876000345952,0.290659273820844,0.33800709602881124,2.275499279816839,1.632952724620008,6,2,6,6,18,8.0,0.01,6,false,1,true
206.0,800.0,266.6666666666667,0.0,1.0439524241487481,1.3513947238171495,true,3,5.1514348342607263e-14,0.6896478490153831,0.6944665767319872,0.07549797108073747,1.6116872828682607,1.5439375852159791,1.073985782438575,0.13036034008126973,0.08404508857625528,3.4130129247508965,2.9242905359318154,0.43827424158620404,0.6031678512557411,0.29299625347096697,0.34196328569703943,2.281676414248749,1.6579132954750324,6,2,6,6,18,8.0,0.01,6,false,1,true
207.0,800.0,266.6666666666667,0.0,1.0490201543630624,1.3513947238171495,true,3,6.905587213168474e-14,0.6925209237769139,0.6972463872771497,0.07434199132571219,1.5998012632456484,1.5613354943118813,1.0951641713894202,0.1335770896401724,0.08690799218959516,3.3840983838516823,2.889563695741688,0.43706131090041483,0.5938628701063304,0.295499683097815,0.3460730080024492,2.2880085129014125,1.6838904237622252,6,2,6,6,18,8.0,0.01,6,false,1,true
208.0,800.0,266.6666666666667,0.0,1.0540878845773767,1.3513947238171495,true,3,4.75175454539567e-14,0.6953524436000098,0.6999869090694503,0.07322010569398797,1.5879294371186705,1.5788349532710253,1.1164976262546544,0.13684472719826218,0.08983575401461939,3.3575600590611048,2.8554138709092363,0.4360546648932862,0.5844561247533724,0.2978353275621334,0.350211929061469,2.293290453032364,1.7109924212394523,6,2,6,6,18,8.0,0.01,6,false,1,true
209.0,800.0,266.6666666666667,0.0,1.059155614791691,1.3513947238171495,true,3,1.865174681370263e-14,0.6981432552158435,0.7026889183434951,0.07213090656884864,1.5760760919944112,1.5964362192126809,1.1379823960077542,0.14016361706758868,0.09282876320551808,3.329196035903133,2.8204736455325925,0.43498099973351567,0.5748673651139454,0.3003728195082761,0.3545503790059946,2.298950990072289,1.739531691456843,6,2,6,6,18,8.0,0.01,6,false,1,true
210.0,800.0,266.6666666666667,0.0,1.0642233450060052,1.3513947238171495,true,3,8.43769498715119e-14,0.70089418369542,0.7053531724855341,0.07107305926048099,1.5642454329203448,1.6141395317328737,1.1596147468971982,0.14353412123285536,0.09588738529752504,3.3019784803100416,2.7854195874949057,0.43396757402269287,0.5650711233467882,0.30284873325585826,0.3590123385681221,2.3043196309125813,1.769688732415181,6,2,6,6,18,8.0,0.01,6,false,1,true
211.0,800.0,266.6666666666667,0.0,1.0692910752203195,1.3513947238171495,true,3,3.2862601528904634e-14,0.7036060331739564,0.7079804106145648,0.07004529730778461,1.5524415734915267,1.6319451136360925,1.1813909721144236,0.14695659933835178,0.09901196278138408,3.2757117486420473,2.7497128726430127,0.43301168029474346,0.5549802613553848,0.30527716622640927,0.3636743348547531,2.309406525291229,1.8018658853880287,6,2,6,6,18,8.0,0.01,6,false,1,true
212.0,800.0,266.6666666666667,0.0,1.0743588054346338,1.3513947238171495,true,3,1.7763568394002505e-14,0.7062795875385708,0.7105713541354942,0.06904641815238916,1.540668527521741,1.6498531716046276,1.2033074010197726,0.15043140867267282,0.10220281574449404,3.2501035179097495,2.7124860870843666,0.43211974751784193,0.5444884434617635,0.30768250749229475,0.3686654854237035,2.3141733414039605,1.8365862710366683,6,2,6,6,18,8.0,0.01,6,false,1,true
213.0,800.0,266.6666666666667,0.0,1.0794265356489483,1.3513947238171495,true,3,7.149836278586008e-14,0.7089156110812712,0.7131267072657861,0.06807527915064757,1.5289302014088906,1.6678638968108237,1.2253604078782951,0.1539589041513071,0.10546024257185417,3.22529347123848,2.6741008063875564,0.43128623510396447,0.5335085644221798,0.31004930525469676,0.37395748044027566,2.318645759141706,1.8743841555440766,6,2,6,6,18,8.0,0.01,6,false,1,true
214.0,800.0,266.6666666666667,0.0,1.0844942658632626,1.3513947238171495,true,3,2.842170943040401e-14,0.7115148491191706,0.7156471575369961,0.06713079389283796,1.5172303872175836,1.6859774654770094,1.2475464200639106,0.15753943829717312,0.10878452069968617,3.200345292852881,2.633884534343048,0.4304935233844885,0.5218456883872005,0.31246628363296725,0.3796673646703435,2.3229153185351543,1.9162752941210799,6,2,6,6,18,8.0,0.01,6,false,1,true
215.0,800.0,266.6666666666667,0.0,1.0895619960775769,1.3513947238171495,true,3,1.580957587066223e-13,0.7140780285837844,0.7181333762725589,0.06621192880186341,1.505572756494527,1.7041940393874437,1.2698619256973944,0.16117336121917744,0.11217590741446123,3.17510393131612,2.5924240664812928,0.4297257101044079,0.5092034780957266,0.3149503202515603,0.38573935990237274,2.3270657921701634,1.9638514719885851,6,2,6,6,18,8.0,0.01,6,false,1,true
216.0,800.0,266.6666666666667,0.0,1.0946297262918911,1.3513947238171495,true,3,9.037215420448774e-14,0.7166058585813604,0.720586019043309,0.0653176999864807,1.4939608548249852,1.72251376635644,1.292303480690859,0.16486102058889773,0.1156346406900366,3.151973690230449,2.5462516482220012,0.42904525261750964,0.49487649921540405,0.31726153143330565,0.39273415913084664,2.3307564735869293,2.0207061793910963,6,2,6,6,18,8.0,0.01,6,false,1,true
217.0,800.0,266.6666666666667,0.0,1.0996974565062054,1.3513947238171495,true,3,2.55351295663786e-14,0.7190990309259975,0.7230057261020602,0.06444717032654121,1.482398097131605,1.7409367806563376,1.3148677151783028,0.16860276161547522,0.11916094005564025,3.128445268253341,2.4926155148634677,0.42839180685163614,0.4776470201891641,0.31964759305452556,0.401185017920734,2.3343116838514315,2.0935962284533183,6,2,6,6,18,8.0,0.01,6,false,1,true
218.0,800.0,266.6666666666667,0.0,1.1047651867205197,1.3513947238171495,true,3,1.4299672557172016e-13,0.7215582206474326,0.7253931227987089,0.06359944676990441,1.4708877637101148,1.7594632034089566,1.3375513393189087,0.17239892701884116,0.12275500748760176,3.10518286135507,2.4470046485572716,0.4277821599830499,0.46418057242068417,0.32204222573984265,0.4086628934642971,2.3376383906229825,2.154334023039865,6,2,6,6,18,8.0,0.01,6,false,1,true
219.0,800.0,266.6666666666667,0.0,1.109832916934834,1.3513947238171495,true,3,4.3520742565306136e-14,0.7239840864751709,0.7277488199771516,0.06277367782265955,1.4594329969902158,1.7780931429437625,1.360351148466292,0.17624985700138007,0.12641702831792523,3.0821709239786155,2.4342202651582108,0.4272227120792767,0.46473154944703393,0.32444663993817435,0.4108091672365588,2.3406995267949076,2.151779884946183,6,2,6,6,18,8.0,0.01,6,false,1,true
220.0,800.0,266.6666666666667,0.0,1.1149006471491483,1.3513947238171495,true,3,1.4566126083082054e-13,0.7263772713006211,0.7300734143553169,0.061969051216053235,1.4480367990042136,1.796826695125772,1.3832640277032449,0.1801558892181513,0.1301471721530859,3.0613693295367272,2.4185628562750177,0.4267461024197248,0.46424899088135596,0.3266512113882478,0.4134686834396206,2.3433137276001483,2.1540165291507574,6,2,6,6,18,8.0,0.01,6,false,1,true
221.0,800.0,266.6666666666667,0.0,1.1199683773634628,1.3513947238171495,true,3,1.687538997430238e-14,0.7287384026188491,0.7323674888895865,0.061184791735093426,1.4367020295407473,1.8156639436561215,1.4062869557475324,0.18411735874580148,0.13394559379678556,3.0398446969257606,2.400970671034611,0.42629478222791245,0.46275388124800476,0.32896417406169287,0.4164982155192618,2.345794604319985,2.1609759323964863,6,2,6,6,18,8.0,0.01,6,false,1,true
222.0,800.0,266.6666666666667,0.0,1.125036107577777,1.3513947238171495,true,3,2.5490720645393594e-13,0.7310680929514121,0.7346316131247473,0.060420159195243094,1.425431404956455,1.8346049603478674,1.4294170082395155,0.18813459805028945,0.1378124341707719,3.01935241983582,2.3835777305616586,0.4258974310309057,0.46107233530432856,0.3311968465259103,0.4195373984150973,2.3479831695144315,2.1688570825659164,6,2,6,6,18,8.0,0.01,6,false,1,true
223.0,800.0,266.6666666666667,0.0,1.1301038377920913,1.3513947238171495,true,3,3.268496584496461e-13,0.7333669402517363,0.7368663435306417,0.059674446554881515,1.414227497614404,1.8536498053796078,1.4526513604275157,0.19220793695357,0.1417478212282833,2.9987475432164308,2.365688298279489,0.4255480455331077,0.45948520137335164,0.33347255332051345,0.42270995748986756,2.3499109219200958,2.176348654997175,6,2,6,6,18,8.0,0.01,6,false,1,true
224.0,800.0,266.6666666666667,0.0,1.1351715680064056,1.3513947238171495,true,3,1.509903313490213e-14,0.7356355282942644,0.7390722238264622,0.058946978152392866,1.4030927359150454,1.8727985275290155,1.4759872892707804,0.19633770259934735,0.14575187085509073,2.9780006438662094,2.3491896973829505,0.42522429397627604,0.4580870121972488,0.3357957635300385,0.4256786930038141,2.3517000655089375,2.1829913823651643,6,2,6,6,18,8.0,0.01,6,false,1,true
225.0,800.0,266.6666666666667,0.0,1.14023929822072,1.3513947238171495,true,3,6.838973831690964e-14,0.7378744270487536,0.7412497852938116,0.058237108057750925,1.3920294048825328,1.89205116438869,1.4994221749841459,0.20052421941807033,0.1498246877536562,2.9578405824820075,2.3329126915729472,0.4249540820164539,0.45688701418441735,0.3380844816054528,0.4286487032336209,2.3531954211497155,2.1887249340738784,6,2,6,6,18,8.0,0.01,6,false,1,true
226.0,800.0,266.6666666666667,0.0,1.1453070284350342,1.3513947238171495,true,3,1.474376176702208e-13,0.7400841930407124,0.7433995470792732,0.05754421852944516,1.381039647267594,1.9114077425660168,1.5229535020510965,0.2047678090912677,0.1539663663063311,2.9384888263337348,2.3177534863057567,0.4247373473933533,0.45592421260616894,0.34031097584525116,0.431452268719867,2.3543962077671745,2.193346991342634,6,2,6,6,18,8.0,0.01,6,false,1,true
227.0,800.0,266.6666666666667,0.0,1.1503747586493485,1.3513947238171495,true,3,1.8207657603852567e-13,0.7422653696991217,0.745522016487412,0.05686771856841605,1.3701254651264871,1.9308682778690311,1.546578859734886,0.209068790515383,0.15817699141407343,2.9200093452131055,2.3035308224028745,0.4245642152554879,0.45515351199733367,0.34246465739547793,0.43411617950780157,2.3553563019865793,2.197060933599603,6,2,6,6,18,8.0,0.01,6,false,1,true
228.0,800.0,266.6666666666667,0.0,1.155442488863663,1.3513947238171495,true,3,1.7497114868092467e-13,0.7444184876923092,0.7476176892648632,0.056207042561447346,1.3592887218349865,1.95043277547978,1.5702959421190774,0.2134274797652103,0.16245663930759519,2.900963320859456,2.2896146066466945,0.42441917492893005,0.4545822808915064,0.34471307955170366,0.4367547259250639,2.3561612176628266,2.1998217749245415,6,2,6,6,18,8.0,0.01,6,false,1,true
229.0,800.0,266.6666666666667,0.0,1.1605102190779772,1.3513947238171495,true,3,1.8474111129762605e-13,0.7465440652530312,0.7496870498763637,0.05556164900714377,1.3485311444957535,1.9701012301169922,1.5941025477108017,0.2178441900571114,0.1668053783283942,2.883099881115712,2.277102757772664,0.42432702584193877,0.4542172597954442,0.34684889224615295,0.4391545337980903,2.3566728940157082,2.2015896103339356,6,2,6,6,18,8.0,0.01,6,false,1,true
230.0,800.0,266.6666666666667,0.0,1.1655779492922915,1.3513947238171495,true,3,3.446132268436486e-13,0.748642608493298,0.751730571773088,0.05493101931826284,1.3378543266980718,1.9898736261890781,1.617996578640203,0.22231923171206683,0.17122326967747237,2.864836111304239,2.265034307898884,0.4242623295962402,0.45402860923088917,0.34906010715731384,0.44149441644777154,2.3570322657485874,2.202504378950855,6,2,6,6,18,8.0,0.01,6,false,1,true
231.0,800.0,266.6666666666667,0.0,1.1706456795066058,1.3513947238171495,true,3,2.318145675417327e-13,0.750714611709835,0.7537487176540023,0.05431465669471676,1.3272597315891295,2.009749937938949,1.6419760394907863,0.2268529121187239,0.17571036813008112,2.8475920450059915,2.253361264915905,0.4242494199321912,0.45399809510104555,0.351173898576436,0.4437814812785112,2.3571039888748286,2.2026524137230834,6,2,6,6,18,8.0,0.01,6,false,1,true
232.0,800.0,266.6666666666667,0.0,1.17571340972092,1.3513947238171495,true,3,1.3855583347321954e-13,0.7527605576808029,0.7557419397207089,0.05371208506207017,1.3167486952172176,2.0297301295818286,1.6660390357951345,0.23144553569654994,0.18026672271519775,2.8293707271213595,2.242047587553576,0.4242434374184447,0.45411186998857667,0.35343547963310334,0.44602086305008193,2.3571372278262688,2.202100552943387,6,2,6,6,18,8.0,0.01,6,false,1,true
233.0,800.0,266.6666666666667,0.0,1.1807811399352344,1.3513947238171495,true,3,2.078337502098293e-13,0.7547809179542663,0.7577106799261236,0.05312284807083446,1.3063224301085852,2.0498141554369163,1.6901837722299955,0.23609740385917766,0.18489237735880318,2.812262550001362,2.2312531618047946,0.42429819258201423,0.45438431973955773,0.3555855764603187,0.4481786366147397,2.356833042145722,2.2007801690277873,6,2,6,6,18,8.0,0.01,6,false,1,true
234.0,800.0,266.6666666666667,0.0,1.1858488701495487,1.3513947238171495,true,3,1.0036416142611415e-13,0.7567761531289499,0.7596553702173897,0.05254650815225188,1.2959820290411135,2.070001960053921,1.7144085505443267,0.24080881497804194,0.18958737149040836,2.795933139575185,2.221334786274643,0.42439401624139494,0.4547900260034061,0.3576623438684733,0.45017977757287114,2.3563008942878234,2.1988169107132323,6,2,6,6,18,8.0,0.01,6,false,1,true
235.0,800.0,266.6666666666667,0.0,1.190916600363863,1.3513947238171495,true,3,2.6556534749033744e-13,0.7587467131277704,0.7615764327733932,0.05198264562665114,1.2857284689798734,2.0902934783353126,1.7387117672529226,0.24558006434642077,0.1943517406126039,2.7794510693288133,2.2118597732263825,0.42451264082664253,0.4553162156419623,0.3597832719686919,0.4521082267983589,2.3556424563770957,2.1962758312705244,6,2,6,6,18,8.0,0.01,6,false,1,true
236.0,800.0,266.6666666666667,0.0,1.1959843305781774,1.3513947238171495,true,3,1.7852386235972517e-13,0.7606930374644871,0.7634742802371052,0.05143085786078422,1.2755626151415598,2.110688635654976,1.7630919111269776,0.2504114441439441,0.1991855168336706,2.763724131285939,2.202580809935306,0.42467814192864556,0.4559526153604829,0.3618306142352594,0.45401285414330467,2.3547244401573653,2.193210360706858,6,2,6,6,18,8.0,0.01,6,false,1,true
237.0,800.0,266.6666666666667,0.0,1.2010520607924917,1.3513947238171495,true,3,1.1501910535116622e-13,0.7626155555038104,0.7653493159429865,0.05089075847086942,1.265485225156919,2.1311873479738748,1.7875475605115627,0.2553032434016486,0.20408872936356015,2.7480848163268816,2.1936552844798056,0.42487417161458396,0.4566977339059694,0.3638897875563427,0.45586013767752753,2.3536380105193353,2.1896320602411667,6,2,6,6,18,8.0,0.01,6,false,1,true
238.0,800.0,266.6666666666667,0.0,1.206119791006806,1.3513947238171495,true,3,3.26405569239796e-13,0.7645146867153164,0.7672019341397016,0.050361976568324855,1.2554969533024043,2.151789521953412,1.8120773804986383,0.26025574796766526,0.2090614049737989,2.733128409364894,2.185762440616946,0.4251054628715054,0.45754919516871545,0.3658810894407896,0.457506260249281,2.3523574438333323,2.1855573358210427,6,2,6,6,18,8.0,0.01,6,false,1,true
239.0,800.0,266.6666666666667,0.0,1.2111875212211203,1.3513947238171495,true,3,1.2967404927621828e-13,0.766390840921352,0.7690325202082384,0.04984415604544114,1.2455983547745728,2.1724950550667965,1.836680119982302,0.2652692404735792,0.21410356842202577,2.717889140370873,2.1779455779374524,0.4253629321339678,0.458485258629916,0.36793259340354983,0.4591482955910291,2.350933578022851,2.1810952068301686,6,2,6,6,18,8.0,0.01,6,false,1,true
240.0,800.0,266.6666666666667,0.0,1.2162552514354346,1.3513947238171495,true,3,3.659295089164516e-13,0.7682444185392558,0.7708414508756698,0.04933695489845058,1.2357898899829003,2.193303835709045,1.8613546086215755,0.2703440003015459,0.21921524284210211,2.7033705642879013,2.170246704550538,0.42565920898173243,0.459495144305792,0.3699085923366231,0.46077710792197785,2.3492972286261895,2.1763015613816896,6,2,6,6,18,8.0,0.01,6,false,1,true
241.0,800.0,266.6666666666667,0.0,1.2213229816497488,1.3513947238171495,true,3,5.551115123125783e-14,0.7700758108179596,0.7726290944245511,0.0488400445856697,1.2260719288390054,2.214215743305749,1.8860997537338584,0.27548030355218,0.22439645010079923,2.689509820946381,2.163452526688641,0.4259904093219098,0.4605947953611955,0.3718149650214408,0.46222414758995894,2.3474706897551916,2.171105731266039,6,2,6,6,18,8.0,0.01,6,false,1,true
242.0,800.0,266.6666666666667,0.0,1.2263907118640631,1.3513947238171495,true,3,1.341149413747189e-13,0.7718854000692942,0.7743958108981985,0.048353109418554224,1.2164447550222879,2.2352306484211755,1.910914537140843,0.280678423013305,0.2296472111222759,2.6756555545142975,2.156579208575099,0.42634853611113427,0.4617508500384234,0.37374018427477546,0.4636973202856401,2.345498847307722,2.1656700792576506,6,2,6,6,18,8.0,0.01,6,false,1,true
