# y_unit.tau_ubar: fm
# y_unit.tau_u: fm
# script: scripts/relaxtime/scan_relaxation_times_vs_T.jl
# sigma_grid_n: 60
# schema: scan_csv_v1
# y_unit.tau_sbar: fm
# x_unit: MeV
# y_scale.tau_s: log
# y_scale.tau_sbar: log
# y_unit.tau_s: fm
# y_scale.tau_u: log
# title: relaxation_times_vs_T
# y_scale.tau_ubar: log
# integration_mode: finite_15
# gc_every_n: 5
# x_label: T
T_MeV,muB_MeV,muq_MeV,xi,T_fm,muq_fm,converged,iterations,residual_norm,Phi,Phibar,m_u,m_s,n_u,n_s,n_ubar,n_sbar,tau_u,tau_s,tau_ubar,tau_sbar,tauinv_u,tauinv_s,tauinv_ubar,tauinv_sbar,tau_p_nodes,tau_angle_nodes,tau_phi_nodes,tau_n_sigma_points,sigma_grid_n,integration_mode,gc_every_n
100.0,0.0,0.0,0.0,0.5067730214314311,0.0,true,3,3.6974004587186915e-16,0.0037916169047974625,0.0037916169047974586,1.8629520473899848,2.7845077865987404,5.457787229951133e-5,1.3641929899894827e-5,5.457787229951128e-5,1.3641929899894818e-5,17728.658298300845,11997.116581754548,17728.65829830092,11997.116581754542,5.6405847705680146e-5,8.335336188370627e-5,5.640584770567991e-5,8.335336188370631e-5,20,4,8,6,60,finite_15,5
110.0,0.0,0.0,0.0,0.5574503235745741,0.0,true,3,6.084022174945858e-14,0.006923124692394325,0.006923124692393824,1.8625677648712236,2.784286877263618,0.0001680806336745457,4.8823493369441536e-5,0.00016808063367453426,4.8823493369438026e-5,5574.668230132547,3681.0082310127823,5574.66823013255,3681.0082310126513,0.00017938287243619936,0.0002716647008759507,0.00017938287243619928,0.00027166470087596037,20,4,8,6,60,finite_15,5
120.0,0.0,0.0,0.0,0.6081276257177173,0.0,true,3,6.299558097389024e-12,0.011924161160763821,0.011924161160733521,1.8616144114604545,2.78372281547457,0.000455542139404129,0.00014982603263055024,0.00045554213940305716,0.00014982603263017467,2008.6716808535637,1328.7047129881053,2008.6716808518213,1328.7047129863781,0.0004978414389628178,0.0007526126687329302,0.0004978414389632496,0.0007526126687339086,20,4,8,6,60,finite_15,5
130.0,0.0,0.0,0.0,0.6588049278608604,0.0,true,3,4.5579752472324486e-10,0.019772139129829825,0.019772139128471505,1.8594352537086056,2.7824001106398684,0.0011260171811930957,0.00041107406391239034,0.001126017181122332,0.0004110740638846829,799.1991261736208,517.2241090547667,799.1991261555224,517.2241090360421,0.0012512526193412736,0.0019333978878662715,0.001251252619369609,0.0019333978879362646,20,4,8,6,60,finite_15,5
140.0,0.0,0.0,0.0,0.7094822300040036,0.0,true,4,1.902557972277563e-15,0.03221759619677126,0.03221759619677124,1.8546690788433904,2.77944257162223,0.002621116134333912,0.0010456789812049502,0.0026211161343339105,0.001045678981204949,339.57867553573715,218.28607440724073,339.57867553574295,218.28607440724062,0.0029448256679320264,0.004581144274619971,0.002944825667931976,0.004581144274619974,20,4,8,6,60,finite_15,5
150.0,0.0,0.0,0.0,0.7601595321471466,0.0,true,4,2.38448150113868e-12,0.05305368578180749,0.05305368578181304,1.8441939875988653,2.772825571735524,0.005965926425582355,0.0025682156645575782,0.005965926425582912,0.002568215664557839,148.01259108086722,93.65165758503299,148.0125910808702,93.65165758503832,0.006756181975448604,0.010677867597720082,0.0067561819754484685,0.010677867597719475,20,4,8,6,60,finite_15,5
160.0,0.0,0.0,0.0,0.8108368342902897,0.0,true,7,8.899420089747423e-11,0.09382502351296054,0.09382502351296054,1.8185854063822164,2.756467977856125,0.014260507852633934,0.006552395734856962,0.014260507852633934,0.006552395734856962,61.33135484190942,38.64630408728182,61.33135484190967,38.64630408728182,0.016304873788906944,0.02587569558376196,0.01630487378890688,0.02587569558376196,20,4,8,6,60,finite_15,5
170.0,0.0,0.0,0.0,0.8615141364334329,0.0,true,8,6.287748099964574e-13,0.09125284233640787,0.09125284233640787,3.2812201717973823,1.8646554038626455,0.005710860383455657,0.017499646368743387,0.005710860383455657,0.017499646368743387,80.15212535557971,82.19084243528422,80.15212535557848,82.19084243528422,0.012476275526864566,0.01216680557554066,0.012476275526864759,0.01216680557554066,20,4,8,6,60,finite_15,5
180.0,0.0,0.0,0.0,0.9121914385765759,0.0,true,6,6.788786199862784e-11,0.4360028766898374,0.4360028766898374,1.4585535093467379,2.536392618246754,0.1298509048949885,0.06470547649189222,0.1298509048949885,0.06470547649189222,5.727667123120023,3.8268828440458353,5.7276671231200424,3.8268828440458353,0.17459115177337184,0.2613092798374736,0.17459115177337126,0.2613092798374736,20,4,8,6,60,finite_15,5
190.0,0.0,0.0,0.0,0.9628687407197191,0.0,true,5,7.246980793240709e-13,0.5368059793303134,0.5368059793303134,1.15610611424585,2.3711123563537613,0.2228450145707441,0.1136134487330209,0.2228450145707441,0.1136134487330209,2.8155808622765837,2.0573248005330558,2.815580862275435,2.0573248005330558,0.35516649988572296,0.48606812096023855,0.3551664998858679,0.48606812096023855,20,4,8,6,60,finite_15,5
200.0,0.0,0.0,0.0,1.0135460428628622,0.0,true,1,8.769196480074015e-10,0.6053204268836208,0.6053204268836208,0.7272072327917661,2.177534066428576,0.3433056712601641,0.1788002710037589,0.3433056712601641,0.1788002710037589,1.4308582821953106,1.1749296998444623,1.4308582821944549,1.1749296998444623,0.6988812326443249,0.851114751914417,0.6988812326447429,0.851114751914417,20,4,8,6,60,finite_15,5
210.0,0.0,0.0,0.0,1.0642233450060052,0.0,true,4,3.4439651130924176e-10,0.65229118871363,0.65229118871363,0.3440638520356153,2.027007944175137,0.45985867339416203,0.25374874657686847,0.45985867339416203,0.25374874657686847,0.700538834127056,0.7517858213872309,0.7005388341270884,0.7517858213872309,1.4274726129153192,1.3301660812846303,1.427472612915253,1.3301660812846303,20,4,8,6,60,finite_15,5
220.0,0.0,0.0,0.0,1.1149006471491483,0.0,true,5,2.511280072781119e-11,0.6869411605314418,0.6869411605314418,0.196801160589876,1.920890906170985,0.5589308002452996,0.3357053337806414,0.5589308002452996,0.3357053337806414,0.6203560884307053,0.6193908716328578,0.62035608843071,0.6193908716328578,1.611977408861526,1.6144894053148837,1.6119774088615137,1.6144894053148837,20,4,8,6,60,finite_15,5
230.0,0.0,0.0,0.0,1.1655779492922915,0.0,true,6,1.8207657603852567e-12,0.7158142914118882,0.7158142914118882,0.13492306660166745,1.8140698922351808,0.6607994345048472,0.43095264927669114,0.6607994345048472,0.43095264927669114,0.5991462123946769,0.5512719199193166,0.599146212394679,0.5512719199193166,1.6690416784964464,1.8139868254968596,1.6690416784964406,1.8139868254968596,20,4,8,6,60,finite_15,5
240.0,0.0,0.0,0.0,1.2162552514354346,0.0,true,7,4.1625325408745084e-10,0.7406441461307808,0.7406441461307808,0.10193518151608072,1.7005448492367277,0.770003137566643,0.5410560976097588,0.770003137566643,0.5410560976097588,0.5879681380734817,0.5016964381339333,0.5879681380734828,0.5016964381339333,1.7007724317793296,1.9932371928322108,1.7007724317793262,1.9932371928322108,20,4,8,6,60,finite_15,5
250.0,0.0,0.0,0.0,1.2669325535785776,0.0,true,9,1.0391687510491465e-13,0.7622712591918144,0.7622712591918144,0.08169314255411593,1.5822974973939088,0.8875606464443491,0.665867808445326,0.8875606464443491,0.665867808445326,0.5803826768552056,0.4690463173597504,0.580382676855204,0.4690463173597504,1.7230011161230454,2.1319856120584726,1.7230011161230503,2.1319856120584726,20,4,8,6,60,finite_15,5
