# format: scan_csv_v1
# mesons: pi,K
# note: mu_fm denotes quark chemical potential (muB/3); current helper only supports xi=0
# script: scripts/relaxtime/run_phase_shift_meson_density_scan.jl
# phase_shift_scheme: GL_hard_cutoff_phase_e3
# workflow_entry: Models.solve_gap_and_phase_shift_meson_density_point
# continuation: MesonMassWorkflow.continuation_state
T_MeV,muB_MeV,xi,T_fm,muB_fm,mu_fm,Phi,Phibar,m_u,m_d,m_s,m_pi,m_K,n_pi,n_K,kpi_ratio,d_pi,d_K,qmax,q_nodes,omega_min,omega_max,omega_nodes,eta,pi_q_integral_estimate,pi_omega_shell_at_qmax,K_q_integral_estimate,K_omega_shell_at_qmax
208.0,0.0,0.0,1.0540879892773143,0.0,0.0,0.6442742608795485,0.6442742608795485,0.3973380871836013,0.397338087183601,2.0509368786227866,0.8443694248248552,2.5345272035166038,2.8240821543501093,3.8652107371997877,1.368660869601815,3,4,12.0,48,0.05,10.0,48,1.0e-6,0.9922770265442843,0.0011515521895581766,1.0185680535270025,0.0014215134515036766
210.0,0.0,0.0,1.064223450712673,0.0,0.0,0.6522911882693095,0.6522911882693097,0.344063888513439,0.34406388851343883,2.027008146794822,0.9088104342899425,2.5754403912509383,2.814740872547221,3.8681234877497674,1.3742378651890892,3,4,12.0,48,0.05,10.0,48,1.0e-6,0.9985044147480681,0.0012185078837897826,1.0291369314789494,0.001492399142859014
212.0,0.0,0.0,1.074358912148032,0.0,0.0,0.6598578162625703,0.6598578162625702,0.30138406375626253,0.3013840637562623,2.0046873913406933,0.9733570582851271,2.6098179840363414,2.808467322830851,3.874576241843254,1.379605242455802,3,4,12.0,48,0.05,10.0,48,1.0e-6,1.005767299253283,0.0012893404193751125,1.0406713790553321,0.001567432423164974
214.0,0.0,0.0,1.0844943735833907,0.0,0.0,0.6670569917062402,0.6670569917062418,0.26703637239871697,0.26703637239871686,1.983298058990992,1.0371426657176388,2.6387067158452915,2.804548298480075,3.8836515415657757,1.3847689995820436,3,4,12.0,48,0.05,10.0,48,1.0e-6,1.013838950048171,0.0013637053240881643,1.0529495614466364,0.0016461660030637046
216.0,0.0,0.0,1.0946298350187493,0.0,0.0,0.6739459462873927,0.6739459462873996,0.2390882847241788,0.23908828472417887,1.9623818117355385,1.0997747003508838,2.663196220777254,2.8018303814812837,3.894893223886293,1.390124559155906,3,4,12.0,48,0.05,10.0,48,1.0e-6,1.0223223760771256,0.001441339881402663,1.0658665817695745,0.0017282205633682842
218.0,0.0,0.0,1.1047652964541081,0.0,0.0,0.6805644662745135,0.6805644662745135,0.216047325539925,0.21604732553992473,1.941642370290932,1.161112206759697,2.6842207158872218,2.7997984181925832,3.9063515022404744,1.3952259837200098,3,4,12.0,48,0.05,10.0,48,1.0e-6,1.0310400431620907,0.0015220549706296187,1.0789003938566621,0.0018132985985973775
220.0,0.0,0.0,1.114900757889467,0.0,0.0,0.6869411600438926,0.6869411600438926,0.19680118119654483,0.19680118119654486,1.920891098613084,1.221137542247394,2.702527453139479,2.798092872917203,3.914333612203008,1.3989291242224022,3,4,12.0,48,0.05,10.0,48,1.0e-6,1.0398652882201684,0.0016057140499974956,1.091023377719337,0.0019011688180656698
