point_id,series,muB_MeV,T_MeV,literature_tau_fm,model_tau_fm,relative_error,scan_entrypoint,scan_tau_path,scan_git_commit
tau_s_muB0_31,tau_s_muB0,0.0,327.20160181624817,0.6261157924263271,0.670682219022,0.0711792085974,workflow,TransportWorkflow.solve_gap_and_transport,9765c65b60195aa39b55f1db62e2d0bda6505c80
tau_s_muB0_32,tau_s_muB0,0.0,331.94450538195497,0.6349678768345299,0.683787205863,0.0768847225348,workflow,TransportWorkflow.solve_gap_and_transport,9765c65b60195aa39b55f1db62e2d0bda6505c80
tau_s_muB0_33,tau_s_muB0,0.0,336.68742203356726,0.6450260544624259,0.69796096716,0.0820663170606,workflow,TransportWorkflow.solve_gap_and_transport,9765c65b60195aa39b55f1db62e2d0bda6505c80
tau_s_muB0_34,tau_s_muB0,0.0,341.4303474091165,0.6559766248006043,0.711841711906,0.0851632283739,workflow,TransportWorkflow.solve_gap_and_transport,9765c65b60195aa39b55f1db62e2d0bda6505c80
tau_s_muB0_35,tau_s_muB0,0.0,346.17326842269733,0.6667402422100757,0.724600007485,0.0867800705764,workflow,TransportWorkflow.solve_gap_and_transport,9765c65b60195aa39b55f1db62e2d0bda6505c80
tau_s_muB0_36,tau_s_muB0,0.0,350.91618071234114,0.6769231537317386,0.741494903656,0.0953900742924,workflow,TransportWorkflow.solve_gap_and_transport,9765c65b60195aa39b55f1db62e2d0bda6505c80
tau_s_muB0_37,tau_s_muB0,0.0,355.65911917379594,0.68957082952051,0.759527721001,0.101449899686,workflow,TransportWorkflow.solve_gap_and_transport,9765c65b60195aa39b55f1db62e2d0bda6505c80
tau_s_muB0_38,tau_s_muB0,0.0,360.4020489113137,0.7016698083770057,0.778673593635,0.10974362063,workflow,TransportWorkflow.solve_gap_and_transport,9765c65b60195aa39b55f1db62e2d0bda6505c80
tau_s_muB0_39,tau_s_muB0,0.0,365.14498737276847,0.7147798522545099,0.798711610261,0.117423228623,workflow,TransportWorkflow.solve_gap_and_transport,9765c65b60195aa39b55f1db62e2d0bda6505c80
tau_s_muB0_40,tau_s_muB0,0.0,369.8879258342232,0.7281348450359262,0.820106559966,0.126311377017,workflow,TransportWorkflow.solve_gap_and_transport,9765c65b60195aa39b55f1db62e2d0bda6505c80
tau_s_muB0_41,tau_s_muB0,0.0,374.63089046748894,0.744231656160707,0.842392185934,0.131895128299,workflow,TransportWorkflow.solve_gap_and_transport,9765c65b60195aa39b55f1db62e2d0bda6505c80
tau_s_muB0_42,tau_s_muB0,0.0,379.3738420148492,0.7594095550566826,0.865963724324,0.14031186276,workflow,TransportWorkflow.solve_gap_and_transport,9765c65b60195aa39b55f1db62e2d0bda6505c80
tau_s_muB0_43,tau_s_muB0,0.0,384.11679792417794,0.775330337276739,0.890407659013,0.148423602435,workflow,TransportWorkflow.solve_gap_and_transport,9765c65b60195aa39b55f1db62e2d0bda6505c80
tau_s_muB0_44,tau_s_muB0,0.0,388.8597538335067,0.7915848936833451,0.91589858297,0.157044039468,workflow,TransportWorkflow.solve_gap_and_transport,9765c65b60195aa39b55f1db62e2d0bda6505c80
tau_s_muB0_45,tau_s_muB0,0.0,393.3871133432111,0.8066431717152575,0.938066271589,0.162925943567,workflow,TransportWorkflow.solve_gap_and_transport,9765c65b60195aa39b55f1db62e2d0bda6505c80
tau_u_muB800_1,tau_u_muB800,800.0,135.36091299681158,19.64829211060411,20.1401549886,0.0250333655094,workflow,TransportWorkflow.solve_gap_and_transport,9765c65b60195aa39b55f1db62e2d0bda6505c80
tau_u_muB800_2,tau_u_muB800,800.0,136.65313889352694,16.71092725344282,17.5476860156,0.0500725513016,workflow,TransportWorkflow.solve_gap_and_transport,9765c65b60195aa39b55f1db62e2d0bda6505c80
tau_u_muB800_3,tau_u_muB800,800.0,137.94531680858876,14.125553343962135,14.9553133036,0.0587417667442,workflow,TransportWorkflow.solve_gap_and_transport,9765c65b60195aa39b55f1db62e2d0bda6505c80
tau_u_muB800_4,tau_u_muB800,800.0,139.2374627358817,11.891313879827832,12.3630047656,0.0396668434243,workflow,TransportWorkflow.solve_gap_and_transport,9765c65b60195aa39b55f1db62e2d0bda6505c80
tau_u_muB800_5,tau_u_muB800,800.0,140.24226253457277,10.134310816484811,10.5419287338,0.0402215725095,workflow,TransportWorkflow.solve_gap_and_transport,9765c65b60195aa39b55f1db62e2d0bda6505c80
tau_u_muB800_6,tau_u_muB800,800.0,140.9599001343335,8.95234375547395,9.67911792626,0.0811825585158,workflow,TransportWorkflow.solve_gap_and_transport,9765c65b60195aa39b55f1db62e2d0bda6505c80
tau_u_muB800_7,tau_u_muB800,800.0,141.82115881827053,7.807570029601953,8.64363246554,0.107083565408,workflow,TransportWorkflow.solve_gap_and_transport,9765c65b60195aa39b55f1db62e2d0bda6505c80
tau_u_muB800_8,tau_u_muB800,800.0,142.46709983237002,7.043415612213825,7.86702197551,0.116932807695,workflow,TransportWorkflow.solve_gap_and_transport,9765c65b60195aa39b55f1db62e2d0bda6505c80
tau_u_muB800_9,tau_u_muB800,800.0,145.48172181000228,4.486070467996845,4.67210038698,0.0414683452496,workflow,TransportWorkflow.solve_gap_and_transport,9765c65b60195aa39b55f1db62e2d0bda6505c80
tau_u_muB800_10,tau_u_muB800,800.0,148.28299617663447,3.8044975780477244,3.80196559224,-0.000665524357336,workflow,TransportWorkflow.solve_gap_and_transport,9765c65b60195aa39b55f1db62e2d0bda6505c80
tau_u_muB800_11,tau_u_muB800,800.0,152.4855551154069,3.228345450756893,3.13716616147,-0.0282433496291,workflow,TransportWorkflow.solve_gap_and_transport,9765c65b60195aa39b55f1db62e2d0bda6505c80
tau_u_muB800_12,tau_u_muB800,800.0,157.33522931019775,2.872714084492914,2.89786774172,0.00875606011809,workflow,TransportWorkflow.solve_gap_and_transport,9765c65b60195aa39b55f1db62e2d0bda6505c80
tau_u_muB800_13,tau_u_muB800,800.0,162.07754837212622,2.7030497428381906,2.70458321601,0.000567312228203,workflow,TransportWorkflow.solve_gap_and_transport,9765c65b60195aa39b55f1db62e2d0bda6505c80
tau_u_muB800_14,tau_u_muB800,800.0,166.81989360586562,2.551951896547146,2.55089965288,-0.000412328960262,workflow,TransportWorkflow.solve_gap_and_transport,9765c65b60195aa39b55f1db62e2d0bda6505c80
tau_u_muB800_15,tau_u_muB800,800.0,171.56225192551057,2.4133445814575882,2.41967552816,0.00262330823097,workflow,TransportWorkflow.solve_gap_and_transport,9765c65b60195aa39b55f1db62e2d0bda6505c80
tau_u_muB800_16,tau_u_muB800,800.0,176.30466695074597,2.2989134064624666,2.30376554824,0.00211062398645,workflow,TransportWorkflow.solve_gap_and_transport,9765c65b60195aa39b55f1db62e2d0bda6505c80
tau_u_muB800_17,tau_u_muB800,800.0,181.0470994238553,2.194810848052155,2.20176947789,0.00317049182067,workflow,TransportWorkflow.solve_gap_and_transport,9765c65b60195aa39b55f1db62e2d0bda6505c80
tau_u_muB800_18,tau_u_muB800,800.0,185.7895667927126,2.1048153333364237,2.11055756599,0.00272814083009,workflow,TransportWorkflow.solve_gap_and_transport,9765c65b60195aa39b55f1db62e2d0bda6505c80
tau_u_muB800_19,tau_u_muB800,800.0,190.5320254376329,2.0162542496608626,2.0274588482,0.00555713573451,workflow,TransportWorkflow.solve_gap_and_transport,9765c65b60195aa39b55f1db62e2d0bda6505c80
tau_u_muB800_20,tau_u_muB800,800.0,195.274441189863,1.9208304866384007,1.95201447842,0.01623464017,workflow,TransportWorkflow.solve_gap_and_transport,9765c65b60195aa39b55f1db62e2d0bda6505c80
tau_u_muB800_21,tau_u_muB800,800.0,198.76250165585196,1.8152877201587518,1.9008620955,0.04714094322,workflow,TransportWorkflow.solve_gap_and_transport,9765c65b60195aa39b55f1db62e2d0bda6505c80
tau_u_muB800_22,tau_u_muB800,800.0,203.4661256952607,1.8214997071875572,1.83727575329,0.00866102038971,workflow,TransportWorkflow.solve_gap_and_transport,9765c65b60195aa39b55f1db62e2d0bda6505c80
tau_u_muB800_23,tau_u_muB800,800.0,208.20864976970847,1.7595533207240124,1.77895530608,0.0110266538262,workflow,TransportWorkflow.solve_gap_and_transport,9765c65b60195aa39b55f1db62e2d0bda6505c80
tau_u_muB800_24,tau_u_muB800,800.0,212.9512043779357,1.7063785061597783,1.72621275528,0.0116235929178,workflow,TransportWorkflow.solve_gap_and_transport,9765c65b60195aa39b55f1db62e2d0bda6505c80
tau_u_muB800_25,tau_u_muB800,800.0,217.69376334813137,1.655736085391211,1.67786814151,0.013366898454,workflow,TransportWorkflow.solve_gap_and_transport,9765c65b60195aa39b55f1db62e2d0bda6505c80
tau_u_muB800_26,tau_u_muB800,800.0,222.43633104226404,1.6083940574504987,1.63439562755,0.0161661689684,workflow,TransportWorkflow.solve_gap_and_transport,9765c65b60195aa39b55f1db62e2d0bda6505c80
tau_u_muB800_27,tau_u_muB800,800.0,227.17889437442824,1.561532414305613,1.5963398371,0.0222905541245,workflow,TransportWorkflow.solve_gap_and_transport,9765c65b60195aa39b55f1db62e2d0bda6505c80
tau_u_muB800_28,tau_u_muB800,800.0,231.79830375751783,1.5229510574364498,1.56349230112,0.0266201881439,workflow,TransportWorkflow.solve_gap_and_transport,9765c65b60195aa39b55f1db62e2d0bda6505c80
tau_u_muB800_29,tau_u_muB800,800.0,235.51437771421854,1.4956220431786282,1.53950741488,0.0293425547599,workflow,TransportWorkflow.solve_gap_and_transport,9765c65b60195aa39b55f1db62e2d0bda6505c80
tau_u_muB800_30,tau_u_muB800,800.0,255.8505538513042,1.4300519354708296,1.45074286371,0.0144686551061,workflow,TransportWorkflow.solve_gap_and_transport,9765c65b60195aa39b55f1db62e2d0bda6505c80
tau_u_muB800_31,tau_u_muB800,800.0,261.0244155423549,1.41266658853748,1.43772400641,0.0177376729081,workflow,TransportWorkflow.solve_gap_and_transport,9765c65b60195aa39b55f1db62e2d0bda6505c80
tau_u_muB800_32,tau_u_muB800,800.0,266.4138588023372,1.3954965482671462,1.42779938825,0.0231479182255,workflow,TransportWorkflow.solve_gap_and_transport,9765c65b60195aa39b55f1db62e2d0bda6505c80
tau_u_muB800_33,tau_u_muB800,800.0,275.03702559629284,1.3785937372388692,1.41874835909,0.0291272336188,workflow,TransportWorkflow.solve_gap_and_transport,9765c65b60195aa39b55f1db62e2d0bda6505c80
tau_u_muB800_34,tau_u_muB800,800.0,279.77982011278726,1.3786795983638171,1.41702466572,0.0278128924239,workflow,TransportWorkflow.solve_gap_and_transport,9765c65b60195aa39b55f1db62e2d0bda6505c80
tau_u_muB800_35,tau_u_muB800,800.0,290.34322102712713,1.362015182023307,1.42116726892,0.0434298293306,workflow,TransportWorkflow.solve_gap_and_transport,9765c65b60195aa39b55f1db62e2d0bda6505c80
tau_u_muB800_36,tau_u_muB800,800.0,311.4703107457274,1.3792534440473205,1.45714524937,0.0564738885835,workflow,TransportWorkflow.solve_gap_and_transport,9765c65b60195aa39b55f1db62e2d0bda6505c80
tau_u_muB800_37,tau_u_muB800,800.0,321.38715887988633,1.3965042912407224,1.48606190109,0.0641298493783,workflow,TransportWorkflow.solve_gap_and_transport,9765c65b60195aa39b55f1db62e2d0bda6505c80
tau_u_muB800_38,tau_u_muB800,800.0,331.0884254451136,1.413966898538132,1.52133366083,0.0759330097523,workflow,TransportWorkflow.solve_gap_and_transport,9765c65b60195aa39b55f1db62e2d0bda6505c80
tau_u_muB800_39,tau_u_muB800,800.0,362.5638143256566,1.504274026281589,1.6828836956,0.118734795788,workflow,TransportWorkflow.solve_gap_and_transport,9765c65b60195aa39b55f1db62e2d0bda6505c80
tau_ubar_muB800_1,tau_ubar_muB800,800.0,135.56905341098798,7.570527244281121,7.75825726278,0.0247974827174,workflow,TransportWorkflow.solve_gap_and_transport,9765c65b60195aa39b55f1db62e2d0bda6505c80
tau_ubar_muB800_2,tau_ubar_muB800,800.0,137.07638505857147,6.0578351602554275,6.4269301319,0.0609285267562,workflow,TransportWorkflow.solve_gap_and_transport,9765c65b60195aa39b55f1db62e2d0bda6505c80
tau_ubar_muB800_3,tau_ubar_muB800,800.0,138.36821110817476,4.894815738682772,5.28594495391,0.0799068312486,workflow,TransportWorkflow.solve_gap_and_transport,9765c65b60195aa39b55f1db62e2d0bda6505c80
tau_ubar_muB800_4,tau_ubar_muB800,800.0,139.65995718835563,3.9147485755092193,4.14503040765,0.0588241690886,workflow,TransportWorkflow.solve_gap_and_transport,9765c65b60195aa39b55f1db62e2d0bda6505c80
tau_ubar_muB800_5,tau_ubar_muB800,800.0,140.73616168431613,3.1469935797511237,3.42598512412,0.0886533567021,workflow,TransportWorkflow.solve_gap_and_transport,9765c65b60195aa39b55f1db62e2d0bda6505c80
tau_ubar_muB800_6,tau_ubar_muB800,800.0,141.81217425366282,2.4683375659106277,2.81397984583,0.140030393206,workflow,TransportWorkflow.solve_gap_and_transport,9765c65b60195aa39b55f1db62e2d0bda6505c80
tau_ubar_muB800_7,tau_ubar_muB800,800.0,142.67280517763402,1.9862798755723234,2.3244775081,0.170266857497,workflow,TransportWorkflow.solve_gap_and_transport,9765c65b60195aa39b55f1db62e2d0bda6505c80
tau_ubar_muB800_8,tau_ubar_muB800,800.0,144.39376314177127,1.2370778149451502,1.34564567307,0.0877615432244,workflow,TransportWorkflow.solve_gap_and_transport,9765c65b60195aa39b55f1db62e2d0bda6505c80
tau_ubar_muB800_9,tau_ubar_muB800,800.0,145.03879650292635,0.9934394565218648,0.995392234934,0.00196567430392,workflow,TransportWorkflow.solve_gap_and_transport,9765c65b60195aa39b55f1db62e2d0bda6505c80
tau_ubar_muB800_10,tau_ubar_muB800,800.0,145.68382986408153,0.797784861915268,0.904893318276,0.134257318576,workflow,TransportWorkflow.solve_gap_and_transport,9765c65b60195aa39b55f1db62e2d0bda6505c80
tau_ubar_muB800_11,tau_ubar_muB800,800.0,146.54430084920784,0.6289540852967467,0.784168257126,0.246781403377,workflow,TransportWorkflow.solve_gap_and_transport,9765c65b60195aa39b55f1db62e2d0bda6505c80
tau_ubar_muB800_12,tau_ubar_muB800,800.0,148.9121634589846,0.39983604716932003,0.451954430859,0.130349387101,workflow,TransportWorkflow.solve_gap_and_transport,9765c65b60195aa39b55f1db62e2d0bda6505c80
tau_ubar_muB800_13,tau_ubar_muB800,800.0,152.14433025486846,0.32752696850317903,0.304203400222,-0.0712111383922,workflow,TransportWorkflow.solve_gap_and_transport,9765c65b60195aa39b55f1db62e2d0bda6505c80
tau_ubar_muB800_14,tau_ubar_muB800,800.0,159.25816909789262,0.3130705821669076,0.310782364752,-0.00730895058505,workflow,TransportWorkflow.solve_gap_and_transport,9765c65b60195aa39b55f1db62e2d0bda6505c80
tau_ubar_muB800_15,tau_ubar_muB800,800.0,167.23485348475913,0.3198501791245425,0.317295154724,-0.00798819124435,workflow,TransportWorkflow.solve_gap_and_transport,9765c65b60195aa39b55f1db62e2d0bda6505c80
tau_ubar_muB800_16,tau_ubar_muB800,800.0,175.21151228141048,0.3257065538793721,0.323570083759,-0.00655949379762,workflow,TransportWorkflow.solve_gap_and_transport,9765c65b60195aa39b55f1db62e2d0bda6505c80
tau_ubar_muB800_17,tau_ubar_muB800,800.0,182.97256391891506,0.33058316190045384,0.327875785185,-0.00818969937911,workflow,TransportWorkflow.solve_gap_and_transport,9765c65b60195aa39b55f1db62e2d0bda6505c80
tau_ubar_muB800_18,tau_ubar_muB800,800.0,191.1647163181334,0.3328628687181781,0.331128343072,-0.00521093161471,workflow,TransportWorkflow.solve_gap_and_transport,9765c65b60195aa39b55f1db62e2d0bda6505c80
tau_ubar_muB800_19,tau_ubar_muB800,800.0,199.14132553374282,0.3368103293851593,0.33373119527,-0.00914204181606,workflow,TransportWorkflow.solve_gap_and_transport,9765c65b60195aa39b55f1db62e2d0bda6505c80
tau_ubar_muB800_20,tau_ubar_muB800,800.0,207.11784358421073,0.3368456098208173,0.336267363034,-0.00171665228915,workflow,TransportWorkflow.solve_gap_and_transport,9765c65b60195aa39b55f1db62e2d0bda6505c80
tau_ubar_muB800_21,tau_ubar_muB800,800.0,215.31003436875176,0.3408412671771797,0.339364083787,-0.00433393351339,workflow,TransportWorkflow.solve_gap_and_transport,9765c65b60195aa39b55f1db62e2d0bda6505c80
tau_ubar_muB800_22,tau_ubar_muB800,800.0,223.07100443744554,0.3423465899395642,0.3431383224,0.00231266349173,workflow,TransportWorkflow.solve_gap_and_transport,9765c65b60195aa39b55f1db62e2d0bda6505c80
tau_ubar_muB800_23,tau_ubar_muB800,800.0,231.26320002015188,0.3466205988276894,0.348168308337,0.00446514002597,workflow,TransportWorkflow.solve_gap_and_transport,9765c65b60195aa39b55f1db62e2d0bda6505c80
tau_ubar_muB800_24,tau_ubar_muB800,800.0,239.23983322658808,0.3518113361851173,0.354255096107,0.0069462227913,workflow,TransportWorkflow.solve_gap_and_transport,9765c65b60195aa39b55f1db62e2d0bda6505c80
tau_ubar_muB800_25,tau_ubar_muB800,800.0,247.21647123118964,0.35729947049913185,0.361647265687,0.0121684904319,workflow,TransportWorkflow.solve_gap_and_transport,9765c65b60195aa39b55f1db62e2d0bda6505c80
tau_ubar_muB800_26,tau_ubar_muB800,800.0,255.4087195937148,0.3642156794857607,0.370497943865,0.017248747741,workflow,TransportWorkflow.solve_gap_and_transport,9765c65b60195aa39b55f1db62e2d0bda6505c80
tau_ubar_muB800_27,tau_ubar_muB800,800.0,263.38540611309924,0.372204550865348,0.380527990598,0.0223625415457,workflow,TransportWorkflow.solve_gap_and_transport,9765c65b60195aa39b55f1db62e2d0bda6505c80
tau_ubar_muB800_28,tau_ubar_muB800,800.0,271.3620771717287,0.3796156614522333,0.391897759093,0.0323540330064,workflow,TransportWorkflow.solve_gap_and_transport,9765c65b60195aa39b55f1db62e2d0bda6505c80
tau_ubar_muB800_29,tau_ubar_muB800,800.0,278.7998308273988,0.3889880702743971,0.403694205445,0.0378061341569,workflow,TransportWorkflow.solve_gap_and_transport,9765c65b60195aa39b55f1db62e2d0bda6505c80
tau_ubar_muB800_30,tau_ubar_muB800,800.0,287.67481733405094,0.39974498398132313,0.419392941468,0.0491512295946,workflow,TransportWorkflow.solve_gap_and_transport,9765c65b60195aa39b55f1db62e2d0bda6505c80
tau_ubar_muB800_31,tau_ubar_muB800,800.0,367.0117455878426,0.5811192990826493,0.649019776657,0.116844299752,workflow,TransportWorkflow.solve_gap_and_transport,9765c65b60195aa39b55f1db62e2d0bda6505c80
