center_xi,scenario,sigma_grid_n,adaptive_refinement,species,xi_prev,xi_curr,xi_next,tauinv_prev,tauinv_curr,tauinv_next,kink_metric_tauinv,tau_prev,tau_curr,tau_next,kink_metric_tau
-0.1,baseline,128,true,u,-0.12,-0.1,-0.08,0.5497327684260891,0.5204290738335183,0.4210328140642147,0.06734113129040416,1.8190656577795923,1.9214914198277344,2.37511178843054,0.09138594191228505
0.1,baseline,128,true,u,0.08,0.1,0.12,0.3169629027405506,0.3087784777944176,0.3011518441710076,0.0009032224763644602,3.1549433430654443,3.2385676849725016,3.32058401552459,0.00024825964923180484
