target_id,target_kind,xi,T_MeV,target_mu_MeV,cep_T_low_MeV,cep_T_high_MeV,distance_below_CEP_MeV,grid_status,grid_unresolved,boundary_row_present,priority,reason,reason_detail,diagnostic_count,representative_xi,pilot_selection,rank_within_xi
maxwell_xi_m0p34375_T_142p125,maxwell_fixed_xi_T,-0.34375,142.125,,142.1875,142.25,0.0625,geometry_tolerance_exceeded,True,False,1,input_incomplete,missing boundary row; rho geometry status,1,False,input_incomplete,1
maxwell_xi_m0p34375_T_142,maxwell_fixed_xi_T,-0.34375,142.0,,142.1875,142.25,0.1875,geometry_tolerance_exceeded,True,False,1,input_incomplete,missing boundary row; rho geometry status,1,False,input_incomplete,2
maxwell_xi_m0p34375_T_139,maxwell_fixed_xi_T,-0.34375,139.0,244.60837727279934,142.1875,142.25,3.1875,rho:rho_geometry_not_converged|temperature:interpolation_tolerance_exceeded,True,True,1,mixed_geometry_interpolation,rho plus interpolation status,2,False,full_only,3
maxwell_xi_m0p34375_T_140,maxwell_fixed_xi_T,-0.34375,140.0,242.28092856773372,142.1875,142.25,2.1875,temperature:interpolation_tolerance_exceeded,True,True,2,temperature_interpolation,temperature interpolation status,1,False,full_only,4
maxwell_xi_m0p34375_T_138,maxwell_fixed_xi_T,-0.34375,138.0,246.90493136526018,142.1875,142.25,4.1875,temperature:interpolation_tolerance_exceeded,True,True,2,temperature_interpolation,temperature interpolation status,1,False,full_only,5
maxwell_xi_m0p34375_T_135,maxwell_fixed_xi_T,-0.34375,135.0,253.5968059722457,142.1875,142.25,7.1875,temperature:interpolation_tolerance_exceeded,True,True,2,temperature_interpolation,temperature interpolation status,1,False,full_only,6
maxwell_xi_m0p34375_T_142p188,maxwell_fixed_xi_T,-0.34375,142.1875,,142.1875,142.25,0.0,classification_changed_or_unresolved:unknown->valid,True,False,4,input_incomplete,missing boundary row; no actionable unresolved component,1,False,input_incomplete,7
maxwell_xi_m0p3375_T_141,maxwell_fixed_xi_T,-0.3375,141.0,240.65175343894975,142.0,142.0625,1.0,rho:geometry_tolerance_exceeded|xi:interpolation_tolerance_exceeded,True,True,1,mixed_geometry_interpolation,rho plus interpolation status,1,False,full_only,1
maxwell_xi_m0p3375_T_140p5,maxwell_fixed_xi_T,-0.3375,140.5,241.8293696268826,142.0,142.0625,1.5,rho:geometry_tolerance_exceeded|temperature:interpolation_tolerance_exceeded|xi:interpolation_tolerance_exceeded,True,True,1,mixed_geometry_interpolation,rho plus interpolation status,2,False,full_only,2
maxwell_xi_m0p3375_T_139,maxwell_fixed_xi_T,-0.3375,139.0,245.3188151316338,142.0,142.0625,3.0,rho:rho_geometry_not_converged|temperature:interpolation_tolerance_exceeded|xi:interpolation_tolerance_exceeded,True,True,1,mixed_geometry_interpolation,rho plus interpolation status,2,False,full_only,3
maxwell_xi_m0p3375_T_140,maxwell_fixed_xi_T,-0.3375,140.0,242.99988333668688,142.0,142.0625,2.0,temperature:interpolation_tolerance_exceeded|xi:interpolation_tolerance_exceeded,True,True,2,temperature_interpolation,temperature interpolation status,1,False,full_only,4
maxwell_xi_m0p3375_T_138,maxwell_fixed_xi_T,-0.3375,138.0,247.60715678866927,142.0,142.0625,4.0,temperature:interpolation_tolerance_exceeded|xi:interpolation_tolerance_exceeded,True,True,2,temperature_interpolation,temperature interpolation status,1,False,full_only,5
maxwell_xi_m0p3375_T_135,maxwell_fixed_xi_T,-0.3375,135.0,254.2759736584066,142.0,142.0625,7.0,temperature:interpolation_tolerance_exceeded|xi:interpolation_tolerance_exceeded,True,True,2,temperature_interpolation,temperature interpolation status,1,False,full_only,6
maxwell_xi_m0p3375_T_139p5,maxwell_fixed_xi_T,-0.3375,139.5,244.16309032808988,142.0,142.0625,2.5,xi:interpolation_tolerance_exceeded,True,True,3,xi_interpolation,xi interpolation status,0,False,full_only,7
maxwell_xi_m0p3375_T_138p5,maxwell_fixed_xi_T,-0.3375,138.5,246.4669009559846,142.0,142.0625,3.5,xi:interpolation_tolerance_exceeded,True,True,3,xi_interpolation,xi interpolation status,0,False,full_only,8
maxwell_xi_m0p3375_T_137p5,maxwell_fixed_xi_T,-0.3375,137.5,248.73943653500748,142.0,142.0625,4.5,xi:interpolation_tolerance_exceeded,True,True,3,xi_interpolation,xi interpolation status,0,False,full_only,9
maxwell_xi_m0p3375_T_137,maxwell_fixed_xi_T,-0.3375,137.0,249.86357253625064,142.0,142.0625,5.0,xi:interpolation_tolerance_exceeded,True,True,3,xi_interpolation,xi interpolation status,0,False,full_only,10
maxwell_xi_m0p3375_T_136,maxwell_fixed_xi_T,-0.3375,136.0,252.08685953351664,142.0,142.0625,6.0,xi:interpolation_tolerance_exceeded,True,True,3,xi_interpolation,xi interpolation status,0,False,full_only,11
maxwell_xi_m0p3375_T_134,maxwell_fixed_xi_T,-0.3375,134.0,256.4300225799634,142.0,142.0625,8.0,xi:interpolation_tolerance_exceeded,True,True,3,xi_interpolation,xi interpolation status,0,False,full_only,12
maxwell_xi_m0p3375_T_142,maxwell_fixed_xi_T,-0.3375,142.0,,142.0,142.0625,0.0,classification_changed_or_unresolved:unknown->valid,True,False,4,input_incomplete,missing boundary row; no actionable unresolved component,1,False,input_incomplete,13
maxwell_xi_m0p33125_T_141p75,maxwell_fixed_xi_T,-0.33125,141.75,,141.8125,141.875,0.0625,geometry_tolerance_exceeded,True,False,1,input_incomplete,missing boundary row; rho geometry status,1,False,input_incomplete,1
maxwell_xi_m0p33125_T_141p5,maxwell_fixed_xi_T,-0.33125,141.5,,141.8125,141.875,0.3125,geometry_tolerance_exceeded,True,False,1,input_incomplete,missing boundary row; rho geometry status,1,False,input_incomplete,2
maxwell_xi_m0p33125_T_140p5,maxwell_fixed_xi_T,-0.33125,140.5,242.54591374094446,141.8125,141.875,1.3125,temperature:interpolation_tolerance_exceeded,True,True,2,temperature_interpolation,temperature interpolation status,1,False,full_only,3
maxwell_xi_m0p33125_T_140,maxwell_fixed_xi_T,-0.33125,140.0,243.71210373947827,141.8125,141.875,1.8125,temperature:interpolation_tolerance_exceeded,True,True,2,temperature_interpolation,temperature interpolation status,1,False,full_only,4
maxwell_xi_m0p33125_T_139,maxwell_fixed_xi_T,-0.33125,139.0,246.02264123299187,141.8125,141.875,2.8125,temperature:interpolation_tolerance_exceeded,True,True,2,temperature_interpolation,temperature interpolation status,1,False,full_only,5
maxwell_xi_m0p33125_T_138,maxwell_fixed_xi_T,-0.33125,138.0,248.30286505270294,141.8125,141.875,3.8125,temperature:interpolation_tolerance_exceeded,True,True,2,temperature_interpolation,temperature interpolation status,1,False,full_only,6
maxwell_xi_m0p33125_T_135,maxwell_fixed_xi_T,-0.33125,135.0,254.94888451634404,141.8125,141.875,6.8125,temperature:interpolation_tolerance_exceeded,True,True,2,temperature_interpolation,temperature interpolation status,1,False,full_only,7
maxwell_xi_m0p33125_T_141p812,maxwell_fixed_xi_T,-0.33125,141.8125,,141.8125,141.875,0.0,classification_changed_or_unresolved:invalid->unknown,True,False,4,input_incomplete,missing boundary row; no actionable unresolved component,1,False,input_incomplete,8
maxwell_xi_m0p325_T_141p562,maxwell_fixed_xi_T,-0.325,141.5625,,141.5625,141.625,0.0,geometry_tolerance_exceeded,True,False,1,input_incomplete,missing boundary row; rho geometry status,1,False,input_incomplete,1
maxwell_xi_m0p325_T_141p5,maxwell_fixed_xi_T,-0.325,141.5,,141.5625,141.625,0.0625,geometry_tolerance_exceeded,True,False,1,input_incomplete,missing boundary row; rho geometry status,1,False,input_incomplete,2
maxwell_xi_m0p325_T_141,maxwell_fixed_xi_T,-0.325,141.0,242.08692596964835,141.5625,141.625,0.5625,rho:geometry_tolerance_exceeded|xi:interpolation_tolerance_exceeded,True,True,1,mixed_geometry_interpolation,rho plus interpolation status,1,False,full_only,3
maxwell_xi_m0p325_T_140,maxwell_fixed_xi_T,-0.325,140.0,244.4177495084495,141.5625,141.625,1.5625,rho:rho_geometry_not_converged|temperature:interpolation_tolerance_exceeded|xi:interpolation_tolerance_exceeded,True,True,1,mixed_geometry_interpolation,rho plus interpolation status,2,False,full_only,4
maxwell_xi_m0p325_T_140p5,maxwell_fixed_xi_T,-0.325,140.5,243.2558184317673,141.5625,141.625,1.0625,temperature:interpolation_tolerance_exceeded|xi:interpolation_tolerance_exceeded,True,True,2,temperature_interpolation,temperature interpolation status,1,False,full_only,5
maxwell_xi_m0p325_T_139,maxwell_fixed_xi_T,-0.325,139.0,246.71997644814525,141.5625,141.625,2.5625,temperature:interpolation_tolerance_exceeded|xi:interpolation_tolerance_exceeded,True,True,2,temperature_interpolation,temperature interpolation status,1,False,full_only,6
maxwell_xi_m0p325_T_138,maxwell_fixed_xi_T,-0.325,138.0,248.99218280144785,141.5625,141.625,3.5625,temperature:interpolation_tolerance_exceeded|xi:interpolation_tolerance_exceeded,True,True,2,temperature_interpolation,temperature interpolation status,1,False,full_only,7
maxwell_xi_m0p325_T_135,maxwell_fixed_xi_T,-0.325,135.0,255.61565757682007,141.5625,141.625,6.5625,temperature:interpolation_tolerance_exceeded|xi:interpolation_tolerance_exceeded,True,True,2,temperature_interpolation,temperature interpolation status,1,False,full_only,8
maxwell_xi_m0p325_T_139p5,maxwell_fixed_xi_T,-0.325,139.5,245.57253039386023,141.5625,141.625,2.0625,xi:interpolation_tolerance_exceeded,True,True,3,xi_interpolation,xi interpolation status,0,False,full_only,9
maxwell_xi_m0p325_T_138p5,maxwell_fixed_xi_T,-0.325,138.5,247.85992541580288,141.5625,141.625,3.0625,xi:interpolation_tolerance_exceeded,True,True,3,xi_interpolation,xi interpolation status,0,False,full_only,10
maxwell_xi_m0p325_T_137p5,maxwell_fixed_xi_T,-0.325,137.5,250.1165838800519,141.5625,141.625,4.0625,xi:interpolation_tolerance_exceeded,True,True,3,xi_interpolation,xi interpolation status,0,False,full_only,11
maxwell_xi_m0p325_T_137,maxwell_fixed_xi_T,-0.325,137.0,251.23298886770402,141.5625,141.625,4.5625,xi:interpolation_tolerance_exceeded,True,True,3,xi_interpolation,xi interpolation status,0,False,full_only,12
maxwell_xi_m0p325_T_136,maxwell_fixed_xi_T,-0.325,136.0,253.44117050259928,141.5625,141.625,5.5625,xi:interpolation_tolerance_exceeded,True,True,3,xi_interpolation,xi interpolation status,0,False,full_only,13
maxwell_xi_m0p325_T_134,maxwell_fixed_xi_T,-0.325,134.0,257.75552886962083,141.5625,141.625,7.5625,xi:interpolation_tolerance_exceeded,True,True,3,xi_interpolation,xi interpolation status,0,False,full_only,14
maxwell_xi_m0p3125_T_141p188,maxwell_fixed_xi_T,-0.3125,141.1875,,141.1875,141.25,0.0,geometry_tolerance_exceeded,True,False,1,input_incomplete,missing boundary row; rho geometry status,1,False,input_incomplete,1
maxwell_xi_m0p3125_T_141p125,maxwell_fixed_xi_T,-0.3125,141.125,,141.1875,141.25,0.0625,geometry_tolerance_exceeded,True,False,1,input_incomplete,missing boundary row; rho geometry status,1,False,input_incomplete,2
maxwell_xi_m0p3125_T_141,maxwell_fixed_xi_T,-0.3125,141.0,243.49587034242577,141.1875,141.25,0.1875,rho:geometry_tolerance_exceeded|rho:rho_geometry_not_converged,True,True,1,rho_geometry,rho geometry status,2,False,full_only,3
maxwell_xi_m0p3125_T_136,maxwell_fixed_xi_T,-0.3125,136.0,254.7710786378159,141.1875,141.25,5.1875,rho:rho_geometry_not_converged,True,True,1,rho_geometry,rho geometry status,1,False,full_only,4
maxwell_xi_m0p3125_T_134,maxwell_fixed_xi_T,-0.3125,134.0,259.0572651053634,141.1875,141.25,7.1875,rho:rho_geometry_not_converged,True,True,1,rho_geometry,rho geometry status,1,False,full_only,5
maxwell_xi_m0p3125_T_140p5,maxwell_fixed_xi_T,-0.3125,140.5,244.65622587317517,141.1875,141.25,0.6875,temperature:interpolation_tolerance_exceeded,True,True,2,temperature_interpolation,temperature interpolation status,1,False,full_only,6
maxwell_xi_m0p3125_T_140,maxwell_fixed_xi_T,-0.3125,140.0,245.8097716579351,141.1875,141.25,1.1875,temperature:interpolation_tolerance_exceeded,True,True,2,temperature_interpolation,temperature interpolation status,1,False,full_only,7
maxwell_xi_m0p3125_T_139,maxwell_fixed_xi_T,-0.3125,139.0,248.09567731755573,141.1875,141.25,2.1875,temperature:interpolation_tolerance_exceeded,True,True,2,temperature_interpolation,temperature interpolation status,1,False,full_only,8
maxwell_xi_m0p3125_T_138,maxwell_fixed_xi_T,-0.3125,138.0,250.35209886176287,141.1875,141.25,3.1875,temperature:interpolation_tolerance_exceeded,True,True,2,temperature_interpolation,temperature interpolation status,1,False,full_only,9
maxwell_xi_m0p3125_T_135,maxwell_fixed_xi_T,-0.3125,135.0,256.9312613147476,141.1875,141.25,6.1875,temperature:interpolation_tolerance_exceeded,True,True,2,temperature_interpolation,temperature interpolation status,1,False,full_only,10
maxwell_xi_m0p3_T_140p812,maxwell_fixed_xi_T,-0.3,140.8125,,140.8125,140.875,0.0,geometry_tolerance_exceeded,True,False,1,input_incomplete,missing boundary row; rho geometry status,1,False,input_incomplete,1
maxwell_xi_m0p3_T_140p75,maxwell_fixed_xi_T,-0.3,140.75,,140.8125,140.875,0.0625,geometry_tolerance_exceeded,True,False,1,input_incomplete,missing boundary row; rho geometry status,1,False,input_incomplete,2
maxwell_xi_m0p3_T_140p5,maxwell_fixed_xi_T,-0.3,140.5,,140.8125,140.875,0.3125,geometry_tolerance_exceeded,True,False,1,input_incomplete,missing boundary row; rho geometry status,1,False,input_incomplete,3
maxwell_xi_m0p3_T_140,maxwell_fixed_xi_T,-0.3,140.0,,140.8125,140.875,0.8125,geometry_tolerance_exceeded,True,False,1,input_incomplete,missing boundary row; rho geometry status,1,False,input_incomplete,4
maxwell_xi_m0p3_T_135,maxwell_fixed_xi_T,-0.3,135.0,258.22367896689445,140.8125,140.875,5.8125,temperature:interpolation_tolerance_exceeded,True,True,2,temperature_interpolation,temperature interpolation status,1,False,full_only,5
maxwell_xi_m0p2875_T_140p375,maxwell_fixed_xi_T,-0.2875,140.375,,140.4375,140.5,0.0625,geometry_tolerance_exceeded,True,False,1,input_incomplete,missing boundary row; rho geometry status,1,False,input_incomplete,1
maxwell_xi_m0p2875_T_140p25,maxwell_fixed_xi_T,-0.2875,140.25,,140.4375,140.5,0.1875,geometry_tolerance_exceeded,True,False,1,input_incomplete,missing boundary row; rho geometry status,1,False,input_incomplete,2
maxwell_xi_m0p2875_T_140,maxwell_fixed_xi_T,-0.2875,140.0,,140.4375,140.5,0.4375,geometry_tolerance_exceeded,True,False,1,input_incomplete,missing boundary row; rho geometry status,1,False,input_incomplete,3
maxwell_xi_m0p2875_T_139,maxwell_fixed_xi_T,-0.2875,139.0,,140.4375,140.5,1.4375,hybrid_stage_c_not_converged|rho_geometry_not_converged,True,False,1,input_incomplete,missing boundary row; rho geometry status,2,False,input_incomplete,4
maxwell_xi_m0p2875_T_136,maxwell_fixed_xi_T,-0.2875,136.0,257.3612528806927,140.4375,140.5,4.4375,temperature:interpolation_tolerance_exceeded,True,True,2,temperature_interpolation,temperature interpolation status,1,False,full_only,5
maxwell_xi_m0p2875_T_135,maxwell_fixed_xi_T,-0.2875,135.0,259.49375781971855,140.4375,140.5,5.4375,temperature:interpolation_tolerance_exceeded,True,True,2,temperature_interpolation,temperature interpolation status,1,False,full_only,6
maxwell_xi_m0p2875_T_140p438,maxwell_fixed_xi_T,-0.2875,140.4375,,140.4375,140.5,0.0,classification_changed_or_unresolved:unknown->valid,True,False,4,input_incomplete,missing boundary row; no actionable unresolved component,1,False,input_incomplete,7
maxwell_xi_m0p275_T_140,maxwell_fixed_xi_T,-0.275,140.0,,140.0625,140.125,0.0625,geometry_tolerance_exceeded,True,False,1,input_incomplete,missing boundary row; rho geometry status,1,False,input_incomplete,1
maxwell_xi_m0p275_T_136,maxwell_fixed_xi_T,-0.275,136.0,258.6231851152651,140.0625,140.125,4.0625,temperature:interpolation_tolerance_exceeded|xi:interpolation_tolerance_exceeded,True,True,2,temperature_interpolation,temperature interpolation status,1,False,full_only,2
maxwell_xi_m0p275_T_135,maxwell_fixed_xi_T,-0.275,135.0,260.74229087330605,140.0625,140.125,5.0625,temperature:interpolation_tolerance_exceeded|xi:interpolation_tolerance_exceeded,True,True,2,temperature_interpolation,temperature interpolation status,1,False,full_only,3
maxwell_xi_m0p275_T_137,maxwell_fixed_xi_T,-0.275,137.0,256.4721577245921,140.0625,140.125,3.0625,xi:interpolation_tolerance_exceeded,True,True,3,xi_interpolation,xi interpolation status,0,False,full_only,4
maxwell_xi_m0p275_T_136p5,maxwell_fixed_xi_T,-0.275,136.5,257.55159409497816,140.0625,140.125,3.5625,xi:interpolation_tolerance_exceeded,True,True,3,xi_interpolation,xi interpolation status,0,False,full_only,5
maxwell_xi_m0p275_T_135p5,maxwell_fixed_xi_T,-0.275,135.5,259.68679503268015,140.0625,140.125,4.5625,xi:interpolation_tolerance_exceeded,True,True,3,xi_interpolation,xi interpolation status,0,False,full_only,6
maxwell_xi_m0p275_T_134,maxwell_fixed_xi_T,-0.275,134.0,262.8284391344607,140.0625,140.125,6.0625,xi:interpolation_tolerance_exceeded,True,True,3,xi_interpolation,xi interpolation status,0,False,full_only,7
maxwell_xi_m0p275_T_133,maxwell_fixed_xi_T,-0.275,133.0,264.88078705604227,140.0625,140.125,7.0625,xi:interpolation_tolerance_exceeded,True,True,3,xi_interpolation,xi interpolation status,0,False,full_only,8
maxwell_xi_m0p275_T_140p062,maxwell_fixed_xi_T,-0.275,140.0625,,140.0625,140.125,0.0,classification_changed_or_unresolved:invalid->valid,True,False,4,input_incomplete,missing boundary row; no actionable unresolved component,1,False,input_incomplete,9
maxwell_xi_m0p2625_T_139p5,maxwell_fixed_xi_T,-0.2625,139.5,,139.625,139.6875,0.125,geometry_tolerance_exceeded,True,False,1,input_incomplete,missing boundary row; rho geometry status,1,False,input_incomplete,1
maxwell_xi_m0p2625_T_139,maxwell_fixed_xi_T,-0.2625,139.0,,139.625,139.6875,0.625,geometry_tolerance_exceeded,True,False,1,input_incomplete,missing boundary row; rho geometry status,1,False,input_incomplete,2
maxwell_xi_m0p2625_T_133,maxwell_fixed_xi_T,-0.2625,133.0,266.0834179720116,139.625,139.6875,6.625,rho:rho_geometry_not_converged,True,True,1,rho_geometry,rho geometry status,1,False,full_only,3
maxwell_xi_m0p2625_T_136,maxwell_fixed_xi_T,-0.2625,136.0,259.8640521820405,139.625,139.6875,3.625,temperature:interpolation_tolerance_exceeded,True,True,2,temperature_interpolation,temperature interpolation status,1,False,full_only,4
maxwell_xi_m0p2625_T_135,maxwell_fixed_xi_T,-0.2625,135.0,261.97002644099314,139.625,139.6875,4.625,temperature:interpolation_tolerance_exceeded,True,True,2,temperature_interpolation,temperature interpolation status,1,False,full_only,5
maxwell_xi_m0p2625_T_139p625,maxwell_fixed_xi_T,-0.2625,139.625,,139.625,139.6875,0.0,classification_changed_or_unresolved:unknown->valid,True,False,4,input_incomplete,missing boundary row; no actionable unresolved component,1,False,input_incomplete,6
maxwell_xi_m0p25_T_139p25,maxwell_fixed_xi_T,-0.25,139.25,,139.25,139.3125,0.0,geometry_tolerance_exceeded,True,False,1,input_incomplete,missing boundary row; rho geometry status,1,False,input_incomplete,1
maxwell_xi_m0p25_T_139,maxwell_fixed_xi_T,-0.25,139.0,,139.25,139.3125,0.25,geometry_tolerance_exceeded,True,False,1,input_incomplete,missing boundary row; rho geometry status,1,False,input_incomplete,2
maxwell_xi_m0p25_T_137,maxwell_fixed_xi_T,-0.25,137.0,258.96037528535567,139.25,139.3125,2.25,rho:rho_geometry_not_converged,True,True,1,rho_geometry,rho geometry status,1,False,full_only,3
maxwell_xi_m0p25_T_136,maxwell_fixed_xi_T,-0.25,136.0,261.0845754493554,139.25,139.3125,3.25,temperature:interpolation_tolerance_exceeded,True,True,2,temperature_interpolation,temperature interpolation status,1,False,full_only,4
maxwell_xi_m0p25_T_135,maxwell_fixed_xi_T,-0.25,135.0,263.17769170787017,139.25,139.3125,4.25,temperature:interpolation_tolerance_exceeded,True,True,2,temperature_interpolation,temperature interpolation status,1,False,full_only,5
maxwell_xi_m0p2375_T_138p875,maxwell_fixed_xi_T,-0.2375,138.875,,138.875,138.9375,0.0,geometry_tolerance_exceeded,True,False,1,input_incomplete,missing boundary row; rho geometry status,1,False,input_incomplete,1
maxwell_xi_m0p2375_T_138p75,maxwell_fixed_xi_T,-0.2375,138.75,,138.875,138.9375,0.125,geometry_tolerance_exceeded,True,False,1,input_incomplete,missing boundary row; rho geometry status,1,False,input_incomplete,2
maxwell_xi_m0p2375_T_138,maxwell_fixed_xi_T,-0.2375,138.0,,138.875,138.9375,0.875,geometry_tolerance_exceeded,True,False,1,input_incomplete,missing boundary row; rho geometry status,1,False,input_incomplete,3
maxwell_xi_m0p2375_T_136,maxwell_fixed_xi_T,-0.2375,136.0,262.2854476015458,138.875,138.9375,2.875,temperature:interpolation_tolerance_exceeded,True,True,2,temperature_interpolation,temperature interpolation status,1,False,full_only,4
maxwell_xi_m0p2375_T_135,maxwell_fixed_xi_T,-0.2375,135.0,264.3659454794468,138.875,138.9375,3.875,temperature:interpolation_tolerance_exceeded,True,True,2,temperature_interpolation,temperature interpolation status,1,False,full_only,5
maxwell_xi_m0p2375_T_131,maxwell_fixed_xi_T,-0.2375,131.0,272.3614897430233,138.875,138.9375,7.875,temperature:interpolation_tolerance_exceeded,True,True,2,temperature_interpolation,temperature interpolation status,1,False,full_only,6
maxwell_xi_m0p225_T_138p5,maxwell_fixed_xi_T,-0.225,138.5,,138.5,138.5625,0.0,geometry_tolerance_exceeded,True,False,1,input_incomplete,missing boundary row; rho geometry status,1,False,input_incomplete,1
maxwell_xi_m0p225_T_136,maxwell_fixed_xi_T,-0.225,136.0,263.4673214353943,138.5,138.5625,2.5,temperature:interpolation_tolerance_exceeded|xi:interpolation_tolerance_exceeded,True,True,2,temperature_interpolation,temperature interpolation status,1,False,full_only,2
maxwell_xi_m0p225_T_135,maxwell_fixed_xi_T,-0.225,135.0,265.53544688419436,138.5,138.5625,3.5,temperature:interpolation_tolerance_exceeded|xi:interpolation_tolerance_exceeded,True,True,2,temperature_interpolation,temperature interpolation status,1,False,full_only,3
maxwell_xi_m0p225_T_134,maxwell_fixed_xi_T,-0.225,134.0,267.57214975645013,138.5,138.5625,4.5,temperature:interpolation_tolerance_exceeded|xi:interpolation_tolerance_exceeded,True,True,2,temperature_interpolation,temperature interpolation status,1,False,full_only,4
maxwell_xi_m0p225_T_131,maxwell_fixed_xi_T,-0.225,131.0,273.4849649530968,138.5,138.5625,7.5,temperature:interpolation_tolerance_exceeded|xi:interpolation_tolerance_exceeded,True,True,2,temperature_interpolation,temperature interpolation status,1,False,full_only,5
maxwell_xi_m0p225_T_137,maxwell_fixed_xi_T,-0.225,137.0,261.3688982123925,138.5,138.5625,1.5,xi:interpolation_tolerance_exceeded,True,True,3,xi_interpolation,xi interpolation status,0,False,full_only,6
maxwell_xi_m0p225_T_136p5,maxwell_fixed_xi_T,-0.225,136.5,262.42181472111594,138.5,138.5625,2.0,xi:interpolation_tolerance_exceeded,True,True,3,xi_interpolation,xi interpolation status,0,False,full_only,7
maxwell_xi_m0p225_T_135p5,maxwell_fixed_xi_T,-0.225,135.5,264.50524461223506,138.5,138.5625,3.0,xi:interpolation_tolerance_exceeded,True,True,3,xi_interpolation,xi interpolation status,0,False,full_only,8
maxwell_xi_m0p225_T_134p5,maxwell_fixed_xi_T,-0.225,134.5,266.55779131455006,138.5,138.5625,4.0,xi:interpolation_tolerance_exceeded,True,True,3,xi_interpolation,xi interpolation status,0,False,full_only,9
maxwell_xi_m0p225_T_133p5,maxwell_fixed_xi_T,-0.225,133.5,268.5784047678378,138.5,138.5625,5.0,xi:interpolation_tolerance_exceeded,True,True,3,xi_interpolation,xi interpolation status,0,False,full_only,10
maxwell_xi_m0p225_T_133,maxwell_fixed_xi_T,-0.225,133.0,269.5764605827391,138.5,138.5625,5.5,xi:interpolation_tolerance_exceeded,True,True,3,xi_interpolation,xi interpolation status,0,False,full_only,11
maxwell_xi_m0p225_T_132,maxwell_fixed_xi_T,-0.225,132.0,271.54760632944647,138.5,138.5625,6.5,xi:interpolation_tolerance_exceeded,True,True,3,xi_interpolation,xi interpolation status,0,False,full_only,12
maxwell_xi_m0p21875_T_138p312,maxwell_fixed_xi_T,-0.21875,138.3125,,138.3125,138.375,0.0,classification_changed_or_unresolved:invalid->valid|rho_geometry_not_converged,True,False,1,input_incomplete,missing boundary row; rho geometry status,2,False,input_incomplete,1
maxwell_xi_m0p21875_T_138p25,maxwell_fixed_xi_T,-0.21875,138.25,,138.3125,138.375,0.0625,geometry_tolerance_exceeded,True,False,1,input_incomplete,missing boundary row; rho geometry status,1,False,input_incomplete,2
maxwell_xi_m0p21875_T_138,maxwell_fixed_xi_T,-0.21875,138.0,,138.3125,138.375,0.3125,geometry_tolerance_exceeded,True,False,1,input_incomplete,missing boundary row; rho geometry status,1,False,input_incomplete,3
maxwell_xi_m0p21875_T_136p5,maxwell_fixed_xi_T,-0.21875,136.5,,138.3125,138.375,1.8125,hybrid_stage_c_not_converged|rho_geometry_not_converged,True,False,1,input_incomplete,missing boundary row; rho geometry status,2,False,input_incomplete,4
maxwell_xi_m0p21875_T_134,maxwell_fixed_xi_T,-0.21875,134.0,268.14413994081065,138.3125,138.375,4.3125,rho:rho_geometry_not_converged|temperature:interpolation_tolerance_exceeded,True,True,1,mixed_geometry_interpolation,rho plus interpolation status,2,False,full_only,5
maxwell_xi_m0p21875_T_132,maxwell_fixed_xi_T,-0.21875,132.0,272.1082659619119,138.3125,138.375,6.3125,rho:rho_geometry_not_converged,True,True,1,rho_geometry,rho geometry status,1,False,full_only,6
maxwell_xi_m0p21875_T_136,maxwell_fixed_xi_T,-0.21875,136.0,264.05132864498376,138.3125,138.375,2.3125,temperature:interpolation_tolerance_exceeded,True,True,2,temperature_interpolation,temperature interpolation status,1,False,full_only,7
maxwell_xi_m0p21875_T_135,maxwell_fixed_xi_T,-0.21875,135.0,266.11335444205054,138.3125,138.375,3.3125,temperature:interpolation_tolerance_exceeded,True,True,2,temperature_interpolation,temperature interpolation status,1,False,full_only,8
maxwell_xi_m0p21875_T_131,maxwell_fixed_xi_T,-0.21875,131.0,274.04019020587464,138.3125,138.375,7.3125,temperature:interpolation_tolerance_exceeded,True,True,2,temperature_interpolation,temperature interpolation status,1,False,full_only,9
maxwell_xi_m0p2125_T_138,maxwell_fixed_xi_T,-0.2125,138.0,,138.0625,138.125,0.0625,geometry_tolerance_exceeded,True,False,1,input_incomplete,missing boundary row; rho geometry status,1,False,input_incomplete,1
maxwell_xi_m0p2125_T_137,maxwell_fixed_xi_T,-0.2125,137.0,262.54488907542145,138.0625,138.125,1.0625,rho:geometry_tolerance_exceeded|xi:interpolation_tolerance_exceeded,True,True,1,mixed_geometry_interpolation,rho plus interpolation status,1,False,full_only,2
maxwell_xi_m0p2125_T_132,maxwell_fixed_xi_T,-0.2125,132.0,272.6646224767252,138.0625,138.125,6.0625,rho:rho_geometry_not_converged|xi:interpolation_tolerance_exceeded,True,True,1,mixed_geometry_interpolation,rho plus interpolation status,1,False,full_only,3
maxwell_xi_m0p2125_T_136,maxwell_fixed_xi_T,-0.2125,136.0,264.63080763546407,138.0625,138.125,2.0625,temperature:interpolation_tolerance_exceeded|xi:interpolation_tolerance_exceeded,True,True,2,temperature_interpolation,temperature interpolation status,1,False,full_only,4
maxwell_xi_m0p2125_T_135,maxwell_fixed_xi_T,-0.2125,135.0,266.68680034259125,138.0625,138.125,3.0625,temperature:interpolation_tolerance_exceeded|xi:interpolation_tolerance_exceeded,True,True,2,temperature_interpolation,temperature interpolation status,1,False,full_only,5
