# format: scan_csv_v1
# mesons: pi,K
# note: mu_fm denotes quark chemical potential (muB/3)
# script: scripts/relaxtime/run_strict_bw_meson_density_scan.jl
# strict_bw_stage: stage2_qpole
# workflow_entry: Models.solve_gap_and_strict_bw_meson_density_point
# continuation: MesonMassWorkflow.continuation_state
T_MeV,muB_MeV,xi,T_fm,muB_fm,mu_fm,Phi,Phibar,m_u,m_d,m_s,m_pi,m_K,gamma_pi,gamma_K,n_pi,n_K,kpi_ratio,d_pi,d_K,stage,qmax,q_nodes,omega_max,omega_nodes,gamma_zero_tol,solver_iterations,pole_residual_norm_max,pole_require_converged,pi_q_integral_estimate,pi_omega_shell_at_qmax,pi_mode,K_q_integral_estimate,K_omega_shell_at_qmax,K_mode
208.0,0.0,0.0,1.0540879892773143,0.0,0.0,0.6442118498984705,0.6442118498984705,0.4021133536936623,0.4021133536936624,2.051730566895566,0.8453988732731724,2.5315894049371632,0.07256096460410094,0.21180203708310893,0.20968272406243949,0.5833566524338094,2.782092111031985,3,4,strict_bw_stage2_qpole,12.0,8,10.0,16,1.0e-12,12,0.0001,true,0.0698942413541465,0.0057368431903287295,strict_bw_stage2_qpole,0.14583916310845235,0.03034379946418086,strict_bw_stage2_qpole
210.0,0.0,0.0,1.064223450712673,0.0,0.0,0.6522366538978155,0.6522366538978157,0.3490151617753453,0.3490151617753451,2.027738840018238,0.909686481009134,2.572283695554165,0.17433872030007808,0.3408672502723144,0.2898643849712841,0.7042471879546282,2.429574740699502,3,4,strict_bw_stage2_qpole,12.0,8,10.0,16,1.0e-12,12,0.0001,true,0.0966214616570947,0.007126639295633473,strict_bw_stage2_qpole,0.17606179698865704,0.0,strict_bw_stage2_qpole
212.0,0.0,0.0,1.074358912148032,0.0,0.0,0.6598150181772858,0.6598150181772858,0.3058028029494928,0.30580280294949236,2.0052870026525924,0.9740069109697355,2.6069453759028143,0.24189142422807122,0.42656959113794474,0.3565563432001064,0.8354453782858511,2.343094981252326,3,4,strict_bw_stage2_qpole,12.0,8,10.0,16,1.0e-12,12,0.0001,true,0.11885211440003546,0.008577787347253266,strict_bw_stage2_qpole,0.20886134457146277,0.03346832643960256,strict_bw_stage2_qpole
214.0,0.0,0.0,1.0844943735833907,0.0,0.0,0.6670249435754864,0.6670249435754878,0.270651139036853,0.27065113903685256,1.9837668676730933,1.0375861219541602,2.63633988685457,0.3000116680796765,0.49397899173238996,0.4194302283228636,0.8861952764688343,2.1128550510352593,3,4,strict_bw_stage2_qpole,12.0,8,10.0,16,1.0e-12,12,0.0001,true,0.1398100761076212,0.010094355375659355,strict_bw_stage2_qpole,0.22154881911720858,0.034952680018907396,strict_bw_stage2_qpole
216.0,0.0,0.0,1.0946298350187493,0.0,0.0,0.6739222241550691,0.6739222241550622,0.24189306846342712,0.24189306846342717,1.9627454762989636,1.10005873430967,2.6613664805272363,0.3539303693963535,0.5513200614879643,0.4811453470865836,1.0356435795483185,2.1524547328978976,3,4,strict_bw_stage2_qpole,12.0,8,10.0,16,1.0e-12,12,0.0001,true,0.16038178236219452,0.011678795638798214,strict_bw_stage2_qpole,0.25891089488707963,0.0,strict_bw_stage2_qpole
218.0,0.0,0.0,1.1047652964541081,0.0,0.0,0.6805467439506167,0.6805467439506167,0.21815233566849979,0.21815233566849984,1.9419295657259474,1.1612829700415004,2.6828675696382973,0.4057796928007677,0.6025759677129365,0.5426306774568634,0.9853461384934098,1.8158688393944336,3,4,strict_bw_stage2_qpole,12.0,8,10.0,16,1.0e-12,12,0.0001,true,0.18087689248562117,0.01333292239856006,strict_bw_stage2_qpole,0.24633653462335245,0.03785259509826241,strict_bw_stage2_qpole
220.0,0.0,0.0,1.114900757889467,0.0,0.0,0.6869276450716499,0.6869276450716499,0.19834664529218468,0.19834664529218443,1.9211255359993464,1.2212317808105837,2.701561188706428,0.456638226510952,0.6500122037879807,0.6041742336652325,1.0349016754307494,1.712919250383291,3,4,strict_bw_stage2_qpole,12.0,8,10.0,16,1.0e-12,12,0.0001,true,0.20139141122174417,0.015058199057762378,strict_bw_stage2_qpole,0.25872541885768735,0.039298867185717824,strict_bw_stage2_qpole
