mode_key,mode,plot_panel,plot_series,plot_series_label,T_MeV,muB_MeV,xi,observable,raw_value,clean_value,display_status,value_source,phase_structure,phase_reference_kind,quality_flag,quality_reason,run_id,canonical_data_modified
mode_a,mode_a_fixed_muB_phase_scaled,muB0.0,alpha1.0,"alpha_T=1.0, T=200.089 MeV",200.08890140807532,0.0,-0.4400000000,tau_d,0.6083907319453679,0.6083907319453679,raw,current prod_v2 raw point,no_transition,crossover,false,ok,20260825T064003_f48b4d90,False
mode_a,mode_a_fixed_muB_phase_scaled,muB0.0,alpha1.0,"alpha_T=1.0, T=200.089 MeV",200.08890140807532,0.0,-0.4400000000,tau_s,1.1180276366003352,1.1180276366003352,raw,current prod_v2 raw point,no_transition,crossover,false,ok,20260825T064003_f48b4d90,False
mode_a,mode_a_fixed_muB_phase_scaled,muB0.0,alpha1.0,"alpha_T=1.0, T=200.089 MeV",200.08890140807532,0.0,-0.4400000000,tau_ubar,0.6083907319460119,0.6083907319460119,raw,current prod_v2 raw point,no_transition,crossover,false,ok,20260825T064003_f48b4d90,False
mode_a,mode_a_fixed_muB_phase_scaled,muB0.0,alpha1.0,"alpha_T=1.0, T=200.089 MeV",200.08890140807532,0.0,-0.4400000000,tau_dbar,0.6083907319460119,0.6083907319460119,raw,current prod_v2 raw point,no_transition,crossover,false,ok,20260825T064003_f48b4d90,False
mode_a,mode_a_fixed_muB_phase_scaled,muB0.0,alpha1.0,"alpha_T=1.0, T=200.089 MeV",200.08890140807532,0.0,-0.4400000000,tau_sbar,1.1180276366003352,1.1180276366003352,raw,current prod_v2 raw point,no_transition,crossover,false,ok,20260825T064003_f48b4d90,False
mode_a,mode_a_fixed_muB_phase_scaled,muB0.0,alpha1.0,"alpha_T=1.0, T=200.089 MeV",200.08890140807532,0.0,-0.4400000000,eta,1.6174167265614834,1.6174167265614834,raw,current prod_v2 raw point,no_transition,crossover,false,ok,20260825T064003_f48b4d90,False
mode_a,mode_a_fixed_muB_phase_scaled,muB0.0,alpha1.0,"alpha_T=1.0, T=200.089 MeV",200.08890140807532,0.0,-0.4400000000,sigma,0.011143028325581816,0.011143028325581816,raw,current prod_v2 raw point,no_transition,crossover,false,ok,20260825T064003_f48b4d90,False
mode_a,mode_a_fixed_muB_phase_scaled,muB0.0,alpha1.0,"alpha_T=1.0, T=200.089 MeV",200.08890140807532,0.0,-0.4400000000,zeta,0.2892670333564388,0.2892670333564388,raw,current prod_v2 raw point,no_transition,crossover,false,ok,20260825T064003_f48b4d90,False
mode_a,mode_a_fixed_muB_phase_scaled,muB0.0,alpha1.0,"alpha_T=1.0, T=200.089 MeV",200.08890140807532,0.0,-0.4300000000,eta_over_s,0.10253648312336733,0.10253648312336733,raw,current prod_v2 raw point,no_transition,crossover,false,ok,20260825T064003_f48b4d90,False
mode_a,mode_a_fixed_muB_phase_scaled,muB0.0,alpha1.0,"alpha_T=1.0, T=200.089 MeV",200.08890140807532,0.0,-0.4300000000,zeta_over_s,0.018417572720612632,0.018417572720612632,raw,current prod_v2 raw point,no_transition,crossover,false,ok,20260825T064003_f48b4d90,False
mode_a,mode_a_fixed_muB_phase_scaled,muB0.0,alpha1.0,"alpha_T=1.0, T=200.089 MeV",200.08890140807532,0.0,-0.4300000000,sigma_over_T,0.010875104423901032,0.010875104423901032,raw,current prod_v2 raw point,no_transition,crossover,false,ok,20260825T064003_f48b4d90,False
mode_a,mode_a_fixed_muB_phase_scaled,muB0.0,alpha1.0,"alpha_T=1.0, T=200.089 MeV",200.08890140807532,0.0,-0.4300000000,tau_u,0.6080633145944009,0.6080633145944009,raw,current prod_v2 raw point,no_transition,crossover,false,ok,20260825T064003_f48b4d90,False
mode_a,mode_a_fixed_muB_phase_scaled,muB0.0,alpha1.0,"alpha_T=1.0, T=200.089 MeV",200.08890140807532,0.0,-0.4300000000,tau_d,0.6080633145944009,0.6080633145944009,raw,current prod_v2 raw point,no_transition,crossover,false,ok,20260825T064003_f48b4d90,False
mode_a,mode_a_fixed_muB_phase_scaled,muB0.0,alpha1.0,"alpha_T=1.0, T=200.089 MeV",200.08890140807532,0.0,-0.4300000000,tau_s,1.1241546904134518,1.1241546904134518,raw,current prod_v2 raw point,no_transition,crossover,false,ok,20260825T064003_f48b4d90,False
mode_a,mode_a_fixed_muB_phase_scaled,muB0.0,alpha1.0,"alpha_T=1.0, T=200.089 MeV",200.08890140807532,0.0,-0.4300000000,tau_ubar,0.6080633145951192,0.6080633145951192,raw,current prod_v2 raw point,no_transition,crossover,false,ok,20260825T064003_f48b4d90,False
mode_a,mode_a_fixed_muB_phase_scaled,muB0.0,alpha1.0,"alpha_T=1.0, T=200.089 MeV",200.08890140807532,0.0,-0.4300000000,tau_dbar,0.6080633145951192,0.6080633145951192,raw,current prod_v2 raw point,no_transition,crossover,false,ok,20260825T064003_f48b4d90,False
mode_a,mode_a_fixed_muB_phase_scaled,muB0.0,alpha1.0,"alpha_T=1.0, T=200.089 MeV",200.08890140807532,0.0,-0.4300000000,tau_sbar,1.1241546904134518,1.1241546904134518,raw,current prod_v2 raw point,no_transition,crossover,false,ok,20260825T064003_f48b4d90,False
