source,source_run_id,path,sha256,raw_curve_copy_in_repository
deep_oracle_aggregate,30676440627,curve_points.csv,fba43d5b92e852f85f14bb2797456bf53403e6a3ecdcc5758d7bbf59a6539f12,false
