T_MeV,meson,q,window_type,omega,window_center,omega_thr,mass_ref,gamma_ref,threshold_ref,delta,F_current,F_gbu,integrand_current,integrand_gbu
208.0,pi,0.0,pole_window,1.17,0.8453988732731724,0.8042267073873247,0.8453988732731724,0.07256096460410094,0.8042267073873247,2.5774671877636472,2.5774671877636472,3.029299462357334,0.2853508259057595,0.3353730777265689
208.0,pi,0.0,pole_window,1.19,0.8453988732731724,0.8042267073873247,0.8453988732731724,0.07256096460410094,0.8042267073873247,2.5787816562857353,2.5787816562857353,3.030049460794226,0.2750249723419284,0.32315231773049
208.0,pi,0.0,pole_window,1.21,0.8453988732731724,0.8042267073873247,0.8453988732731724,0.07256096460410094,0.8042267073873247,2.579377526766428,2.579377526766428,3.0303884199771165,0.26513370552189336,0.3114930259807309
208.0,pi,0.0,pole_window,1.23,0.8453988732731724,0.8042267073873247,0.8453988732731724,0.07256096460410094,0.8042267073873247,2.5793555696349197,2.5793555696349197,3.0303759410960356,0.25566226131926384,0.300366795050968
208.0,pi,0.0,threshold_window,0.41,0.8042267073873247,0.8042267073873247,0.8453988732731724,0.07256096460410094,0.8042267073873247,-1.1284572424106568e-6,-1.1284572424106568e-6,-9.579942633446137e-19,-1.1121051777989985e-6,-9.441123159361815e-19
208.0,pi,0.0,threshold_window,0.43,0.8042267073873247,0.8042267073873247,0.8453988732731724,0.07256096460410094,0.8042267073873247,-1.2174685159222237e-6,-1.2174685159222237e-6,-1.20299854333792e-18,-1.089440518286041e-6,-1.0764921962344542e-18
208.0,pi,0.0,threshold_window,0.45,0.8042267073873247,0.8042267073873247,0.8453988732731724,0.07256096460410094,0.8042267073873247,-1.3136949956643586e-6,-1.3136949956643586e-6,-1.511530294375299e-18,-1.0719649824423427e-6,-1.2333970600623843e-18
208.0,pi,0.0,threshold_window,0.47,0.8042267073873247,0.8042267073873247,0.8453988732731724,0.07256096460410094,0.8042267073873247,-1.4183015408708148e-6,-1.4183015408708148e-6,-1.9020124830595314e-18,-1.059464727704106e-6,-1.4207945767422828e-18
208.0,pi,0.0,threshold_window,0.49,0.8042267073873247,0.8042267073873247,0.8453988732731724,0.07256096460410094,0.8042267073873247,-1.5327048020769875e-6,-1.5327048020769875e-6,-2.400491372518687e-18,-1.0518571511503396e-6,-1.6473974721269554e-18
208.0,pi,0.0,threshold_window,0.51,0.8042267073873247,0.8042267073873247,0.8453988732731724,0.07256096460410094,0.8042267073873247,-1.6586475253883894e-6,-1.6586475253883894e-6,-3.0421188300638197e-18,-1.0491924151199595e-6,-1.924319636053585e-18
208.0,pi,0.0,threshold_window,0.53,0.8042267073873247,0.8042267073873247,0.8453988732731724,0.07256096460410094,0.8042267073873247,-1.7983010184461273e-6,-1.7983010184461273e-6,-3.877081557819746e-18,-1.0516646312720076e-6,-2.2673565243482916e-18
208.0,pi,0.0,threshold_window,0.55,0.8042267073873247,0.8042267073873247,0.8453988732731724,0.07256096460410094,0.8042267073873247,-1.954409230656917e-6,-1.954409230656917e-6,-4.976742081592642e-18,-1.059634865597585e-6,-2.6982728816572997e-18
208.0,pi,0.0,threshold_window,0.57,0.8042267073873247,0.8042267073873247,0.8453988732731724,0.07256096460410094,0.8042267073873247,-2.130495861730001e-6,-2.130495861730001e-6,-6.44676776155248e-18,-1.0736701680230738e-6,-3.2488691248295787e-18
208.0,pi,0.0,threshold_window,0.59,0.8042267073873247,0.8042267073873247,0.8453988732731724,0.07256096460410094,0.8042267073873247,-2.3311696564880467e-6,-2.3311696564880467e-6,-8.445765517072629e-18,-1.0946061126243884e-6,-3.9657287641206825e-18
208.0,pi,0.0,threshold_window,0.61,0.8042267073873247,0.8042267073873247,0.8453988732731724,0.07256096460410094,0.8042267073873247,-2.562587698335196e-6,-2.562587698335196e-6,-1.1218951386383208e-17,-1.1236460546252839e-6,-4.919297189529169e-18
208.0,pi,0.0,threshold_window,0.63,0.8042267073873247,0.8042267073873247,0.8453988732731724,0.07256096460410094,0.8042267073873247,-2.8331827545273417e-6,-2.8331827545273417e-6,-1.5161042722904722e-17,-1.1625209312882986e-6,-6.220929263164761e-18
208.0,pi,0.0,threshold_window,0.65,0.8042267073873247,0.8042267073873247,0.8453988732731724,0.07256096460410094,0.8042267073873247,-3.1548521219785208e-6,-3.1548521219785208e-6,-2.093357225844278e-17,-1.2137543844220416e-6,-8.053694476927223e-18
208.0,pi,0.0,threshold_window,0.67,0.8042267073873247,0.8042267073873247,0.8453988732731724,0.07256096460410094,0.8042267073873247,-3.544997769091088e-6,-3.544997769091088e-6,-2.969993974605116e-17,-1.2811221382506611e-6,-1.0733222639836078e-17
208.0,pi,0.0,threshold_window,0.69,0.8042267073873247,0.8042267073873247,0.8453988732731724,0.07256096460410094,0.8042267073873247,-4.030244674822613e-6,-4.030244674822613e-6,-4.3641678541383316e-17,-1.3704952172830648e-6,-1.484046665673054e-17
208.0,pi,0.0,threshold_window,0.71,0.8042267073873247,0.8042267073873247,0.8453988732731724,0.07256096460410094,0.8042267073873247,-4.653758303731262e-6,-4.653758303731262e-6,-6.719258260684188e-17,-1.4915095157920367e-6,-2.1534933661766383e-17
208.0,pi,0.0,threshold_window,0.73,0.8042267073873247,0.8042267073873247,0.8453988732731724,0.07256096460410094,0.8042267073873247,-5.491189047039909e-6,-5.491189047039909e-6,-1.1038448665323317e-16,-1.6612259583295399e-6,-3.339414706985571e-17
208.0,pi,0.0,threshold_window,0.75,0.8042267073873247,0.8042267073873247,0.8453988732731724,0.07256096460410094,0.8042267073873247,-6.690781165571101e-6,-6.690781165571101e-6,-1.9968208808457052e-16,-1.9134011004162595e-6,-5.710423306630765e-17
208.0,pi,0.0,threshold_window,0.77,0.8042267073873247,0.8042267073873247,0.8453988732731724,0.07256096460410094,0.8042267073873247,-8.59961380597712e-6,-8.59961380597712e-6,-4.2398064768224553e-16,-2.3279170124542143e-6,-1.1477163800133118e-16
208.0,pi,0.0,threshold_window,0.79,0.8042267073873247,0.8042267073873247,0.8453988732731724,0.07256096460410094,0.8042267073873247,-1.2377343098885955e-5,-1.2377343098885955e-5,-1.2641272170753684e-15,-3.175675672614661e-6,-3.2433923971273354e-16
208.0,pi,0.0,threshold_window,0.81,0.8042267073873247,0.8042267073873247,0.8453988732731724,0.07256096460410094,0.8042267073873247,0.33524620637125874,0.33524620637125874,0.024560268615372416,0.08162520520105863,0.0059798945593520164
208.0,pi,0.0,threshold_window,0.83,0.8042267073873247,0.8042267073873247,0.8453988732731724,0.07256096460410094,0.8042267073873247,1.0208587618603868,1.0208587618603868,0.5752834056071916,0.23614686162279191,0.1330755789667102
208.0,pi,0.0,threshold_window,0.85,0.8042267073873247,0.8042267073873247,0.8453988732731724,0.07256096460410094,0.8042267073873247,1.6238411666373798,1.6238411666373798,1.676786559003777,0.3572690369008892,0.3689178050979985
208.0,pi,0.0,threshold_window,0.87,0.8042267073873247,0.8042267073873247,0.8453988732731724,0.07256096460410094,0.8042267073873247,1.9831534388468628,1.9831534388468628,2.350330357361793,0.41543132882150885,0.4923476138568914
208.0,pi,0.0,threshold_window,0.89,0.8042267073873247,0.8042267073873247,0.8453988732731724,0.07256096460410094,0.8042267073873247,2.1812847032977607,2.1812847032977607,2.6510019859523384,0.4354921475957426,0.5292709137865194
208.0,pi,0.0,threshold_window,0.91,0.8042267073873247,0.8042267073873247,0.8453988732731724,0.07256096460410094,0.8042267073873247,2.299447822230338,2.299447822230338,2.7962310929508294,0.43795568029876525,0.5325736373517802
208.0,pi,0.0,threshold_window,0.93,0.8042267073873247,0.8042267073873247,0.8453988732731724,0.07256096460410094,0.8042267073873247,2.375923194577595,2.375923194577595,2.875534023296118,0.43208797008745103,0.5229477374853931
208.0,pi,0.0,threshold_window,0.95,0.8042267073873247,0.8042267073873247,0.8453988732731724,0.07256096460410094,0.8042267073873247,2.428548327091611,2.428548327091611,2.923322378349607,0.42208160611530005,0.5080733172496822
208.0,pi,0.0,threshold_window,0.97,0.8042267073873247,0.8042267073873247,0.8453988732731724,0.07256096460410094,0.8042267073873247,2.4663795418356416,2.4663795418356416,2.954287849332759,0.40999589350046806,0.4911027949669385
208.0,pi,0.0,threshold_window,0.99,0.8042267073873247,0.8042267073873247,0.8453988732731724,0.07256096460410094,0.8042267073873247,2.4944274152379435,2.4944274152379435,2.9754404735775553,0.39692160294944134,0.47346200376024605
208.0,pi,0.0,threshold_window,1.01,0.8042267073873247,0.8042267073873247,0.8453988732731724,0.07256096460410094,0.8042267073873247,2.515671065725906,2.515671065725906,2.990453166506188,0.3834701849956816,0.45584243687683823
208.0,pi,0.0,threshold_window,1.03,0.8042267073873247,0.8042267073873247,0.8453988732731724,0.07256096460410094,0.8042267073873247,2.5319885587766264,2.5319885587766264,3.0014020386216904,0.36999778364966934,0.43859285946702203
208.0,pi,0.0,threshold_window,1.05,0.8042267073873247,0.8042267073873247,0.8453988732731724,0.07256096460410094,0.8042267073873247,2.5446216981034144,2.5446216981034144,3.0095350984969658,0.35671628699419644,0.42188989692051326
208.0,pi,0.0,threshold_window,1.07,0.8042267073873247,0.8042267073873247,0.8453988732731724,0.07256096460410094,0.8042267073873247,2.55442449379355,2.55442449379355,3.01564137284167,0.3437522021477028,0.4058187530384004
208.0,pi,0.0,threshold_window,1.09,0.8042267073873247,0.8042267073873247,0.8453988732731724,0.07256096460410094,0.8042267073873247,2.562003836926259,2.562003836926259,3.020241034565082,0.3311796552756607,0.3904140853577722
208.0,pi,0.0,threshold_window,1.11,0.8042267073873247,0.8042267073873247,0.8453988732731724,0.07256096460410094,0.8042267073873247,2.5678031140030906,2.5678031140030906,3.0236892893455956,0.319039757939347,0.37568187907238976
208.0,pi,0.0,threshold_window,1.13,0.8042267073873247,0.8042267073873247,0.8453988732731724,0.07256096460410094,0.8042267073873247,2.5721540092869435,2.5721540092869435,3.0262360520114804,0.30735241128007457,0.36161168589833825
208.0,pi,0.0,threshold_window,1.15,0.8042267073873247,0.8042267073873247,0.8453988732731724,0.07256096460410094,0.8042267073873247,2.5753097621441183,2.5753097621441183,3.028061725960547,0.2961237289597278,0.34818371870928627
208.0,pi,0.0,threshold_window,1.17,0.8042267073873247,0.8042267073873247,0.8453988732731724,0.07256096460410094,0.8042267073873247,2.5774671877636472,2.5774671877636472,3.029299462357334,0.2853508259057595,0.3353730777265689
208.0,pi,0.0,threshold_window,1.19,0.8042267073873247,0.8042267073873247,0.8453988732731724,0.07256096460410094,0.8042267073873247,2.5787816562857353,2.5787816562857353,3.030049460794226,0.2750249723419284,0.32315231773049
208.0,pi,2.0,pole_window,0.45,0.8453988732731724,2.155639254809361,0.8453988732731724,0.07256096460410094,0.8042267073873247,0.12862542923912576,0.12862542923912576,0.0014140087665381884,0.10495735802527657,0.001153820245641476
208.0,pi,2.0,pole_window,0.47,0.8453988732731724,2.155639254809361,0.8453988732731724,0.07256096460410094,0.8042267073873247,0.13428378352153578,0.13428378352153578,0.0016084703626519925,0.10030936866667305,0.0012015199629134693
208.0,pi,2.0,pole_window,0.49,0.8453988732731724,2.155639254809361,0.8453988732731724,0.07256096460410094,0.8042267073873247,0.13993396274030373,0.13993396274030373,0.0018196051307893812,0.09603319517087303,0.001248749704768343
208.0,pi,2.0,pole_window,0.51,0.8453988732731724,2.155639254809361,0.8453988732731724,0.07256096460410094,0.8042267073873247,0.14557548952523003,0.14557548952523003,0.0020480124855871973,0.09208508564921386,0.001295488723829922
208.0,pi,2.0,pole_window,0.53,0.8453988732731724,2.155639254809361,0.8453988732731724,0.07256096460410094,0.8042267073873247,0.15120786751394938,0.15120786751394938,0.002294276542712692,0.08842789088330152,0.0013417161362744574
208.0,pi,2.0,pole_window,0.55,0.8453988732731724,2.155639254809361,0.8453988732731724,0.07256096460410094,0.8042267073873247,0.15683057992571606,0.15683057992571606,0.0025589651403067626,0.085029863692017,0.0013874109065717256
208.0,pi,2.0,pole_window,0.57,0.8453988732731724,2.155639254809361,0.8453988732731724,0.07256096460410094,0.8042267073873247,0.1624430880323093,0.1624430880323093,0.0028426288054483884,0.08186371105185448,0.0014325518307717739
208.0,pi,2.0,pole_window,0.59,0.8453988732731724,2.155639254809361,0.8453988732731724,0.07256096460410094,0.8042267073873247,0.1680448295160727,0.1680448295160727,0.003145799660542431,0.07890583899428841,0.001477117518211454
208.0,pi,2.0,pole_window,0.61,0.8453988732731724,2.155639254809361,0.8453988732731724,0.07256096460410094,0.8042267073873247,0.17363521670406024,0.17363521670406024,0.0034689902640380466,0.07613574603525748,0.0015210863715033765
208.0,pi,2.0,pole_window,0.63,0.8453988732731724,2.155639254809361,0.8453988732731724,0.07256096460410094,0.8042267073873247,0.17921363466609713,0.17921363466609713,0.0038126923793335155,0.07353553212854755,0.0015644365646571366
208.0,pi,2.0,pole_window,0.65,0.8453988732731724,2.155639254809361,0.8453988732731724,0.07256096460410094,0.8042267073873247,0.18477943916324102,0.18477943916324102,0.004177375665106703,0.07108949825983528,0.0016071460191679067
208.0,pi,2.0,pole_window,0.67,0.8453988732731724,2.155639254809361,0.8453988732731724,0.07256096460410094,0.8042267073873247,0.19033195443165643,0.19033195443165643,0.004563486279623469,0.06878381774029423,0.0016491923778918886
208.0,pi,2.0,pole_window,0.69,0.8453988732731724,2.155639254809361,0.8453988732731724,0.07256096460410094,0.8042267073873247,0.1958704707852349,0.1958704707852349,0.004971445390806156,0.06660626465065965,0.0016905529765097094
208.0,pi,2.0,pole_window,0.71,0.8453988732731724,2.155639254809361,0.8453988732731724,0.07256096460410094,0.8042267073873247,0.20139424201841694,0.20139424201841694,0.0054016475829839206,0.06454598816516864,0.0017312048123590766
208.0,pi,2.0,pole_window,0.73,0.8453988732731724,2.155639254809361,0.8453988732731724,0.07256096460410094,0.8042267073873247,0.20690248258851515,0.20690248258851515,0.005854459150280711,0.06259332395488168,0.0017711245103952317
208.0,pi,2.0,pole_window,0.75,0.8453988732731724,2.155639254809361,0.8453988732731724,0.07256096460410094,0.8042267073873247,0.21239436455444013,0.21239436455444013,0.00633021626551436,0.060739635747149634,0.0018102882860127477
208.0,pi,2.0,pole_window,0.77,0.8453988732731724,2.155639254809361,0.8453988732731724,0.07256096460410094,0.8042267073873247,0.2178690142459517,0.2178690142459517,0.006829223012261715,0.058977181556370224,0.0018486719044334442
208.0,pi,2.0,pole_window,0.79,0.8453988732731724,2.155639254809361,0.8453988732731724,0.07256096460410094,0.8042267073873247,0.22332550863445924,0.22332550863445924,0.007351749266377189,0.05729900021181293,0.0018862506363339065
208.0,pi,2.0,pole_window,0.81,0.8453988732731724,2.155639254809361,0.8453988732731724,0.07256096460410094,0.8042267073873247,0.2287628713727988,0.2287628713727988,0.007898028411706698,0.055698814672072404,0.0019229992093495014
208.0,pi,2.0,pole_window,0.83,0.8453988732731724,2.155639254809361,0.8453988732731724,0.07256096460410094,0.8042267073873247,0.23418006846736883,0.23418006846736883,0.008468254872999847,0.054170949292143764,0.001958891755051925
208.0,pi,2.0,pole_window,0.85,0.8453988732731724,2.155639254809361,0.8453988732731724,0.07256096460410094,0.8042267073873247,0.23957600354134026,0.23957600354134026,0.00906258144705474,0.05271025874225324,0.001993901750951325
208.0,pi,2.0,pole_window,0.87,0.8453988732731724,2.155639254809361,0.8453988732731724,0.07256096460410094,0.8042267073873247,0.24494951264231696,0.24494951264231696,0.009681116410903218,0.05131206670037018,0.0020280019570224506
208.0,pi,2.0,pole_window,0.89,0.8453988732731724,2.155639254809361,0.8453988732731724,0.07256096460410094,0.8042267073873247,0.25029935854170154,0.25029935854170154,0.010323920383320778,0.049972112777560085,0.0020611643461958913
208.0,pi,2.0,pole_window,0.91,0.8453988732731724,2.155639254809361,0.8453988732731724,0.07256096460410094,0.8042267073873247,0.25562422446596667,0.25562422446596667,0.010991002913080916,0.04868650640580718,0.0020933600281893604
208.0,pi,2.0,pole_window,0.93,0.8453988732731724,2.155639254809361,0.8453988732731724,0.07256096460410094,0.8042267073873247,0.2609227071918844,0.2609227071918844,0.01168231876411377,0.047451686635984675,0.0021245591659783776
208.0,pi,2.0,pole_window,0.95,0.8453988732731724,2.155639254809361,0.8453988732731724,0.07256096460410094,0.8042267073873247,0.2661933094283717,0.2661933094283717,0.012397763864020195,0.04626438697031367,0.0021547308841206665
208.0,pi,2.0,pole_window,0.97,0.8453988732731724,2.155639254809361,0.8453988732731724,0.07256096460410094,0.8042267073873247,0.2714344313966902,0.2714344313966902,0.013137170878156246,0.04512160449743693,0.002183843168050788
208.0,pi,2.0,pole_window,0.99,0.8453988732731724,2.155639254809361,0.8453988732731724,0.07256096460410094,0.8042267073873247,0.27664436150807553,0.27664436150807553,0.013900304366663785,0.0440205727157772,0.002211862753350556
208.0,pi,2.0,pole_window,1.01,0.8453988732731724,2.155639254809361,0.8453988732731724,0.07256096460410094,0.8042267073873247,0.28182126602310986,0.28182126602310986,0.014686855476282124,0.042958737527322606,0.0022387550038739344
208.0,pi,2.0,pole_window,1.03,0.8453988732731724,2.155639254809361,0.8453988732731724,0.07256096460410094,0.8042267073873247,0.2869631775598984,0.2869631775598984,0.015496436112415912,0.041933735963455364,0.0022644837774594426
208.0,pi,2.0,pole_window,1.05,0.8453988732731724,2.155639254809361,0.8453988732731724,0.07256096460410094,0.8042267073873247,0.2920679822979322,0.2920679822979322,0.01632857252963077,0.04094337727012926,0.0022890112777968637
208.0,pi,2.0,pole_window,1.07,0.8453988732731724,2.155639254809361,0.8453988732731724,0.07256096460410094,0.8042267073873247,0.29713340570078867,0.29713340570078867,0.01718269827033303,0.03998562603414651,0.002312297890823418
208.0,pi,2.0,pole_window,1.09,0.8453988732731724,2.155639254809361,0.8453988732731724,0.07256096460410094,0.8042267073873247,0.3021569965528806,0.3021569965528806,0.018058146371685346,0.039058587077515056,0.0023343020038046527
208.0,pi,2.0,pole_window,1.11,0.8453988732731724,2.155639254809361,0.8453988732731724,0.07256096460410094,0.8042267073873247,0.3071361090724341,0.3071361090724341,0.018954140749588677,0.038160491884497466,0.0023549798050014384
208.0,pi,2.0,pole_window,1.13,0.8453988732731724,2.155639254809361,0.8453988732731724,0.07256096460410094,0.8042267073873247,0.31206788282373105,0.31206788282373105,0.019869786655566046,0.03728968635728432,0.0023742850615317054
208.0,pi,2.0,pole_window,1.15,0.8453988732731724,2.155639254809361,0.8453988732731724,0.07256096460410094,0.8042267073873247,0.3169492201050826,0.3169492201050826,0.020804060087302956,0.036444619722271004,0.0023921688726972006
208.0,pi,2.0,pole_window,1.17,0.8453988732731724,2.155639254809361,0.8453988732731724,0.07256096460410094,0.8042267073873247,0.32177676043339126,0.32177676043339126,0.02175579601605543,0.035623834430503605,0.0024085793956527854
208.0,pi,2.0,pole_window,1.19,0.8453988732731724,2.155639254809361,0.8453988732731724,0.07256096460410094,0.8042267073873247,0.3265468516795845,0.3265468516795845,0.02272367527370328,0.034825956913651375,0.0024234615398414866
208.0,pi,2.0,pole_window,1.21,0.8453988732731724,2.155639254809361,0.8453988732731724,0.07256096460410094,0.8042267073873247,0.3312555173291003,0.3312555173291003,0.02370620991835609,0.03404968907135446,0.0024367566260891788
