T_MeV,meson,q,window_type,omega,window_center,omega_thr,mass_ref,gamma_ref,threshold_ref,delta,F_current,F_gbu,integrand_current,integrand_gbu
208.0,K,0.0,threshold_window,2.19,2.4538439205892284,2.4538439205892284,2.5315894049371632,0.21180203708310893,2.4538439205892284,-1.6222347211769926e-6,-1.6222347211769926e-6,-2.846030702774449e-18,-4.008345832726659e-8,-7.032197719822716e-20
208.0,K,0.0,threshold_window,2.21,2.4538439205892284,2.4538439205892284,2.5315894049371632,0.21180203708310893,2.4538439205892284,-1.7162960541116507e-6,-1.7162960541116507e-6,-3.370344097124861e-18,-4.138754325766377e-8,-8.127400967845645e-20
208.0,K,0.0,threshold_window,2.23,2.4538439205892284,2.4538439205892284,2.5315894049371632,0.21180203708310893,2.4538439205892284,-1.8224886602395543e-6,-1.8224886602395543e-6,-4.0354767189563004e-18,-4.2896136008500835e-8,-9.498350358609883e-20
208.0,K,0.0,threshold_window,2.25,2.4538439205892284,2.4538439205892284,2.5315894049371632,0.21180203708310893,2.4538439205892284,-1.94345330494309e-6,-1.94345330494309e-6,-4.89373285276172e-18,-4.465314910335438e-8,-1.1243932755706306e-19
208.0,K,0.0,threshold_window,2.27,2.4538439205892284,2.4538439205892284,2.5315894049371632,0.21180203708310893,2.4538439205892284,-2.082703332290737e-6,-2.082703332290737e-6,-6.0228277714517026e-18,-4.671728795803085e-8,-1.3509853993994387e-19
208.0,K,0.0,threshold_window,2.29,2.4538439205892284,2.4538439205892284,2.5315894049371632,0.21180203708310893,2.4538439205892284,-2.2450330058057302e-6,-2.2450330058057302e-6,-7.543675428246799e-18,-4.916902853793693e-8,-1.6521591952243078e-19
208.0,K,0.0,threshold_window,2.31,2.4538439205892284,2.4538439205892284,2.5315894049371632,0.21180203708310893,2.4538439205892284,-2.437188605258454e-6,-2.437188605258454e-6,-9.651093401015498e-18,-5.212212129227848e-8,-2.0639989033491043e-19
208.0,K,0.0,threshold_window,2.33,2.4538439205892284,2.4538439205892284,2.5315894049371632,0.21180203708310893,2.4538439205892284,-2.6690313784801375e-6,-2.6690313784801375e-6,-1.2675848055660605e-17,-5.574359352027947e-8,-2.647392335799127e-19
208.0,K,0.0,threshold_window,2.35,2.4538439205892284,2.4538439205892284,2.5315894049371632,0.21180203708310893,2.4538439205892284,-2.955692196537649e-6,-2.955692196537649e-6,-1.7214250587049146e-17,-6.029094376159373e-8,-3.5114056032544043e-19
208.0,K,0.0,threshold_window,2.37,2.4538439205892284,2.4538439205892284,2.5315894049371632,0.21180203708310893,2.4538439205892284,-3.3219286001369105e-6,-3.3219286001369105e-6,-2.4438594594181073e-17,-6.618765770303028e-8,-4.869259783837973e-19
208.0,K,0.0,threshold_window,2.39,2.4538439205892284,2.4538439205892284,2.5315894049371632,0.21180203708310893,2.4538439205892284,-3.8120640877234175e-6,-3.8120640877234175e-6,-3.693106001676112e-17,-7.419626073936838e-8,-7.188091530804507e-19
208.0,K,0.0,threshold_window,2.41,2.4538439205892284,2.4538439205892284,2.5315894049371632,0.21180203708310893,2.4538439205892284,-4.51712881995021e-6,-4.51712881995021e-6,-6.144631109266871e-17,-8.58933851747633e-8,-1.1684040629837735e-18
208.0,K,0.0,threshold_window,2.43,2.4538439205892284,2.4538439205892284,2.5315894049371632,0.21180203708310893,2.4538439205892284,-5.675962904342244e-6,-5.675962904342244e-6,-1.2190667583473341e-16,-1.054512158250813e-7,-2.2648504580838897e-18
208.0,K,0.0,threshold_window,2.45,2.4538439205892284,2.4538439205892284,2.5315894049371632,0.21180203708310893,2.4538439205892284,-8.554095073334308e-6,-8.554095073334308e-6,-4.1728400520125303e-16,-1.5528853525826266e-7,-7.575251548980695e-18
208.0,K,0.0,threshold_window,2.47,2.4538439205892284,2.4538439205892284,2.5315894049371632,0.21180203708310893,2.4538439205892284,0.544868364407969,0.544868364407969,0.10161580208100462,0.00966602222769702,0.0018026750418286648
208.0,K,0.0,threshold_window,2.49,2.4538439205892284,2.4538439205892284,2.5315894049371632,0.21180203708310893,2.4538439205892284,0.9078652687304889,0.9078652687304889,0.4227886284844001,0.015740017671791194,0.007330052941756878
208.0,K,0.0,threshold_window,2.51,2.4538439205892284,2.4538439205892284,2.5315894049371632,0.21180203708310893,2.4538439205892284,1.2019223717620007,1.2019223717620007,0.8656108190303097,0.020366844938686533,0.014667970030872125
208.0,K,0.0,threshold_window,2.53,2.4538439205892284,2.4538439205892284,2.5315894049371632,0.21180203708310893,2.4538439205892284,1.4312398144237302,1.4312398144237302,1.2934882606372797,0.02370600472273526,0.021424389194913643
208.0,K,0.0,threshold_window,2.55,2.4538439205892284,2.4538439205892284,2.5315894049371632,0.21180203708310893,2.4538439205892284,1.6042760217695622,1.6042760217695622,1.6377307043158003,0.025975144579955648,0.02651681584114955
208.0,K,0.0,threshold_window,2.57,2.4538439205892284,2.4538439205892284,2.5315894049371632,0.21180203708310893,2.4538439205892284,1.7340554370677232,1.7340554370677232,1.8944290171201954,0.02744784899216146,0.029986354805479728
208.0,K,0.0,threshold_window,2.59,2.4538439205892284,2.4538439205892284,2.5315894049371632,0.21180203708310893,2.4538439205892284,1.8323373342181848,1.8323373342181848,2.0821135368786,0.028356329113021137,0.03222173974182407
208.0,K,0.0,threshold_window,2.61,2.4538439205892284,2.4538439205892284,2.5315894049371632,0.21180203708310893,2.4538439205892284,1.9079295634171387,1.9079295634171387,2.2200918030299364,0.028869429780481234,0.03359284621545635
208.0,K,0.0,threshold_window,2.63,2.4538439205892284,2.4538439205892284,2.5315894049371632,0.21180203708310893,2.4538439205892284,1.9670217193051758,1.9670217193051758,2.3230597747722097,0.029103662983182198,0.03437153139246459
208.0,K,0.0,threshold_window,2.65,2.4538439205892284,2.4538439205892284,2.5315894049371632,0.21180203708310893,2.4538439205892284,2.0139043935233287,2.0139043935233287,2.4012466831174937,0.029138729980476608,0.03474309850104869
208.0,K,0.0,threshold_window,2.67,2.4538439205892284,2.4538439205892284,2.5315894049371632,0.21180203708310893,2.4538439205892284,2.0515737167106316,2.0515737167106316,2.461614854269045,0.029029672379259654,0.03483173534603659
208.0,K,0.0,threshold_window,2.69,2.4538439205892284,2.4538439205892284,2.5315894049371632,0.21180203708310893,2.4538439205892284,2.0821552051128727,2.0821552051128727,2.508918832396237,0.028815134495055225,0.03472115499130403
208.0,K,0.0,threshold_window,2.71,2.4538439205892284,2.4538439205892284,2.5315894049371632,0.21180203708310893,2.4538439205892284,2.1071851098560996,2.1071851098560996,2.5464504576609666,0.02852275337433211,0.03446862738545971
208.0,K,0.0,threshold_window,2.73,2.4538439205892284,2.4538439205892284,2.5315894049371632,0.21180203708310893,2.4538439205892284,2.127795021611122,2.127795021611122,2.5765295266374477,0.028172655618261638,0.0341140374458051
208.0,K,0.0,threshold_window,2.75,2.4538439205892284,2.4538439205892284,2.5315894049371632,0.21180203708310893,2.4538439205892284,2.1448337264503117,2.1448337264503117,2.6008216409058376,0.027779747242847715,0.033685673120995845
208.0,K,0.0,threshold_window,2.77,2.4538439205892284,2.4538439205892284,2.5315894049371632,0.21180203708310893,2.4538439205892284,2.158948736987035,2.158948736987035,2.6205447957491335,0.027355236669814258,0.03320394869199625
208.0,K,0.0,threshold_window,2.79,2.4538439205892284,2.4538439205892284,2.5315894049371632,0.21180203708310893,2.4538439205892284,2.170641752068482,2.170641752068482,2.6366052614326927,0.026907665904704146,0.032683833446772184
208.0,K,0.0,threshold_window,2.81,2.4538439205892284,2.4538439205892284,2.5315894049371632,0.21180203708310893,2.4538439205892284,2.180307043060024,2.180307043060024,2.649688356153134,0.02644362158524887,0.03213646281241896
208.0,K,0.0,threshold_window,2.83,2.4538439205892284,2.4538439205892284,2.5315894049371632,0.21180203708310893,2.4538439205892284,2.1882584829260745,2.1882584829260745,2.6603201124789773,0.02596823407598771,0.03157022624929355
208.0,K,0.0,threshold_window,2.85,2.4538439205892284,2.4538439205892284,2.5315894049371632,0.21180203708310893,2.4538439205892284,2.1947488942595457,2.1947488942595457,2.6689098841326113,0.025485533748847385,0.030991514839168798
208.0,K,2.0,pole_window,2.15,2.5315894049371632,3.165651589580369,2.5315894049371632,0.21180203708310893,2.4538439205892284,0.14341930825740995,0.14341930825740995,0.0019585958390923863,0.003721876890937088,5.0827553700928254e-5
208.0,K,2.0,pole_window,2.17,2.5315894049371632,3.165651589580369,2.5315894049371632,0.21180203708310893,2.4538439205892284,0.1410218065075166,0.1410218065075166,0.0018622587477131192,0.003570779139107561,4.71538044550588e-5
208.0,K,2.0,pole_window,2.19,2.5315894049371632,3.165651589580369,2.5315894049371632,0.21180203708310893,2.4538439205892284,0.1383811421524526,0.1383811421524526,0.0017598515352400534,0.003419230689824576,4.348380339424044e-5
208.0,K,2.0,pole_window,2.21,2.5315894049371632,3.165651589580369,2.5315894049371632,0.21180203708310893,2.4538439205892284,0.13548655242434182,0.13548655242434182,0.00165197223199412,0.003267184315818158,3.983640937023808e-5
208.0,K,2.0,pole_window,2.23,2.5315894049371632,3.165651589580369,2.5315894049371632,0.21180203708310893,2.4538439205892284,0.1323271581034363,0.1323271581034363,0.0015393402679251544,0.0031146003239752836,3.623163805452709e-5
208.0,K,2.0,pole_window,2.25,2.5315894049371632,3.165651589580369,2.5315894049371632,0.21180203708310893,2.4538439205892284,0.1288922913334516,0.1288922913334516,0.0014228085082163,0.0029614535572050397,3.269071621186395e-5
208.0,K,2.0,pole_window,2.27,2.5315894049371632,3.165651589580369,2.5315894049371632,0.21180203708310893,2.4538439205892284,0.12517214016234457,0.12517214016234457,0.0013033791279393608,0.0028077464637536447,2.9236203300955873e-5
208.0,K,2.0,pole_window,2.29,2.5315894049371632,3.165651589580369,2.5315894049371632,0.21180203708310893,2.4538439205892284,0.12115908551755673,0.12115908551755673,0.0011822288814685444,0.002653535390365031,2.589228998459108e-5
208.0,K,2.0,pole_window,2.31,2.5315894049371632,3.165651589580369,2.5315894049371632,0.21180203708310893,2.4538439205892284,0.11685074303946542,0.11685074303946542,0.0010607599625068603,0.002498989445730651,2.2685589169621185e-5
208.0,K,2.0,pole_window,2.33,2.5315894049371632,3.165651589580369,2.5315894049371632,0.21180203708310893,2.4538439205892284,0.11225801443483335,0.11225801443483335,0.0009407325271143657,0.002344545356979805,1.9647506591934482e-5
208.0,K,2.0,pole_window,2.35,2.5315894049371632,3.165651589580369,2.5315894049371632,0.21180203708310893,2.4538439205892284,0.10743297866654934,0.10743297866654934,0.0008247437349782755,0.0021914445903781776,1.682332761224265e-5
208.0,K,2.0,pole_window,2.37,2.5315894049371632,3.165651589580369,2.5315894049371632,0.21180203708310893,2.4538439205892284,0.10266079358694963,0.10266079358694963,0.0007197921728736706,0.0020454616228580058,1.4341475597494603e-5
208.0,K,2.0,pole_window,2.39,2.5315894049371632,3.165651589580369,2.5315894049371632,0.21180203708310893,2.4538439205892284,0.07778007995798966,0.07778007995798966,0.0003133202091700621,0.001513875674723607,6.0983203323789585e-6
208.0,K,2.0,pole_window,2.41,2.5315894049371632,3.165651589580369,2.5315894049371632,0.21180203708310893,2.4538439205892284,0.05126900035924952,0.05126900035924952,8.979351604822272e-5,0.0009748820923443657,1.7074272989653847e-6
208.0,K,2.0,pole_window,2.43,2.5315894049371632,3.165651589580369,2.5315894049371632,0.21180203708310893,2.4538439205892284,0.030430212116941042,0.030430212116941042,1.8782061074629902e-5,0.0005653495133119471,3.4894364346628436e-7
208.0,K,2.0,pole_window,2.45,2.5315894049371632,3.165651589580369,2.5315894049371632,0.21180203708310893,2.4538439205892284,0.014836941711933492,0.014836941711933492,2.1773226571413645e-6,0.0002693454920019134,3.952647747230585e-8
208.0,K,2.0,pole_window,2.47,2.5315894049371632,3.165651589580369,2.5315894049371632,0.21180203708310893,2.4538439205892284,0.0038229326896885617,0.0038229326896885617,3.724752548148885e-8,6.781922895022595e-5,6.607750288860717e-10
208.0,K,2.0,pole_window,2.49,2.5315894049371632,3.165651589580369,2.5315894049371632,0.21180203708310893,2.4538439205892284,-0.0032980742971105642,-0.0032980742971105642,-2.3916030632894353e-8,-5.718001283603597e-5,-4.146416409642466e-10
208.0,K,2.0,pole_window,2.51,2.5315894049371632,3.165651589580369,2.5315894049371632,0.21180203708310893,2.4538439205892284,-0.0071617415653380725,-0.0071617415653380725,-2.4488389349479334e-7,-0.00012135732171983373,-4.149612657162429e-9
208.0,K,2.0,pole_window,2.53,2.5315894049371632,3.165651589580369,2.5315894049371632,0.21180203708310893,2.4538439205892284,-0.008333823439822384,-0.008333823439822384,-3.858651835761395e-7,-0.00013803532841378987,-6.39118739711564e-9
208.0,K,2.0,pole_window,2.55,2.5315894049371632,3.165651589580369,2.5315894049371632,0.21180203708310893,2.4538439205892284,-0.007312642426322227,-0.007312642426322227,-2.6069164324373645e-7,-0.00011840041346234211,-4.220909015752234e-9
208.0,K,2.0,pole_window,2.57,2.5315894049371632,3.165651589580369,2.5315894049371632,0.21180203708310893,2.4538439205892284,-0.0029400102097648854,-0.0029400102097648854,-1.6941603211452494e-8,-4.6536549263671495e-5,-2.6816361039725213e-10
208.0,K,2.0,pole_window,2.59,2.5315894049371632,3.165651589580369,2.5315894049371632,0.21180203708310893,2.4538439205892284,-0.00011337990079960865,-0.00011337990079960865,-9.7166589010933e-13,-1.7546102029554359e-6,-1.5037011609869836e-14
208.0,K,2.0,pole_window,2.61,2.5315894049371632,3.165651589580369,2.5315894049371632,0.21180203708310893,2.4538439205892284,-5.948871110771367e-7,-5.948871110771367e-7,-1.4039571100740028e-19,-9.001407604270087e-9,-2.124367795396817e-21
208.0,K,2.0,pole_window,2.63,2.5315894049371632,3.165651589580369,2.5315894049371632,0.21180203708310893,2.4538439205892284,-6.062892065723944e-7,-6.062892065723944e-7,-1.4854840312472292e-19,-8.970534776126847e-9,-2.197892691677535e-21
208.0,K,2.0,pole_window,2.65,2.5315894049371632,3.165651589580369,2.5315894049371632,0.21180203708310893,2.4538439205892284,-6.274848008686715e-7,-6.274848008686715e-7,-1.6474790824096142e-19,-9.078936536494303e-9,-2.383700451977838e-21
208.0,K,2.0,pole_window,2.67,2.5315894049371632,3.165651589580369,2.5315894049371632,0.21180203708310893,2.4538439205892284,-6.529596846577985e-7,-6.529596846577985e-7,-1.8560609456709856e-19,-9.239349075339203e-9,-2.626317579031809e-21
208.0,K,2.0,pole_window,2.69,2.5315894049371632,3.165651589580369,2.5315894049371632,0.21180203708310893,2.4538439205892284,-6.812088371249277e-7,-6.812088371249277e-7,-2.106994456295072e-19,-9.427310804100636e-9,-2.9158887142222912e-21
208.0,K,2.0,pole_window,2.71,2.5315894049371632,3.165651589580369,2.5315894049371632,0.21180203708310893,2.4538439205892284,-7.117350851531411e-7,-7.117350851531411e-7,-2.403455987834077e-19,-9.634010892886692e-9,-3.253306131787096e-21
208.0,K,2.0,pole_window,2.73,2.5315894049371632,3.165651589580369,2.5315894049371632,0.21180203708310893,2.4538439205892284,-7.444175950419116e-7,-7.444175950419116e-7,-2.7496807050242725e-19,-9.856316199767493e-9,-3.6406611903891095e-21
208.0,K,2.0,pole_window,2.75,2.5315894049371632,3.165651589580369,2.5315894049371632,0.21180203708310893,2.4538439205892284,-7.793157564044853e-7,-7.793157564044853e-7,-3.155197728522269e-19,-1.0093647105743056e-8,-4.086591623333764e-21
208.0,K,2.0,pole_window,2.77,2.5315894049371632,3.165651589580369,2.5315894049371632,0.21180203708310893,2.4538439205892284,-8.165965920009713e-7,-8.165965920009713e-7,-3.630594970168745e-19,-1.0346791776596254e-8,-4.600191887826176e-21
208.0,K,2.0,pole_window,2.79,2.5315894049371632,3.165651589580369,2.5315894049371632,0.21180203708310893,2.4538439205892284,-8.565071039000053e-7,-8.565071039000053e-7,-4.188577924172515e-19,-1.0617416243276963e-8,-5.192236595101554e-21
208.0,K,2.0,pole_window,2.81,2.5315894049371632,3.165651589580369,2.5315894049371632,0.21180203708310893,2.4538439205892284,-8.993665206408381e-7,-8.993665206408381e-7,-4.849263623030869e-19,-1.0907870987239438e-8,-5.881377699655076e-21
208.0,K,2.0,pole_window,2.83,2.5315894049371632,3.165651589580369,2.5315894049371632,0.21180203708310893,2.4538439205892284,-9.455694460993917e-7,-9.455694460993917e-7,-5.635945472793301e-19,-1.122114636045059e-8,-6.688220446484794e-21
208.0,K,2.0,pole_window,2.85,2.5315894049371632,3.165651589580369,2.5315894049371632,0.21180203708310893,2.4538439205892284,-9.955967719759013e-7,-9.955967719759013e-7,-6.579328417797778e-19,-1.1560919428550697e-8,-7.639949010800448e-21
208.0,K,2.0,pole_window,2.87,2.5315894049371632,3.165651589580369,2.5315894049371632,0.21180203708310893,2.4538439205892284,-1.0500338715896364e-6,-1.0500338715896364e-6,-7.718587731854812e-19,-1.1931673228028796e-8,-8.770732934447227e-21
208.0,K,2.0,pole_window,2.89,2.5315894049371632,3.165651589580369,2.5315894049371632,0.21180203708310893,2.4538439205892284,-1.109597241280632e-6,-1.109597241280632e-6,-9.107721765351864e-19,-1.2338889987020542e-8,-1.0127925044709711e-20
208.0,K,2.0,pole_window,2.91,2.5315894049371632,3.165651589580369,2.5315894049371632,0.21180203708310893,2.4538439205892284,-1.1751722892043977e-6,-1.1751722892043977e-6,-1.0818728318805551e-18,-1.2789335437583483e-8,-1.1773962571135992e-20
208.0,K,2.0,pole_window,2.93,2.5315894049371632,3.165651589580369,2.5315894049371632,0.21180203708310893,2.4538439205892284,-1.2478669535110696e-6,-1.2478669535110696e-6,-1.2953251345886388e-18,-1.3291468652133341e-8,-1.3796962386305044e-20
208.0,K,2.0,threshold_window,2.77,3.165651589580369,3.165651589580369,2.5315894049371632,0.21180203708310893,2.4538439205892284,-8.165965920009713e-7,-8.165965920009713e-7,-3.630594970168745e-19,-1.0346791776596254e-8,-4.600191887826176e-21
208.0,K,2.0,threshold_window,2.79,3.165651589580369,3.165651589580369,2.5315894049371632,0.21180203708310893,2.4538439205892284,-8.565071039000053e-7,-8.565071039000053e-7,-4.188577924172515e-19,-1.0617416243276963e-8,-5.192236595101554e-21
208.0,K,2.0,threshold_window,2.81,3.165651589580369,3.165651589580369,2.5315894049371632,0.21180203708310893,2.4538439205892284,-8.993665206408381e-7,-8.993665206408381e-7,-4.849263623030869e-19,-1.0907870987239438e-8,-5.881377699655076e-21
208.0,K,2.0,threshold_window,2.83,3.165651589580369,3.165651589580369,2.5315894049371632,0.21180203708310893,2.4538439205892284,-9.455694460993917e-7,-9.455694460993917e-7,-5.635945472793301e-19,-1.122114636045059e-8,-6.688220446484794e-21
208.0,K,2.0,threshold_window,2.85,3.165651589580369,3.165651589580369,2.5315894049371632,0.21180203708310893,2.4538439205892284,-9.955967719759013e-7,-9.955967719759013e-7,-6.579328417797778e-19,-1.1560919428550697e-8,-7.639949010800448e-21
208.0,K,2.0,threshold_window,2.87,3.165651589580369,3.165651589580369,2.5315894049371632,0.21180203708310893,2.4538439205892284,-1.0500338715896364e-6,-1.0500338715896364e-6,-7.718587731854812e-19,-1.1931673228028796e-8,-8.770732934447227e-21
208.0,K,2.0,threshold_window,2.89,3.165651589580369,3.165651589580369,2.5315894049371632,0.21180203708310893,2.4538439205892284,-1.109597241280632e-6,-1.109597241280632e-6,-9.107721765351864e-19,-1.2338889987020542e-8,-1.0127925044709711e-20
208.0,K,2.0,threshold_window,2.91,3.165651589580369,3.165651589580369,2.5315894049371632,0.21180203708310893,2.4538439205892284,-1.1751722892043977e-6,-1.1751722892043977e-6,-1.0818728318805551e-18,-1.2789335437583483e-8,-1.1773962571135992e-20
208.0,K,2.0,threshold_window,2.93,3.165651589580369,3.165651589580369,2.5315894049371632,0.21180203708310893,2.4538439205892284,-1.2478669535110696e-6,-1.2478669535110696e-6,-1.2953251345886388e-18,-1.3291468652133341e-8,-1.3796962386305044e-20
208.0,K,2.0,threshold_window,2.95,3.165651589580369,3.165651589580369,2.5315894049371632,0.21180203708310893,2.4538439205892284,-1.3290888983703902e-6,-1.3290888983703902e-6,-1.5651051282891335e-18,-1.385603684179783e-8,-1.6316556661823428e-20
208.0,K,2.0,threshold_window,2.97,3.165651589580369,3.165651589580369,2.5315894049371632,0.21180203708310893,2.4538439205892284,-1.4206592348132198e-6,-1.4206592348132198e-6,-1.9115416037161423e-18,-1.4496955990619079e-8,-1.9506109434437093e-20
208.0,K,2.0,threshold_window,2.99,3.165651589580369,3.165651589580369,2.5315894049371632,0.21180203708310893,2.4538439205892284,-1.5249850799973726e-6,-1.5249850799973726e-6,-2.364280714023566e-18,-1.523265244828803e-8,-2.361614344907118e-20
208.0,K,2.0,threshold_window,3.01,3.165651589580369,3.165651589580369,2.5315894049371632,0.21180203708310893,2.4538439205892284,-1.645331121222007e-6,-1.645331121222007e-6,-2.9694857548367634e-18,-1.608818216612153e-8,-2.9035874388636566e-20
208.0,K,2.0,threshold_window,3.03,3.165651589580369,3.165651589580369,2.5315894049371632,0.21180203708310893,2.4538439205892284,-1.7862665630633472e-6,-1.7862665630633472e-6,-3.799789801382791e-18,-1.7098732056337684e-8,-3.63728398816503e-20
208.0,K,2.0,threshold_window,3.05,3.165651589580369,3.165651589580369,2.5315894049371632,0.21180203708310893,2.4538439205892284,-1.954442968060677e-6,-1.954442968060677e-6,-4.977165598066269e-18,-1.8315738749699087e-8,-4.6642683515409416e-20
208.0,K,2.0,threshold_window,3.07,3.165651589580369,3.165651589580369,2.5315894049371632,0.21180203708310893,2.4538439205892284,-2.1600482993359126e-6,-2.1600482993359126e-6,-6.7190888540947374e-18,-1.9818378089676103e-8,-6.164743786956863e-20
208.0,K,2.0,threshold_window,3.09,3.165651589580369,3.165651589580369,2.5315894049371632,0.21180203708310893,2.4538439205892284,-2.4197963804026427e-6,-2.4197963804026427e-6,-9.446111427779957e-18,-2.1737304098291826e-8,-8.485548549247606e-20
208.0,K,2.0,threshold_window,3.11,3.165651589580369,3.165651589580369,2.5315894049371632,0.21180203708310893,2.4538439205892284,-2.7639546872903004e-6,-2.7639546872903004e-6,-1.4076840550419217e-17,-2.4310763186740383e-8,-1.2381488691272537e-19
208.0,K,2.0,threshold_window,3.13,3.165651589580369,3.165651589580369,2.5315894049371632,0.21180203708310893,2.4538439205892284,-3.25665985619621e-6,-3.25665985619621e-6,-2.3026590671108155e-17,-2.804781969072604e-8,-1.9831535737654404e-19
208.0,K,2.0,threshold_window,3.15,3.165651589580369,3.165651589580369,2.5315894049371632,0.21180203708310893,2.4538439205892284,-4.0819588833245365e-6,-4.0819588833245365e-6,-4.5343367732417206e-17,-3.442486144522436e-8,-3.8239952833062794e-19
208.0,K,2.0,threshold_window,3.17,3.165651589580369,3.165651589580369,2.5315894049371632,0.21180203708310893,2.4538439205892284,0.16636952007612568,0.16636952007612568,0.003052991286340123,0.00137395235933336,2.5212939118727094e-5
208.0,K,2.0,threshold_window,3.19,3.165651589580369,3.165651589580369,2.5315894049371632,0.21180203708310893,2.4538439205892284,0.44602875211912435,0.44602875211912435,0.05684619225519416,0.0036072164659419516,0.00045973834591334187
208.0,K,2.0,threshold_window,3.21,3.165651589580369,3.165651589580369,2.5315894049371632,0.21180203708310893,2.4538439205892284,0.6694988900782748,0.6694988900782748,0.18287149396584634,0.005302582075332504,0.0014483834407540259
208.0,K,2.0,threshold_window,3.23,3.165651589580369,3.165651589580369,2.5315894049371632,0.21180203708310893,2.4538439205892284,0.8763534186861779,0.8763534186861779,0.38460348890449186,0.006797690938508821,0.002983289156747347
208.0,K,2.0,threshold_window,3.25,3.165651589580369,3.165651589580369,2.5315894049371632,0.21180203708310893,2.4538439205892284,1.0639100685479312,1.0639100685479312,0.6394939349454987,0.008082537081438692,0.004858242811449879
208.0,K,2.0,threshold_window,3.27,3.165651589580369,3.165651589580369,2.5315894049371632,0.21180203708310893,2.4538439205892284,1.2271862137405685,1.2271862137405685,0.9099907956698674,0.009131237637245692,0.0067710524368101085
208.0,K,2.0,threshold_window,3.29,3.165651589580369,3.165651589580369,2.5315894049371632,0.21180203708310893,2.4538439205892284,1.3646033799460864,1.3646033799460864,1.1642052078658285,0.009945289308686775,0.008484778637557627
208.0,K,2.0,threshold_window,3.31,3.165651589580369,3.165651589580369,2.5315894049371632,0.21180203708310893,2.4538439205892284,1.477862037242153,1.477862037242153,1.3854619262808237,0.010549983175869476,0.009890368413784096
208.0,K,2.0,threshold_window,3.33,3.165651589580369,3.165651589580369,2.5315894049371632,0.21180203708310893,2.4538439205892284,1.5703025111013784,1.5703025111013784,1.5698086954881394,0.010980519278295528,0.010977066216339147
208.0,K,2.0,threshold_window,3.35,3.165651589580369,3.165651589580369,2.5315894049371632,0.21180203708310893,2.4538439205892284,1.6455829618107105,1.6455829618107105,1.7200910521253918,0.011271857704852813,0.011782220665200488
208.0,K,2.0,threshold_window,3.37,3.165651589580369,3.165651589580369,2.5315894049371632,0.21180203708310893,2.4538439205892284,1.7070160694808163,1.7070160694808163,1.8415569423255822,0.011454171287643257,0.01235694791072548
208.0,K,2.0,threshold_window,3.39,3.165651589580369,3.165651589580369,2.5315894049371632,0.21180203708310893,2.4538439205892284,1.7573566672158125,1.7573566672158125,1.9396182484692364,0.011551814929634191,0.012749893893739818
208.0,K,2.0,threshold_window,3.41,3.165651589580369,3.165651589580369,2.5315894049371632,0.21180203708310893,2.4538439205892284,1.7988057322811013,1.7988057322811013,2.018994354162865,0.011583836823404477,0.01300179376031848
208.0,K,2.0,threshold_window,3.43,3.165651589580369,3.165651589580369,2.5315894049371632,0.21180203708310893,2.4538439205892284,1.8330915309470546,1.8330915309470546,2.0835207975170813,0.011564943504442595,0.013144897517019943
208.0,K,2.0,threshold_window,3.45,3.165651589580369,3.165651589580369,2.5315894049371632,0.21180203708310893,2.4538439205892284,1.8615641858679084,1.8615641858679084,2.1362181163273632,0.011506457622354974,0.013204112656565646
208.0,K,2.0,threshold_window,3.47,3.165651589580369,3.165651589580369,2.5315894049371632,0.21180203708310893,2.4538439205892284,1.8852800393724116,1.8852800393724116,2.179435086940002,0.011417119866283453,0.013198501606509943
208.0,K,2.0,threshold_window,3.49,3.165651589580369,3.165651589580369,2.5315894049371632,0.21180203708310893,2.4538439205892284,1.9050698711726162,1.9050698711726162,2.214993125517482,0.0113037151827277,0.013142642063379109
208.0,K,2.0,threshold_window,3.51,3.165651589580369,3.165651589580369,2.5315894049371632,0.21180203708310893,2.4538439205892284,1.9215917095156372,1.9215917095156372,2.244308487584055,0.011171546786539937,0.013047723482733897
208.0,K,2.0,threshold_window,3.53,3.165651589580369,3.165651589580369,2.5315894049371632,0.21180203708310893,2.4538439205892284,1.9353709311594336,1.9353709311594336,2.2684886340834223,0.01102479039857019,0.012922386768166386
208.0,K,2.0,threshold_window,3.55,3.165651589580369,3.165651589580369,2.5315894049371632,0.21180203708310893,2.4538439205892284,1.9468304957663258,1.9468304957663258,2.288405836147283,0.010866758147325415,0.01277335280006078
210.0,pi,0.0,pole_window,0.51,0.909686481009134,0.6980303235506904,0.909686481009134,0.17433872030007808,0.6980303235506904,-1.4339424557112575e-6,-1.4339424557112575e-6,-1.965539954103604e-18,-9.161122859272138e-7,-1.2557374902063074e-18
210.0,pi,0.0,pole_window,0.53,0.909686481009134,0.6980303235506904,0.909686481009134,0.17433872030007808,0.6980303235506904,-1.550604642793332e-6,-1.550604642793332e-6,-2.4854064254809308e-18,-9.15892802241784e-7,-1.4680504578154189e-18
210.0,pi,0.0,pole_window,0.55,0.909686481009134,0.6980303235506904,0.909686481009134,0.17433872030007808,0.6980303235506904,-1.6807129900650462e-6,-1.6807129900650462e-6,-3.1651503656525068e-18,-9.203991352939506e-7,-1.7333129908808246e-18
210.0,pi,0.0,pole_window,0.57,0.909686481009134,0.6980303235506904,0.909686481009134,0.17433872030007808,0.6980303235506904,-1.8273272735102978e-6,-1.8273272735102978e-6,-4.067875729188777e-18,-9.301696010308019e-7,-2.0706823560914163e-18
