window_id,mechanism_verdict,dominant_channels,dominant_denominator_branch,max_rate_reproduction_rel_error,denominator_sigma_alignment,upstream_branch_flag,upstream_max_rel_step,upstream_max_rel_curvature,control_window_id,evidence_files,high_rate_convergence_gate
mode_a_muB900p0_alpha1p0_xim0p003_sbar_review,small_denominator_supported,usbar_to_usbar,simple_1m4KPi,1.911957755336218e-16,true,true,0.14351965037754455,0.21315262249920097,mode_a_muB900p0_alpha1p0_xim0p01_sbar_review,docs/analysis/relaxtime/phase_guided_transport/phase_guided_transport_publication_clean_v4_mechanism_review/tables/mechanism_window_summary.csv;docs/analysis/relaxtime/phase_guided_transport/phase_guided_transport_publication_clean_v4_mechanism_review/tables/upstream_branch_smoothness_summary.csv;docs/analysis/relaxtime/phase_guided_transport/phase_guided_transport_publication_clean_v4_mechanism_review/tables/denominator_chain_summary.csv,not_run
